DLiP-ID,T007JA
NumAliphaticHeterocycles,2
NumSaturatedHeterocycles,2
Mordred Descriptors
MW,344.18484062800064
MZ,0.6258503401360543
Mi,1.1382568775580888
Mm,0.5852033595054873
Mp,0.646083734571673
Mv,0.6056772494464915
SZ,30.666666666666664
Si,55.77458700034635
Sm,28.67496461576888
Sp,31.658102994011976
Sv,29.678185222878085
nB,0
nC,18
nF,0
nH,24
nI,0
nN,4
nO,3
nP,0
nS,0
nX,0
ABC,19.396191403623394
AMW,7.024180420979605
IC0,1.5769009146165789
IC1,3.3272138769827224
IC2,4.37737942609295
IC3,5.053285864435066
IC4,5.313589691009832
IC5,5.313589691009832
MID,50.57872004690682
Mpe,0.9698279311724691
Mse,1.0060942075300623
NdO,3
NdS,0
NsF,0
NsI,0
NtN,0
SMR,93.54180000000004
SdO,37.28185968911445
SdS,0
Spe,47.52156862745099
SsF,0
SsI,0
Sse,49.29861616897305
StN,0
fMF,0.3469387755102041
nBr,0
nCl,0
AMID,2.023148801876273
BIC0,0.2703464167483343
BIC1,0.5704228725216539
BIC2,0.750464935128694
BIC3,0.8663434167562797
BIC4,0.9109703214197719
BIC5,0.9109703214197719
CIC0,4.037808929498629
CIC1,2.287495967132486
CIC2,1.2373304180222586
CIC3,0.5614239796801419
CIC4,0.30112015310537643
CIC5,0.30112015310537643
GGI1,5.0
GGI2,3.1111111111111125
GGI3,1.6875
GGI4,1.8055555555555558
GGI5,0.7675
GGI6,0.6033106575963718
GGI7,0.46878543083900226
GGI8,0.24340199042579994
GGI9,0.09687500000000002
JGI1,0.18518518518518517
JGI2,0.08187134502923979
JGI3,0.04326923076923078
JGI4,0.05015432098765433
JGI5,0.022573529411764704
JGI6,0.01885345804988662
JGI7,0.016742336815678653
JGI8,0.010141749601074996
JGI9,0.006458333333333332
MIC0,14.963509949684791
MIC1,29.165813124378804
MIC2,34.797255535158094
MIC3,38.899192607277094
MIC4,39.16157886446446
MIC5,39.16157886446446
MPC2,38
MPC3,50
MPC4,64
MPC5,79
MPC6,83
MPC7,93
MPC8,110
MPC9,106
Mare,0.9843265306122448
NaaN,0
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,0
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.1352808754847362
RPCG,0.09730860300007256
SIC0,0.2808517195718195
SIC1,0.5925887480133962
SIC2,0.779627006136549
SIC3,0.9000083717115727
SIC4,0.9463694186403985
SIC5,0.9463694186403985
SaaN,0
SaaO,0
SaaS,0
Sare,48.232
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,77.26814481621237
TIC1,163.0334799721534
TIC2,214.49159187855454
TIC3,247.61100735731824
TIC4,260.3658948594818
TIC5,260.3658948594818
Vabc,326.453785692848
WPol,39
apol,52.869031999999976
bpol,28.960967999999994
nRot,4
ABCGG,16.21310463101155
ATS0Z,1060.0
ATS0d,154.0
ATS0i,8121.6361668494765
ATS0m,4173.827913
ATS0p,67.640521716376
ATS0s,254.72222222222223
ATS0v,9991.743121610065
ATS1Z,1204.0
ATS1d,200.0
ATS1i,7651.021768408201
ATS1m,4529.240502999999
ATS1p,88.54119539999999
ATS1s,155.66666666666669
ATS1v,12895.139010286046
ATS2Z,1836.0
ATS2d,326.0
ATS2i,14444.634582933892
ATS2m,6762.1087659999985
ATS2p,137.907917768792
ATS2s,270.22222222222223
ATS2v,19346.7275519888
ATS3Z,2089.0
ATS3d,382.0
ATS3i,22064.659580861226
ATS3m,7414.838674999999
ATS3p,161.87143913607397
ATS3s,412.5
ATS3v,22050.885047326236
ATS4Z,1985.0
ATS4d,354.0
ATS4i,22425.25026688287
ATS4m,6945.484632
ATS4p,151.675211568621
ATS4s,433.94444444444446
ATS4v,20937.866837567588
ATS5Z,1883.0
ATS5d,320.0
ATS5i,20128.408457131325
ATS5m,6658.594034
ATS5p,138.91653446407398
ATS5s,476.52777777777777
ATS5v,19149.470533279622
ATS6Z,1729.0
ATS6d,299.0
ATS6i,19192.138150637376
ATS6m,6087.295004
ATS6p,135.86132587522496
ATS6s,378.05555555555554
ATS6v,18485.562267470235
ATS7Z,1548.0
ATS7d,286.0
ATS7i,19094.938055518876
ATS7m,5305.187048
ATS7p,134.593478457225
ATS7s,341.05555555555554
ATS7v,17905.74810766554
ATS8Z,1367.0
ATS8d,247.0
ATS8i,17335.454252347976
ATS8m,4688.097004
ATS8p,123.24021122207401
ATS8s,330.44444444444446
ATS8v,15854.334475110894
C1SP1,0
C1SP2,3
C1SP3,1
C2SP1,0
C2SP2,6
C2SP3,8
C3SP2,0
C3SP3,0
C4SP3,0
FCSP3,0.5
GGI10,0.08672584430160188
JGI10,0.008672584430160186
JGT10,0.44392207361320857
Kier1,19.753086419753085
Kier2,8.79224376731302
Kier3,4.6464
MAXdO,12.822741559586797
MID_C,37.25980765141266
MID_N,7.990057486259425
MID_O,5.328854909234732
MID_X,0.0
MID_h,13.318912395494156
MINdO,11.81919424021884
MPC10,104
MWC01,27.0
MWC02,4.875197323201151
MWC03,5.726847747587197
MWC04,6.608000625296087
MWC05,7.483806687665835
MWC06,8.372629740224884
MWC07,9.259796980688776
MWC08,10.154751979566992
MWC09,11.04903113588867
MWC10,11.948706370280338
NaaCH,5
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,1
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,3
NdssS,0
NsCH3,1
NsNH2,1
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,2
NssPH,0
NssSe,0
NsssB,0
NsssN,1
NsssP,0
SLogP,0.6105
SRW02,4.007333185232471
SRW03,0.0
SRW04,5.332718793265369
SRW05,2.3978952727983707
SRW06,6.849066282633458
SRW07,4.727387818712341
SRW08,8.454253391642363
SRW09,6.86171134048073
SRW10,10.10989177984604
SaaCH,9.194943087306939
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,0.7103867915393891
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-0.7097544925913424
SdssS,0
SsCH3,1.5807586212221856
SsNH2,5.565738876749394
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,5.574151705243876
SssPH,0
SssSe,0
SsssB,0
SsssN,1.660618858654573
SsssP,0
VE1_A,3.953497574042226
VE1_D,4.9180498077163275
VE2_A,0.15813990296168903
VE2_D,0.1967219923086531
VE3_A,2.290891380780003
VE3_D,2.509202803253376
VR1_A,316.9982320336118
VR1_D,146.55360088697284
VR2_A,12.679929281344473
VR2_D,5.862144035478914
VR3_A,6.675186928554848
VR3_D,5.903681969776432
WPath,1546
Xc-3d,1.7818392970185708
Xc-4d,0.0
Xc-5d,0.5932188567535566
Xc-6d,0.0
Xp-0d,17.97432701575866
Xp-1d,11.969234250586762
Xp-2d,10.94920655504465
Xp-3d,9.14182100534552
Xp-4d,7.171825875467118
Xp-5d,5.770407844724348
Xp-6d,3.784781837577615
Xp-7d,2.619235823102494
ZMIC0,83.6078676574767
ZMIC1,47.93826151449
ZMIC2,32.94972159134651
ZMIC3,23.46808694654276
ZMIC4,22.21790421054186
ZMIC5,22.21790421054186
nAcid,0
nAtom,49
nBase,1
nRing,3
piPC1,3.5263605246161616
piPC2,3.979681653901961
piPC3,4.366278277705742
piPC4,4.724063715928502
piPC5,5.087210458322328
piPC6,4.987451958640598
piPC7,5.162282843705396
piPC8,5.442688236696851
piPC9,5.460648778465489
AATS0Z,21.632653061224488
AATS0d,3.142857142857143
AATS0i,165.7476768744791
AATS0m,85.18016148979592
AATS0p,1.3804188105382857
AATS0s,5.198412698412699
AATS0v,203.91312493081765
AATS1Z,23.607843137254903
AATS1d,3.9215686274509802
AATS1i,150.0200346746706
AATS1m,88.80863731372547
AATS1p,1.7361018705882352
AATS1s,3.0522875816993467
AATS1v,252.84586294678522
AATS2Z,19.741935483870968
AATS2d,3.5053763440860215
AATS2i,155.31865142939668
AATS2m,72.71084694623654
AATS2p,1.48288083622357
AATS2s,2.905615292712067
AATS2v,208.0293285160086
AATS3Z,15.58955223880597
AATS3d,2.8507462686567164
AATS3i,164.66163866314346
AATS3m,55.33461697761194
AATS3p,1.2079958144483132
AATS3s,3.078358208955224
AATS3v,164.55884363676296
AATS4Z,14.703703703703704
AATS4d,2.6222222222222222
AATS4i,166.1129649398731
AATS4m,51.44803431111111
AATS4p,1.1235200856934888
AATS4s,3.21440329218107
AATS4v,155.09530990790805
AATS5Z,15.434426229508198
AATS5d,2.622950819672131
AATS5i,164.9869545666502
AATS5m,54.57863962295082
AATS5p,1.1386601185579834
AATS5s,3.9059653916211294
AATS5v,156.96287322360345
AATS6Z,14.905172413793103
AATS6d,2.5775862068965516
AATS6i,165.44946681583946
AATS6m,52.47668106896551
AATS6p,1.17121832651056
AATS6s,3.2590996168582373
AATS6v,159.35829540922617
AATS7Z,13.344827586206897
AATS7d,2.4655172413793105
AATS7i,164.6115349613696
AATS7m,45.734371103448275
AATS7p,1.1602886073898706
AATS7s,2.9401340996168583
AATS7v,154.35989747987534
AATS8Z,12.77570093457944
AATS8d,2.308411214953271
AATS8i,162.01359114343902
AATS8m,43.813990691588785
AATS8p,1.1517776749726543
AATS8s,3.0882658359293873
AATS8v,148.17135023468126
AMID_C,1.4903923060565063
AMID_N,0.319602299450377
AMID_O,0.21315419636938926
AMID_X,0.0
AMID_h,0.5327564958197663
ATS0dv,336.0
ATS0pe,305.67220000000003
ATS0se,377.83411599999994
ATS1dv,322.0
ATS1pe,331.32399999999996
ATS1se,396.383732
ATS2dv,453.0
ATS2pe,588.7143
ATS2se,715.3247759999999
ATS3dv,477.0
ATS3pe,837.0316
ATS3se,1035.433196
ATS4dv,452.0
ATS4pe,848.3315
ATS4se,1054.695984
ATS5dv,459.0
ATS5pe,772.4294
ATS5se,958.22068
ATS6dv,365.0
ATS6pe,723.8809
ATS6se,899.009024
ATS7dv,301.0
ATS7pe,711.9165
ATS7se,889.602816
ATS8dv,267.0
ATS8pe,640.2437
ATS8se,803.765248
ATSC0Z,369.0612244897959
ATSC0c,1.010315926791338
ATSC0d,29.83673469387755
ATSC0i,71.99411622558361
ATSC0m,1752.9770512653058
ATSC0p,10.596959581334694
ATSC0s,103.78344671201815
ATSC0v,2378.856730668322
ATSC1Z,8.03831736776341
ATSC1c,-0.6824618813249129
ATSC1d,9.271970012494794
ATSC1i,-5.30778988116356
ATSC1m,41.34966745855874
ATSC1p,0.2908257646955601
ATSC1s,-5.492294877134526
ATSC1v,107.28474300298636
ATSC2Z,19.373594335693426
ATSC2c,0.0705243264052073
ATSC2d,-3.4452311536859637
ATSC2i,-30.36936266532942
ATSC2m,77.50994082299027
ATSC2p,-2.8604052869395655
ATSC2s,10.56860567356194
ATSC2v,-453.0298602930967
ATSC3Z,-16.922532278217428
ATSC3c,0.6290902060276996
ATSC3d,-4.329029571012079
ATSC3i,18.755971201455136
ATSC3m,-87.86540954185764
ATSC3p,-0.9450405064558172
ATSC3s,1.250937109537692
ATSC3v,-224.50206696483943
ATSC4Z,-73.02582257392753
ATSC4c,-0.841563611496589
ATSC4d,-4.325697625989171
ATSC4i,-5.233243744107868
ATSC4m,-331.4246507717618
ATSC4p,-0.3285704315739313
ATSC4s,-49.10858901383683
ATSC4v,-26.96939983376503
ATSC5Z,-12.866722199083705
ATSC5c,0.23681230201917836
ATSC5d,-2.817992503123698
ATSC5i,-13.93669090537396
ATSC5m,-64.12626719117038
ATSC5p,-0.21674120049384965
ATSC5s,19.53860659910222
ATSC5v,-156.54463714898708
ATSC6Z,-29.920449812578102
ATSC6c,0.4564689124597813
ATSC6d,-0.8175760099958352
ATSC6i,19.77208016875001
ATSC6m,-137.3327832199084
ATSC6p,0.9211103799149488
ATSC6s,-13.756050719607568
ATSC6v,53.50361262698169
ATSC7Z,-117.04289879216994
ATSC7c,-0.5974449694030997
ATSC7d,-7.450229071220325
ATSC7i,12.502342026272373
ATSC7m,-539.9375824852145
ATSC7p,0.9079076709454796
ATSC7s,-37.59278541348512
ATSC7v,-88.655108740562
ATSC8Z,-26.90920449812577
ATSC8c,0.17670558587402702
ATSC8d,-11.949604331528532
ATSC8i,-20.989209695935266
ATSC8m,-139.00645802832148
ATSC8p,-2.421638626202821
ATSC8s,21.773335184413902
ATSC8v,-531.6546735516818
AXp-0d,0.7189730806303465
AXp-1d,0.44330497224395415
AXp-2d,0.28813701460643815
AXp-3d,0.1828364201069104
AXp-4d,0.11205977930417371
AXp-5d,0.07304313727499175
AXp-6d,0.045599781175633916
AXp-7d,0.028163826054865525
GATS1Z,0.8466632837607505
GATS1c,1.7385709308312187
GATS1d,0.9620986561519272
GATS1i,1.4070375737444076
GATS1m,0.8528149612232107
GATS1p,1.1429973672031735
GATS1s,0.5937451201025108
GATS1v,1.0299043329437296
GATS2Z,0.8719595293647566
GATS2c,1.0074282421382055
GATS2d,1.3579277172234236
GATS2i,1.4234296669130875
GATS2m,0.88228057795687
GATS2p,1.2365640949252306
GATS2s,0.5189327636594685
GATS2v,1.1402157483491528
GATS3Z,0.9987421881963771
GATS3c,0.9794770459840274
GATS3d,1.1885578945219184
GATS3i,0.9507193149243334
GATS3m,0.9998043358709433
GATS3p,0.9953670555582467
GATS3s,0.8986852881772462
GATS3v,0.9955745205558854
GATS4Z,1.1055076310550764
GATS4c,1.550318535728802
GATS4d,1.1082535339717283
GATS4i,0.991002961465816
GATS4m,1.0968502400916795
GATS4p,0.947339713601851
GATS4s,1.5168812125758495
GATS4v,0.9385770467487334
GATS5Z,1.052737498232293
GATS5c,1.0679711456324785
GATS5d,1.1274472427171403
GATS5i,1.0327438995198241
GATS5m,1.0472806069188434
GATS5p,0.9610236057164888
GATS5s,1.408512942092573
GATS5v,0.9675234281830228
GATS6Z,1.039356565910807
GATS6c,0.9524299501511376
GATS6d,1.0193405349308928
GATS6i,0.8818899641149444
GATS6m,1.0355642172387418
GATS6p,0.9173091033715635
GATS6s,1.1855477321588066
GATS6v,0.9431168173540873
GATS7Z,1.1273711186875042
GATS7c,1.2084409792356985
GATS7d,1.0886834284636067
GATS7i,0.8952957733438426
GATS7m,1.1219076624993143
GATS7p,0.9378689327032254
GATS7s,1.271103864915374
GATS7v,0.9858127253892848
GATS8Z,0.9851720010666734
GATS8c,0.6271134683234831
GATS8d,1.1201145531022667
GATS8i,1.0806589620149085
GATS8m,0.9906209637750598
GATS8p,1.1277337790410686
GATS8s,0.8284684228092637
GATS8v,1.1183752646380292
MATS1Z,0.020926309032792446
MATS1c,-0.649003596701674
MATS1d,0.29857031731981437
MATS1i,-0.07083413931207672
MATS1m,0.02266322416672408
MATS1p,0.026368019109828607
MATS1s,-0.050845399063959344
MATS1v,0.04333068774191415
MATS2Z,0.027658263824969685
MATS2c,0.03677857335829604
MATS2d,-0.06083873909653883
MATS2i,-0.2222551353965861
MATS2m,0.02329669458124138
MATS2p,-0.14221959111410276
MATS2s,0.05365407795026418
MATS2v,-0.10033944000081878
MATS3Z,-0.016767110037074102
MATS3c,0.22769159861054641
MATS3d,-0.05305551585438064
MATS3i,0.09526510140261196
MATS3m,-0.01832875595297847
MATS3p,-0.032610723000531985
MATS3s,0.004407564415270293
MATS3v,-0.034509871214250136
MATS4Z,-0.07181916488485833
MATS4c,-0.30233753012358494
MATS4d,-0.0526219790241678
MATS4i,-0.02638373460015876
MATS4m,-0.06862318771158732
MATS4p,-0.011254067402139967
MATS4s,-0.17174799585191008
MATS4v,-0.004114957049240237
MATS5Z,-0.014002505611336521
MATS5c,0.0941419759641889
MATS5d,-0.0379336637438048
MATS5i,-0.07774973414329614
MATS5m,-0.014692509457588097
MATS5p,-0.008214789626479651
MATS5s,0.07561391908709492
MATS5v,-0.026430547330453975
MATS6Z,-0.03424583743297563
MATS6c,0.19084997042293012
MATS6d,-0.011574838435775276
MATS6i,0.11600947159983635
MATS6m,-0.033092995618797375
MATS6p,0.03671710988991295
MATS6s,-0.055989136482590594
MATS6v,0.009500641069776153
MATS7Z,-0.13396296211549172
MATS7c,-0.2497921580803299
MATS7d,-0.1054766734279919
MATS7i,0.07335546284708289
MATS7m,-0.13010842446115226
MATS7p,0.03619082625806276
MATS7s,-0.15300812974440708
MATS7v,-0.01574249524080351
MATS8Z,-0.03338987115165571
MATS8c,0.08009499549597382
MATS8d,-0.18340642059910256
MATS8i,-0.13350925852872716
MATS8m,-0.036313745793972285
MATS8p,-0.10465027156789958
MATS8s,0.09607472959966445
MATS8v,-0.10234665456572857
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,4
NssNH2,0
NsssAs,0
NsssCH,4
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,7
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,31.848806416253893
SpAD_D,257.0338880692567
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,2.8252445007693923
SssNH2,0
SsssAs,0
SsssCH,-1.6839476380088558
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,779
TMWC10,127.47876859039992
TSRW10,73.74025786461114
VE1_Dt,4.9513456373655815
VE2_Dt,0.19805382549462325
VE3_Dt,2.515950117443784
VR1_Dt,141.87351083480368
VR2_Dt,5.674940433392147
VR3_Dt,5.871226623736171
Xc-3dv,0.8175399675242979
Xc-4dv,0.0
Xc-5dv,0.15247681317987571
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.09622504486493763
Xch-6d,0.3367701210266096
Xch-7d,0.5795915679423729
Xp-0dv,14.273888283534
Xp-1dv,8.711437918220717
Xp-2dv,6.774955080480947
Xp-3dv,4.917672573319476
Xp-4dv,3.6038838822167407
Xp-5dv,2.559353867331537
Xp-6dv,1.5623348376185762
Xp-7dv,0.998038925205239
Xpc-4d,4.382170447168852
Xpc-5d,6.108014418776622
Xpc-6d,9.778036873619246
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,2
nBonds,51
nFRing,1
nHBAcc,4
nHBDon,3
nHRing,2
nSpiro,0
naRing,1
piPC10,5.610615829173139
AATS0dv,6.857142857142857
AATS0pe,6.238208163265306
AATS0se,7.710900326530611
AATS1dv,6.313725490196078
AATS1pe,6.496549019607842
AATS1se,7.772230039215686
AATS2dv,4.870967741935484
AATS2pe,6.33026129032258
AATS2se,7.691664258064515
AATS3dv,3.5597014925373136
AATS3pe,6.24650447761194
AATS3se,7.727113402985074
AATS4dv,3.348148148148148
AATS4pe,6.283937037037037
AATS4se,7.812562844444444
AATS5dv,3.762295081967213
AATS5pe,6.331388524590164
AATS5se,7.854267868852459
AATS6dv,3.146551724137931
AATS6pe,6.240352586206897
AATS6se,7.750077793103448
AATS7dv,2.5948275862068964
AATS7pe,6.137211206896552
AATS7se,7.668989793103448
AATS8dv,2.4953271028037385
AATS8pe,5.983585981308411
AATS8se,7.511824747663552
AATSC0Z,7.531861724281549
AATSC0c,0.020618692383496694
AATSC0d,0.6089129529362766
AATSC0i,1.4692676780731349
AATSC0m,35.77504186255726
AATSC0p,0.21626448125172845
AATSC0s,2.1180295247350642
AATSC0v,48.54809654425147
AATSC1Z,0.15761406603457667
AATSC1c,-0.013381605516174764
AATSC1d,0.18180333357832928
AATSC1i,-0.10407431139536392
AATSC1m,0.8107777933050734
AATSC1p,0.005702465974422747
AATSC1s,-0.10769205641440248
AATSC1v,2.103622411823262
AATSC2Z,0.20831821866337016
AATSC2c,0.000758326090378573
AATSC2d,-0.037045496276193156
AATSC2i,-0.32655228672397224
AATSC2m,0.8334402239031212
AATSC2p,-0.03075704609612436
AATSC2s,0.11364092122109613
AATSC2v,-4.871288820355878
AATSC3Z,-0.12628755431505542
AATSC3c,0.00469470303005746
AATSC3d,-0.03230619082844835
AATSC3i,0.13996993433921742
AATSC3m,-0.6557120115064003
AATSC3p,-0.00705254109295386
AATSC3s,0.00933535156371412
AATSC3v,-1.6753885594391003
AATSC4Z,-0.5409320190661299
AATSC4c,-0.006233804529604363
AATSC4d,-0.03204220463695682
AATSC4i,-0.03876476847487309
AATSC4m,-2.454997413124161
AATSC4p,-0.0024338550486957874
AATSC4s,-0.36376732602842093
AATSC4v,-0.19977333210196319
AATSC5Z,-0.10546493605806316
AATSC5c,0.0019410844427801505
AATSC5d,-0.02309829920593195
AATSC5i,-0.11423517135552426
AATSC5m,-0.5256251409112327
AATSC5p,-0.001776567217162702
AATSC5s,0.16015251310739526
AATSC5v,-1.2831527635162876
