DLiP-ID,P000EE
AATSC5d,0.08800536073263347
AATSC5i,-0.17517807937148164
AATSC5m,0.34176662430198806
AATSC5p,-0.014338712574133753
AATSC5s,-0.010350743305288755
AATSC5v,-1.8392855524086107
AATSC6Z,1.3620021478264928
AATSC6c,0.0004753147765719158
AATSC6d,0.03464537516925806
AATSC6i,0.16600312818599755
AATSC6m,6.545026913339869
AATSC6p,0.04246200199630378
AATSC6s,0.05587688648166306
AATSC6v,10.076749699539846
AATSC7Z,-0.7121030882992603
AATSC7c,-0.0014181852525549019
AATSC7d,-0.12016093953893
AATSC7i,0.10383042564279568
AATSC7m,-3.3806705828621126
AATSC7p,-0.005643867107641456
AATSC7s,-0.04930132666376686
AATSC7v,-2.7822613179101587
AATSC8Z,-0.8774270636264062
AATSC8c,0.002330288709410054
AATSC8d,-0.0977795479438415
AATSC8i,-0.13119573279280378
AATSC8m,-4.327184780244946
AATSC8p,-0.04282348636710256
AATSC8s,0.015216513436666773
AATSC8v,-9.44436544447083
ATS0are,398.0796
ATS1are,443.32
ATS2are,780.6619000000001
ATS3are,940.3229
ATS4are,1030.218
ATS5are,1073.4409
ATS6are,1035.7929
ATS7are,917.7669
ATS8are,977.3100000000001
ATSC0dv,253.09090909090904
ATSC0pe,6.6026863636363595
ATSC0se,4.032548121212121
ATSC1dv,108.66115702479337
ATSC1pe,1.034187190082653
ATSC1se,0.4407238714416917
ATSC2dv,7.024793388429742
ATSC2pe,-0.7298650826446167
ATSC2se,-0.8638960477502251
ATSC3dv,-126.89256198347105
ATSC3pe,-2.69036838842974
ATSC3se,-1.3212413112947616
ATSC4dv,-98.42148760330576
ATSC4pe,-2.3319049586776823
ATSC4se,-1.0008839559228653
ATSC5dv,67.30578512396694
ATSC5pe,0.45426549586776155
ATSC5se,0.07779984205692957
ATSC6dv,55.25619834710744
ATSC6pe,2.0483547520661083
ATSC6se,0.8029819173553695
ATSC7dv,-88.2396694214876
ATSC7pe,-1.2446913223140428
ATSC7se,-0.4274965215794292
ATSC8dv,-49.107438016528924
ATSC8pe,0.7479070247933892
ATSC8se,1.063336543617996
AXp-0dv,0.5944678055062113
AXp-1dv,0.3151545775451238
AXp-2dv,0.16763058811533407
AXp-3dv,0.0929056915811029
AXp-4dv,0.05037054312963775
AXp-5dv,0.027342430958763927
AXp-6dv,0.01477525847310331
AXp-7dv,0.008128610372413367
BertzCT,1233.6100824080572
ECIndex,900
ETA_eta,33.29802349148805
GATS1dv,0.508146038587849
GATS1pe,0.7173389776317923
GATS1se,0.7943327758465322
GATS2dv,1.1074281609195404
GATS2pe,1.1803135225262997
GATS2se,1.297449315602298
GATS3dv,1.2799270809856513
GATS3pe,1.2244600220179922
GATS3se,1.2079456968420799
GATS4dv,1.053128922248646
GATS4pe,0.9296327188380316
GATS4se,0.8225084878774575
GATS5dv,0.7940742466604537
GATS5pe,0.7670870394555175
GATS5se,0.6873598107690653
GATS6dv,0.9257297551789079
GATS6pe,0.7796548405709344
GATS6se,0.7353977832411212
GATS7dv,1.1489526618269814
GATS7pe,0.934587452606013
GATS7se,0.8253028736656987
GATS8dv,0.9282820938928128
GATS8pe,0.688876236798071
GATS8se,0.5546559047220281
LogEE_A,4.468348895171568
LogEE_D,226.86791445610956
MATS1dv,0.40480295566502467
MATS1pe,0.147680917359789
MATS1se,0.10304642070620784
MATS2dv,0.014655172413793086
MATS2pe,-0.05836545042616864
MATS2se,-0.1131138673368171
MATS3dv,-0.21627789046653145
MATS3pe,-0.17576952858314326
MATS3se,-0.1413367466900589
MATS4dv,-0.14750544986127626
MATS4pe,-0.1339630000983497
MATS4se,-0.09414534607943752
MATS5dv,0.09487418452935698
MATS5pe,0.024544901285153336
MATS5se,0.0068828984786113885
MATS6dv,0.08140950711085139
MATS6pe,0.1156791728874324
MATS6se,0.07425007145172284
MATS7dv,-0.15138668330308533
MATS7pe,-0.08185427027689755
MATS7se,-0.04603131420968082
MATS8dv,-0.0771447860407146
MATS8pe,0.04503630915336643
MATS8se,0.10484000389027225
MAXaaCH,2.1941891901388653
MAXaaaC,1.174537554346808
MAXaasC,1.2814773369300787
MAXaasN,2.3942779195011337
MAXsCH3,1.983381132879343
MAXsssN,2.4730333422523176
MDEC-11,0.3107232505953859
MDEC-12,5.326353081444376
MDEC-13,5.001403304503537
MDEC-22,21.709960551065993
MDEC-23,26.729400710011106
MDEC-33,9.034225350307173
MDEN-22,0.16666666666666669
MDEN-23,0.7776523367255858
MDEN-33,0.33333333333333337
MDEO-22,0.219645063421236
MINaaCH,2.0204648579712057
MINaaaC,1.0177855649708105
MINaasC,0.8364160017682192
MINaasN,2.3942779195011337
MINsCH3,1.697099714850471
MINsssN,2.4730333422523176
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.3214285714285716
SM1_Dzi,1.420400899465495
SM1_Dzm,1.3177974512248314
SM1_Dzp,-5.319610065744728
SM1_Dzv,-2.474281947147792
SddssSe,0
SpAD_Dt,820.8488588985628
SpAbs_A,45.367270947791916
SpAbs_D,453.7358289122192
SpMAD_A,1.334331498464468
SpMAD_D,13.345171438594681
SpMax_A,2.5025998855567604
SpMax_D,226.86791445610956
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,65.55000000000001
TpiPC10,9.420554130119303
VAdjMat,6.247927513443585
VE1_DzZ,5.7142123812825405
VE1_Dzi,5.710493747358591
VE1_Dzm,5.714197741229503
VE1_Dzp,5.686334191909223
VE1_Dzv,5.7024543586045615
VE2_DzZ,0.16806507003772178
VE2_Dzi,0.16795569845172326
VE2_Dzm,0.16806463944792657
VE2_Dzp,0.16724512329144775
VE2_Dzv,0.16771924584131062
VE3_DzZ,2.9667319033228363
VE3_Dzi,2.9660809221923983
VE3_Dzm,2.9667293412773934
VE3_Dzp,2.9618412176417475
VE3_Dzv,2.9646721030145518
VR1_DzZ,241.41877587577298
VR1_Dzi,241.90403171079092
VR1_Dzm,241.42038011068524
VR1_Dzp,244.05265314331248
VR1_Dzv,242.49272504265758
VR2_DzZ,7.100552231640382
VR2_Dzi,7.114824462082086
VR2_Dzm,7.100599415020154
VR2_Dzp,7.178019210097426
VR2_Dzv,7.1321389718428705
VR3_DzZ,6.710308516365188
VR3_Dzi,6.712316515948281
VR3_Dzm,6.710315161372713
VR3_Dzp,6.7211594252066185
VR3_Dzv,6.7147471417255575
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.04782177322938192
Xch-6dv,0.2187548710450395
Xch-7dv,0.25782972874978694
Xpc-4dv,2.145383322856208
Xpc-5dv,3.000267337627539
Xpc-6dv,3.51355850533554
Zagreb1,182.0
Zagreb2,216.0
fragCpx,322.07
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,2
n5aRing,2
n6ARing,1
n6FRing,0
n6HRing,1
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,1
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,21
nBondsD,0
nBondsM,21
nBondsO,38
nBondsS,49
nBondsT,0
nFARing,0
nFHRing,1
nFaRing,1
nHetero,7
naHRing,2
AATS0are,6.031509090909092
AATS1are,6.333142857142857
AATS2are,6.2452952
AATS3are,6.1459013071895425
AATS4are,5.920793103448276
AATS5are,5.802383243243243
AATS6are,5.851937288135593
AATS7are,6.037940131578947
AATS8are,5.887409638554217
AATSC0dv,3.834710743801652
AATSC0pe,0.10004070247933879
AATSC0se,0.061099213957759406
AATSC1dv,1.5523022432113338
AATSC1pe,0.01477410271546647
AATSC1se,0.006296055306309881
AATSC2dv,0.056198347107437936
AATSC2pe,-0.005838920661156934
AATSC2se,-0.0069111683820018005
AATSC3dv,-0.829363150218765
AATSC3pe,-0.017584107113919868
AATSC3se,-0.008635564126109553
AATSC4dv,-0.565640733352332
AATSC4pe,-0.013401752636078634
AATSC4se,-0.005752206643234858
AATSC5dv,0.36381505472414566
AATSC5pe,0.002455489166852765
AATSC5se,0.0004205396867942139
AATSC6dv,0.3121819115655788
AATSC6pe,0.011572625717887617
AATSC6se,0.004536621002007737
AATSC7dv,-0.5805241409308395
AATSC7pe,-0.008188758699434492
AATSC7se,-0.0028124771156541393
AATSC8dv,-0.295827939858608
AATSC8pe,0.004505464004779453
AATSC8se,0.006405641829024073
AETA_eta,0.9793536321025897
ATSC0are,6.89683636363636
ATSC1are,1.0073553719008363
ATSC2are,-1.0507264462809762
ATSC3are,-2.6850024793388267
ATSC4are,-2.1974776859504113
ATSC5are,0.39285867768594085
ATSC6are,1.876857024793381
ATSC7are,-1.1500685950413143
ATSC8are,1.2387570247933857
BCUTZ-1h,8.033467761538443
BCUTZ-1l,5.682616606301888
BCUTc-1h,0.39979604256476464
BCUTc-1l,-0.5293807368627779
BCUTd-1h,3.272005934607821
BCUTd-1l,0.9877770467144955
BCUTi-1h,14.565531315592192
BCUTi-1l,10.945846963638228
BCUTm-1h,16.016151403487513
BCUTm-1l,11.695728047337523
BCUTp-1h,2.0059654267317817
BCUTp-1l,0.7157171838076677
BCUTs-1h,3.5539158187073516
BCUTs-1l,1.3579596327205656
BCUTv-1h,20.906120556408506
BCUTv-1l,14.681730330023235
BalabanJ,1.1924838639268915
Diameter,15
ETA_beta,41.25
GATS1are,0.739764646466929
GATS2are,1.2330746376467736
GATS3are,1.2361732526342992
GATS4are,0.9007978216171805
GATS5are,0.7468545739235066
GATS6are,0.7803577925056547
GATS7are,0.9205488814370753
GATS8are,0.6383811372091868
HybRatio,0.4074074074074074
Lipinski,True
LogEE_Dt,410.4244294492814
MATS1are,0.13771418628981924
MATS2are,-0.08044029673684264
MATS3are,-0.16793734149517736
MATS4are,-0.12085628465879676
MATS5are,0.020321634489394717
MATS6are,0.10147333580158242
MATS7are,-0.07240593565262662
MATS8are,0.0714121413446766
MAXssCH2,0.9960060590530468
MINssCH2,0.8152788068336062
NsssssAs,0
RotRatio,0.21052631578947367
SM1_Dzpe,1.4208996328029375
SM1_Dzse,1.3065363731051547
SMR_VSA1,13.996820844573445
SMR_VSA2,0.0
SMR_VSA3,19.607651156714486
SMR_VSA4,0.0
SMR_VSA5,33.23387405114584
SMR_VSA6,39.95783068804109
SMR_VSA7,65.3066008826511
SMR_VSA8,0.0
SMR_VSA9,16.876414816677897
SpAD_DzZ,359.36026084096926
SpAD_Dzi,352.18999155018525
SpAD_Dzm,359.4165810797889
SpAD_Dzp,466.2559302430001
SpAD_Dzv,426.73406541777723
SpAbs_Dt,820.8488588985629
SpDiam_A,4.863054547274536
SpDiam_D,311.1592276886844
SpMAD_Dt,24.14261349701655
SpMax_Dt,410.4244294492814
SsssssAs,0
VE1_Dzpe,5.714145827487428
VE1_Dzse,5.7142135398992036
VE2_Dzpe,0.16806311257315965
VE2_Dzse,0.16806510411468245
VE3_Dzpe,2.966720256191394
VE3_Dzse,2.9667321060833336
VMcGowan,355.82000000000136
VR1_Dzpe,241.43641233533535
VR1_Dzse,241.41726682326532
VR2_Dzpe,7.101070951039275
VR2_Dzse,7.100507847743097
VR3_Dzpe,6.710381567085159
VR3_Dzse,6.710302265578693
mZagreb1,9.222222222222221
mZagreb2,7.5
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,2
n6AHRing,1
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,1
n9FaRing,1
n9aHRing,0
nBondsKD,9
nBondsKS,61
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.10449752066115696
AATSC1are,0.014390791027154804
AATSC2are,-0.00840581157024781
AATSC3are,-0.01754903581267207
AATSC4are,-0.012629182103163283
AATSC5are,0.0021235604199240045
AATSC6are,0.010603712004482378
AATSC7are,-0.007566240756850752
AATSC8are,0.0074623917156228054
AETA_beta,1.213235294117647
BCUTdv-1h,6.033392237468827
BCUTdv-1l,0.9950380819799576
BCUTpe-1h,3.5152658117990363
BCUTpe-1l,2.2292698984507595
BCUTse-1h,3.723451155899617
BCUTse-1l,2.424801045814353
ETA_alpha,16.1
ETA_dBeta,-4.25
ETA_eta_B,0.2956887239938979
ETA_eta_F,31.352001535896846
ETA_eta_L,8.35956477042767
ETA_eta_R,64.6500250273849
ETA_psi_1,0.581227436823105
LabuteASA,199.82682573675964
LogEE_DzZ,179.65560480114485
LogEE_Dzi,176.05894788457204
LogEE_Dzm,179.68384208003707
LogEE_Dzp,232.34566952359643
LogEE_Dzv,213.00316771666098
PEOE_VSA1,18.5639204923648
PEOE_VSA2,4.899909730850478
PEOE_VSA3,4.9839785209472085
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,23.355764462510276
PEOE_VSA7,55.66066727954768
PEOE_VSA8,38.163298738273305
PEOE_VSA9,37.05089090038435
SM1_Dzare,1.599813866914844
SpAD_Dzpe,357.1601474476272
SpAD_Dzse,359.67829243877276
SpAbs_DzZ,358.1942944544149
SpAbs_Dzi,350.9366966388923
SpAbs_Dzm,358.253818622826
SpAbs_Dzp,470.0109491129374
SpAbs_Dzv,428.48061738046977
SpDiam_Dt,552.5960839299065
SpMAD_DzZ,10.569419436499096
SpMAD_Dzi,10.358529163240743
SpMAD_Dzm,10.571075914111438
SpMAD_Dzp,13.713409713029414
SpMAD_Dzv,12.551001924052272
SpMax_DzZ,179.65560480114485
SpMax_Dzi,176.05894788457204
SpMax_Dzm,179.68384208003707
SpMax_Dzp,232.34566952359643
SpMax_Dzv,213.00316771666098
VE1_Dzare,5.71447726431284
VE2_Dzare,0.1680728607150835
VE3_Dzare,2.966778257373661
VR1_Dzare,241.40789981486853
VR2_Dzare,7.100232347496133
VR3_Dzare,6.710263464749551
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,1
nAromAtom,20
nAromBond,21
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4735294117647059
AETA_dBeta,-0.125
AETA_eta_B,0.008696727176291115
AETA_eta_F,0.9221176922322601
AETA_eta_L,0.24586955207140207
AETA_eta_R,1.90147132433485
BCUTare-1h,3.5696735084722055
BCUTare-1l,2.1800610643785174
ETA_beta_s,22.75
ETA_dPsi_A,0.132772563176895
ETA_dPsi_B,0.0
ETA_eta_BR,0.7256887239938978
ETA_eta_FL,8.258960067951527
ETA_eta_RL,16.618524838379198
LogEE_Dzpe,178.5501731001761
LogEE_Dzse,179.81536077178464
PEOE_VSA10,17.334163750158275
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,0.0
SlogP_VSA1,4.736862953800049
SlogP_VSA2,59.56548184475557
SlogP_VSA3,24.123262605564644
SlogP_VSA4,13.847474399381248
SlogP_VSA5,22.842031403419828
SlogP_VSA6,46.987664416204616
SlogP_VSA7,0.0
SlogP_VSA8,22.160304418626517
SlogP_VSA9,0.0
SpAD_Dzare,353.858976979108
SpAbs_Dzpe,355.90641247750693
SpAbs_Dzse,358.52546622720945
SpDiam_DzZ,245.99902100566686
SpDiam_Dzi,241.44790312386158
SpDiam_Dzm,246.03300302344832
SpDiam_Dzp,309.74699460791726
SpDiam_Dzv,286.45378283556045
SpMAD_Dzpe,10.504710219047858
SpMAD_Dzse,10.578773307022729
SpMax_Dzpe,178.5501731001761
SpMax_Dzse,179.81536077178464
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,34
AETA_beta_s,0.6691176470588235
AETA_eta_BR,0.021343785999820526
AETA_eta_FL,0.24291059023386843
AETA_eta_RL,0.4887801423052705
DetourIndex,6809
EState_VSA1,0.0
EState_VSA2,0.0
EState_VSA3,0.0
EState_VSA4,91.90612824454516
EState_VSA5,11.080152209313258
EState_VSA6,7.109797541277533
EState_VSA7,25.980208536304467
EState_VSA8,44.955507978075325
EState_VSA9,18.980799365520653
ETA_beta_ns,18.5
ETA_shape_p,0.09316770186335403
ETA_shape_x,0.0
ETA_shape_y,0.32919254658385094
GhoseFilter,False
LogEE_Dzare,176.8931938769161
SlogP_VSA10,0.0
SlogP_VSA11,5.749511833283905
SpAbs_Dzare,352.4473765083007
SpDiam_Dzpe,244.6408516181979
SpDiam_Dzse,246.1949790381148
SpMAD_Dzare,10.407616969973764
SpMax_Dzare,176.8931938769161
TopoPSA(NO),65.55000000000001
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,7.794488905153527
VSA_EState9,59.70551109484646
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.5441176470588235
EState_VSA10,0.0
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.026470588235294076
FilterItLogS,-7.4731194944739
SpDiam_Dzare,242.6243837814731
ETA_beta_ns_d,0.5
ETA_epsilon_1,0.5651515151515144
ETA_epsilon_2,0.8147058823529408
ETA_epsilon_3,0.4446808510638289
ETA_epsilon_4,0.5187499999999988
ETA_epsilon_5,0.8147058823529408
AETA_beta_ns_d,0.014705882352941176
ETA_dEpsilon_A,0.12047066408768553
ETA_dEpsilon_B,0.04640151515151558
ETA_dEpsilon_C,-0.07406914893616995
ETA_dEpsilon_D,0.0
PetitjeanIndex,0.4666666666666667
TopoShapeIndex,0.875
CDK Descriptors
FMFDescriptor,0.8823529411764706
MDEDescriptor,"0.3107232505953859,5.326353081444376,5.001403304503537,0.0,21.709960551065993,26.729400710011106,0.0,9.034225350307173,0.0,0.0,0.0,0.0,0.219645063421236,0.0,0.0,0.0,0.16666666666666669,0.7776523367255858,0.33333333333333337"
APolDescriptor,75.663376
BCUTDescriptor,"11.849999999999994,15.996941187170298,-0.3781556766797048,0.1814535732063476,4.750304401681804,11.073426121493414"
BPolDescriptor,46.01062399999999
TPSADescriptor,65.55000000000001
ALOGPDescriptor,"4.251700000000002,18.07695289000002,135.33859999999999"
XLogPDescriptor,3.9200000000000013
VAdjMaDescriptor,6.247927513443585
WeightDescriptor,460.24744114000003
ChiPathDescriptor,"23.49298858481683,16.618524838379198,14.71970730348982,12.900917989165,10.885864766419772,8.480046509152427,5.821509642131647,4.624424264296988,20.211905387211182,11.975873946714705,8.884421170112702,6.68920979383941,4.785201597315586,3.1443795602578533,1.8912330845572238,1.3087062699585523"
ChiChainDescriptor,"0.0,0.0,0.17479246499677625,0.7236646552009294,0.9882318380669094,0.0,0.0,0.04782177322938192,0.21875487104503952,0.25782972874978694"
AtomCountDescriptor,66
BondCountDescriptor,38
SmallRingDescriptor,"5,4,4,3,0,0,2,3,0,0,0"
ChiClusterDescriptor,"1.9670535945738463,0.0,0.4043287148627427,0.0,0.9825722642708874,0.0,0.13878814110212073,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,1,12,3,8,2,0,0"
ZagrebIndexDescriptor,182.0
LargestChainDescriptor,16
MannholdLogPDescriptor,3.6599999999999997
WeightedPathDescriptor,"70.49216052508987,2.0732988389732316,21.97767573481292,8.762053333043436,13.21562240176948"
FractionalPSADescriptor,0.1424233882488023
WienerNumbersDescriptor,"3696.0,53.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"4.941121052539621,8.25815377479606,10.290912993445183,2.145383322856208,3.0002673376275393,3.073737209940683"
FractionalCSP3Descriptor,0.4074074074074074
KierHallSmartsDescriptor,"0,0,0,0,0,0,3,0,8,0,0,7,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,1
HBondDonorCountDescriptor,0
LargestPiSystemDescriptor,14
PetitjeanNumberDescriptor,0.4666666666666667
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"25.641274238227147,12.029903880384479,6.1234567901234565"
AromaticAtomsCountDescriptor,20
AromaticBondsCountDescriptor,21
FragmentComplexityDescriptor,3778.07
HBondAcceptorCountDescriptor,3
HybridizationRatioDescriptor,0.4074074074074074
AutocorrelationDescriptorMass,"37.763328311728756,41.70955888135344,57.84498927255019,56.73744720549735,50.32255110669558"
PetitjeanShapeIndexDescriptor,"0.875,NaN"
RotatableBondsCountDescriptor,8
AutocorrelationDescriptorCharge,"0.6585747950351232,-0.3086355164881057,-0.1830710681901236,0.2370840603350263,-0.04819178098851903"
EccentricConnectivityIndexDescriptor,900
AutocorrelationDescriptorPolarizability,"2374.8737810773996,2808.9630655608676,3981.979339277309,3964.2497161385136,3592.032809480096"
