DLiP-ID,T002SG
GGI2,3.7777777777777795
GGI3,3.673611111111111
GGI4,2.7350000000000008
GGI5,1.143333333333333
GGI6,0.6156462585034013
GGI7,0.42020975056689336
GGI8,0.10532407407407406
GGI9,0.03125
JGI1,0.18
JGI2,0.09686609686609692
JGI3,0.07816193853427895
JGI4,0.06077777777777779
JGI5,0.0309009009009009
JGI6,0.02565192743764172
JGI7,0.01910044320758606
JGI8,0.008777006172839504
JGI9,0.015625
MIC0,19.836920012091106
MIC1,36.32903957515538
MIC2,40.36581938104555
MIC3,44.391723337363686
MIC4,45.580660837363695
MIC5,46.3313483373637
MPC2,39
MPC3,58
MPC4,81
MPC5,103
MPC6,114
MPC7,128
MPC8,136
MPC9,127
Mare,1.0783749999999999
NaaN,0
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,0
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.14196220636554255
RPCG,0.1424027350240209
SIC0,0.3591917186688699
SIC1,0.6811278124459132
SIC2,0.748345859334435
SIC3,0.8280639062229567
SIC4,0.8780639062229566
SIC5,0.8905639062229567
SaaN,0
SaaO,0
SaaS,0
Sare,34.507999999999996
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,57.47067498701919
TIC1,108.98044999134612
TIC2,119.7353374935096
TIC3,132.49022499567306
TIC4,140.49022499567306
TIC5,142.49022499567306
Vabc,258.1786244202312
WPol,47
apol,37.65313699999997
bpol,16.926862999999997
nRot,1
ABCGG,16.06785104021309
ATS0Z,1086.0
ATS0d,137.0
ATS0i,5489.327039433241
ATS0m,4469.259859599081
ATS0p,52.361320143640995
ATS0s,417.55555555555554
ATS0v,8440.295877746636
ATS1Z,1068.0
ATS1d,173.0
ATS1i,4989.2180817361
ATS1m,4218.991220340799
ATS1p,66.55473878999999
ATS1s,153.77777777777777
ATS1v,10472.69741315914
ATS2Z,1714.0
ATS2d,274.0
ATS2i,8789.906476250295
ATS2m,6800.451061681599
ATS2p,99.40750914909398
ATS2s,269.55555555555554
ATS2v,15843.26157840444
ATS3Z,2261.0
ATS3d,288.0
ATS3i,11049.391392726498
ATS3m,9040.91286280131
ATS3p,110.907479009698
ATS3s,540.7777777777778
ATS3v,18444.536397422646
ATS4Z,2287.0
ATS4d,268.0
ATS4i,12948.475692501943
ATS4m,9052.42722281954
ATS4p,107.949192003943
ATS4s,646.5555555555554
ATS4v,17863.183595576076
ATS5Z,1960.0
ATS5d,220.0
ATS5i,12006.771915848794
ATS5m,7635.03559192257
ATS5p,101.866544029094
ATS5s,621.3333333333333
ATS5v,15989.510057310457
ATS6Z,1319.0
ATS6d,193.0
ATS6i,12226.371560544334
ATS6m,4872.2759186048
ATS6p,83.467126928735
ATS6s,421.44444444444446
ATS6v,12412.852250293441
ATS7Z,1132.0
ATS7d,128.0
ATS7i,6748.7494312045
ATS7m,4431.100628022399
ATS7p,60.164613552
ATS7s,258.66666666666663
ATS7v,9750.377244275734
ATS8Z,864.0
ATS8d,98.0
ATS8i,8762.4213626186
ATS8m,3094.7602811616
ATS8p,40.865956796
ATS8s,324.66666666666663
ATS8v,6837.497011020616
C1SP1,0
C1SP2,2
C1SP3,2
C2SP1,0
C2SP2,8
C2SP3,0
C3SP2,4
C3SP3,0
C4SP3,0
FCSP3,0.125
GGI10,0.0
JGI10,0.0
JGT10,0.5158610908971218
Kier1,17.8112
Kier2,6.378698224852071
Kier3,2.615933412604043
MAXdO,12.357928949357522
MAXsF,13.876188586545728
MID_C,33.25692558717151
MID_N,2.2381129412021687
MID_O,3.5915823099035844
MID_X,7.0556428325298315
MID_h,12.885338083635583
MINdO,12.357928949357518
MINsF,13.363317271352983
MPC10,107
MWC01,25.0
MWC02,4.859812404361672
MWC03,5.777652323222656
MWC04,6.720220155135295
MWC05,7.656810091480378
MWC06,8.604287898267172
MWC07,9.548168831368535
MWC08,10.498111898237447
MWC09,11.4458771302171
MWC10,12.397234180990802
NaaCH,3
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,9
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,2
NdssS,0
NsCH3,2
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,1
NsssP,0
SLogP,3.660440000000002
SRW02,3.9318256327243257
SRW03,0.0
SRW04,5.332718793265369
SRW05,2.3978952727983707
SRW06,6.942156705699469
SRW07,4.948759890378168
SRW08,8.650149418664864
SRW09,7.234898420314831
SRW10,10.410335274932896
SaaCH,4.867418850256152
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,-9.016258608381623
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-2.4487037037037034
SdssS,0
SsCH3,3.193970143613001
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,0.5420370370370369
SsssP,0
VE1_A,4.140069745444341
VE1_D,4.731233243116706
VE2_A,0.18000303241062354
VE2_D,0.2057057931789872
VE3_A,2.253621757356109
VE3_D,2.3870950193869755
VR1_A,154.7121587159988
VR1_D,131.546156226786
VR2_A,6.7266155963477745
VR2_D,5.719398096816782
VR3_A,5.874475472874913
VR3_D,5.71226691088989
WPath,1021
Xc-3d,2.070549503614728
Xc-4d,0.0
Xc-5d,0.9494424271308353
Xc-6d,0.0
Xp-0d,17.049523573835156
Xp-1d,10.768632067778066
Xp-2d,10.349573043306082
Xp-3d,9.652720476551446
Xp-4d,8.177746851986461
Xp-5d,6.353001489897464
Xp-6d,4.13961597942324
Xp-7d,2.7848590340508315
ZMIC0,71.22612734009914
ZMIC1,49.97152226339392
ZMIC2,42.89614648336087
ZMIC3,35.654417186688704
ZMIC4,33.35845859334435
ZMIC5,32.23345859334435
nAcid,0
nAtom,32
nBase,0
nRing,3
piPC1,3.5263605246161616
piPC2,4.219507705176107
piPC3,4.867534450455582
piPC4,5.469114437490037
piPC5,5.995207533386816
piPC6,6.234165597637722
piPC7,6.5195159515390415
piPC8,6.810349154218949
piPC9,7.079447628705268
AATS0Z,33.9375
AATS0d,4.28125
AATS0i,171.5414699822888
AATS0m,139.6643706124713
AATS0p,1.636291254488781
AATS0s,13.04861111111111
AATS0v,263.75924617958236
AATS1Z,31.41176470588235
AATS1d,5.088235294117647
AATS1i,146.7417082863559
AATS1m,124.08797706884704
AATS1p,1.9574923173529408
AATS1s,4.522875816993464
AATS1v,308.0205121517394
AATS2Z,30.07017543859649
AATS2d,4.807017543859649
AATS2i,154.20888554825078
AATS2m,119.30615897687015
AATS2p,1.7439913885805962
AATS2s,4.729044834307992
AATS2v,277.9519575158674
AATS3Z,32.768115942028984
AATS3d,4.173913043478261
AATS3i,160.13610714096376
AATS3m,131.02772264929433
AATS3p,1.6073547682564926
AATS3s,7.8373590982286645
AATS3v,267.31212170177747
AATS4Z,29.7012987012987
AATS4d,3.4805194805194803
AATS4i,168.16202198054472
AATS4m,117.56398990674728
AATS4p,1.4019375584927662
AATS4s,8.396825396825395
AATS4v,231.98939734514386
AATS5Z,26.486486486486488
AATS5d,2.972972972972973
AATS5i,162.25367453849722
AATS5m,103.1761566476023
AATS5p,1.376574919312081
AATS5s,8.396396396396396
AATS5v,216.0744602339251
AATS6Z,18.068493150684933
AATS6d,2.643835616438356
AATS6i,167.48454192526484
AATS6m,66.74350573431232
AATS6p,1.14338530039363
AATS6s,5.773211567732115
AATS6v,170.03907192182797
AATS7Z,26.952380952380953
AATS7d,3.0476190476190474
AATS7i,160.6845102667738
AATS7m,105.50239590529522
AATS7p,1.432490798857143
AATS7s,6.158730158730158
AATS7v,232.15183914942224
AATS8Z,18.782608695652176
AATS8d,2.130434782608696
AATS8i,190.4874209264913
AATS8m,67.27739741655651
AATS8p,0.8883903651304348
AATS8s,7.057971014492753
AATS8v,148.64123937001338
AMID_C,1.4459532863987612
AMID_N,0.09730925831313778
AMID_O,0.15615575260450368
AMID_X,0.30676707967521005
AMID_h,0.5602320905928514
ATS0dv,498.0
ATS0pe,243.87040000000002
ATS0se,282.0195
ATS1dv,430.0
ATS1pe,235.926
ATS1se,275.022884
ATS2dv,707.0
ATS2pe,396.57669999999996
ATS2se,465.518652
ATS3dv,957.0
ATS3pe,517.6292
ATS3se,597.3353040000001
ATS4dv,958.0
ATS4pe,576.0207
ATS4se,672.12054
ATS5dv,727.0
ATS5pe,531.1876
ATS5se,627.057688
ATS6dv,440.0
ATS6pe,491.52340000000004
ATS6se,601.2040159999999
ATS7dv,312.0
ATS7pe,302.929
ATS7se,354.272872
ATS8dv,178.0
ATS8pe,355.571
ATS8se,418.92640800000004
ATSC0Z,245.5
ATSC0c,0.7012865581088861
ATSC0d,28.21875
ATSC0i,132.88669616689813
ATSC0m,1203.9982131405459
ATSC0p,8.056359957991969
ATSC0s,190.0
ATSC0v,1309.3671138004938
ATSC1Z,3.28125
ATSC1c,-0.24473959685496954
ATSC1d,13.861328125
ATSC1i,-5.355573357903519
ATSC1m,14.915608664258428
ATSC1p,-0.07563933152193641
ATSC1s,-4.444444444444436
ATSC1v,7.5805986429566445
ATSC2Z,125.890625
ATSC2c,0.14893750464465638
ATSC2d,6.8291015625
ATSC2i,-16.9636624860886
ATSC2m,605.9732205873954
ATSC2p,1.2300352498005862
ATSC2s,-0.6666666666666519
ATSC2v,564.250699472158
ATSC3Z,86.078125
ATSC3c,-0.31613160738976953
ATSC3d,-6.5966796875
ATSC3i,-5.094369076362323
ATSC3m,433.21979872568653
ATSC3p,-3.2538381777270264
ATSC3s,51.0
ATSC3v,-314.26722494613557
ATSC4Z,137.703125
ATSC4c,-0.2737573901118028
ATSC4d,-14.1513671875
ATSC4i,29.88067455160846
ATSC4m,684.7109611928001
ATSC4p,-0.08950242427648725
ATSC4s,106.11111111111111
ATSC4v,202.45164489418136
ATSC5Z,111.15625
ATSC5c,0.2861271946189732
ATSC5d,-4.130859375
ATSC5i,20.58520033033788
ATSC5m,537.1455945361274
ATSC5p,-3.716640598110209
ATSC5s,133.33333333333334
ATSC5v,-603.2187387744099
ATSC6Z,58.890625
ATSC6c,-0.010999210491168587
ATSC6d,2.3447265625
ATSC6i,-8.136868132915026
ATSC6m,350.18823411426285
ATSC6p,4.096040036339853
ATSC6s,-24.777777777777768
ATSC6v,783.6159864102997
ATSC7Z,-40.34375
ATSC7c,0.082810062521577
ATSC7d,-20.537109375
ATSC7i,-81.19104621516625
ATSC7m,-179.48358423722806
ATSC7p,-5.380223158986271
ATSC7s,-27.555555555555557
ATSC7v,-737.9639466691078
ATSC8Z,-285.28125
ATSC8c,0.09560847308846519
ATSC8d,-3.751953125
ATSC8i,-42.15513930270089
ATSC8m,-1429.838495648409
ATSC8p,-2.042825731560579
ATSC8s,-146.44444444444449
ATSC8v,-736.4973367418482
AXp-0d,0.7412836336450068
AXp-1d,0.43074528271112267
AXp-2d,0.265373667777079
AXp-3d,0.16642621511295597
AXp-4d,0.1009598376788452
AXp-5d,0.06167962611550936
AXp-6d,0.03631242087213369
AXp-7d,0.02175671120352212
GATS1Z,0.505091649694501
GATS1c,1.2682501193599225
GATS1d,0.5977460751742557
GATS1i,0.838369274506026
GATS1m,0.5030804143779748
GATS1p,0.9333651085073879
GATS1s,0.5449260405916753
GATS1v,0.82902900861111
GATS2Z,0.42755565083788905
GATS2c,0.785193847923602
GATS2d,0.9443764449884401
GATS2i,0.8698564274888575
GATS2m,0.4289141521066103
GATS2p,0.8428671391627645
GATS2s,0.6246434800451419
GATS2v,0.6842037183902707
GATS3Z,0.5746332536379468
GATS3c,1.2416447653473996
GATS3d,1.1383632657646812
GATS3i,1.0106847364294582
GATS3m,0.5710536145263173
GATS3p,1.1290764581204384
GATS3s,0.7612721417069241
GATS3v,0.936054820936977
GATS4Z,0.6805618007247335
GATS4c,1.281558843691138
GATS4d,1.2055629862938833
GATS4i,0.796821233808712
GATS4m,0.670023193289766
GATS4p,0.905317731044765
GATS4s,0.6818257765626186
GATS4v,0.833045686140009
GATS5Z,0.74569273958276
GATS5c,0.9140875988487039
GATS5d,0.9797970728203287
GATS5i,0.7045288292385916
GATS5m,0.7378246183053762
GATS5p,1.13615528217188
GATS5s,0.5694602497234075
GATS5v,1.1883862517162747
GATS6Z,1.1226180844237368
GATS6c,0.7993936561722752
GATS6d,0.9029263186638147
GATS6i,0.5853434523013675
GATS6m,1.0788598338881576
GATS6p,0.7239213525632981
GATS6s,0.9809340703356563
GATS6v,0.9369255009007071
GATS7Z,0.9861313160702163
GATS7c,0.7576769650157066
GATS7d,1.4909033380794179
GATS7i,1.5388856622096325
GATS7m,0.9853138430448467
GATS7p,1.5124700090827299
GATS7s,1.0285853522695627
GATS7v,1.3681303303046721
GATS8Z,2.1466395112016294
GATS8c,0.8300673405739808
GATS8d,0.9552698733689633
GATS8i,1.8058514002129482
GATS8m,2.1957899238855103
GATS8p,1.2838657356216914
GATS8s,2.0434146961606916
GATS8v,1.4250469729326891
MATS1Z,0.012579369833473105
MATS1c,-0.32845795676206774
MATS1d,0.4623151586215882
MATS1i,-0.03793110805191053
MATS1m,0.011659668399909272
MATS1p,-0.008836491846277127
MATS1s,-0.02201582387340897
MATS1v,0.005448953926309624
MATS2Z,0.28788366027084006
MATS2c,0.11922948861407273
MATS2d,0.13586291309669524
MATS2i,-0.07166601259581301
MATS2m,0.2825548149047614
MATS2p,0.08571440560648974
MATS2s,-0.0019698368728839205
MATS2v,0.24192781319460516
MATS3Z,0.16260810531597744
MATS3c,-0.2090611295106483
MATS3d,-0.1084147848556342
MATS3i,-0.01777910066701177
MATS3m,0.16687195018315487
MATS3p,-0.18730871127074486
MATS3s,0.12448512585812356
MATS3v,-0.11131111915019912
MATS4Z,0.2331049805591557
MATS4c,-0.16222941059689314
MATS4d,-0.20841063698206555
MATS4i,0.09344759881156268
MATS4m,0.2363418828582069
MATS4p,-0.004616950195905018
MATS4s,0.23209538999012685
MATS4v,0.06425680593370366
MATS5Z,0.19579457257664995
MATS5c,0.176433837670876
MATS5d,-0.06330250516297029
MATS5i,0.06698720419519559
MATS5m,0.19292318998525634
MATS5p,-0.19949405720428093
MATS5s,0.30346135609293506
MATS5v,-0.19921941199508975
MATS6Z,0.10515302848533885
MATS6c,-0.006875323170542598
MATS6d,0.03642348943400234
MATS6i,-0.026841259567170723
MATS6m,0.12749783965058234
MATS6p,0.22287042893487757
MATS6s,-0.057165745413762695
MATS6v,0.26234269559087087
MATS7Z,-0.12520609058287266
MATS7c,0.08996804550048755
MATS7d,-0.5545008701154881
MATS7i,-0.46550818494029167
MATS7m,-0.113579402379159
MATS7p,-0.5088175883794103
MATS7s,-0.11049846839320525
MATS7v,-0.4294122245435404
MATS8Z,-0.8083768706278226
MATS8c,0.09484032080673467
MATS8d,-0.09249362029948481
MATS8i,-0.22067908333502495
MATS8m,-0.8261393139843979
MATS8p,-0.17639432305602012
MATS8s,-0.5361810322908722
MATS8v,-0.3912928375744275
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,5
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,29.002947475270528
SpAD_D,182.9281649708387
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,941
TMWC10,125.50817491328107
TSRW10,72.8487394087783
VE1_Dt,4.769494482928318
VE2_Dt,0.20736932534470948
VE3_Dt,2.395149443797508
VR1_Dt,125.33334054880271
VR2_Dt,5.4492756760349
VR3_Dt,5.663886035227121
Xc-3dv,0.8057478628919434
Xc-4dv,0.0
Xc-5dv,0.19020218760371876
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.06415002990995841
Xch-6d,0.34448958971204213
Xch-7d,0.8764110376381513
Xp-0dv,12.007618876033469
Xp-1dv,6.579014565588547
Xp-2dv,5.192059896058016
Xp-3dv,3.7641110723721574
Xp-4dv,2.7106120496653325
Xp-5dv,1.6660678374223856
Xp-6dv,0.9353941572548922
Xp-7dv,0.5025749824427153
Xpc-4d,5.976489073556381
Xpc-5d,10.591749696564012
Xpc-6d,18.222583129028653
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,34
nFRing,1
nHBAcc,2
nHBDon,0
nHRing,1
nSpiro,0
naRing,2
piPC10,7.2320555222560845
AATS0dv,15.5625
AATS0pe,7.620950000000001
AATS0se,8.813109375
AATS1dv,12.647058823529411
AATS1pe,6.939
AATS1se,8.088908352941175
AATS2dv,12.403508771929825
AATS2pe,6.95748596491228
AATS2se,8.16699389473684
AATS3dv,13.869565217391305
AATS3pe,7.501872463768115
AATS3se,8.65703339130435
AATS4dv,12.441558441558442
AATS4pe,7.480788311688312
AATS4se,8.728838181818181
AATS5dv,9.824324324324325
AATS5pe,7.1782108108108105
AATS5se,8.47375254054054
AATS6dv,6.027397260273973
AATS6pe,6.733197260273973
AATS6se,8.235671452054794
AATS7dv,7.428571428571429
AATS7pe,7.212595238095237
AATS7se,8.435068380952382
AATS8dv,3.869565217391304
AATS8pe,7.729804347826088
AATS8se,9.107095826086958
AATSC0Z,7.671875
AATSC0c,0.02191520494090269
AATSC0d,0.8818359375
AATSC0i,4.152709255215567
AATSC0m,37.62494416064206
AATSC0p,0.25176124868724903
AATSC0s,5.9375
AATSC0v,40.91772230626543
AATSC1Z,0.09650735294117647
AATSC1c,-0.007198223436910869
AATSC1d,0.40768612132352944
AATSC1i,-0.15751686346775057
AATSC1m,0.4386943724781891
AATSC1p,-0.002224686221233424
AATSC1s,-0.13071895424836577
AATSC1v,0.2229587836163719
AATSC2Z,2.208607456140351
AATSC2c,0.0026129386779764276
AATSC2d,0.11980879934210527
AATSC2i,-0.2976081137910281
AATSC2m,10.6311091331122
AATSC2p,0.021579565785975197
AATSC2s,-0.011695906432748279
AATSC2v,9.899135078458912
AATSC3Z,1.2475090579710144
AATSC3c,-0.004581617498402457
AATSC3d,-0.09560405344202899
AATSC3i,-0.07383143588930903
AATSC3m,6.278547807618645
AATSC3p,-0.04715707503952212
AATSC3s,0.7391304347826086
AATSC3v,-4.554597462987472
AATSC4Z,1.7883522727272727
AATSC4c,-0.0035552907806727634
AATSC4d,-0.18378398944805194
AATSC4i,0.38806070846244756
AATSC4m,8.892350145361041
AATSC4p,-0.0011623691464478863
AATSC4s,1.3780663780663782
AATSC4v,2.629242141482875
AATSC5Z,1.5021114864864864
AATSC5c,0.003866583711067205
AATSC5d,-0.055822423986486486
AATSC5i,0.27817838284240376
AATSC5m,7.258724250488209
AATSC5p,-0.05022487294743525
AATSC5s,1.8018018018018018
AATSC5v,-8.151604578032567
AATSC6Z,0.806720890410959
AATSC6c,-0.0001506741163173779
AATSC6d,0.0321195419520548
AATSC6i,-0.11146394702623323
AATSC6m,4.797099097455655
AATSC6p,0.05611013748410758
AATSC6s,-0.339421613394216
AATSC6v,10.73446556726438
AATSC7Z,-0.9605654761904762
