DLiP-ID,T0015O
DLiP-Mol-ID,15377
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C22H23ClN4/c23-20-8-4-7-19-18(15-24)21(17-10-12-25-13-11-17)22(27(19)20)26-14-9-16-5-2-1-3-6-16/h1-8,17,25-26H,9-14H2"
Standard Inchi Key(RDKit),DGLGJVVGDQCHJX-UHFFFAOYSA-N
Canonical SMILES(RDKit),N#Cc1c(C2CCNCC2)c(NCCc2ccccc2)n2c(Cl)cccc12
SMILES(SDF),
MW(SDF),
MW(RDKit),378.907
MW Monoisotopic(RDKit),378.161124416
MolLogP(RDKit),4.58598
XLogP(SDF),
XLogP(CDK),4.789
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),4
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),52.26
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),5
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),27
QED Weighted(RDKit),0.638438903938841
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Neuropilin-1/VEGF-A
Common Target Pref Name,Neuropilin-1/VEGF-A
RDKit Descriptors
Ipc,2673434.258372798
qed,0.6384389039388404
Chi0,18.63961743368832
Chi1,13.292024997884276
TPSA,52.260000000000005
Chi0n,15.211184773835065
Chi0v,15.96711371985352
Chi1n,9.507495243779415
Chi1v,9.885459716788644
Chi2n,7.0048921266167925
Chi2v,7.392140867798489
Chi3n,5.354720676646284
Chi3v,5.649739685261731
Chi4n,4.0517977861391214
Chi4v,4.300105224741157
MolMR,110.60240000000003
MolWt,378.9070000000001
fr_SH,0
Kappa1,17.910109518658732
Kappa2,8.038990822423434
Kappa3,3.5336451594149936
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,2
fr_NH1,2
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,965.3817279003315
MolLogP,4.585980000000004
NOCount,4
fr_Ar_N,1
fr_COO2,0
fr_urea,0
BalabanJ,1.729571683179897
SMR_VSA1,0.0
SMR_VSA2,5.261891554738487
SMR_VSA3,9.717483210268124
SMR_VSA4,0.0
SMR_VSA5,25.18037091493942
SMR_VSA6,24.951057821744058
SMR_VSA7,70.37440083967667
SMR_VSA8,0.0
SMR_VSA9,6.069221312792274
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,164.3159337579835
NHOHCount,2
PEOE_VSA1,10.633577208012662
PEOE_VSA2,4.400694606261793
PEOE_VSA3,0.0
PEOE_VSA4,5.261891554738487
PEOE_VSA5,0.0
PEOE_VSA6,47.99914230100217
PEOE_VSA7,55.96606935538479
PEOE_VSA8,12.10820789760957
PEOE_VSA9,11.080152209313258
RingCount,4
SMR_VSA10,22.935503385683802
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,378.161124416
NumHDonors,2
PEOE_VSA10,17.04019390752009
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,0.0
PEOE_VSA14,0.0
SlogP_VSA1,10.633577208012662
SlogP_VSA2,24.03496382399952
SlogP_VSA3,6.4208216229260096
SlogP_VSA4,11.33111286753076
SlogP_VSA5,35.4499037671044
SlogP_VSA6,48.53093654769288
SlogP_VSA7,5.153109816892792
SlogP_VSA8,5.516700717616262
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,1
fr_benzene,1
fr_epoxide,0
fr_guanido,0
fr_halogen,1
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,0
fr_nitrile,1
fr_nitroso,0
fr_oxazole,0
fr_sulfide,0
fr_sulfone,0
EState_VSA1,0.0
EState_VSA2,0.0
EState_VSA3,11.071015863054186
EState_VSA4,61.35820056536103
EState_VSA5,5.563451491696996
EState_VSA6,0.0
EState_VSA7,28.66616288010823
EState_VSA8,40.96826679465138
EState_VSA9,11.600939890232516
