DLiP-ID,P000BZ
AATS4p,1.2732247109850376
AATS4s,3.174353598881901
AATS4v,174.89907353251317
AATS5Z,15.12962962962963
AATS5d,2.537037037037037
AATS5i,160.85454917133097
AATS5m,52.863750006172864
AATS5p,1.2455003078223763
AATS5s,3.2078189300411526
AATS5v,168.42504485688653
AATS6Z,13.668711656441717
AATS6d,2.4907975460122698
AATS6i,160.2197595707685
AATS6m,47.366594018404896
AATS6p,1.209511376550399
AATS6s,2.8750852079072935
AATS6v,159.86502810425304
AATS7Z,13.344155844155845
AATS7d,2.4935064935064934
AATS7i,163.52586410345563
AATS7m,45.97497726623374
AATS7p,1.1909649227754089
AATS7s,2.9049422799422797
AATS7v,159.44244637883577
AATS8Z,15.462686567164178
AATS8d,2.6417910447761193
AATS8i,156.54399170370397
AATS8m,55.77505861194027
AATS8p,1.333607842763575
AATS8s,2.789800995024875
AATS8v,178.82604045303728
AMID_C,1.6158040319473819
AMID_N,0.12602424849540622
AMID_O,0.27279320533327356
AMID_X,0.0
AMID_h,0.39881745382867984
ATS0dv,468.0
ATS0pe,382.2361999999999
ATS0se,471.33225999999985
ATS1dv,440.0
ATS1pe,409.83750000000003
ATS1se,490.3311239999997
ATS2dv,601.0
ATS2pe,673.3781999999999
ATS2se,819.3250199999999
ATS3dv,632.0
ATS3pe,809.2974999999999
ATS3se,987.6788599999999
ATS4dv,614.0
ATS4pe,985.3332
ATS4se,1218.767584
ATS5dv,523.0
ATS5pe,1012.4760000000002
ATS5se,1254.2648199999999
ATS6dv,429.0
ATS6pe,986.5645999999999
ATS6se,1233.9283000000003
ATS7dv,478.0
ATS7pe,943.4370000000001
ATS7se,1182.2329080000002
ATS8dv,553.0
ATS8pe,799.3435999999999
ATS8se,995.8055999999997
ATSC0Z,453.40983606557364
ATSC0c,1.536211760691744
ATSC0d,34.55737704918032
ATSC0i,87.17008315173888
ATSC0m,2153.691772786885
ATSC0p,14.122517951483209
ATSC0s,96.81147540983605
ATSC0v,3065.2098360736254
ATSC1Z,14.78984144047299
ATSC1c,-0.7510119504874165
ATSC1d,15.244020424617032
ATSC1i,-10.7660088669833
ATSC1m,70.47861453157773
ATSC1p,-0.6394591473675775
ATSC1s,-7.021596643674037
ATSC1v,-6.424580961011863
ATSC2Z,25.425692018274674
ATSC2c,-0.03731268042304288
ATSC2d,-1.0085998387530246
ATSC2i,39.37905545067046
ATSC2m,133.71127418650912
ATSC2p,4.815667254979521
ATSC2s,20.77851682642062
ATSC2v,779.437029161836
ATSC3Z,-81.65358774522977
ATSC3c,-0.19199169280978
ATSC3d,-13.55576457941413
ATSC3i,-50.266277065122864
ATSC3m,-399.57106223783893
ATSC3p,-6.181547082832938
ATSC3s,-6.969258562513064
ATSC3v,-1099.1361965914587
ATSC4Z,30.325181402848703
ATSC4c,0.28693850044923114
ATSC4d,-15.911851652781506
ATSC4i,-48.641687594226184
ATSC4m,122.70582753910244
ATSC4p,-5.2627074274547185
ATSC4s,16.033294514616735
ATSC4v,-692.8497993262463
ATSC5Z,-190.15399086267132
ATSC5c,0.12388763984673148
ATSC5d,-11.10319806503628
ATSC5i,8.83612314767468
ATSC5m,-903.3319964340228
ATSC5p,-2.12541363488714
ATSC5s,-30.83266147093077
ATSC5v,-956.3376232236087
ATSC6Z,-85.80005374899221
ATSC6c,0.03957664121241706
ATSC6d,0.9368449341574843
ATSC6i,-10.385927939647571
ATSC6m,-406.15512146331633
ATSC6p,-2.0146063616150287
ATSC6s,-22.652430648869785
ATSC6v,-504.62584504102955
ATSC7Z,-122.69040580489123
ATSC7c,-0.5490840032836048
ATSC7d,13.5436710561677
ATSC7i,55.6150163928817
ATSC7m,-538.8335797406612
ATSC7p,7.77572887972659
ATSC7s,-57.88152079787395
ATSC7v,891.6531924151211
ATSC8Z,124.37839290513301
ATSC8c,0.3226450961474107
ATSC8d,5.82477828540715
ATSC8i,-11.305808532278967
ATSC8m,575.8727307140556
ATSC8p,-1.1063816635049093
ATSC8s,25.146376422108755
ATSC8v,190.15896329185728
AXp-0d,0.721039938547502
AXp-1d,0.4549215415205737
AXp-2d,0.2939421235841533
AXp-3d,0.18692688482606004
AXp-4d,0.12401389566551849
AXp-5d,0.08253176599165866
AXp-6d,0.055678758149174064
AXp-7d,0.03512492623171983
GATS1Z,0.8065865727301842
GATS1c,1.4652544738077244
GATS1d,0.7165446823890849
GATS1i,1.2865777945273444
GATS1m,0.8120429369138009
GATS1p,1.1218641766046258
GATS1s,0.6827484378072813
GATS1v,0.9946367700563752
GATS2Z,0.8985878536822208
GATS2c,1.1181488073082655
GATS2d,1.2980482515586884
GATS2i,0.852123263079025
GATS2m,0.8959268379909141
GATS2p,0.8023705790244966
GATS2s,0.5378642185855801
GATS2v,0.8132740391889809
GATS3Z,0.9750406543714172
GATS3c,0.9264623405641461
GATS3d,1.372843210802701
GATS3i,1.340160785327713
GATS3m,0.9820451315072406
GATS3p,1.2538584743546757
GATS3s,0.7800397168408464
GATS3v,1.171228086334767
GATS4Z,0.9412950908468262
GATS4c,0.874440790085999
GATS4d,1.2393935054240812
GATS4i,1.2375692768379758
GATS4m,0.9459302075636287
GATS4p,1.120380073010143
GATS4s,0.8893097380883792
GATS4v,1.0622898661589228
GATS5Z,1.1529917002113115
GATS5c,1.005429205787067
GATS5d,1.1199838358282386
GATS5i,0.9875710733465616
GATS5m,1.1510735632123688
GATS5p,1.0109169995059955
GATS5s,1.3603504161740836
GATS5v,1.0694011361055218
GATS6Z,1.0501205122870187
GATS6c,0.8818251866948165
GATS6d,0.9906171057380011
GATS6i,1.0153606805592394
GATS6m,1.0510297356110427
GATS6p,1.0366151415886031
GATS6s,1.1863970694539894
GATS6v,1.0547092151865165
GATS7Z,1.133832723065495
GATS7c,1.0941059850113608
GATS7d,0.8004756154661281
GATS7i,0.7157562488732006
GATS7m,1.122857125821134
GATS7p,0.7322028794757351
GATS7s,1.5225177131450947
GATS7v,0.8475383775077746
GATS8Z,0.7890459482182697
GATS8c,0.6079950146598384
GATS8d,0.855164405675607
GATS8i,1.059712200029316
GATS8m,0.7991647750468132
GATS8p,1.0623876514937274
GATS8s,0.4952051612229262
GATS8v,1.0056090779317317
MATS1Z,0.03158361712848661
MATS1c,-0.47335290607211256
MATS1d,0.42711815909159356
MATS1i,-0.11958495886218558
MATS1m,0.031685684581010204
MATS1p,-0.04384195928105931
MATS1s,-0.07022606343860538
MATS1v,-0.002029429090517642
MATS2Z,0.032577847105289465
MATS2c,-0.014110613579550466
MATS2d,-0.016955814583898103
MATS2i,0.2624450407360484
MATS2m,0.036068245270915004
MATS2p,0.19810018066650398
MATS2s,0.1246890285667697
MATS2v,0.14772750386122097
MATS3Z,-0.08515780510678325
MATS3c,-0.05909782218260715
MATS3d,-0.18549122574761334
MATS3i,-0.2726775512232159
MATS3m,-0.08773049986739294
MATS3p,-0.20697846926009417
MATS3s,-0.03404080824813961
MATS3v,-0.16956312989252834
MATS4Z,0.025659322242793957
MATS4c,0.07165895151209359
MATS4d,-0.1766496008019763
MATS4i,-0.21407890984965064
MATS4m,0.02185819773425277
MATS4p,-0.14296502414818016
MATS4s,0.06353728337552178
MATS4v,-0.08671846776758875
MATS5Z,-0.15791716102054285
MATS5c,0.03036628853232559
MATS5d,-0.12098238339541316
MATS5i,0.038168853953003
MATS5m,-0.15793510186525256
MATS5p,-0.05666907807412083
MATS5s,-0.11992203682624109
MATS5v,-0.11748051769127633
MATS6Z,-0.07081721659870986
MATS6c,0.009641177504726511
MATS6d,0.010145399937136935
MATS6i,-0.04458821384782552
MATS6m,-0.07057495590496239
MATS6p,-0.05338512895978359
MATS6s,-0.08756492927664343
MATS6v,-0.06161004269850883
MATS7Z,-0.10718370861909811
MATS7c,-0.14157834131605945
MATS7d,0.15524039527834602
MATS7i,0.25271657291820593
MATS7m,-0.09910149770907135
MATS7p,0.21809117289766383
MATS7s,-0.23682208956529519
MATS7v,0.115224510678695
MATS8Z,0.1248760176268128
MATS8c,0.09560905370082852
MATS8d,0.07672972896428676
MATS8i,-0.059041747435206
MATS8m,0.12172169783906812
MATS8p,-0.03566299975771601
MATS8s,0.11824250182497052
MATS8v,0.028241101206601157
MAXsOH,9.621000613930162
MAXssO,5.21475013456375
MINsOH,9.621000613930162
MINssO,5.161142003706457
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,3
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,9
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,42.097309182647635
SpAD_D,456.43785045804583
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,1.2656900930949107
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,786
TMWC10,144.6207671996771
TSRW10,68.76014875625967
VE1_Dt,5.666641943720707
VE2_Dt,0.17171642253699113
VE3_Dt,2.9285191609782073
VR1_Dt,213.4145511123924
VR2_Dt,6.467107609466436
VR3_Dt,6.55715899204635
Xc-3dv,0.9038923864379744
Xc-4dv,0.0
Xc-5dv,0.09585196986756137
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.23470804841064383
Xch-7d,0.36039797265996265
Xp-0dv,18.999593657500895
Xp-1dv,10.493217059603998
Xp-2dv,7.659738693571608
Xp-3dv,5.3009384856839645
Xp-4dv,3.6593256294497434
Xp-5dv,2.3968815396270786
Xp-6dv,1.289712212563227
Xp-7dv,0.7142536763320358
Xpc-4d,4.482582938542877
Xpc-5d,7.365094353782657
Xpc-6d,10.76510845677928
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,63
nFRing,0
nHBAcc,5
nHBDon,2
nHRing,0
nSpiro,0
naRing,3
piPC10,6.764029239947545
AATS0dv,7.672131147540983
AATS0pe,6.266167213114752
AATS0se,7.726758360655735
AATS1dv,6.984126984126984
AATS1pe,6.505357142857143
AATS1se,7.783033714285709
AATS2dv,5.723809523809524
AATS2pe,6.413125714285713
AATS2se,7.803095428571427
AATS3dv,4.89922480620155
AATS3pe,6.273624031007751
AATS3se,7.656425271317828
AATS4dv,3.861635220125786
AATS4pe,6.197064150943397
AATS4se,7.66520493081761
AATS5dv,3.228395061728395
AATS5pe,6.2498518518518535
AATS5se,7.742375432098765
AATS6dv,2.6319018404907975
AATS6pe,6.052543558282208
AATS6se,7.570112269938652
AATS7dv,3.103896103896104
AATS7pe,6.126214285714287
AATS7se,7.676837064935066
AATS8dv,4.126865671641791
AATS8pe,5.965250746268656
AATS8se,7.4313850746268635
AATSC0Z,7.432948132222519
AATSC0c,0.02518379935560236
AATSC0d,0.566514377855415
AATSC0i,1.4290177565858833
AATSC0m,35.30642250470303
AATSC0p,0.23151668772923292
AATSC0s,1.5870733673743616
AATSC0v,50.249341574977464
AATSC1Z,0.2347593879440157
AATSC1c,-0.011920824610911374
AATSC1d,0.24196857816852432
AATSC1i,-0.17088902963465558
AATSC1m,1.1187081671679004
AATSC1p,-0.010150145196310753
AATSC1s,-0.11145391497895298
AATSC1v,-0.10197747557161686
AATSC2Z,0.24214944779309214
AATSC2c,-0.0003553588611718369
AATSC2d,-0.009605712750028805
AATSC2i,0.37503862333971866
AATSC2m,1.273440706538182
AATSC2p,0.04586349766647163
AATSC2s,0.19789063644210114
AATSC2v,7.4232098015412955
AATSC3Z,-0.6329735484126339
AATSC3c,-0.001488307696199845
AATSC3d,-0.10508344635204753
AATSC3i,-0.3896610625203323
AATSC3m,-3.0974500948669683
AATSC3p,-0.04791896963436386
AATSC3s,-0.054025260174519876
AATSC3v,-8.520435632491928
AATSC4Z,0.19072441133867107
AATSC4c,0.0018046446569134034
AATSC4d,-0.10007453869673903
AATSC4i,-0.3059225634856993
AATSC4m,0.7717347643968707
AATSC4p,-0.03309878885191647
AATSC4s,0.10083833028060839
