DLiP-ID,C0017Q
DLiP-Mol-ID,31960
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C15H12Cl2N4O2/c1-9-4-14(20-23-9)15(22)19-12-6-18-21(8-12)7-10-2-3-11(16)5-13(10)17/h2-6,8H,7H2,1H3,(H,19,22)"
Standard Inchi Key(RDKit),GFTNXPVXWMLQCP-UHFFFAOYSA-N
Canonical SMILES(RDKit),Cc1cc(C(=O)Nc2cnn(Cc3ccc(Cl)cc3Cl)c2)no1
SMILES(SDF),
MW(SDF),
MW(RDKit),351.193
MW Monoisotopic(RDKit),350.033730984
MolLogP(RDKit),3.78692
XLogP(SDF),
XLogP(CDK),3.723
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),72.95
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),4
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),23
QED Weighted(RDKit),0.77628030838425
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,225011.290299356
qed,0.7762803083842503
Chi0,16.396976746569035
Chi1,11.00804039084698
TPSA,72.95
Chi0n,12.08527470977036
Chi0v,13.597132601807271
Chi1n,6.721307093254397
Chi1v,7.477236039272852
Chi2n,4.939248439227231
Chi2v,5.782884346439823
Chi3n,3.0991723699020595
Chi3v,3.6861179838820033
Chi4n,2.0075728172079867
Chi4v,2.4758281765067824
MolMR,86.98420000000002
MolWt,351.19300000000004
fr_SH,0
Kappa1,15.580555266035152
Kappa2,6.436273310437484
Kappa3,3.7215683725820536
fr_ArN,0
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,3
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,856.7913694534541
MolLogP,3.786920000000002
NOCount,6
fr_Ar_N,3
fr_COO2,0
fr_urea,0
BalabanJ,1.6913172044494083
SMR_VSA1,9.31763212104517
SMR_VSA2,0.0
SMR_VSA3,14.937148000571668
SMR_VSA4,0.0
SMR_VSA5,13.4684936056032
SMR_VSA6,5.316788604006331
SMR_VSA7,63.72204894997513
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
