DLiP-ID,J000EE
AATSC4v,0.5494594093354905
AATSC5Z,-0.20722148944805194
AATSC5c,0.0006223470355042462
AATSC5d,-0.04201438210227273
AATSC5i,-0.17813271271583345
AATSC5m,-1.1005093781294404
AATSC5p,-0.027975214919454802
AATSC5s,0.051294191919191885
AATSC5v,-5.081958225113612
AATSC6Z,-0.031059052025139665
AATSC6c,0.0009278068595293803
AATSC6d,-0.0034438831180167596
AATSC6i,0.047700642048934865
AATSC6m,-0.17534648848447396
AATSC6p,-0.0005642186889482085
AATSC6s,-0.002686607697082574
AATSC6v,-0.5402044087915956
AATSC7Z,-0.39542289402173914
AATSC7c,-0.00032469309959243047
AATSC7d,-0.05571713654891304
AATSC7i,0.050980084019218545
AATSC7m,-1.8719877622388765
AATSC7p,-0.005114947805130039
AATSC7s,-0.07016153381642512
AATSC7v,-1.766544344154813
AATSC8Z,-0.5495946740591398
AATSC8c,-0.0006525399491178986
AATSC8d,-0.06204584593413978
AATSC8i,-0.20602421909200033
AATSC8m,-2.6647438563796837
AATSC8p,-0.028721374116835497
AATSC8s,-0.004722968936678617
AATSC8v,-5.751501892367445
ATS0are,383.81470000000013
ATS1are,425.65
ATS2are,742.7829
ATS3are,895.087
ATS4are,925.307
ATS5are,928.315
ATS6are,1069.0729000000001
ATS7are,1101.7159000000001
ATS8are,1106.721
ATSC0dv,236.9375
ATSC0pe,6.190598437499997
ATSC0se,3.8029119374999985
ATSC1dv,93.44140625
ATSC1pe,0.48745791015625284
ATSC1se,0.04522950390625133
ATSC2dv,40.8046875
ATSC2pe,-0.07100957031249532
ATSC2se,-0.15829394531249724
ATSC3dv,-17.07421875
ATSC3pe,-0.517807324218748
ATSC3se,-0.700794042968748
ATSC4dv,-73.0869140625
ATSC4pe,-2.3405619384765566
ATSC4se,-1.3557202900390586
ATSC5dv,1.119140625
ATSC5pe,1.164449072265628
ATSC5se,0.9637129628906261
ATSC6dv,-29.6845703125
ATSC6pe,0.7031653076171896
ATSC6se,0.6748253623046885
ATSC7dv,-66.1640625
ATSC7pe,-1.0312595703124967
ATSC7se,-0.5722146953124982
ATSC8dv,-67.255859375
ATSC8pe,-0.7294720214843726
ATSC8se,-0.4510353808593739
AXp-0dv,0.5884664342451661
AXp-1dv,0.3215578347208125
AXp-2dv,0.17222769304812083
AXp-3dv,0.09068531560584896
AXp-4dv,0.049555368801840964
AXp-5dv,0.026642032787867365
AXp-6dv,0.014388477888411862
AXp-7dv,0.008190421312454569
BertzCT,1127.7633908750558
ECIndex,842
ETA_eta,31.52917479978138
GATS1dv,0.5083246698837804
GATS1pe,0.7242533674202449
GATS1se,0.7872804613703688
GATS2dv,0.988235294117647
GATS2pe,1.0691155413842006
GATS2se,1.1187734346530605
GATS3dv,1.11297739311456
GATS3pe,1.0872211677293373
GATS3se,1.155497690106441
GATS4dv,1.2880838374609784
GATS4pe,1.3589260096129567
GATS4se,1.425503002225636
GATS5dv,0.9910553703748111
GATS5pe,0.842583028842788
GATS5se,0.8250727472965578
GATS6dv,1.0687706402549997
GATS6pe,0.9700519740159402
GATS6se,0.9786634997895615
GATS7dv,1.1278772378516622
GATS7pe,1.1117045703365338
GATS7se,1.153572276904373
GATS8dv,1.090017954237966
GATS8pe,1.0630215451006682
GATS8se,1.1067868869146353
LogEE_A,4.457805844135033
LogEE_D,202.224181301725
MATS1dv,0.37117321209676163
MATS1pe,0.07410978438886659
MATS1se,0.011193776125388506
MATS2dv,0.0918491163281456
MATS2pe,-0.0061176267877302215
MATS2se,-0.02219968247687002
MATS3dv,-0.0311619981891678
MATS3pe,-0.03617044184078407
MATS3se,-0.07968790169628649
MATS4dv,-0.13074011120796727
MATS4pe,-0.1602472300674945
MATS4se,-0.15109735216027875
MATS5dv,0.00196295395451291
MATS5pe,0.07817126115690268
MATS5se,0.10531510985692569
MATS6dv,-0.04479441900767622
MATS6pe,0.04061175381426197
MATS6se,0.06344568209702578
MATS7dv,-0.09712935671441514
MATS7pe,-0.05794253731681493
MATS7se,-0.05233652570466988
MATS8dv,-0.09767048726043288
MATS8pe,-0.04054553500863257
MATS8se,-0.04080950921521679
MAXaaCH,2.144009859989297
MAXaasC,1.1564789987783317
MAXaasN,2.247196709013607
MAXdssC,0.02279600877183885
MAXsCH3,1.9871005542177078
MAXsssN,1.9595532564877802
MDEC-11,0.08333333333333334
MDEC-12,4.333666570731157
MDEC-13,2.701585022918128
MDEC-22,21.41821216040802
MDEC-23,32.36695685998909
MDEC-33,8.544320297981837
MDEN-23,0.5773502691896258
MDEN-33,0.14285714285714285
MDEO-12,0.36514837167011066
MDEO-22,0.1111111111111111
MINaaCH,1.8142424436082514
MINaasC,0.6478156832445254
MINaasN,2.247196709013607
MINdssC,0.02279600877183885
MINsCH3,1.6222190793608178
MINsssN,1.9595532564877802
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.1785714285714288
SM1_Dzi,1.1951513140078474
SM1_Dzm,1.1752972727426438
SM1_Dzp,-4.80142824756291
SM1_Dzv,-2.1549573189043634
SddssSe,0
SpAD_Dt,672.5220007462462
SpAbs_A,43.775778696209066
SpAbs_D,404.44836260344994
SpMAD_A,1.3265387483699718
SpMAD_D,12.256010987983332
SpMax_A,2.458173562834641
SpMax_D,202.224181301725
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,56.59
TpiPC10,8.830648085505393
VAdjMat,6.20945336562895
VE1_DzZ,5.652615131687607
VE1_Dzi,5.649652417306222
VE1_Dzm,5.652604489986815
VE1_Dzp,5.625956257771964
VE1_Dzv,5.643223369307984
VE2_DzZ,0.1712913676268972
VE2_Dzi,0.17120158840321886
VE2_Dzm,0.1712910451511156
VE2_Dzp,0.1704835229627868
VE2_Dzv,0.1710067687669086
VE3_DzZ,2.926040761712322
VE3_Dzi,2.9255164926775636
VE3_Dzm,2.926038879095062
VE3_Dzp,2.9213134034960033
VE3_Dzv,2.9243778901082482
VR1_DzZ,227.55541841009372
VR1_Dzi,228.11279695424068
VR1_Dzm,227.55783272552173
VR1_Dzp,231.62300936572515
VR1_Dzv,229.26716373043303
VR2_DzZ,6.89561873969981
VR2_Dzi,6.912508998613354
VR2_Dzm,6.895691900773386
VR2_Dzp,7.018879071688641
VR2_Dzv,6.947489810013122
VR3_DzZ,6.621316274605414
VR3_Dzi,6.623762698575071
VR3_Dzm,6.621326884340121
VR3_Dzp,6.639033558829372
VR3_Dzv,6.628810445859604
Xch-3dv,0.28867513459481287
Xch-4dv,0.2041241452319315
Xch-5dv,0.19921154788121845
Xch-6dv,0.2982847791837845
Xch-7dv,0.311386126880134
Xpc-4dv,1.7841785762508584
Xpc-5dv,2.49365813705207
Xpc-6dv,3.0159336347915744
Zagreb1,178.0
Zagreb2,212.0
fragCpx,313.06
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,1
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,1
n5FRing,0
n5HRing,2
n5aRing,1
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,1
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,17
nBondsD,1
nBondsM,18
nBondsO,37
nBondsS,50
nBondsT,0
nFARing,1
nFHRing,1
nFaRing,0
nHetero,6
naHRing,1
AATS0are,5.997104687500002
AATS1are,6.259558823529411
AATS2are,6.1898575000000005
AATS3are,6.047885135135135
AATS4are,6.127860927152318
AATS5are,6.028019480519481
AATS6are,5.9724743016759785
AATS7are,5.987586413043479
AATS8are,5.950112903225807
AATSC0dv,3.7021484375
AATSC0pe,0.09672810058593745
AATSC0se,0.059420499023437476
AATSC1dv,1.3741383272058822
AATSC1pe,0.007168498678768424
AATSC1se,0.0006651397633272255
AATSC2dv,0.3400390625
AATSC2pe,-0.0005917464192707943
AATSC2se,-0.001319116210937477
AATSC3dv,-0.1153663429054054
AATSC3pe,-0.003498698136613162
AATSC3se,-0.004735094884923973
AATSC4dv,-0.4840192984271523
AATSC4pe,-0.015500410188586467
AATSC4se,-0.008978280066483832
AATSC5dv,0.007267146915584416
AATSC5pe,0.007561357612114467
AATSC5se,0.0062578763824066635
AATSC6dv,-0.16583558833798884
AATSC6pe,0.003928297807917261
AATSC6se,0.003769974091087645
AATSC7dv,-0.35958729619565216
AATSC7pe,-0.005604671577785309
AATSC7se,-0.0031098624745244468
AATSC8dv,-0.36159064180107525
AATSC8pe,-0.003921892588625659
AATSC8se,-0.002424921402469752
AETA_eta,0.9554295393873146
ATSC0are,6.435510937499997
ATSC1are,0.36841025390625526
ATSC2are,-0.11635957031249176
ATSC3are,-0.8137081054687445
ATSC4are,-2.4652789306640526
ATSC5are,1.3800986816406293
ATSC6are,0.9019522216796905
ATSC7are,-1.0060751953124951
ATSC8are,-0.6959052246093721
BCUTZ-1h,8.022333547017636
BCUTZ-1l,5.6865068801815095
BCUTc-1h,0.40771266520278393
BCUTc-1l,-0.5293580407949484
BCUTd-1h,3.195622070754904
BCUTd-1l,0.9779655077461765
BCUTi-1h,14.557953407075294
BCUTi-1l,10.947480029995335
BCUTm-1h,16.010555419077804
BCUTm-1l,11.698200115801885
BCUTp-1h,1.9986130326352018
BCUTp-1l,0.7517745039850411
BCUTs-1h,7.008272198716117
BCUTs-1l,1.2381429886577546
BCUTv-1h,20.903348159416126
BCUTv-1l,14.702375473087686
BalabanJ,1.2434271467314557
Diameter,15
ETA_beta,40.25
GATS1are,0.7478262665367522
GATS2are,1.0975299892418215
GATS3are,1.1211248366631572
GATS4are,1.396251848066275
GATS5are,0.8330107822149903
GATS6are,0.9673955490610971
GATS7are,1.1206399664159636
GATS8are,1.0668823549825768
HybRatio,0.4074074074074074
Lipinski,True
LogEE_Dt,336.2610003731231
MATS1are,0.053879026213682846
MATS2are,-0.00964312516949951
MATS3are,-0.054676898035780186
MATS4are,-0.16236262269404902
MATS5are,0.08912229497060717
MATS6are,0.05011035078280356
MATS7are,-0.05437628834261673
MATS8are,-0.03720780873595466
MAXssCH2,1.181011732108413
MAXsssCH,0.5781473794496882
MINssCH2,0.5032560941043084
MINsssCH,0.5781473794496882
NsssssAs,0
RotRatio,0.24324324324324326
SM1_Dzpe,1.2597154222766218
SM1_Dzse,1.1662733799930698
SMR_VSA1,14.268263091671919
SMR_VSA2,0.0
SMR_VSA3,14.450987899589041
SMR_VSA4,5.917906046161393
SMR_VSA5,45.69653650321982
SMR_VSA6,20.261435911703025
SMR_VSA7,65.61272053223827
SMR_VSA8,0.0
SMR_VSA9,22.756403153113265
SpAD_DzZ,323.1663432292661
SpAD_Dzi,317.51507089004434
SpAD_Dzm,323.2287129766404
SpAD_Dzp,440.7347312146702
SpAD_Dzv,393.97297733236996
SpAbs_Dt,672.5220007462465
SpDiam_A,4.84688032824311
SpDiam_D,287.73383488888913
SpMAD_Dt,20.37945456806807
SpMax_Dt,336.2610003731231
SsssssAs,0
VE1_Dzpe,5.652559240932044
VE1_Dzse,5.652617119742762
VE2_Dzpe,0.1712896739676377
VE2_Dzse,0.17129142787099277
VE3_Dzpe,2.9260308740708365
VE3_Dzse,2.9260411134176403
VMcGowan,345.84000000000145
VR1_Dzpe,227.55935948077357
VR1_Dzse,227.55608552411888
VR2_Dzpe,6.8957381660840475
VR2_Dzse,6.89563895527633
VR3_Dzpe,6.621333593624138
VR3_Dzse,6.621319206256315
mZagreb1,8.972222222222221
mZagreb2,7.305555555555555
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,1
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,1
n8FHRing,1
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,9
nBondsKS,59
nFAHRing,1
nFaHRing,0
nG12Ring,0
AATSC0are,0.10055485839843745
AATSC1are,0.005417797851562578
AATSC2are,-0.0009696630859374314
AATSC3are,-0.005498027739653679
AATSC4are,-0.016326350534199025
AATSC5are,0.008961679750913177
AATSC6are,0.005038839227260841
AATSC7are,-0.00546779997452443
AATSC8are,-0.003741425938760065
AETA_beta,1.2196969696969697
BCUTdv-1h,6.02224016950407
BCUTdv-1l,0.9879368489594932
BCUTpe-1h,3.4893392805331507
BCUTpe-1l,2.235246275256128
BCUTse-1h,3.7022480751534994
BCUTse-1l,2.431158205960582
ETA_alpha,15.700000000000001
ETA_dBeta,-3.25
ETA_eta_B,0.2745206739387207
ETA_eta_F,31.32327718324037
ETA_eta_L,8.58312990238183
ETA_eta_R,62.85245198302175
ETA_psi_1,0.5902255639097749
LabuteASA,194.70046071514292
LogEE_DzZ,161.61888590034732
LogEE_Dzi,158.79375215150725
LogEE_Dzm,161.64997155719115
LogEE_Dzp,219.63987647891645
LogEE_Dzv,196.6599799815025
PEOE_VSA1,18.94073528624193
PEOE_VSA2,4.794537184071822
PEOE_VSA3,4.9839785209472085
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,6.06636706846161
PEOE_VSA7,68.50231052539971
PEOE_VSA8,48.942288887367795
PEOE_VSA9,19.41060750063891
SM1_Dzare,1.4141461144718472
SpAD_Dzpe,320.9887126444853
SpAD_Dzse,323.4841865034529
SpAbs_DzZ,322.0592003721232
SpAbs_Dzi,316.3923529890066
SpAbs_Dzm,322.1246458416397
SpAbs_Dzp,444.081181205396
SpAbs_Dzv,395.47491728190937
SpDiam_Dt,468.6622341200814
SpMAD_DzZ,9.792919491795942
SpMAD_Dzi,9.621668814849828
SpMAD_Dzm,9.794809484140618
SpMAD_Dzp,13.355597915596066
SpMAD_Dzv,11.938575070677878
SpMax_DzZ,161.61888590034732
SpMax_Dzi,158.79375215150725
SpMax_Dzm,161.64997155719115
SpMax_Dzp,219.63987647891645
SpMax_Dzv,196.6599799815025
VE1_Dzare,5.652793432922434
VE2_Dzare,0.1712967706946192
VE3_Dzare,2.926072304355619
VR1_Dzare,227.49705767044046
VR2_Dzare,6.89385023243759
VR3_Dzare,6.621059773463059
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,1
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,17
nAromBond,17
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.47575757575757577
AETA_dBeta,-0.09848484848484848
AETA_eta_B,0.008318808301173354
AETA_eta_F,0.9491902176739506
AETA_eta_L,0.2600948455267221
AETA_eta_R,1.9046197570612653
BCUTare-1h,3.5440927563282147
BCUTare-1l,2.185517068598871
ETA_beta_s,21.75
ETA_dPsi_A,0.12377443609022509
ETA_dPsi_B,0.0
ETA_eta_BR,0.7045206739387206
ETA_eta_FL,7.556562986052546
ETA_eta_RL,16.139692888434375
LogEE_Dzpe,160.53252951685712
LogEE_Dzse,161.777434869302
PEOE_VSA10,17.323428164567737
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,5.907179729351506
SlogP_VSA1,9.473725907600098
SlogP_VSA2,40.61960354064358
SlogP_VSA3,19.51033443475116
SlogP_VSA4,5.917906046161393
SlogP_VSA5,47.93204673393439
SlogP_VSA6,48.661413050844345
SlogP_VSA7,0.0
SlogP_VSA8,11.257379486545457
SlogP_VSA9,0.0
SpAD_Dzare,317.5391377393318
SpAbs_Dzpe,319.8053436114375
SpAbs_Dzse,322.38859635861104
SpDiam_DzZ,231.6148546922357
SpDiam_Dzi,226.68120304317125
SpDiam_Dzm,231.6560491493882
SpDiam_Dzp,308.7544602980584
SpDiam_Dzv,279.6241016960996
SpMAD_Dzpe,9.726930686196525
SpMAD_Dzse,9.80255110616524
SpMax_Dzpe,160.53252951685712
SpMax_Dzse,161.777434869302
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,33
AETA_beta_s,0.6590909090909091
AETA_eta_BR,0.02134911133147638
AETA_eta_FL,0.22898675715310746
AETA_eta_RL,0.48908160267982953
DetourIndex,5344
EState_VSA1,0.0
EState_VSA2,5.907179729351506
EState_VSA3,30.382507741567785
EState_VSA4,47.90508174427744
EState_VSA5,19.26246486877803
EState_VSA6,7.109797541277533
EState_VSA7,42.15548227284915
EState_VSA8,22.89667735632765
EState_VSA9,14.457704428547306
ETA_beta_ns,18.5
ETA_shape_p,0.08492569002123142
ETA_shape_x,0.0
ETA_shape_y,0.3375796178343949
GhoseFilter,True
LogEE_Dzare,158.81242178222567
SlogP_VSA10,0.0
SlogP_VSA11,11.49902366656781
SpAbs_Dzare,316.2106974499794
SpDiam_Dzpe,230.03554418834517
SpDiam_Dzse,231.84347313346402
SpMAD_Dzare,9.622398113313086
SpMax_Dzare,158.81242178222567
TopoPSA(NO),56.59
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,2.247196709013607
VSA_EState9,65.41946995765308
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.5606060606060606
EState_VSA10,4.794537184071822
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.02424242424242421
FilterItLogS,-6.296976187617879
SpDiam_Dzare,227.64448942265255
ETA_beta_ns_d,1.0
ETA_epsilon_1,0.5609374999999994
ETA_epsilon_2,0.8060606060606056
ETA_epsilon_3,0.44505494505494425
ETA_epsilon_4,0.5141025641025632
ETA_epsilon_5,0.8060606060606056
AETA_beta_ns_d,0.030303030303030304
ETA_dEpsilon_A,0.11588255494505517
ETA_dEpsilon_B,0.04683493589743626
ETA_dEpsilon_C,-0.06904761904761891
ETA_dEpsilon_D,0.0
PetitjeanIndex,0.4666666666666667
TopoShapeIndex,0.875
CDK Descriptors
FMFDescriptor,0.8181818181818182
MDEDescriptor,"0.08333333333333334,4.333666570731157,2.701585022918128,0.0,21.41821216040802,32.36695685998909,0.0,8.544320297981837,0.0,0.0,0.0,0.36514837167011066,0.1111111111111111,0.0,0.0,0.0,0.0,0.5773502691896258,0.14285714285714285"
APolDescriptor,73.89658299999998
BCUTDescriptor,"11.849999999999998,15.996939657342438,-0.3489673573808016,0.2341899978623297,4.871210124034648,10.942712455379892"
BPolDescriptor,43.959416999999995
TPSADescriptor,56.59
ALOGPDescriptor,"3.2884000000000024,10.813574560000015,126.70189999999997"
XLogPDescriptor,4.991999999999999
VAdjMaDescriptor,6.20945336562895
WeightDescriptor,445.23654209999995
ChiPathDescriptor,"22.785881803630286,16.13969288843438,14.299449652429006,12.0717311674449,9.96783170710105,7.927401284827169,5.743312743729336,4.312858860439601,19.41939233009048,11.897639884670065,8.955840038502286,6.166601461197727,4.4104278233638485,2.9306236066654106,1.8129482139398942,1.2039919329308222"
ChiChainDescriptor,"0.2886751345948129,0.20412414523193154,0.21407617506269555,0.6610544158647976,0.902719996661939,0.2886751345948129,0.20412414523193154,0.10792445496369077,0.2982847791837845,0.311386126880134"
AtomCountDescriptor,64
BondCountDescriptor,37
SmallRingDescriptor,"5,3,4,3,1,0,2,2,0,0,0"
ChiClusterDescriptor,"1.934031713527072,0.0,0.44245008972987526,0.0,0.9838142701641461,0.0,0.11247663753694898,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,3,10,3,5,4,1,0"
ZagrebIndexDescriptor,178.0
LargestChainDescriptor,16
MannholdLogPDescriptor,3.7699999999999996
WeightedPathDescriptor,"67.80225402620192,2.0546137583697552,18.40827241859079,8.334350996960303,10.073921421630468"
FractionalPSADescriptor,0.12710097812971047
WienerNumbersDescriptor,"3222.0,50.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"4.737849242148899,7.346470321155721,9.881496635560008,1.7841785762508584,2.4936581370520696,2.782325837647394"
FractionalCSP3Descriptor,0.4074074074074074
KierHallSmartsDescriptor,"0,0,0,0,0,0,2,0,7,0,0,8,1,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,0
LargestPiSystemDescriptor,12
PetitjeanNumberDescriptor,0.4666666666666667
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"24.68371073776479,11.372781065088757,6.049149338374291"
AromaticAtomsCountDescriptor,17
AromaticBondsCountDescriptor,17
FragmentComplexityDescriptor,3568.06
HBondAcceptorCountDescriptor,3
HybridizationRatioDescriptor,0.4074074074074074
AutocorrelationDescriptorMass,"36.40334801045228,39.98991535110639,53.40163115976248,54.81682905917796,53.207560902438125"
PetitjeanShapeIndexDescriptor,"0.875,NaN"
RotatableBondsCountDescriptor,10
AutocorrelationDescriptorCharge,"0.6306272148974006,-0.37732669997344914,0.10980467758444556,-0.07819483963200045,0.009440549357590608"
EccentricConnectivityIndexDescriptor,842
AutocorrelationDescriptorPolarizability,"2289.490716679593,2721.447698519484,3711.6573709850827,3765.950536127206,3662.0605478804796"
