DLiP-ID,C001PR
MWC02,4.465908118654584
MWC03,5.272999558563747
MWC04,6.102558594613569
MWC05,6.92461239604856
MWC06,7.761744984658913
MWC07,8.58876938990546
MWC08,9.42875274891449
MWC09,10.258045256703726
MWC10,11.09948362717625
NaaCH,10
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,2
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,1
NdssS,0
NsCH3,1
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,1
NsssP,0
SLogP,3.745000000000002
SRW02,3.6635616461296463
SRW03,0.0
SRW04,4.90527477843843
SRW05,0.0
SRW06,6.361302477572996
SRW07,0.0
SRW08,7.905072849498666
SRW09,0.0
SRW10,9.488653694423864
SaaCH,19.09415509259259
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,1.6993631897203332
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-0.11583333333333323
SdssS,0
SsCH3,1.9559259259259258
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,2.8783985260770977
SssPH,0
SssSe,0
SsssB,0
SsssN,1.7013888888888888
SsssP,0
VE1_A,3.823704329381312
VE1_D,4.183706517885849
VE2_A,0.2124280182989618
VE2_D,0.23242813988254715
VE3_A,1.92900633737949
VE3_D,2.018984245295806
VR1_A,100.50735064038042
VR1_D,86.38029946325389
VR2_A,5.583741702243357
VR2_D,4.798905525736327
VR3_A,5.198017530426902
VR3_D,5.046546299241051
WPath,638
Xc-3d,0.7425758357820683
Xc-4d,0.0
Xc-5d,0.1642664266089148
Xc-6d,0.0
Xp-0d,12.794682450997078
Xp-1d,8.80886175028988
Xp-2d,7.187214986682178
Xp-3d,5.887498304249738
Xp-4d,4.886054834239858
Xp-5d,3.4555019481834046
Xp-6d,1.802559678187027
Xp-7d,1.2003178771013
ZMIC0,59.62681415475168
ZMIC1,47.40287575865971
ZMIC2,36.19998969372498
ZMIC3,25.19688331662112
ZMIC4,21.44719456017829
ZMIC5,19.99427087017813
nAcid,0
nAtom,34
nBase,0
nRing,2
piPC1,3.295836866004329
piPC2,3.784189633918261
piPC3,4.255612709818223
piPC4,4.7427558489406545
piPC5,5.1597734320999695
piPC6,4.901564199041894
piPC7,5.13100756737452
piPC8,5.323924195261811
piPC9,5.182836366672891
AATS0Z,21.11764705882353
AATS0d,3.0
AATS0i,160.8390936811907
AATS0m,83.19349817647058
AATS0p,1.5297208963995297
AATS0s,3.8186274509803915
AATS0v,222.15036942772213
AATS1Z,23.514285714285716
AATS1d,3.6
AATS1i,146.12688385242285
AATS1m,88.70038065714283
AATS1p,1.8347621985714284
AATS1s,3.1285714285714286
AATS1v,263.47190145530817
AATS2Z,19.771929824561404
AATS2d,3.2982456140350878
AATS2i,153.04132016785783
AATS2m,72.85968596491226
AATS2p,1.5805770629718594
AATS2s,3.0331384015594542
AATS2v,218.94225161901085
AATS3Z,16.10958904109589
AATS3d,2.8767123287671232
AATS3i,160.50830058817036
AATS3m,57.97184690410959
AATS3p,1.3356287549847399
AATS3s,2.72716894977169
AATS3v,181.92555172793737
AATS4Z,16.314285714285713
AATS4d,2.7285714285714286
AATS4i,159.70481105777986
AATS4m,58.16384705714285
AATS4p,1.296678973149857
AATS4s,3.23968253968254
AATS4v,177.63784916966182
AATS5Z,14.819444444444445
AATS5d,2.4166666666666665
AATS5i,163.3132218276436
AATS5m,51.60418116666667
AATS5p,1.2302389569470555
AATS5s,3.3518518518518525
AATS5v,167.5088481718188
AATS6Z,12.927536231884059
AATS6d,2.3333333333333335
AATS6i,160.28616427853603
AATS6m,44.528657753623186
AATS6p,1.2460056275591884
AATS6s,2.736714975845411
AATS6v,161.43599826856243
AATS7Z,11.258064516129032
AATS7d,2.193548387096774
AATS7i,157.25199275506915
AATS7m,37.507585370967746
AATS7p,1.2828489491917097
AATS7s,2.2876344086021505
AATS7v,158.6401106985898
AATS8Z,9.214285714285714
AATS8d,1.9642857142857142
AATS8i,159.11108615929606
AATS8m,29.78163916071428
AATS8p,1.1677842370943217
AATS8s,1.9791666666666667
AATS8v,137.4735962543884
AMID_C,1.681623080697226
AMID_N,0.2335822327209751
AMID_O,0.09871411010980655
AMID_X,0.0
AMID_h,0.33229634283078163
ATS0dv,220.0
ATS0pe,205.29430000000002
ATS0se,254.35815200000002
ATS1dv,228.0
ATS1pe,222.9025
ATS1se,266.95753999999994
ATS2dv,301.0
ATS2pe,357.1628
ATS2se,433.65288000000004
ATS3dv,286.0
ATS3pe,446.3070000000001
ATS3se,551.8828240000001
ATS4dv,253.0
ATS4pe,435.113
ATS4se,536.298672
ATS5dv,226.0
ATS5pe,450.014
ATS5se,557.9571679999999
ATS6dv,168.0
ATS6pe,409.1245
ATS6se,513.4251080000001
ATS7dv,108.0
ATS7pe,354.71450000000004
ATS7se,448.23182800000006
ATS8dv,75.0
ATS8pe,308.33250000000004
ATS8se,395.208324
ATSC0Z,236.1176470588235
ATSC0c,0.45975041130940963
ATSC0d,16.235294117647058
ATSC0i,51.372817329829715
ATSC0m,1130.1385369411764
ATSC0p,7.913696383662117
ATSC0s,37.598039215686285
ATSC0v,1760.095624329701
ATSC1Z,8.937716262975787
ATSC1c,-0.3806846647721831
ATSC1d,6.228373702422146
ATSC1i,-8.328335655710134
ATSC1m,41.93932656055357
ATSC1p,-0.3570812801787663
ATSC1s,-2.2577854671280266
ATSC1v,-18.573305627516532
ATSC2Z,-0.19723183391003118
ATSC2c,0.3378702530820943
ATSC2d,-0.1591695501730076
ATSC2i,-4.222907140532394
ATSC2m,-11.423549695501798
ATSC2p,-1.4032349353410782
ATSC2s,6.067666282199155
ATSC2v,-316.9274145236592
ATSC3Z,12.041522491349477
ATSC3c,-0.22440418768124393
ATSC3d,-6.09342560553633
ATSC3i,-1.6523739105399753
ATSC3m,59.39949233217985
ATSC3p,0.17489624201851234
ATSC3s,-3.666378316032296
ATSC3v,119.45362855136598
ATSC4Z,-38.12456747404845
ATSC4c,0.07594509126501206
ATSC4d,-7.249134948096884
ATSC4i,-23.674134351035736
ATSC4m,-186.7696561730104
ATSC4p,-3.0833685020200066
ATSC4s,2.713187235678586
ATSC4v,-505.3091475250091
ATSC5Z,-92.30795847750863
ATSC5c,-0.035003143894702125
ATSC5d,-1.7335640138408306
ATSC5i,9.54102717132118
ATSC5m,-428.5385081107267
ATSC5p,0.5218039412762205
ATSC5s,-18.207612456747405
ATSC5v,-131.50117072955024
ATSC6Z,-35.00346020761246
ATSC6c,0.008242845843320964
ATSC6d,-3.242214532871973
ATSC6i,5.566556279214293
ATSC6m,-161.32170426297574
ATSC6p,0.522722090433937
ATSC6s,-7.198961937716265
ATSC6v,-7.2228520337704225
ATSC7Z,-60.920415224913484
ATSC7c,-0.049277991890850685
ATSC7d,-1.429065743944638
ATSC7i,1.9195255149513226
ATSC7m,-289.1857920692042
ATSC7p,-0.630729503191509
ATSC7s,-6.208189158016151
ATSC7v,-288.3104863552782
ATSC8Z,3.335640138408304
ATSC8c,0.01670237238088359
ATSC8d,0.318339100346019
ATSC8i,-4.708777712487784
ATSC8m,12.21270880276824
ATSC8p,-0.7211313475219588
ATSC8s,2.7895040369088795
ATSC8v,-115.81534908142562
AXp-0d,0.7108156917220598
AXp-1d,0.4636243026468358
AXp-2d,0.2994672911117574
AXp-3d,0.19624994347499128
AXp-4d,0.13572374539555163
AXp-5d,0.08860261405598473
AXp-6d,0.056329989943344594
AXp-7d,0.03750993365941562
GATS1Z,0.8385650224215248
GATS1c,1.9158599974792254
GATS1d,0.7259316770186336
GATS1i,1.3033267610511543
GATS1m,0.8429562735669028
GATS1p,1.0521443525674927
GATS1s,0.5861817843173774
GATS1v,0.9738427161908193
GATS2Z,0.9243830802716807
GATS2c,0.7312080800354055
GATS2d,1.230263157894737
GATS2i,1.153011699773014
GATS2m,0.9309629720080429
GATS2p,1.0736213310454146
GATS2s,0.5383002813422081
GATS2v,1.0533968837264045
GATS3Z,0.9630096033744907
GATS3c,1.5837697683937564
GATS3d,1.4200416914830258
GATS3i,1.0596573521865036
GATS3m,0.9599664562479925
GATS3p,0.9202881404756841
GATS3s,0.9551892268400276
GATS3v,0.9011714268910439
GATS4Z,1.0891362374546232
GATS4c,1.5876697973586815
GATS4d,1.3937888198757764
GATS4i,1.24838747139526
GATS4m,1.0851316788539904
GATS4p,1.1138841790403835
GATS4s,1.445079158130005
GATS4v,1.053883708107615
GATS5Z,1.2491124813153962
GATS5c,1.5403794241804432
GATS5d,1.0586503623188408
GATS5i,0.9108828049388696
GATS5m,1.2326871434752642
GATS5p,0.8769844632310176
GATS5s,2.3752562291757204
GATS5v,0.928128583757711
GATS6Z,1.0633976733606292
GATS6c,0.8532762912357501
GATS6d,1.0752205419029617
GATS6i,0.8803651430510908
GATS6m,1.05890923027887
GATS6p,0.9415804810303362
GATS6s,1.4147875214934902
GATS6v,0.9724657594767091
GATS7Z,1.0651128308983075
GATS7c,0.4625571474843808
GATS7d,0.8032082748948107
GATS7i,0.8870099817304836
GATS7m,1.0692023211578296
GATS7p,1.0630453943138218
GATS7s,0.7290616982798501
GATS7v,1.1108431949467938
GATS8Z,0.9047018471065557
GATS8c,0.21051701343976964
GATS8d,0.6170419254658385
GATS8i,0.9092905330472404
GATS8m,0.915344247834004
GATS8p,1.0866648984087788
GATS8s,0.2126781057925125
GATS8v,1.0929141113699887
MATS1Z,0.03677130044843053
MATS1c,-0.8043667846020209
MATS1d,0.3726708074534162
MATS1i,-0.15748373612568908
MATS1m,0.036049615826449305
MATS1p,-0.04383273518100575
MATS1s,-0.05833488545352949
MATS1v,-0.010250942905057119
MATS2Z,-0.000498256103637261
MATS2c,0.43836098289792785
MATS2d,-0.005847953216374167
MATS2i,-0.04903229367605388
MATS2m,-0.006029391056103077
MATS2p,-0.1057681883753591
MATS2s,0.09626325701258795
MATS2v,-0.1074057682350736
MATS3Z,0.023752482748735586
MATS3c,-0.22733425865211898
MATS3d,-0.1748064324002382
MATS3i,-0.014980661907399164
MATS3m,0.02447975719110594
MATS3p,0.010293359731114624
MATS3s,-0.045418013609330066
MATS3v,0.03160961019192103
MATS4Z,-0.07842551071250624
MATS4c,0.08023400273255309
MATS4d,-0.21687370600414077
MATS4i,-0.22383170427253404
MATS4m,-0.08027041568435453
MATS4p,-0.1892460939801096
MATS4s,0.03505059911839573
MATS4v,-0.1394446234979273
MATS5Z,-0.18461080662126997
MATS5c,-0.03595268647535008
MATS5d,-0.05042270531400967
MATS5i,0.08770173191392742
MATS5m,-0.17906247773442333
MATS5p,0.0311368297149333
MATS5s,-0.2286831812255541
MATS5v,-0.03528090985987243
MATS6Z,-0.07304867745499449
MATS6c,0.00883455904500844
MATS6d,-0.09840369670237348
MATS6i,0.05339284309938596
MATS6m,-0.070338150302937
MATS6p,0.03254777432625565
MATS6s,-0.09434839294824557
MATS6v,-0.002022098379313642
MATS7Z,-0.14148866065544785
MATS7c,-0.05877844639860309
MATS7d,-0.0482702197288453
MATS7i,0.020490272463934454
MATS7m,-0.14032417421177706
MATS7p,-0.043706999148855515
MATS7s,-0.09054969087773902
MATS7v,-0.08982793229892742
MATS8Z,0.008577122926898712
MATS8c,0.02205702450490893
MATS8d,0.01190476190476184
MATS8i,-0.05565006753776797
MATS8m,0.0065610176749086235
MATS8p,-0.05532556791206488
MATS8s,0.045045632333767884
MATS8v,-0.03995036461105505
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,1
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,5
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,23.23299576892203
SpAD_D,146.30159457362117
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0.6276589663643235
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,306
TMWC10,106.9028746752393
TSRW10,50.32386544606361
VE1_Dt,4.161590393449627
VE2_Dt,0.23119946630275706
VE3_Dt,2.0136839722326263
VR1_Dt,87.61596332687759
VR2_Dt,4.867553518159866
VR3_Dt,5.060749876001516
Xc-3dv,0.28256942054629963
Xc-4dv,0.0
Xc-5dv,0.042489744443934066
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.2041241452319315
Xch-7d,0.1310943487475822
Xp-0dv,10.33607135904663
Xp-1dv,5.996039492981193
Xp-2dv,3.8759860580383734
Xp-3dv,2.654306278136214
Xp-4dv,1.763814952633909
Xp-5dv,1.036266183265078
Xp-6dv,0.4361559104923551
Xp-7dv,0.2382493214584872
Xpc-4d,1.855977555464079
Xpc-5d,3.1649007648848935
Xpc-6d,4.247715363472114
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,35
nFRing,0
nHBAcc,1
nHBDon,1
nHRing,0
nSpiro,0
naRing,2
piPC10,5.497168225293202
AATS0dv,6.470588235294118
AATS0pe,6.038067647058824
AATS0se,7.481122117647059
AATS1dv,6.514285714285714
AATS1pe,6.3686428571428575
AATS1se,7.627358285714284
AATS2dv,5.280701754385965
AATS2pe,6.26601403508772
AATS2se,7.607945263157895
AATS3dv,3.9178082191780823
AATS3pe,6.1137945205479465
AATS3se,7.560038684931508
AATS4dv,3.6142857142857143
AATS4pe,6.2159
AATS4se,7.6614096
AATS5dv,3.138888888888889
AATS5pe,6.250194444444444
AATS5se,7.74940511111111
AATS6dv,2.4347826086956523
AATS6pe,5.9293405797101455
AATS6se,7.440943594202901
AATS7dv,1.7419354838709677
AATS7pe,5.721201612903227
AATS7se,7.229545612903227
AATS8dv,1.3392857142857142
AATS8pe,5.505937500000001
AATS8se,7.0572915
AATSC0Z,6.944636678200691
AATSC0c,0.013522070920864989
AATSC0d,0.47750865051903113
AATSC0i,1.510965215583227
AATSC0m,33.239368733564014
AATSC0p,0.23275577599006225
AATSC0s,1.1058246828143026
AATSC0v,51.76751836263826
AATSC1Z,0.2553633217993082
AATSC1c,-0.01087670470777666
AATSC1d,0.17795353435491845
AATSC1i,-0.23795244730600384
AATSC1m,1.1982664731586734
AATSC1p,-0.010202322290821894
AATSC1s,-0.06450815620365791
AATSC1v,-0.5306658750719009
AATSC2Z,-0.0034602076124566877
AATSC2c,0.005927548299685865
AATSC2d,-0.002792448248649256
AATSC2i,-0.07408609018477884
AATSC2m,-0.20041315255266312
AATSC2p,-0.024618156760369794
AATSC2s,0.10645028565261674
AATSC2v,-5.560130079362442
AATSC3Z,0.16495236289519832
AATSC3c,-0.003074029968236218
AATSC3d,-0.08347158363748397
AATSC3i,-0.022635259048492812
AATSC3m,0.8136916757832856
AATSC3p,0.002395838931760443
AATSC3s,-0.05022436049359309
AATSC3v,1.6363510760461093
AATSC4Z,-0.5446366782006921
AATSC4c,0.001084929875214458
AATSC4d,-0.10355907068709835
AATSC4i,-0.3382019193005105
AATSC4m,-2.66813794532872
AATSC4p,-0.04404812145742867
AATSC4s,0.03875981765255123
AATSC4v,-7.21870210750013
AATSC5Z,-1.2820549788542865
AATSC5c,-0.0004861547763153073
AATSC5d,-0.024077277970011537
AATSC5i,0.13251426626834972
AATSC5m,-5.951923723760093
AATSC5p,0.00724727696216973
AATSC5s,-0.252883506343714
AATSC5v,-1.8264051490215312
AATSC6Z,-0.5072965247480067
AATSC6c,0.00011946153396117339
AATSC6d,-0.04698861641843439
