DLiP-ID,T000EO
AATSC6c,0.0028350971132555017
AATSC6d,-0.19399999999999998
AATSC6i,0.12120152517955467
AATSC6m,-0.03733919239999841
AATSC6p,-0.006196635484541526
AATSC6s,0.07269555555555551
AATSC6v,-1.587193845000215
AATSC7Z,-1.641738129496403
AATSC7c,-0.0006533204684579513
AATSC7d,-0.18050359712230216
AATSC7i,-0.08181341466353201
AATSC7m,-7.894817862650357
AATSC7p,-0.04132446870192634
AATSC7s,0.21936538768984795
AATSC7v,-11.10031788594232
AATSC8Z,-1.7937288590604024
AATSC8c,-0.0003686906402945272
AATSC8d,-0.11872483221476511
AATSC8i,-0.15544775081752613
AATSC8m,-8.481839295868456
AATSC8p,-0.026415128519527407
AATSC8s,-0.36017889634601047
AATSC8v,-9.356779636293998
ATS0are,322.7645
ATS1are,348.919
ATS2are,599.7299
ATS3are,756.9737
ATS4are,819.9639
ATS5are,826.787
ATS6are,812.2677000000001
ATS7are,901.0509000000001
ATS8are,928.049
ATSC0dv,226.72000000000006
ATSC0pe,6.9054879999999965
ATSC0se,4.660231119999999
ATSC1dv,69.51679999999999
ATSC1pe,0.844894719999999
ATSC1se,0.4922924527999979
ATSC2dv,48.43519999999998
ATSC2pe,-0.03408592000000121
ATSC2se,0.05008217919999616
ATSC3dv,68.1264
ATSC3pe,0.06865055999999889
ATSC3se,-0.1883499056000002
ATSC4dv,50.648
ATSC4pe,0.20739119999999817
ATSC4se,-0.5819791519999997
ATSC5dv,8.691199999999995
ATSC5pe,0.4457324799999983
ATSC5se,0.3968108751999926
ATSC6dv,-63.200000000000024
ATSC6pe,1.5118079999999994
ATSC6se,1.3407189999999944
ATSC7dv,-165.8016
ATSC7pe,-1.4563286399999988
ATSC7se,-0.14437499360000647
ATSC8dv,-181.5856
ATSC8pe,-3.5705382399999963
ATSC8se,-1.843942257599998
AXp-0dv,0.5524598593503728
AXp-1dv,0.29382389256708474
AXp-2dv,0.1527160833388454
AXp-3dv,0.08171823086539279
AXp-4dv,0.04273151815642624
AXp-5dv,0.022402653111586537
AXp-6dv,0.01105289651564963
AXp-7dv,0.005939596761610111
BertzCT,1121.5449213746233
ECIndex,545
ETA_eta,23.542774377637762
GATS1dv,0.4444847605224963
GATS1pe,0.568534683423136
GATS1se,0.5893139172470429
GATS2dv,0.786979150685772
GATS2pe,0.8613575205313704
GATS2se,0.8439008539428684
GATS3dv,0.7746014778529617
GATS3pe,0.8264287936851182
GATS3se,0.8059657577417217
GATS4dv,0.9102213506324301
GATS4pe,0.9283524261372317
GATS4se,0.9888880757088684
GATS5dv,1.044890780677821
GATS5pe,1.029313640415563
GATS5se,1.025319560971528
GATS6dv,1.091002117148906
GATS6pe,0.859642649440561
GATS6se,0.8560564369605771
GATS7dv,1.2228978285261696
GATS7pe,1.0865209749052978
GATS7se,1.0787642479466684
GATS8dv,1.2525132262602243
GATS8pe,1.2089323912814516
GATS8se,1.2088431707993035
LogEE_A,4.302869481904073
LogEE_D,146.29727554725815
MATS1dv,0.2892637914275441
MATS1pe,0.11542565718252458
MATS1se,0.09965746983470404
MATS2dv,0.11610567334540202
MATS2pe,-0.00268264263463202
MATS2se,0.005840606388674525
MATS3dv,0.12625501859176977
MATS3pe,0.004177079608167191
MATS3se,-0.01698169334535482
MATS4dv,0.08592095977417076
MATS4pe,0.01155108026454401
MATS4se,-0.04803155243180628
MATS5dv,0.01509232658550002
MATS5pe,0.02541242970032764
MATS5se,0.03352296270141751
MATS6dv,-0.11150317572335922
MATS6pe,0.08757139249246398
MATS6se,0.11507746851834204
MATS7dv,-0.26305955940963527
MATS7pe,-0.07586128931388811
MATS7se,-0.011143964665695408
MATS8dv,-0.26876660683076536
MATS8pe,-0.1735094166597454
MATS8se,-0.13277722793809182
MAXaaCH,1.8349708501909079
MAXaaaC,0.6002612171411776
MAXaasC,0.522590702947846
MAXaasN,1.4406755479969764
MAXddsN,-0.4876685440781765
MAXsCH3,1.47237775221812
MAXssNH,3.3004113844675715
MAXsssN,2.201761463844797
MDEC-12,1.8374537329876395
MDEC-13,1.5939777196785296
MDEC-22,14.063343240443059
MDEC-23,21.550095911275054
MDEC-33,8.022485465106096
MDEN-22,0.16666666666666669
MDEN-23,1.38959662104197
MDEN-33,0.6850067105944414
MDEO-11,0.6506976368304991
MDEO-12,0.5313292845913056
MINaaCH,1.3589518262921945
MINaaaC,0.4491851956832118
MINaasC,-0.11668414588057407
MINaasN,1.4406755479969764
MINddsN,-0.4876685440781765
MINsCH3,1.47237775221812
MINssNH,3.3004113844675715
MINsssN,2.201761463844797
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.7142857142857144
SM1_Dzi,1.8187846708014441
SM1_Dzm,1.7095632088057127
SM1_Dzp,-6.920086148265698
SM1_Dzv,-3.1926010534492466
SddssSe,0
SpAD_Dt,665.8410237116813
SpAbs_A,37.91725248398308
SpAbs_D,292.5945510945163
SpMAD_A,1.3074914649649336
SpMAD_D,10.089467279121251
SpMax_A,2.5079297531264952
SpMax_D,146.29727554725815
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,102.53
TpiPC10,9.473205112146353
VAdjMat,6.0
VE1_DzZ,5.282319522655774
VE1_Dzi,5.28073551313182
VE1_Dzm,5.282312143276634
VE1_Dzp,5.249526282029542
VE1_Dzv,5.26894419485397
VE2_DzZ,0.18214894905709567
VE2_Dzi,0.18209432803902825
VE2_Dzm,0.182148694595746
VE2_Dzp,0.18101814765619112
VE2_Dzv,0.18168773085703344
VE3_DzZ,2.7290760417783426
VE3_Dzi,2.728776126738525
VE3_Dzm,2.7290746447813867
VE3_Dzp,2.7228485775304367
VE3_Dzv,2.726540736942
VR1_DzZ,188.4196322193539
VR1_Dzi,188.8797919579842
VR1_Dzm,188.4214391767047
VR1_Dzp,192.57295912775314
VR1_Dzv,190.2334496852384
VR2_DzZ,6.4972286972191
VR2_Dzi,6.513096274413249
VR2_Dzm,6.497291006093265
VR2_Dzp,6.640446866474246
VR2_Dzv,6.559774127077187
VR3_DzZ,6.303382298691684
VR3_Dzi,6.305821528318339
VR3_Dzm,6.303391888715107
VR3_Dzp,6.325185827370566
VR3_Dzv,6.312962737494121
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0
Xch-6dv,0.12023573843150694
Xch-7dv,0.13307299983875867
Xpc-4dv,1.5407325487002688
Xpc-5dv,2.122947244937771
Xpc-6dv,2.844120243207036
Zagreb1,154.0
Zagreb2,184.0
fragCpx,212.09
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,0
n5aRing,0
n6ARing,1
n6FRing,0
n6HRing,2
n6aRing,3
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,17
nBondsD,2
nBondsM,19
nBondsO,32
nBondsS,34
nBondsT,0
nFARing,0
nFHRing,1
nFaRing,1
nHetero,9
naHRing,1
AATS0are,6.45529
AATS1are,6.583377358490566
AATS2are,6.518803260869566
AATS3are,6.361123529411765
AATS4are,6.307414615384615
AATS5are,6.510133858267717
AATS6are,6.498141600000001
AATS7are,6.482380575539569
AATS8are,6.22851677852349
AATSC0dv,4.5344000000000015
AATSC0pe,0.13810975999999994
AATSC0se,0.09320462239999998
AATSC1dv,1.3116377358490563
AATSC1pe,0.015941409811320736
AATSC1se,0.009288536845282979
AATSC2dv,0.5264695652173911
AATSC2pe,-0.00037049913043479577
AATSC2se,0.0005443715130434366
AATSC3dv,0.572490756302521
AATSC3pe,0.0005768954621848646
AATSC3se,-0.0015827723159663883
AATSC4dv,0.3896
AATSC4pe,0.001595316923076909
AATSC4se,-0.004476762707692305
AATSC5dv,0.0684346456692913
AATSC5pe,0.0035097045669291206
AATSC5se,0.0031244950803149024
AATSC6dv,-0.5056000000000002
AATSC6pe,0.012094463999999996
AATSC6se,0.010725751999999955
AATSC7dv,-1.1928172661870504
AATSC7pe,-0.010477184460431646
AATSC7se,-0.0010386690187050825
AATSC8dv,-1.2186953020134228
AATSC8pe,-0.023963343892617426
AATSC8se,-0.012375451393288576
AETA_eta,0.8118198061254401
ATSC0are,7.508449999999997
ATSC1are,0.9019329999999992
ATSC2are,-0.09275800000000023
ATSC3are,-0.09531100000000026
ATSC4are,-0.1789200000000007
ATSC5are,0.43447699999999934
ATSC6are,1.829894999999999
ATSC7are,-1.1288009999999988
ATSC8are,-3.4089609999999984
BCUTZ-1h,8.054625649565965
BCUTZ-1l,5.6800934997281285
BCUTc-1h,0.48024778800744666
BCUTc-1l,-0.5265211019124341
BCUTd-1h,3.2979759090010012
BCUTd-1l,0.9727235288871414
BCUTi-1h,14.594952943968503
BCUTi-1l,10.94378202927423
BCUTm-1h,16.02795939908543
BCUTm-1l,11.69395788913443
BCUTp-1h,2.0052554312200175
BCUTp-1l,0.6692176299244061
BCUTs-1h,8.001938406845717
BCUTs-1l,1.3715253273045915
BCUTv-1h,20.902782452542308
BCUTv-1l,14.651551696240094
BalabanJ,1.5693838215231588
Diameter,11
ETA_beta,38.5
GATS1are,0.5849125708305748
GATS2are,0.8764853192938853
GATS3are,0.8356079601296262
GATS4are,0.9488951678544737
GATS5are,1.0438306175042782
GATS6are,0.8616043524295957
GATS7are,1.0797352488857754
GATS8are,1.1881511483638947
HybRatio,0.3
Lipinski,True
LogEE_Dt,332.92051185584063
MATS1are,0.11332301456082745
MATS2are,-0.006714029729403442
MATS3are,-0.005333542695957529
MATS4are,-0.009165058649306435
MATS5are,0.0227815244168735
MATS6are,0.09748456738741017
MATS7are,-0.05407820857565221
MATS8are,-0.15235456642786485
MAXssCH2,0.8590707266352107
MINssCH2,0.45198459939531355
NsssssAs,0
RotRatio,0.15625
SM1_Dzpe,1.8408047735618116
SM1_Dzse,1.6952941664361783
SMR_VSA1,9.660174002617719
SMR_VSA2,0.0
SMR_VSA3,19.76777650359537
SMR_VSA4,0.0
SMR_VSA5,6.544756405912575
SMR_VSA6,33.288823164927834
SMR_VSA7,68.7570963251206
SMR_VSA8,0.0
SMR_VSA9,11.436898107967467
SpAD_DzZ,215.82212623988778
SpAD_Dzi,206.84052499311366
SpAD_Dzm,215.88244900184137
SpAD_Dzp,334.9686396933399
SpAD_Dzv,289.86481006226563
SpAbs_Dt,665.8410237116811
SpDiam_A,5.0158595062529905
SpDiam_D,195.5666727913389
SpMAD_Dt,22.9600353004028
SpMax_Dt,332.92051185584063
SsssssAs,0
VE1_Dzpe,5.282340769067398
VE1_Dzse,5.282312251737397
VE2_Dzpe,0.18214968169197923
VE2_Dzse,0.18214869833577232
VE3_Dzpe,2.7290800639448936
VE3_Dzse,2.729074665314206
VMcGowan,283.9000000000005
VR1_Dzpe,188.4276224354466
VR1_Dzse,188.41955027610018
VR2_Dzpe,6.497504221911952
VR2_Dzse,6.497225871589661
VR3_Dzpe,6.303424704287029
VR3_Dzse,6.303381863793947
mZagreb1,8.86111111111111
mZagreb2,6.444444444444443
n10ARing,0
n10FRing,1
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,1
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,1
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,9
nBondsKS,44
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.15016899999999994
AATSC1are,0.01701760377358489
AATSC2are,-0.0010082391304347851
AATSC3are,-0.0008009327731092459
AATSC4are,-0.0013763076923076975
AATSC5are,0.003421078740157475
AATSC6are,0.014639159999999991
AATSC7are,-0.008120870503597114
AATSC8are,-0.02287893288590603
AETA_beta,1.3275862068965518
BCUTdv-1h,7.004122638350557
BCUTdv-1l,0.9975700851482876
BCUTpe-1h,3.5531591391937134
BCUTpe-1l,2.2244239186454084
BCUTse-1h,3.7570303698975662
BCUTse-1l,2.4197684520616263
ETA_alpha,13.333333333333336
ETA_dBeta,-1.5
ETA_eta_B,0.33449486425411656
ETA_eta_F,32.10976504504793
ETA_eta_L,6.211317544756874
ETA_eta_R,55.65253942268569
ETA_psi_1,0.5256241787122211
LabuteASA,166.24098974449683
LogEE_DzZ,107.93365431372459
LogEE_Dzi,103.39446388783799
LogEE_Dzm,107.9637300856179
LogEE_Dzp,166.00751147776555
LogEE_Dzv,144.2718668821433
PEOE_VSA1,10.05365155780638
PEOE_VSA2,24.375864831479227
PEOE_VSA3,4.9839785209472085
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,12.13273413692322
PEOE_VSA7,18.19910120538483
PEOE_VSA8,38.31175976057352
PEOE_VSA9,35.1681762027724
SM1_Dzare,2.0711959050721265
SpAD_Dzpe,213.30960318262953
SpAD_Dzse,216.18347578028238
SpAbs_DzZ,214.34429372757256
SpAbs_Dzi,205.29584373732405
SpAbs_Dzm,214.40868761493994
SpAbs_Dzp,338.9351091037967
SpAbs_Dzv,291.73633481773584
SpDiam_Dt,479.2503063693823
SpMAD_DzZ,7.442142284134062
SpMAD_Dzi,7.132431896314264
SpMAD_Dzm,7.44422237937384
SpMAD_Dzp,11.550642748046204
SpMAD_Dzv,9.995338278009159
SpMax_DzZ,107.93365431372459
SpMax_Dzi,103.39446388783799
SpMax_Dzm,107.9637300856179
SpMax_Dzp,166.00751147776555
SpMax_Dzv,144.2718668821433
VE1_Dzare,5.282526207206069
VE2_Dzare,0.1821560761105541
VE3_Dzare,2.7291151686251713
VR1_Dzare,188.38757931181422
VR2_Dzare,6.496123424545318
VR3_Dzare,6.303212169741727
n10AHRing,0
n10FARing,0
n10FHRing,1
n10FaRing,1
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,16
nAromBond,17
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.45977011494252884
AETA_dBeta,-0.05172413793103448
AETA_eta_B,0.011534305663935054
AETA_eta_F,1.1072332774154459
AETA_eta_L,0.214183363612306
AETA_eta_R,1.9190530835408859
BCUTare-1h,3.607668280091339
BCUTare-1l,2.175796869967546
ETA_beta_s,20.0
ETA_dPsi_A,0.18837582128777886
ETA_dPsi_B,0.0
ETA_eta_BR,0.6784948642541165
ETA_eta_FL,7.868401153362106
ETA_eta_RL,14.07971869811898
LogEE_Dzpe,106.67378349658087
LogEE_Dzse,108.11476391524663
PEOE_VSA10,11.573916331283833
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,11.24665316973557
SlogP_VSA1,15.612918452858386
SlogP_VSA2,52.663122113334545
SlogP_VSA3,6.544756405912575
SlogP_VSA4,10.114318268765572
SlogP_VSA5,5.824404497999927
SlogP_VSA6,47.25910666330309
SlogP_VSA7,0.0
SlogP_VSA8,16.59031120676462
SlogP_VSA9,0.0
SpAD_Dzare,209.65486565009388
SpAbs_Dzpe,211.7227025157659
SpAbs_Dzse,214.7220152919753
SpDiam_DzZ,146.63552978916118
SpDiam_Dzi,139.84621172145793
SpDiam_Dzm,146.67540370774503
SpDiam_Dzp,222.74577736968553
SpDiam_Dzv,195.5094161025245
SpMAD_Dzpe,7.355503558021708
SpMAD_Dzse,7.4546026131131855
SpMax_Dzpe,106.67378349658087
SpMax_Dzse,108.11476391524663
n10FAHRing,0
n10FaHRing,1
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,29
AETA_beta_s,0.6896551724137931
AETA_eta_BR,0.023396374629452293
AETA_eta_FL,0.27132417770214157
AETA_eta_RL,0.48550754131444757
DetourIndex,4746
EState_VSA1,4.923311048817671
EState_VSA2,11.24665316973557
EState_VSA3,34.70898394396103
EState_VSA4,26.1790256236503
EState_VSA5,29.875998394453717
EState_VSA6,18.19910120538483
EState_VSA7,6.06636706846161
EState_VSA8,10.216698334856808
EState_VSA9,9.720841474747257
ETA_beta_ns,18.5
ETA_shape_p,0.11249999999999996
ETA_shape_x,0.0
ETA_shape_y,0.35249999999999987
GhoseFilter,True
LogEE_Dzare,104.8457982135892
SlogP_VSA10,5.687386274683562
SlogP_VSA11,5.749511833283905
SpAbs_Dzare,207.87444344719398
SpDiam_Dzpe,144.87331259417218
SpDiam_Dzse,146.88778264517458
SpMAD_Dzare,7.229478125865306
SpMax_Dzare,104.8457982135892
TopoPSA(NO),102.53
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,1.4406755479969764
VSA_EState9,69.7259911186697
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.6379310344827587
EState_VSA10,14.908855452837393
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.04022988505747118
FilterItLogS,-4.830430706765491
SpDiam_Dzare,142.3746257871848
ETA_beta_ns_d,1.5
ETA_epsilon_1,0.6333333333333334
ETA_epsilon_2,0.8747126436781606
ETA_epsilon_3,0.4432098765432096
ETA_epsilon_4,0.568817204301075
ETA_epsilon_5,0.8555555555555553
AETA_beta_ns_d,0.05172413793103448
ETA_dEpsilon_A,0.19012345679012382
ETA_dEpsilon_B,0.06451612903225845
ETA_dEpsilon_C,-0.12560732775786537
ETA_dEpsilon_D,0.019157088122605304
PetitjeanIndex,0.45454545454545453
TopoShapeIndex,0.8333333333333334
CDK Descriptors
FMFDescriptor,0.7931034482758621
MDEDescriptor,"0.0,1.8374537329876395,1.5939777196785296,0.0,14.063343240443059,21.550095911275054,0.0,8.022485465106096,0.0,0.0,0.6506976368304991,0.5313292845913056,0.0,0.0,0.0,0.0,0.16666666666666669,1.38959662104197,0.6850067105944414"
APolDescriptor,57.910652999999975
BCUTDescriptor,"11.98841574702594,16.0062908183274,-0.3483491493001549,0.3200529555483901,3.885755372205108,11.903088815745251"
BPolDescriptor,33.027347
TPSADescriptor,102.53
ALOGPDescriptor,"3.483100000000001,12.131985610000008,98.65429999999998"
XLogPDescriptor,2.2139999999999995
VAdjMaDescriptor,6.0
WeightDescriptor,395.15935432000003
ChiPathDescriptor,"20.38010440969447,14.07971869811898,12.529710039997754,10.811233765226223,9.211660997814278,7.736594991791524,5.706986168413757,4.32470224528771,15.850478229338133,9.401486705598254,6.86242960756518,5.070647990836953,3.6025431932767886,2.57469760820596,1.4776674799728746,0.911153867023993"
ChiChainDescriptor,"0.0,0.0,0.0,0.2987977088559277,0.47366191981589373,0.0,0.0,0.0,0.12023573843150694,0.13805521466663576"
AtomCountDescriptor,50
BondCountDescriptor,32
SmallRingDescriptor,"4,3,3,2,0,0,0,4,0,0,0"
ChiClusterDescriptor,"1.7798508730488265,0.0,0.546383356914625,0.0,0.7084147308422528,0.0,0.09225055896967332,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,2,11,1,5,0,0,0"
ZagrebIndexDescriptor,154.0
LargestChainDescriptor,12
MannholdLogPDescriptor,2.67
WeightedPathDescriptor,"59.673079279456275,2.057692388946768,26.578202790707564,10.28770564560898,16.290497145098584"
FractionalPSADescriptor,0.25946494465868375
WienerNumbersDescriptor,"2046.0,50.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"4.612993991979722,7.5514283455076985,11.27409627672442,1.5159715582682955,2.123162307161291,2.6032097257063804"
FractionalCSP3Descriptor,0.3
KierHallSmartsDescriptor,"0,0,0,0,0,0,1,0,5,0,0,7,0,0,0,0,4,2,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,2
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,21
PetitjeanNumberDescriptor,0.45454545454545453
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"22.203125,10.08,4.924037460978147"
AromaticAtomsCountDescriptor,16
AromaticBondsCountDescriptor,17
FragmentComplexityDescriptor,1997.09
HBondAcceptorCountDescriptor,4
HybridizationRatioDescriptor,0.3
AutocorrelationDescriptorMass,"33.89777764854618,35.93120039051583,50.67491788407308,56.616141604026126,56.557456554820945"
PetitjeanShapeIndexDescriptor,"0.8333333333333334,NaN"
RotatableBondsCountDescriptor,5
AutocorrelationDescriptorCharge,"0.6331353196910339,-0.33258165311876675,-0.042310684270387804,0.21736970211500128,-0.34127634890212777"
EccentricConnectivityIndexDescriptor,545
AutocorrelationDescriptorPolarizability,"2032.640661680043,2440.046223101589,3512.130543995933,3879.9365323136008,3696.6958290056778"
