DLiP-ID,T000Q7
DLiP-Mol-ID,16380
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C27H29N5O4/c33-24(16-32-23-8-4-1-5-20(23)18(13-25(32)34)14-26(35)36)28-15-17-9-11-19(12-10-17)29-27-30-21-6-2-3-7-22(21)31-27/h1-8,13,17,19H,9-12,14-16H2,(H,28,33)(H,35,36)(H2,29,30,31)"
Standard Inchi Key(RDKit),CBMWODJABVRBFB-UHFFFAOYSA-N
Canonical SMILES(RDKit),O=C(O)Cc1cc(=O)n(CC(=O)NCC2CCC(Nc3nc4ccccc4[nH]3)CC2)c2ccccc12
SMILES(SDF),
MW(SDF),
MW(RDKit),487.56
MW Monoisotopic(RDKit),487.221954408
MolLogP(RDKit),3.292
XLogP(SDF),
XLogP(CDK),3.943
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),6
HBA Lipinski(RDKit),9
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),4
HBD Lipinski(RDKit),4
PSA(SDF),
PSA(RDKit),129.11
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),8
nRings(SDF),
nRings(RDKit),5
Aromatic Rings(RDKit),4
nAtoms(SDF),
Heavy Atoms(RDKit),36
QED Weighted(RDKit),0.301870379677576
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,193646373.4522021
qed,0.30187037967757585
Chi0,25.07033885400645
Chi1,17.457530133630158
TPSA,129.11
Chi0n,19.866986087283184
Chi0v,19.866986087283184
Chi1n,12.27281514731863
Chi1v,12.27281514731863
Chi2n,9.450246353283548
Chi2v,9.450246353283548
Chi3n,6.912808877185885
Chi3v,6.912808877185885
Chi4n,5.059353659301898
Chi4v,5.059353659301898
MolMR,138.01989999999992
MolWt,487.5600000000002
fr_SH,0
Kappa1,23.594840423298262
Kappa2,10.230821409624445
Kappa3,5.245035357364267
fr_ArN,0
fr_COO,1
fr_C_O,2
fr_C_S,0
fr_NH0,2
fr_NH1,3
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,1433.0835144907687
MolLogP,3.2920000000000016
NOCount,9
fr_Ar_N,3
fr_COO2,1
fr_urea,0
BalabanJ,1.148048896300681
SMR_VSA1,14.69560176298435
SMR_VSA2,0.0
SMR_VSA3,19.8518452936921
SMR_VSA4,5.917906046161393
SMR_VSA5,44.69070534969059
SMR_VSA6,11.861545009918906
SMR_VSA7,70.51455918697532
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,1
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,1
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,207.09731078291082
NHOHCount,4
PEOE_VSA1,20.724083123800575
PEOE_VSA2,18.95071120000682
PEOE_VSA3,4.9839785209472085
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,30.33183534230805
PEOE_VSA7,55.36374523494727
PEOE_VSA8,24.039188517986943
PEOE_VSA9,22.970923775774793
RingCount,5
SMR_VSA10,39.76115066560343
fr_Al_COO,1
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,487.2219544080001
NumHDonors,4
PEOE_VSA10,6.544756405912575
PEOE_VSA11,0.0
PEOE_VSA12,11.855519010338
PEOE_VSA13,5.559266895052007
