DLiP-ID,T0050N
DLiP-Mol-ID,21745
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C25H24N2O4/c28-23-14-13-22(27(23)16-17-7-2-1-3-8-17)24(29)26-21(25(30)31)15-19-11-6-10-18-9-4-5-12-20(18)19/h1-12,21-22H,13-16H2,(H,26,29)(H,30,31)/t21-,22-/m0/s1"
Standard Inchi Key(RDKit),PTGIMVQKAUHUKK-VXKWHMMOSA-N
Canonical SMILES(RDKit),O=C(O)[C@H](Cc1cccc2ccccc12)NC(=O)[C@@H]1CCC(=O)N1Cc1ccccc1
SMILES(SDF),
MW(SDF),
MW(RDKit),416.477
MW Monoisotopic(RDKit),416.173607248
MolLogP(RDKit),3.1429
XLogP(SDF),
XLogP(CDK),3.434
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),3
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),86.71
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),7
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),31
QED Weighted(RDKit),0.619554400561157
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,14497530.068053827
qed,0.6195544005611568
Chi0,21.794317972067564
Chi1,15.02487714325259
TPSA,86.71
Chi0n,17.03050295579246
Chi0v,17.03050295579246
Chi1n,10.35924565102062
Chi1v,10.35924565102062
Chi2n,7.803519698066861
Chi2v,7.803519698066861
Chi3n,5.745159649298024
Chi3v,5.745159649298024
Chi4n,4.142965054109694
Chi4v,4.142965054109694
MolMR,117.23250000000003
MolWt,416.47700000000026
fr_SH,0
Kappa1,20.59664716473555
Kappa2,8.997955906423737
Kappa3,4.5809032991496075
fr_ArN,0
fr_COO,1
fr_C_O,3
fr_C_S,0
fr_NH0,1
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,1107.4697932765503
MolLogP,3.142900000000002
NOCount,6
fr_Ar_N,0
fr_COO2,1
fr_urea,0
BalabanJ,1.5018580287898697
SMR_VSA1,19.49013894705617
SMR_VSA2,0.0
SMR_VSA3,10.216698334856808
SMR_VSA4,0.0
SMR_VSA5,37.89090293298653
SMR_VSA6,0.0
SMR_VSA7,83.92330780493333
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,2
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,180.03730563947516
NHOHCount,2
PEOE_VSA1,15.323225729697516
PEOE_VSA2,9.589074368143644
PEOE_VSA3,4.794537184071822
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,72.79640482153933
PEOE_VSA7,28.320173035249592
PEOE_VSA8,19.386399651764595
PEOE_VSA9,0.0
RingCount,4
SMR_VSA10,28.55611317558445
fr_Al_COO,1
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,416.173607248
NumHDonors,2
PEOE_VSA10,12.083681658295921
