DLiP-ID,C000AD
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
WPath,3700000883
Xc-3d,3.121320343559643
Xc-4d,0.7071067811865476
Xc-5d,0.0
Xc-6d,0.0
Xp-1d,8.207106781186548
Xp-2d,8.449747468305834
Xp-3d,3.603553390593274
Xp-4d,2.3713203435596433
Xp-5d,1.551776695296637
Xp-6d,1.0088834764831847
Xp-7d,0.6508883476483185
ZMIC0,78.46408350429414
ZMIC1,62.38079785408524
ZMIC2,61.16498029585949
ZMIC3,55.87851389909104
ZMIC4,52.08783680684204
ZMIC5,51.062743844013035
nAcid,2
nAtom,58
nBase,2
nRing,0
piPC1,2.8903717578961645
piPC2,3.1354942159291497
piPC3,2.772588722239781
piPC4,2.70805020110221
piPC5,2.6390573296152584
piPC6,2.5649493574615367
piPC7,2.4849066497880004
piPC8,2.3978952727983707
piPC9,2.302585092994046
AATS0Z,54.51724137931034
AATS0d,2.0
AATS0i,168.22745415278385
AATS0m,267.3883947931035
AATS0p,1.4231498342114135
AATS0v,169.8430687632198
AATS1Z,16.145454545454545
AATS1d,2.4363636363636365
AATS1i,150.34677504982176
AATS1m,56.44274634545451
AATS1p,1.4929233414545464
AATS1v,195.26775612509306
AATS2Z,11.12962962962963
AATS2d,2.3518518518518516
AATS2i,165.75383905131446
AATS2m,37.00632190740741
AATS2p,1.186343954590482
AATS2v,148.3933118376773
AATS3Z,7.869281045751634
AATS3d,1.673202614379085
AATS3i,159.6683199476625
AATS3m,22.819992673202616
AATS3p,1.0980195827095693
AATS3v,123.2601855453085
AATS4Z,5.121212121212121
AATS4d,1.4848484848484849
AATS4i,172.1236099064231
AATS4m,14.900468393939391
AATS4p,0.8025405735938288
AATS4v,83.42943865112184
AATS5Z,6.637037037037037
AATS5d,1.6592592592592592
AATS5i,167.52567701573145
AATS5m,19.990137459259238
AATS5p,0.932388206298785
AATS5v,102.47191339775395
AATS6Z,6.603174603174603
AATS6d,1.6507936507936507
AATS6i,167.75405747686622
AATS6m,19.85644307936506
AATS6p,0.9273879284995238
AATS6v,101.8008727281084
AATS7Z,6.564102564102564
AATS7d,1.641025641025641
AATS7i,168.01757339356024
AATS7m,19.702180333333313
AATS7p,0.9216183771926836
AATS7v,101.02659503236353
AATS8Z,6.518518518518518
AATS8d,1.6296296296296295
AATS8i,168.32500862970326
AATS8m,19.52220712962961
AATS8p,0.9148872340013702
AATS8v,100.12327105399453
ATS0dv,78.1755829903978
ATS0pe,323.96639999999996
ATS0se,417.0770819999999
ATS1dv,76.0
ATS1pe,333.71850000000006
ATS1se,408.50045199999977
ATS2dv,66.0
ATS2pe,630.1699999999996
ATS2se,794.838168
ATS3dv,56.0
ATS3pe,850.8084999999996
ATS3se,1088.0761879999998
ATS4dv,52.0
ATS4pe,1036.1459999999997
ATS4se,1373.618295999999
ATS5dv,48.0
ATS5pe,726.4834999999998
ATS5se,947.9363400000002
ATS6dv,44.0
ATS6pe,678.1809999999998
ATS6se,885.0514400000002
ATS7dv,40.0
ATS7pe,629.8784999999998
ATS7se,822.1665400000002
ATS8dv,36.0
ATS8pe,581.5759999999998
ATS8se,759.2816400000002
ATSC0Z,2342.620689655173
ATSC0c,2.4629261871919885
ATSC0d,26.620689655172416
ATSC0i,69.22148129497302
ATSC0m,12491.689601379308
ATSC0p,19.73054659181448
ATSC0v,3107.9255099941875
ATSC1Z,-131.62306777645662
ATSC1c,-0.052754942237373995
ATSC1d,2.7562425683709844
ATSC1i,-39.14634220957679
ATSC1m,-663.2396064114153
ATSC1p,-5.077552768574865
ATSC1v,-697.1923910982752
ATSC2Z,-91.22473246135553
ATSC2c,-0.445875139377886
ATSC2d,-11.569560047562437
ATSC2i,46.23498551182946
ATSC2m,-395.71056574078494
ATSC2p,2.951333221607582
ATSC2v,385.01042843249905
ATSC3Z,-287.9131985731272
ATSC3c,0.4091991773625352
ATSC3d,0.19024970273483915
ATSC3i,-58.60515197440097
ATSC3m,-1336.0936254316287
ATSC3p,-12.891531034007002
ATSC3v,-2781.4673046026514
ATSC4Z,608.8466111771702
ATSC4c,0.7201762793704977
ATSC4d,3.260404280618311
ATSC4i,22.603047059526535
ATSC4m,3142.00835756718
ATSC4p,8.144569575723452
ATSC4v,1494.852201329281
ATSC5Z,187.1759809750297
ATSC5c,0.027326723573724523
ATSC5d,0.03804994054696768
ATSC5i,-2.047683374655926
ATSC5m,1005.5981754102247
ATSC5p,0.5827230452960475
ATSC5v,30.362501705830045
ATSC6Z,176.44470868014258
ATSC6c,0.0016473808474880784
ATSC6d,-0.03804994054696864
ATSC6i,-2.147098704114968
ATSC6m,947.6965714863247
ATSC6p,0.5687076941606743
ATSC6v,29.982015711351824
ATSC7Z,165.7134363852556
ATSC7c,0.004014457663965403
ATSC7d,-0.11414982164090368
ATSC7i,-2.24651403357401
ATSC7m,889.7949675624245
ATSC7p,0.5546923430253005
ATSC7v,29.601529716873795
ATSC8Z,154.98216409036857
ATSC8c,0.01289277421132344
ATSC8d,-0.19024970273483957
ATSC8i,-2.34592936303305
ATSC8m,831.8933636385245
ATSC8p,0.5406769918899275
ATSC8v,29.22104372239569
AXp-1d,0.4827709871286205
AXp-2d,0.3840794303775379
AXp-3d,0.24023689270621826
AXp-4d,0.16938002453997453
AXp-5d,0.1193674380997413
AXp-6d,0.08407362304026539
AXp-7d,0.05917166796802895
GATS1Z,0.2119071960775917
GATS1c,0.29291070848097134
GATS1d,1.596161092793217
GATS1i,2.196984108357255
GATS1m,0.19216098150481553
GATS1p,1.072665026443989
GATS1v,1.4594344172350204
GATS2Z,0.19082379821531373
GATS2c,0.4645715821694536
GATS2d,2.458405296488198
GATS2i,0.905423652906995
GATS2m,0.17077095084283597
GATS2p,0.5484908603785456
GATS2v,0.8800285547917438
GATS3Z,0.20642207660266176
GATS3c,0.07815144467066146
GATS3d,0.6997358528903789
GATS3i,1.5088256659129171
GATS3m,0.1871191678424965
GATS3p,0.9443757184627453
GATS3v,1.349381960031492
GATS4Z,0.09806422087098016
GATS4c,0.06957542093169099
GATS4d,0.5190767781441357
GATS4i,0.7111940357709184
GATS4m,0.08879124858812916
GATS4p,0.4360599499664477
GATS4v,0.6256452956691806
GATS5Z,0.1348157743235463
GATS5c,0.12626619701214736
GATS5d,0.7295912492803683
GATS5i,0.9763928022402844
GATS5m,0.12204304203336544
GATS5p,0.5964808045200911
GATS5v,0.8564444548760425
GATS6Z,0.13479002646748758
GATS6c,0.13741813591455285
GATS6d,0.7477177399457191
GATS6i,0.9746796628748805
GATS6m,0.1219916994330087
GATS6p,0.5929360883100633
GATS6v,0.8520812243970926
GATS7Z,0.13476031740280442
GATS7c,0.1449907046912034
GATS7d,0.7686329214826624
GATS7i,0.9727029636071068
GATS7m,0.12193245797105862
GATS7p,0.5888460311446464
GATS7v,0.8470467276906121
GATS8Z,0.13472565682734075
GATS8c,0.15243015698271695
GATS8d,0.7930339666090961
GATS8i,0.9703968144613709
GATS8m,0.12186334293211683
GATS8p,0.5840742977849934
GATS8v,0.8411731481997183
MATS1Z,-0.05925095276838094
MATS1c,-0.022587962574979973
MATS1d,0.10918511540273187
MATS1i,-0.596369746311511
MATS1m,-0.05599052926662907
MATS1p,-0.27138174644065427
MATS1v,-0.23656328461287285
MATS2Z,-0.02091292894401702
MATS2c,-0.09722234672935012
MATS2d,-0.2334004989445406
MATS2i,0.3587022288777056
MATS2m,-0.017012208638791004
MATS2p,0.08033103600376991
MATS2v,0.06652825463443499
MATS3Z,-0.046590370329321854
MATS3c,0.06298250332658573
MATS3d,0.002709201124318462
MATS3i,-0.3209456328497861
MATS3m,-0.04054639720455691
MATS3p,-0.24768627660635217
MATS3v,-0.33926567379976996
MATS4Z,0.07613225995232589
MATS4c,0.08565450698340564
MATS4d,0.03587690375255141
MATS4i,0.09565086544421401
MATS4m,0.07367988766375173
MATS4p,0.12091824197206381
MATS4v,0.14089333768170081
MATS5Z,0.034327515221297594
MATS5c,0.004766837994993212
MATS5d,0.0006140855881788488
MATS5i,-0.01270913932198767
MATS5m,0.03458577545907174
MATS5p,0.012688705047383451
MATS5v,0.004197214611662027
MATS6Z,0.0346708199687474
MATS6c,0.000307893176756509
MATS6d,-0.0006579488444773548
MATS6i,-0.014278039187249921
MATS6m,0.03492251991996188
MATS6p,0.013268060275007612
MATS6v,0.004440661554811034
MATS7Z,0.03506694083118952
MATS7c,0.0008080116409289754
MATS7d,-0.0021256808821575653
MATS7i,-0.01608830826255252
MATS7m,0.035311071220988935
MATS7p,0.013936547076112398
MATS7v,0.0047215618738291505
MATS8Z,0.03552908183737197
MATS8c,0.0028112483831806098
MATS8d,-0.0038380349261178293
MATS8i,-0.018200288850405536
MATS8m,0.035764381072187185
MATS8p,0.014716448344068
MATS8v,0.005049278912683607
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,10
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,2
Radius,100000000
SddssS,0
SdssSe,0
SdsssP,0
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,14.055070084737292
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,2.2322485207100593
TMPC10,151
TMWC10,102.84685243011207
TSRW10,51.21350810833018
Xc-3dv,3.121320343559643
Xc-4dv,0.7071067811865476
Xc-5dv,0.0
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.0
Xch-7d,0.0
Xp-0dv,17.745302426040247
Xp-1dv,8.207106781186548
Xp-2dv,8.449747468305834
Xp-3dv,3.603553390593274
Xp-4dv,2.3713203435596433
Xp-5dv,1.551776695296637
Xp-6dv,1.0088834764831847
Xp-7dv,0.6508883476483185
Xpc-4d,1.5
Xpc-5d,1.5606601717798214
Xpc-6d,1.1035533905932737
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,0
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,55
nFRing,0
nHBAcc,0
nHBDon,0
nHRing,0
nSpiro,0
naRing,0
piPC10,2.1972245773362196
AATS0dv,1.3478548791447897
AATS0pe,5.585627586206896
AATS0se,7.190984172413791
AATS1dv,1.3818181818181818
AATS1pe,6.067609090909092
AATS1se,7.427280945454541
AATS2dv,0.6111111111111112
AATS2pe,5.834907407407404
AATS2se,7.359612666666667
AATS3dv,0.3660130718954248
AATS3pe,5.560839869281043
AATS3se,7.1116090718954235
AATS4dv,0.26262626262626265
AATS4pe,5.233060606060604
AATS4se,6.937466141414136
AATS5dv,0.35555555555555557
AATS5pe,5.381359259259258
AATS5se,7.0217506666666685
AATS6dv,0.3492063492063492
AATS6pe,5.382388888888888
AATS6se,7.024217777777779
AATS7dv,0.3418803418803419
AATS7pe,5.383576923076921
AATS7se,7.027064444444446
AATS8dv,0.3333333333333333
AATS8pe,5.384962962962961
AATS8se,7.030385555555557
AATSC0Z,40.39001189060643
AATSC0c,0.04246424460675842
AATSC0d,0.4589774078478003
AATSC0i,1.1934738154305693
AATSC0m,215.37395864447083
AATSC0p,0.34018183778990485
AATSC0v,53.58492258610668
AATSC1Z,-2.393146686844666
AATSC1c,-0.0009591807679522544
AATSC1d,0.05011350124310881
AATSC1i,-0.7117516765377597
AATSC1m,-12.058901934753004
AATSC1p,-0.09231914124681573
AATSC1v,-12.676225292695912
AATSC2Z,-0.8446734487162549
AATSC2c,-0.004128473512758204
AATSC2d,-0.10712555599594849
AATSC2i,0.42810171770212463
AATSC2m,-3.663986719822083
AATSC2p,0.027327159459329464
AATSC2v,3.5649113743749914
AATSC3Z,-1.8817856115890668
AATSC3c,0.0026745044272061124
AATSC3d,0.0012434621093780336
AATSC3i,-0.3830402089830129
AATSC3m,-8.732638074716528
AATSC3p,-0.0842583727712876
AATSC3v,-18.179524866683995
AATSC4Z,3.0749828847331826
AATSC4c,0.0036372539362146345
AATSC4d,0.016466688285951065
AATSC4i,0.1141568033309421
AATSC4m,15.868729078622122
AATSC4p,0.04113418977638107
AATSC4v,7.549758592572125
AATSC5Z,1.3864887479631829
AATSC5c,0.00020242017462018165
AATSC5d,0.0002818514114590198
AATSC5i,-0.015168024997451304
AATSC5m,7.448875373409072
AATSC5p,0.004316467002192944
AATSC5v,0.2249074200431855
AATSC6Z,1.4003548307947824
AATSC6c,1.3074451170540305e-05
AATSC6d,-0.00030198365513467174
AATSC6i,-0.01704046590567435
AATSC6m,7.521401361002577
AATSC6p,0.00451355312825932
AATSC6v,0.2379525056456494
AATSC7Z,1.4163541571389366
AATSC7c,3.431160396551627e-05
AATSC7d,-0.0009756395012043049
AATSC7i,-0.01920097464593171
AATSC7m,7.605085192841235
AATSC7p,0.00474096019679744
AATSC7v,0.2530045274946478
AATSC8Z,1.435020037873783
AATSC8c,0.00011937753899373555
AATSC8d,-0.001761571321618885
AATSC8i,-0.021721568176231946
AATSC8m,7.702716329986338
AATSC8p,0.005006268443425254
AATSC8v,0.27056521965181196
ATS0are,317.78499999999997
ATS1are,326.65
ATS2are,622.458
ATS3are,836.8560000000001
ATS4are,1026.8460000000002
ATS5are,717.8760000000004
ATS6are,670.2660000000003
ATS7are,622.6560000000004
ATS8are,575.0460000000003
ATSC0dv,57.54373019251691
ATSC0pe,3.191227586206894
ATSC0se,1.4728308965517234
ATSC1dv,14.451022608463045
ATSC1pe,0.3024048751486438
ATSC1se,0.10609811533887818
ATSC2dv,-35.145285594750504
ATSC2pe,-1.6766444708679995
ATSC2se,-0.8079447039239058
ATSC3dv,-21.980725473789274
ATSC3pe,-1.7531313912009459
ATSC3se,-0.35762105469678696
ATSC4dv,18.655099014988036
ATSC4pe,1.3906230677764309
ATSC4se,0.49162149108205777
ATSC5dv,-0.5982736601048129
ATSC5pe,0.1364702734839398
ATSC5se,0.09261908561237167
ATSC6dv,-0.6426799371706223
ATSC6pe,0.1254090368608726
ATSC6se,0.0825015005945353
ATSC7dv,-0.6870862142364325
ATSC7pe,0.11434780023780536
ATSC7se,0.07238391557669892
ATSC8dv,-0.7314924913022413
ATSC8pe,0.10328656361473815
ATSC8se,0.062266330558862555
AXp-0dv,0.8872651213020124
AXp-1dv,0.4827709871286205
AXp-2dv,0.3840794303775379
AXp-3dv,0.24023689270621826
AXp-4dv,0.16938002453997453
AXp-5dv,0.1193674380997413
AXp-6dv,0.08407362304026539
AXp-7dv,0.05917166796802895
BertzCT,173.63400310913448
ECIndex,3400000000
GATS1dv,1.4408014675397696
GATS1pe,1.0677583807333892
GATS1se,0.8819742389518033
GATS2dv,2.3388009933154246
GATS2pe,1.68802421605013
GATS2se,1.6534047950569628
GATS3dv,1.055292904942323
GATS3pe,0.8935168706233544
GATS3se,0.5280523683731274
GATS4dv,0.6853812536560709
GATS4pe,0.46943177692451526
GATS4se,0.3153301173144076
GATS5dv,0.9465265196476541
GATS5pe,0.6560846881009045
GATS5se,0.4488866541849565
GATS6dv,0.9512434292140046
GATS6pe,0.6682172536205571
GATS6se,0.46638121747369476
GATS7dv,0.9566860171751781
