DLiP-ID,P00062
DLiP-Mol-ID,23510
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C11H11N3O/c1-14(2)11(15)8-3-4-9-10(7-8)13-6-5-12-9/h3-7H,1-2H3"
Standard Inchi Key(RDKit),HQOVESVNZPVFDO-UHFFFAOYSA-N
Canonical SMILES(RDKit),CN(C)C(=O)c1ccc2nccnc2c1
SMILES(SDF),
MW(SDF),
MW(RDKit),201.229
MW Monoisotopic(RDKit),201.090211972
MolLogP(RDKit),1.3316
XLogP(SDF),
XLogP(CDK),0.509
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),3
HBA Lipinski(RDKit),4
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),0
HBD Lipinski(RDKit),0
PSA(SDF),
PSA(RDKit),46.09
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),1
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),15
QED Weighted(RDKit),0.698881173168184
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,BAZ2B/H4
Common Target Pref Name,BAZ2B/H4
RDKit Descriptors
Ipc,3171.2358792262467
qed,0.6988811731681844
Chi0,10.836498814253964
Chi1,7.1815405503520555
TPSA,46.09
Chi0n,8.636640422911867
Chi0v,8.636640422911867
Chi1n,4.607136714022025
Chi1v,4.607136714022025
Chi2n,3.4594145661397055
Chi2v,3.4594145661397055
Chi3n,2.122454112585967
Chi3v,2.122454112585967
Chi4n,1.3545069076963785
Chi4v,1.3545069076963785
MolMR,57.55550000000003
MolWt,201.22899999999998
fr_SH,0
Kappa1,9.5798857198885
Kappa2,3.647999361417186
Kappa3,1.786155055582458
fr_ArN,0
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,3
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,507.9141228726219
MolLogP,1.3316
NOCount,4
fr_Ar_N,2
fr_COO2,0
fr_urea,0
BalabanJ,2.5160529468994133
SMR_VSA1,4.794537184071822
SMR_VSA2,0.0
SMR_VSA3,14.867866772744893
SMR_VSA4,0.0
SMR_VSA5,0.0
SMR_VSA6,14.09534396535438
SMR_VSA7,36.15623984030798
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,1
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,87.56854572656214
NHOHCount,0
PEOE_VSA1,4.899909730850478
PEOE_VSA2,14.76249422596624
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,0.0
PEOE_VSA7,18.19910120538483
PEOE_VSA8,32.05248260027753
PEOE_VSA9,11.033401435232523
RingCount,2
SMR_VSA10,16.94058116458403
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,201.090211972
NumHDonors,0
PEOE_VSA10,0.0
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,5.907179729351506
PEOE_VSA14,0.0
SlogP_VSA1,0.0
SlogP_VSA2,34.87039046745078
SlogP_VSA3,0.0
SlogP_VSA4,0.0
SlogP_VSA5,10.357988675768818
SlogP_VSA6,30.592788348610984
SlogP_VSA7,0.0
