DLiP-ID,I000KT
AATSC5m,-0.8808078292487251
AATSC5p,-0.004269402367975295
AATSC5s,0.001780681573960111
AATSC5v,-2.0636362257195233
AATSC6Z,0.31760522775321937
AATSC6c,-0.001771821652896968
AATSC6d,0.04659571401114741
AATSC6i,-0.12821697551719166
AATSC6m,1.4966750046487591
AATSC6p,-0.0034719049578198786
AATSC6s,0.012970948918359074
AATSC6v,0.4777130736678833
AATSC7Z,0.8405828621139627
AATSC7c,0.0008679966453699018
AATSC7d,0.025989560678555897
AATSC7i,0.024371769177326724
AATSC7m,4.024423952615267
AATSC7p,0.01597135520016792
AATSC7s,0.04636602266685999
AATSC7v,5.368524105783334
AATSC8Z,-0.23891512527876163
AATSC8c,-0.0015757266180274495
AATSC8d,-0.03391873278236915
AATSC8i,0.16790791629510995
AATSC8m,-1.040897198453693
AATSC8p,0.017972174448607454
AATSC8s,-0.03038889071086042
AATSC8v,2.6106754157314866
ATS0are,263.7347
ATS1are,295.558
ATS2are,477.471
ATS3are,595.06
ATS4are,589.8888999999999
ATS5are,542.1929
ATS6are,493.4019999999999
ATS7are,442.37399999999985
ATS8are,377.45799999999997
ATSC0dv,145.90909090909093
ATSC0pe,3.4216249999999975
ATSC0se,1.8668555454545446
ATSC1dv,31.96074380165287
ATSC1pe,0.01116874999999861
ATSC1se,-0.08905842355371987
ATSC2dv,-22.068181818181824
ATSC2pe,-0.48559375000000105
ATSC2se,-0.3045294772727283
ATSC3dv,-57.84090909090911
ATSC3pe,-0.9475812500000002
ATSC3se,-0.5030545227272732
ATSC4dv,-64.83884297520662
ATSC4pe,-1.0674499999999985
ATSC4se,-0.41380233057851207
ATSC5dv,-0.3512396694214788
ATSC5pe,0.4887125000000015
ATSC5se,0.4659677892561992
ATSC6dv,29.768595041322314
ATSC6pe,0.3010625000000004
ATSC6se,0.06283234297520748
ATSC7dv,22.74793388429752
ATSC7pe,0.3650749999999995
ATSC7se,0.013803512396694502
ATSC8dv,-21.778925619834713
ATSC8pe,-0.7588562500000001
ATSC8se,-0.4618546219008267
AXp-0dv,0.5510091579120823
AXp-1dv,0.29802644682124885
AXp-2dv,0.15870583190004203
AXp-3dv,0.0862192254841528
AXp-4dv,0.04657735268044066
AXp-5dv,0.025983982742805334
AXp-6dv,0.01437874265690507
AXp-7dv,0.008055603729862516
BertzCT,945.7266967695709
ECIndex,695
ETA_eta,15.401656245399739
GATS1dv,0.6364353416848941
GATS1pe,0.8714768629749304
GATS1se,0.9755206459834342
GATS2dv,1.0506008010680907
GATS2pe,1.0559407056247012
GATS2se,1.1426676165798264
GATS3dv,1.147559709241952
GATS3pe,1.136956973379726
GATS3se,1.14041586235817
GATS4dv,1.1655545171339563
GATS4pe,1.174153070543967
GATS4se,1.1807138186813013
GATS5dv,0.9374096904619871
GATS5pe,0.8218300219738193
GATS5se,0.7308879789429679
GATS6dv,0.810436137071651
GATS6pe,0.7702553611222737
GATS6se,0.6889863562993699
GATS7dv,0.9131947860304968
GATS7pe,0.8837006116284393
GATS7se,0.8624826262559983
GATS8dv,1.1601048311328683
GATS8pe,1.3219421988647142
GATS8se,1.4196629669567609
LogEE_A,4.158330165683107
LogEE_D,153.4964818825552
MATS1dv,0.20506396235169333
MATS1pe,0.00305581443431951
MATS1se,-0.044660039996070884
MATS2dv,-0.08642634623943035
MATS2pe,-0.0810965967507087
MATS2se,-0.09321387751695318
MATS3dv,-0.17618553132571826
MATS3pe,-0.12308397975296025
MATS3se,-0.11976276816016344
MATS4dv,-0.1955264797507788
MATS4pe,-0.13726752639462234
MATS4se,-0.09752925227549618
MATS5dv,-0.001126797905481512
MATS5pe,0.0668568421592642
MATS5se,0.1168342043047166
MATS6dv,0.10438310512207488
MATS6pe,0.04501719993984916
MATS6se,0.01721974697245426
MATS7dv,0.09026069847515984
MATS7pe,0.0617715882150486
MATS7se,0.004280731413039179
MATS8dv,-0.10424763882707806
MATS8pe,-0.15489565375219133
MATS8se,-0.1727852664023848
MAXaaCH,2.104892711905699
MAXaaaC,1.1955544709665589
MAXaasC,1.2352536000514414
MAXssNH,3.459262959813555
MDEC-22,19.75635904708144
MDEC-23,21.023103039011705
MDEC-33,3.459909271751187
MDEN-22,0.5313292845913056
MINaaCH,1.7756229160526946
MINaaaC,0.9481845094118933
MINaasC,1.030134332359642
MINssNH,3.3495346299272235
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,0.6785714285714287
SM1_Dzi,0.8488829422512447
SM1_Dzm,0.6767661145452564
SM1_Dzp,-2.636839718884606
SM1_Dzv,-1.356968362788312
SddssSe,0
SpAD_Dt,526.7292428497308
SpAbs_A,33.83066865260236
SpAbs_D,306.99296376511097
SpMAD_A,1.3532267461040945
SpMAD_D,12.279718550604434
SpMax_A,2.397099770478412
SpMax_D,153.4964818825552
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,50.09
TpiPC10,8.452832154527405
VAdjMat,5.807354922057604
VE1_DzZ,4.940979491344674
VE1_Dzi,4.940580780716501
VE1_Dzm,4.940980527652029
VE1_Dzp,4.941416745838349
VE1_Dzv,4.941848922032485
VE2_DzZ,0.19763917965378697
VE2_Dzi,0.19762323122866005
VE2_Dzm,0.19763922110608118
VE2_Dzp,0.19765666983353394
VE2_Dzv,0.1976739568812994
VE3_DzZ,2.5138543210197173
VE3_Dzi,2.5137736231101946
VE3_Dzm,2.5138545307569258
VE3_Dzp,2.5139428126129433
VE3_Dzv,2.51403026876538
VR1_DzZ,145.8250087774916
VR1_Dzi,145.87875278861668
VR1_Dzm,145.82497838127733
VR1_Dzp,145.79474192417226
VR1_Dzv,145.7541973691284
VR2_DzZ,5.833000351099664
VR2_Dzi,5.835150111544667
VR2_Dzm,5.832999135251093
VR2_Dzp,5.83178967696689
VR2_Dzv,5.830167894765136
VR3_DzZ,5.898698064705808
VR3_Dzi,5.899066548207321
VR3_Dzm,5.898697856262705
VR3_Dzp,5.898490487178187
VR3_Dzv,5.8982123551060655
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.02946278254943948
Xch-6dv,0.13525477951087514
Xch-7dv,0.13367993187272198
Xpc-4dv,0.9917447587720841
Xpc-5dv,1.3093376004562778
Xpc-6dv,1.467204015436032
Zagreb1,130.0
Zagreb2,150.0
fragCpx,184.04
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,0
n6FRing,0
n6HRing,1
n6aRing,3
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,1
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,22
nBondsD,0
nBondsM,22
nBondsO,28
nBondsS,25
nBondsT,0
nFARing,0
nFHRing,1
nFaRing,1
nHetero,4
naHRing,2
AATS0are,5.993970454545454
AATS1are,6.288468085106383
AATS2are,6.200922077922078
AATS3are,6.01070707070707
AATS4are,5.898889
AATS5are,5.768009574468085
AATS6are,5.737232558139533
AATS7are,5.8207105263157874
AATS8are,5.991396825396825
AATSC0dv,3.3161157024793395
AATSC0pe,0.07776420454545449
AATSC0se,0.04242853512396692
AATSC1dv,0.6800158255670824
AATSC1pe,0.0002376329787233747
AATSC1se,-0.0018948600756110612
AATSC2dv,-0.2865997638724912
AATSC2pe,-0.006306412337662351
AATSC2se,-0.003954928276269198
AATSC3dv,-0.5842516069788799
AATSC3pe,-0.00957152777777778
AATSC3se,-0.005081358815427002
AATSC4dv,-0.6483884297520661
AATSC4pe,-0.010674499999999984
AATSC4se,-0.0041380233057851205
AATSC5dv,-0.003736592227888072
AATSC5pe,0.005199069148936186
AATSC5se,0.004957104141023396
AATSC6dv,0.3461464539688641
AATSC6pe,0.0035007267441860513
AATSC6se,0.0007306086392465987
AATSC7dv,0.29931491953023054
AATSC7pe,0.004803618421052625
AATSC7se,0.00018162516311440134
AATSC8dv,-0.34569723206086844
AATSC8pe,-0.012045337301587303
AATSC8se,-0.0073310257444575665
AETA_eta,0.6160662498159896
ATSC0are,3.481515909090907
ATSC1are,-0.06652153925619844
ATSC2are,-0.5292937499999997
ATSC3are,-1.0039403409090901
ATSC4are,-0.9411679752066107
ATSC5are,0.703506921487603
ATSC6are,0.2461939049586775
ATSC7are,0.2170816115702477
ATSC8are,-0.849434142561983
BCUTZ-1h,8.022517681461146
BCUTZ-1l,5.676587663938583
BCUTc-1h,0.40262286485087817
BCUTc-1l,-0.533947995868817
BCUTd-1h,3.2401764504931063
BCUTd-1l,1.7342246379290054
BCUTi-1h,14.54824624690835
BCUTi-1l,10.936966381652303
BCUTm-1h,16.01029647850359
BCUTm-1l,11.687833839850256
BCUTp-1h,2.0090857947483878
BCUTp-1l,0.7512863056151493
BCUTs-1h,3.527241642345785
BCUTs-1l,1.3594456816292528
BCUTv-1h,20.91253139235267
BCUTv-1l,14.702561935105411
BalabanJ,1.1005067380446771
Diameter,16
ETA_beta,37.0
GATS1are,0.9188575048367138
GATS2are,1.0916708640035795
GATS3are,1.157008771359103
GATS4are,1.1629029152008628
GATS5are,0.7688723990523647
GATS6are,0.7417817604269822
GATS7are,0.8946957158194954
GATS8are,1.3682000719922418
HybRatio,0.09523809523809523
Lipinski,False
LogEE_Dt,263.3646214248654
MATS1are,-0.017887462009402583
MATS2are,-0.08687410292706314
MATS3are,-0.1281613293524249
MATS4are,-0.11894643595037946
MATS5are,0.09458555433448344
MATS6are,0.036179548103036016
MATS7are,0.0360988807843803
MATS8are,-0.17040151678798507
MAXssCH2,0.9246330449586221
MINssCH2,0.8617634374303745
NsssssAs,0
RotRatio,0.21428571428571427
SM1_Dzpe,0.7422735618115056
SM1_Dzse,0.6692837795551935
SMR_VSA1,4.417150937053347
SMR_VSA2,0.0
SMR_VSA3,4.9839785209472085
SMR_VSA4,0.0
SMR_VSA5,6.4208216229260096
SMR_VSA6,17.178333613925236
SMR_VSA7,84.88397231517833
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,235.83209979312053
SpAD_Dzi,228.4347670247593
SpAD_Dzm,235.86787398385866
SpAD_Dzp,302.4230219481029
SpAD_Dzv,281.52089354885743
SpAbs_Dt,526.7292428497308
SpDiam_A,4.67834578437465
SpDiam_D,243.3181003830618
SpMAD_Dt,21.069169713989233
SpMax_Dt,263.3646214248654
SsssssAs,0
VE1_Dzpe,4.940911379613133
VE1_Dzse,4.940988755116893
VE2_Dzpe,0.1976364551845253
VE2_Dzse,0.19763955020467575
VE3_Dzpe,2.513840535858065
VE3_Dzse,2.513856195903746
VMcGowan,256.12000000000006
VR1_Dzpe,145.83172358981864
VR1_Dzse,145.8241236574034
VR2_Dzpe,5.833268943592746
VR2_Dzse,5.832964946296135
VR3_Dzpe,5.898744110701549
VR3_Dzse,5.898691994946019
mZagreb1,5.416666666666667
mZagreb2,5.555555555555556
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,1
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,1
n9FaRing,1
n9aHRing,0
nBondsKD,10
nBondsKS,37
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.07912536157024788
AATSC1are,-0.001415351899068052
AATSC2are,-0.006873944805194801
AATSC3are,-0.010140811524334244
AATSC4are,-0.009411679752066106
AATSC5are,0.0074841161860383296
AATSC6are,0.002862719825100901
AATSC7are,0.0028563369943453644
AATSC8are,-0.013483081627967984
AETA_beta,1.48
BCUTdv-1h,6.018788174075486
BCUTdv-1l,1.895301061915941
BCUTpe-1h,3.4904673906076624
BCUTpe-1l,2.2260432067438285
BCUTse-1h,3.7034696462049568
BCUTse-1l,2.4220597148418586
ETA_alpha,12.033333333333335
ETA_dBeta,5.0
ETA_eta_B,0.03207082921234594
ETA_eta_F,23.61971828639879
ETA_eta_L,4.889957073132875
ETA_eta_R,39.02137453179853
ETA_psi_1,0.6181506849315073
LabuteASA,146.07084190439286
LogEE_DzZ,117.94319275370313
LogEE_Dzi,114.23372922948813
LogEE_Dzm,117.96100763651114
LogEE_Dzp,150.68414303027453
LogEE_Dzv,140.4890531018711
PEOE_VSA1,15.05072814506601
PEOE_VSA2,4.9839785209472085
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,18.19910120538483
PEOE_VSA7,54.44884259385427
PEOE_VSA8,41.38682658765421
PEOE_VSA9,6.263162995639057
SM1_Dzare,0.8427175430432758
SpAD_Dzpe,234.09438892534527
SpAD_Dzse,236.07934817980808
SpAbs_DzZ,235.25975257570678
SpAbs_Dzi,227.72170535326828
SpAbs_Dzm,235.29700271485308
SpAbs_Dzp,304.0051257794336
SpAbs_Dzv,282.33507456653064
SpDiam_Dt,381.10697492129754
SpMAD_DzZ,9.43328399172482
SpMAD_Dzi,9.137390680990372
SpMAD_Dzm,9.434714959354347
SpMAD_Dzp,12.096920877924116
SpMAD_Dzv,11.260835741954297
SpMax_DzZ,117.94319275370313
SpMax_Dzi,114.23372922948813
SpMax_Dzm,117.96100763651114
SpMax_Dzp,150.68414303027453
SpMax_Dzv,140.4890531018711
VE1_Dzare,4.940821822569807
VE2_Dzare,0.19763287290279227
VE3_Dzare,2.5138224100816458
VR1_Dzare,145.83838256150304
VR2_Dzare,5.833535302460121
VR3_Dzare,5.89878977168322
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,1
nAromAtom,21
nAromBond,22
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4813333333333334
AETA_dBeta,0.2
AETA_eta_B,0.0012828331684938377
AETA_eta_F,0.9447887314559515
AETA_eta_L,0.195598282925315
AETA_eta_R,1.5608549812719412
BCUTare-1h,3.544944562614429
BCUTare-1l,2.176144534950472
ETA_beta_s,16.0
ETA_dPsi_A,0.0958493150684927
ETA_dPsi_B,0.0
ETA_eta_BR,0.3760708292123459
ETA_eta_FL,7.492185660027875
ETA_eta_RL,12.38214273316075
LogEE_Dzpe,117.07565403996986
LogEE_Dzse,118.06644544108626
PEOE_VSA10,5.583020141642242
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,0.0
SlogP_VSA1,10.633577208012662
SlogP_VSA2,11.528734926859784
SlogP_VSA3,6.4208216229260096
SlogP_VSA4,0.0
SlogP_VSA5,5.563451491696996
SlogP_VSA6,83.73767176053467
SlogP_VSA7,0.0
SlogP_VSA8,10.969244356107037
SlogP_VSA9,0.0
SpAD_Dzare,231.72579753573183
SpAbs_Dzpe,233.4708791334237
SpAbs_Dzse,235.5142083932331
SpDiam_DzZ,189.99748316559612
SpDiam_Dzi,183.68986563053528
SpDiam_Dzm,190.02626077103474
SpDiam_Dzp,243.84719353709613
SpDiam_Dzv,227.14463848639755
SpMAD_Dzpe,9.363775557013811
SpMAD_Dzse,9.443173927192323
SpMax_Dzpe,117.07565403996986
SpMax_Dzse,118.06644544108626
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,25
AETA_beta_s,0.64
AETA_eta_BR,0.015042833168493837
AETA_eta_FL,0.299687426401115
AETA_eta_RL,0.49528570932643
DetourIndex,3180
EState_VSA1,0.0
EState_VSA2,0.0
EState_VSA3,0.0
EState_VSA4,35.61075699453151
EState_VSA5,10.949675706161791
EState_VSA6,12.393687143226153
EState_VSA7,36.59499833794711
EState_VSA8,45.94939107126792
EState_VSA9,4.417150937053347
ETA_beta_ns,21.0
ETA_shape_p,0.0
ETA_shape_x,0.0
ETA_shape_y,0.2493074792243767
GhoseFilter,True
LogEE_Dzare,115.89213215538751
SlogP_VSA10,17.062158824050687
SlogP_VSA11,0.0
SpAbs_Dzare,231.01791479957552
SpDiam_Dzpe,188.55847247994785
SpDiam_Dzse,190.20160509668852
SpMAD_Dzare,9.269031901429273
SpMax_Dzare,115.89213215538751
TopoPSA(NO),50.09
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,5.5836212897944915
VSA_EState9,44.916378710205514
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.84
EState_VSA10,0.0
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.0186666666666666
FilterItLogS,-6.867117797936004
SpDiam_Dzare,186.61751189747645
ETA_beta_ns_d,1.0
ETA_epsilon_1,0.5719696969696971
ETA_epsilon_2,0.7786666666666663
ETA_epsilon_3,0.4449275362318844
ETA_epsilon_4,0.49301075268817235
ETA_epsilon_5,0.7432098765432096
AETA_beta_ns_d,0.04
ETA_dEpsilon_A,0.12704216073781271
ETA_dEpsilon_B,0.07895894428152478
ETA_dEpsilon_C,-0.048083216456287936
ETA_dEpsilon_D,0.035456790123456705
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,1.0
MDEDescriptor,"0.0,0.0,0.0,0.0,19.75635904708144,21.023103039011705,0.0,3.459909271751187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5313292845913056,0.0,0.0"
APolDescriptor,53.731066999999975
BCUTDescriptor,"11.850000000000009,15.994921446412096,-0.316728113730287,0.10626762840264826,6.059494232655597,9.417168932346069"
BPolDescriptor,25.326932999999993
TPSADescriptor,50.09
ALOGPDescriptor,"4.5631,20.821881610000002,100.26129999999999"
XLogPDescriptor,3.4940000000000007
VAdjMaDescriptor,5.807354922057604
WeightDescriptor,329.15281237999994
ChiPathDescriptor,"16.899130457682162,12.38214273316075,10.603214351738828,9.026643872851508,7.534825958727238,6.014094336833877,3.686961552914744,2.714292770195975,13.775228947802056,8.344740510994969,5.872115780301553,4.1385228232393345,2.8412185135068806,1.8708467574819838,0.9633757580126397,0.5961146760098255"
ChiChainDescriptor,"0.0,0.0,0.09622504486493763,0.4728528845145639,0.5857331359726219,0.0,0.0,0.029462782549439483,0.1352547795108751,0.13367993187272198"
AtomCountDescriptor,44
BondCountDescriptor,28
SmallRingDescriptor,"4,4,3,3,0,0,1,3,0,0,0"
ChiClusterDescriptor,"1.0817885325170822,0.0,0.13608276348795434,0.0,0.48315642136354797,0.0,0.04647312798543378,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,3,14,2,1,1,0,0"
ZagrebIndexDescriptor,130.0
LargestChainDescriptor,17
MannholdLogPDescriptor,3.33
WeightedPathDescriptor,"52.15348990795604,2.0861395963182416,12.339178014335001,3.111033065613411,9.2281449487216"
FractionalPSADescriptor,0.1521785569377793
WienerNumbersDescriptor,"1859.0,34.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"2.6267473267184718,4.214781694372537,5.110249425272296,0.9917447587720842,1.3093376004562776,1.3141331956579567"
FractionalCSP3Descriptor,0.09523809523809523
KierHallSmartsDescriptor,"0,0,0,0,0,0,0,0,2,0,0,13,0,0,0,0,4,2,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,2
LargestPiSystemDescriptor,14
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"18.367346938775512,9.273922571219869,5.041666666666667"
AromaticAtomsCountDescriptor,21
AromaticBondsCountDescriptor,22
FragmentComplexityDescriptor,1609.04
HBondAcceptorCountDescriptor,3
HybridizationRatioDescriptor,0.09523809523809523
AutocorrelationDescriptorMass,"26.854409939370388,29.661275553347807,39.49191333002172,36.32573139684126,28.688891988263393"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,6
AutocorrelationDescriptorCharge,"0.2860696296571863,-0.1385367205383486,-0.004762315027315207,-0.03206997156429619,-0.005256626869403519"
EccentricConnectivityIndexDescriptor,695
AutocorrelationDescriptorPolarizability,"1591.6277369499803,1825.9764085897423,2418.244622804307,2198.8737110816,1747.7041897844142"
