DLiP-ID,T004J0
DLiP-Mol-ID,19000
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C14H11FN2O4/c15-8-4-6-9(7-5-8)16-14(21)17-13(20)12-10(18)2-1-3-11(12)19/h1-7,18-19H,(H2,16,17,20,21)"
Standard Inchi Key(RDKit),OGYGPGJQGUXJFJ-UHFFFAOYSA-N
Canonical SMILES(RDKit),O=C(NC(=O)c1c(O)cccc1O)Nc1ccc(F)cc1
SMILES(SDF),
MW(SDF),
MW(RDKit),290.25
MW Monoisotopic(RDKit),290.070285052
MolLogP(RDKit),2.1988
XLogP(SDF),
XLogP(CDK),4.577
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),4
HBD Lipinski(RDKit),4
PSA(SDF),
PSA(RDKit),98.66
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),2
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),21
QED Weighted(RDKit),0.681063021772825
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Cyclophilins
Common Target Pref Name,Cyclophilins
RDKit Descriptors
Ipc,45416.327976119406
qed,0.681063021772825
Chi0,15.405412915006313
Chi1,9.96923425058676
TPSA,98.66000000000001
Chi0n,10.630340129264251
Chi0v,10.630340129264251
Chi1n,5.859828263370646
Chi1v,5.859828263370646
Chi2n,4.08640556044983
Chi2v,4.08640556044983
Chi3n,2.576684306541467
Chi3v,2.576684306541467
Chi4n,1.6221071790251813
Chi4v,1.6221071790251813
MolMR,72.65650000000001
MolWt,290.25
fr_SH,0
Kappa1,14.321870529248594
Kappa2,5.91094027727201
Kappa3,3.4709082198986376
fr_ArN,0
fr_COO,0
