DLiP-ID,C000XQ
AATSC4c,-0.0013342804177203665
AATSC4d,0.011222885380567326
AATSC4i,-0.1050269431580718
AATSC4m,-7.650283197216742
AATSC4p,-0.012202643766368627
AATSC4s,-0.41032324678365356
AATSC4v,-2.6442054494793803
AATSC5Z,-0.7278911564625848
AATSC5c,-0.0026686172282567085
AATSC5d,0.0007327399044724244
AATSC5i,0.07101427116836705
AATSC5m,-3.4380769590999973
AATSC5p,-0.001994900475896517
AATSC5s,-0.4963559135069221
AATSC5v,-0.8316380036001471
AATSC6Z,0.511435608726249
AATSC6c,0.0030693369328815283
AATSC6d,-0.056782195636875456
AATSC6i,0.1909513949044189
AATSC6m,2.069148340638195
AATSC6p,-0.0029311436287690054
AATSC6s,0.681916067155452
AATSC6v,-1.705163511410562
AATSC7Z,0.6832810047095759
AATSC7c,0.001512484534325721
AATSC7d,-0.06048861852433282
AATSC7i,-0.32334886031221893
AATSC7m,2.7800576540914457
AATSC7p,-0.03863332163586696
AATSC7s,0.262602701905984
AATSC7v,-7.417793427212568
AATSC8Z,-0.4847833870390261
AATSC8c,-0.0005768065826515077
AATSC8d,0.030947905477980663
AATSC8i,-0.061165110074030096
AATSC8m,-2.3809151597912175
AATSC8p,-0.015960590297165057
AATSC8s,-0.1895401946369389
AATSC8v,-4.260987967197545
ATS0are,358.56320000000005
ATS1are,382.0158
ATS2are,666.5749000000001
ATS3are,838.0759999999999
ATS4are,1010.886
ATS5are,892.4629
ATS6are,730.5985000000001
ATS7are,643.8047999999999
ATS8are,712.8379999999999
ATSC0dv,245.65079365079367
ATSC0pe,7.793199999999997
ATSC0se,5.394101553571427
ATSC1dv,49.72108843537414
ATSC1pe,0.36472500000000235
ATSC1se,0.4912484882015308
ATSC2dv,86.67800453514735
ATSC2pe,2.830025000000002
ATSC2se,2.1792154103954093
ATSC3dv,7.845804988662133
ATSC3pe,-0.09572500000000166
ATSC3se,-0.7866941559311231
ATSC4dv,-123.27437641723357
ATSC4pe,-5.406274999999997
ATSC4se,-4.164645393176016
ATSC5dv,-114.88662131519276
ATSC5pe,-4.058574999999997
ATSC5se,-2.5607141616709157
ATSC6dv,8.167800453514742
ATSC6pe,3.8776000000000006
ATSC6se,3.6949335854591823
ATSC7dv,1.8390022675736968
ATSC7pe,3.704849999999998
ATSC7se,2.948486400510202
ATSC8dv,-56.67800453514741
ATSC8pe,-1.3706
ATSC8se,-0.954928859056122
AXp-0dv,0.5818245486937392
AXp-1dv,0.33267829448279257
AXp-2dv,0.19307454599801502
AXp-3dv,0.11194333580516684
AXp-4dv,0.06450361747401176
AXp-5dv,0.03793344323807608
AXp-6dv,0.022227417744226936
AXp-7dv,0.01284913563697559
BertzCT,1213.1280013637734
ECIndex,954
ETA_eta,27.017540208730516
GATS1dv,0.5801875840557932
GATS1pe,0.6282253237720498
GATS1se,0.6079984259966082
GATS2dv,0.7330329203753007
GATS2pe,0.6294512293266373
GATS2se,0.5914340342009657
GATS3dv,0.8589093746111063
GATS3pe,0.7814043962352745
GATS3se,0.8215545004845681
GATS4dv,1.2456607593660947
GATS4pe,1.3880709016762558
GATS4se,1.4467566095978877
GATS5dv,1.2633574475417435
GATS5pe,1.3395411457087703
GATS5se,1.3433211480217286
GATS6dv,0.9927301227261787
GATS6pe,0.7681287576968071
GATS6se,0.6878463451131189
GATS7dv,0.8707030240372188
GATS7pe,0.5510058201627452
GATS7se,0.49347407578630886
GATS8dv,1.0901245505207835
GATS8pe,1.1018110367923093
GATS8se,1.0860092998945825
LogEE_A,4.40038641212498
LogEE_D,220.67816572710802
MATS1dv,0.19211375952267254
MATS1pe,0.04442073359043159
MATS1se,0.086440669846974
MATS2dv,0.19184104670683316
MATS2pe,0.19743550389211625
MATS2se,0.21965032242917884
MATS3dv,0.01324871006959402
MATS3pe,-0.005095230219697795
MATS3se,-0.0604980064552922
MATS4dv,-0.17674435238332104
MATS4pe,-0.2443279853392588
MATS4se,-0.2719254228821657
MATS5dv,-0.1857463122950384
MATS5pe,-0.20683625623065455
MATS5se,-0.1885432109925562
MATS6dv,0.016051550342688573
MATS6pe,0.24020233377639583
MATS6se,0.3306873301402958
MATS7dv,0.0040310555301509045
MATS7pe,0.25598203956901283
MATS7se,0.29433011365914474
MATS8dv,-0.11333904676397638
MATS8pe,-0.08639290573608484
MATS8se,-0.08696311256475878
MAXaaCH,1.9802218676535506
MAXaasC,1.0693899141040666
MAXdssC,-1.1626754129078003
MAXsCH3,1.969137008245491
MAXsssN,2.0051435848256025
MDEC-11,0.4999999999999999
MDEC-12,2.892142148415712
MDEC-13,2.0049216097168006
MDEC-22,12.908492813531442
MDEC-23,20.779805544971598
MDEC-33,5.476987576384804
MDEN-22,0.4999999999999999
MDEN-23,0.6977567595947369
MDEN-33,0.09090909090909091
MDEO-11,1.4422495703074083
MDEO-12,0.45584230583855184
MINaaCH,1.190090264373273
MINaasC,-0.05744010330470428
MINdssC,-1.1626754129078003
MINsCH3,1.969137008245491
MINsssN,1.3767027612238651
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,2.4464285714285716
SM1_Dzi,1.679768775952305
SM1_Dzm,2.441687311855157
SM1_Dzp,-7.060060663388549
SM1_Dzv,-3.1146920280923753
SddssSe,0
SpAD_Dt,638.705381495672
SpAbs_A,41.192097072344076
SpAbs_D,441.35633145421616
SpMAD_A,1.2872530335107526
SpMAD_D,13.792385357944251
SpMax_A,2.453004420242923
SpMax_D,220.67816572710802
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,125.22
TpiPC10,8.617298673540223
VAdjMat,6.129283016944966
VE1_DzZ,5.562199664082307
VE1_Dzi,5.571455319645766
VE1_Dzm,5.562191967139462
VE1_Dzp,5.559894201546442
VE1_Dzv,5.567543183780346
VE2_DzZ,0.1738187395025721
VE2_Dzi,0.1741079787389302
VE2_Dzm,0.1738184989731082
VE2_Dzp,0.1737466937983263
VE2_Dzv,0.17398572449313582
VE3_DzZ,2.879144462866399
VE3_Dzi,2.88080710783055
VE3_Dzm,2.8791430790706647
VE3_Dzp,2.878729889388286
VE3_Dzv,2.880104686329179
VR1_DzZ,211.6118191471944
VR1_Dzi,211.12859415865404
VR1_Dzm,211.61286906525845
VR1_Dzp,212.7262797358243
VR1_Dzv,211.73932365545022
VR2_DzZ,6.612869348349825
VR2_Dzi,6.597768567457939
VR2_Dzm,6.612902158289327
VR2_Dzp,6.64769624174451
VR2_Dzv,6.616853864232819
VR3_DzZ,6.517904364313082
VR3_Dzi,6.515618208630797
VR3_Dzm,6.517909325829238
VR3_Dzp,6.523157077439644
VR3_Dzv,6.518506722493891
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.020412414523193152
Xch-6dv,0.1420965982737182
Xch-7dv,0.2198972074437002
Xpc-4dv,3.480154314524364
Xpc-5dv,4.188689227431653
Xpc-6dv,5.343652640598359
Zagreb1,172.0
Zagreb2,204.0
fragCpx,233.1
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,1
n6FRing,0
n6HRing,1
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,17
nBondsD,3
nBondsM,20
nBondsO,35
nBondsS,39
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,10
naHRing,1
AATS0are,6.402914285714287
AATS1are,6.47484406779661
AATS2are,6.471600970873787
AATS3are,6.2079703703703695
AATS4are,6.35777358490566
AATS5are,6.329524113475177
AATS6are,6.2982629310344835
AATS7are,6.190430769230768
AATS8are,6.2529649122807
AATSC0dv,4.386621315192744
AATSC0pe,0.13916428571428566
AATSC0se,0.0963232420280612
AATSC1dv,0.8427303124639685
AATSC1pe,0.006181779661016989
AATSC1se,0.008326245562737809
AATSC2dv,0.8415340246130811
AATSC2pe,0.027475970873786424
AATSC2se,0.02115743116888747
AATSC3dv,0.05811707399008987
AATSC3pe,-0.0007090740740740864
AATSC3se,-0.005827364118008319
AATSC4dv,-0.7753105435046136
AATSC4pe,-0.03400172955974841
AATSC4se,-0.02619273832186174
AATSC5dv,-0.8147987327318635
AATSC5pe,-0.028784219858156004
AATSC5se,-0.018161093345183798
AATSC6dv,0.07041207287512709
AATSC6pe,0.03342758620689656
AATSC6se,0.031852875736717086
AATSC7dv,0.017682714111285545
AATSC7pe,0.03562355769230768
AATSC7se,0.028350830774136557
AATSC8dv,-0.497175478378486
AATSC8pe,-0.01202280701754386
AATSC8se,-0.00837656893908879
AETA_eta,0.8442981315228286
ATSC0are,8.463192857142856
ATSC1are,0.11392895408163323
ATSC2are,3.222113137755103
ATSC3are,-0.2482077806122455
ATSC4are,-5.967279719387751
ATSC5are,-4.56433558673469
ATSC6are,4.673382653061223
ATSC7are,4.2563061224489775
ATSC8are,-1.512249744897958
BCUTZ-1h,16.013124077091057
BCUTZ-1l,5.693021072826605
BCUTc-1h,0.4638789894271336
BCUTc-1l,-0.4452806079637935
BCUTd-1h,4.048487949383533
BCUTd-1l,0.9706667496848924
BCUTi-1h,14.569006300801117
BCUTi-1l,10.319764213597788
BCUTm-1h,32.06654449445534
BCUTm-1l,11.704942720446038
BCUTp-1h,2.954621416632839
BCUTp-1l,0.7154715330957631
BCUTs-1h,7.014584149027234
BCUTs-1l,0.29758828705426726
BCUTv-1h,24.441834238199114
BCUTv-1l,14.68166305562395
BalabanJ,1.2345045392829859
Diameter,18
ETA_beta,42.0
GATS1are,0.6714509216544342
GATS2are,0.6291211693130735
GATS3are,0.7829067412954613
GATS4are,1.4046696993327261
GATS5are,1.3565498390021649
GATS6are,0.743356598959103
GATS7are,0.5269719667148194
GATS8are,1.103233419182007
HybRatio,0.3181818181818182
Lipinski,True
LogEE_Dt,319.352690747836
MATS1are,0.012777205747497493
MATS2are,0.20699380619713958
MATS3are,-0.012165652642946367
MATS4are,-0.24833221440851252
MATS5are,-0.2141964380989262
MATS6are,0.2665797414320597
MATS7are,0.2708028969141163
MATS8are,-0.08777532739107519
MAXddssS,-3.7732364243200283
MAXssCH2,0.5407260469742433
MAXsssCH,-0.03323864113546682
MINddssS,-3.7732364243200283
MINssCH2,0.2912143609356812
MINsssCH,-0.03323864113546682
NsssssAs,0
RotRatio,0.17142857142857143
SM1_Dzpe,1.9499694002447985
SM1_Dzse,1.8748820777026522
SMR_VSA1,22.841956500214813
SMR_VSA2,0.0
SMR_VSA3,14.445857769368889
SMR_VSA4,0.0
SMR_VSA5,23.655032767531186
SMR_VSA6,32.08476650803001
SMR_VSA7,59.98511196141578
SMR_VSA8,0.0
SMR_VSA9,11.387855989696924
SpAD_DzZ,320.4408131920247
SpAD_Dzi,349.3125959979743
SpAD_Dzm,320.4688356155333
SpAD_Dzp,425.30476343506507
SpAD_Dzv,410.59740145735157
SpAbs_Dt,638.7053814956721
SpDiam_A,4.892965486648084
SpDiam_D,342.36279976572393
SpMAD_Dt,19.95954317173975
SpMax_Dt,319.352690747836
SsssssAs,0
VE1_Dzpe,5.5702939745087345
VE1_Dzse,5.5696279754600795
VE2_Dzpe,0.17407168670339795
VE2_Dzse,0.17405087423312748
VE3_Dzpe,2.8805986405404367
VE3_Dzse,2.880479070753065
VMcGowan,324.3200000000011
VR1_Dzpe,211.0823454404556
VR1_Dzse,211.129735082286
VR2_Dzpe,6.596323295014238
VR2_Dzse,6.597804221321438
VR3_Dzpe,6.515399129900022
VR3_Dzse,6.515623612543771
mZagreb1,10.92361111111111
mZagreb2,6.8611111111111125
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,1
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,11
nBondsKS,48
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.151128443877551
AATSC1are,0.001930999221722597
AATSC2are,0.031282651822865076
AATSC3are,-0.0018385761526833
AATSC4are,-0.037530061128224844
AATSC5are,-0.03237117437400489
AATSC6are,0.04028778149190709
AATSC7are,0.04092602040816325
AATSC8are,-0.013265348639455771
AETA_beta,1.3125
BCUTdv-1h,6.033782299799475
BCUTdv-1l,0.6449086811971401
BCUTpe-1h,3.5375471894344304
BCUTpe-1l,2.2374841890556283
BCUTse-1h,3.7685690842952693
BCUTse-1l,2.436320449770407
ETA_alpha,15.100000000000001
ETA_dBeta,0.0
ETA_eta_B,0.6621562356698227
ETA_eta_F,34.77399497854428
ETA_eta_L,7.112810033187004
ETA_eta_R,61.791535187274796
ETA_psi_1,0.5373665480427049
LabuteASA,185.88047791006943
LogEE_DzZ,159.91061173684898
LogEE_Dzi,174.70879077323565
LogEE_Dzm,159.92414271442664
LogEE_Dzp,211.338486553365
LogEE_Dzv,204.81203009928635
PEOE_VSA1,14.529532062664531
PEOE_VSA2,0.0
PEOE_VSA3,13.212334168400758
PEOE_VSA4,9.289194512243443
PEOE_VSA5,0.0
PEOE_VSA6,11.223030325587056
PEOE_VSA7,55.306212725083284
PEOE_VSA8,44.353600589721474
PEOE_VSA9,10.45893496721477
SM1_Dzare,2.1466522744089893
SpAD_Dzpe,350.65935213975854
SpAD_Dzse,350.09684059880226
SpAbs_DzZ,318.34312387911945
SpAbs_Dzi,347.81394917117495
SpAbs_Dzm,318.37507779442024
SpAbs_Dzp,429.7370337701185
SpAbs_Dzv,412.73875222666504
SpDiam_Dt,464.38219571752205
SpMAD_DzZ,10.013775412250771
SpMAD_Dzi,10.916018624936697
SpMAD_Dzm,10.014651112985415
SpMAD_Dzp,13.290773857345783
SpMAD_Dzv,12.831168795542236
SpMax_DzZ,159.91061173684898
SpMax_Dzi,174.70879077323565
SpMax_Dzm,159.92414271442664
SpMax_Dzp,211.338486553365
SpMax_Dzv,204.81203009928635
VE1_Dzare,5.570641238156174
VE2_Dzare,0.17408253869238044
VE3_Dzare,2.880660980665556
VR1_Dzare,211.03854217468083
VR2_Dzare,6.594954442958776
VR3_Dzare,6.515191590935629
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,17
nAromBond,17
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.47187500000000004
AETA_dBeta,0.0
AETA_eta_B,0.02069238236468196
AETA_eta_F,1.0866873430795088
AETA_eta_L,0.22227531353709387
AETA_eta_R,1.9309854746023374
BCUTare-1h,3.5818738108134514
BCUTare-1l,2.1841364153778025
ETA_beta_s,21.0
ETA_dPsi_A,0.17663345195729507
ETA_dPsi_B,0.0
ETA_eta_BR,1.0061562356698226
ETA_eta_FL,8.13924729351627
ETA_eta_RL,15.252057326703273
LogEE_Dzpe,175.39061261363693
LogEE_Dzse,175.10701036432937
PEOE_VSA10,0.0
PEOE_VSA11,0.0
PEOE_VSA12,21.73841957343342
PEOE_VSA13,0.0
SlogP_VSA1,4.899909730850478
SlogP_VSA2,61.1243442136699
SlogP_VSA3,10.023291153407584
SlogP_VSA4,0.0
SlogP_VSA5,35.00826188980814
SlogP_VSA6,57.949514960184004
SlogP_VSA7,0.0
SlogP_VSA8,11.387855989696924
SlogP_VSA9,0.0
SpAD_Dzare,349.1975337263259
SpAbs_Dzpe,348.87002808735525
SpAbs_Dzse,348.3690468716951
SpDiam_DzZ,252.28491127483966
SpDiam_Dzi,274.9428645844039
SpDiam_Dzm,252.3052835741455
SpDiam_Dzp,330.1566221552415
SpDiam_Dzv,321.76480842393175
SpMAD_Dzpe,10.958104754367454
SpMAD_Dzse,10.94052626871257
SpMax_Dzpe,175.39061261363693
SpMax_Dzse,175.10701036432937
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,32
AETA_beta_s,0.65625
AETA_eta_BR,0.031442382364681956
AETA_eta_FL,0.25435147792238344
AETA_eta_RL,0.4766267914594773
DetourIndex,4979
EState_VSA1,15.992596441359433
EState_VSA2,16.376841013376165
EState_VSA3,37.646284477703006
EState_VSA4,11.250837766380558
EState_VSA5,28.570684265142674
EState_VSA6,0.0
EState_VSA7,43.2607219700513
EState_VSA8,10.140641778072654
EState_VSA9,9.629622331814055
ETA_beta_ns,21.0
ETA_shape_p,0.15452538631346574
ETA_shape_x,0.05518763796909492
ETA_shape_y,0.3178807947019867
GhoseFilter,True
LogEE_Dzare,174.66584974673825
SlogP_VSA10,5.687386274683562
SlogP_VSA11,0.0
SpAbs_Dzare,347.23657977859693
SpDiam_Dzpe,276.3946784177019
SpDiam_Dzse,275.9355644109821
SpMAD_Dzare,10.912422928947684
SpMax_Dzare,174.66584974673825
TopoPSA(NO),116.84
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,32.75147284014368
VSA_EState9,51.43843025084301
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.65625
EState_VSA10,13.212334168400758
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.028124999999999956
FilterItLogS,-4.462004323672004
SpDiam_Dzare,275.29672828382877
ETA_beta_ns_d,0.5
ETA_epsilon_1,0.6303571428571423
ETA_epsilon_2,0.8781249999999996
ETA_epsilon_3,0.44222222222222146
ETA_epsilon_4,0.5720588235294108
ETA_epsilon_5,0.8606060606060603
AETA_beta_ns_d,0.015625
ETA_dEpsilon_A,0.18813492063492082
ETA_dEpsilon_B,0.05829831932773144
ETA_dEpsilon_C,-0.12983660130718938
ETA_dEpsilon_D,0.017518939393939337
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.75
MDEDescriptor,"0.4999999999999999,2.892142148415712,2.0049216097168006,0.0,12.908492813531442,20.779805544971598,0.0,5.476987576384804,0.0,0.0,1.4422495703074083,0.45584230583855184,0.0,0.0,0.0,0.0,0.4999999999999999,0.6977567595947369,0.09090909090909091"
APolDescriptor,66.03303199999996
BCUTDescriptor,"11.850000000000003,31.972072640442715,-0.3278129797240702,0.2907959077755364,4.37941004089054,12.050070058245852"
BPolDescriptor,40.86696799999999
TPSADescriptor,125.22
ALOGPDescriptor,"1.8827000000000003,3.544559290000001,117.19529999999997"
XLogPDescriptor,3.317
VAdjMaDescriptor,6.129283016944966
WeightDescriptor,456.14674105999995
ChiPathDescriptor,"22.880104409694468,15.252057326703273,14.55278538571299,12.140199254944829,9.368873763416204,7.213141223003338,5.321662031958208,3.9882586016419603,18.005630748170173,10.563018412793728,8.392443054666103,6.078338569705396,4.086999976760616,2.8236232622105404,1.712726683051299,1.0939494808168069"
ChiChainDescriptor,"0.0,0.0,0.11785113019775793,0.3860827634879543,0.5075172228590032,0.0,0.0,0.020412414523193152,0.14209659827371818,0.16332308758922534"
AtomCountDescriptor,56
BondCountDescriptor,35
SmallRingDescriptor,"4,3,4,3,0,0,1,3,0,0,0"
ChiClusterDescriptor,"2.866025403784439,0.16666666666666666,1.1220084679281461,0.16666666666666666,1.2046860914597977,0.022807522979332223,0.2656876648039846,0.01900626914944352"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,3,10,2,2,2,1,0"
ZagrebIndexDescriptor,172.0
LargestChainDescriptor,19
MannholdLogPDescriptor,2.78
WeightedPathDescriptor,"65.07878303581958,2.033711969869362,29.22765038857484,12.968589350193579,12.741782138018266"
FractionalPSADescriptor,0.274516923455404
WienerNumbersDescriptor,"3399.0,53.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"6.794462165752744,8.881824949808939,11.41534913700255,2.455975218651596,2.8261618548723906,3.122650499388067"
FractionalCSP3Descriptor,0.3181818181818182
KierHallSmartsDescriptor,"0,0,0,0,0,0,2,0,4,0,0,8,1,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,13
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,1
KappaShapeIndicesDescriptor,"25.103673469387754,10.726643598615917,5.8142125194920915"
AromaticAtomsCountDescriptor,17
AromaticBondsCountDescriptor,17
FragmentComplexityDescriptor,2489.1
HBondAcceptorCountDescriptor,7
HybridizationRatioDescriptor,0.3181818181818182
AutocorrelationDescriptorMass,"43.44001942126066,46.7752323727875,64.73663324318952,66.6547036733657,60.31701044594528"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,6
AutocorrelationDescriptorCharge,"0.6490156038384193,-0.39298005085471843,0.16768086983335231,-0.0050878520665092256,-0.09338487444558617"
EccentricConnectivityIndexDescriptor,954
AutocorrelationDescriptorPolarizability,"2385.3322738985603,2812.007787456359,4006.412982581698,4042.4090573616068,3543.9968793448156"
