DLiP-ID,C100JV
AATS5s,2.3808116627265554
AATS5v,135.20145138454856
AATS6Z,12.092436974789916
AATS6d,2.361344537815126
AATS6i,166.11646094698204
AATS6m,41.11464475630251
AATS6p,1.1257138271766134
AATS6s,2.4649859943977583
AATS6v,144.6330255911567
AATS7Z,12.845454545454546
AATS7d,2.6
AATS7i,160.8929913809897
AATS7m,44.84748283636363
AATS7p,1.2568420288679083
AATS7s,2.075
AATS7v,161.39316597739688
AATS8Z,12.149122807017545
AATS8d,2.3596491228070176
AATS8i,156.79309381986
AATS8m,40.284205859649106
AATS8p,1.2741634014700354
AATS8s,2.31140350877193
AATS8v,159.38159989285154
AMID_C,1.7277884658792217
AMID_N,0.23956061056311442
AMID_O,0.06574902209857043
AMID_X,0.0
AMID_h,0.30530963266168487
ATS0dv,298.0
ATS0pe,329.4759
ATS0se,412.22394799999995
ATS1dv,300.0
ATS1pe,364.60600000000005
ATS1se,438.58253999999977
ATS2dv,369.0
ATS2pe,627.3010999999998
ATS2se,768.9082319999998
ATS3dv,355.0
ATS3pe,801.4508
ATS3se,993.3441919999998
ATS4dv,287.0
ATS4pe,881.4355000000002
ATS4se,1117.552728
ATS5dv,285.0
ATS5pe,821.5870000000001
ATS5se,1041.661256
ATS6dv,270.0
ATS6pe,711.3257
ATS6se,895.4419439999998
ATS7dv,225.0
ATS7pe,639.4785
ATS7se,804.3939519999999
ATS8dv,208.0
ATS8pe,671.4305
ATS8se,840.2985199999998
ATSC0Z,382.0
ATSC0c,0.5579375435440923
ATSC0d,27.839285714285708
ATSC0i,82.00904277291005
ATSC0m,1832.5274115535715
ATSC0p,13.002777706585125
ATSC0s,42.13839285714286
ATSC0v,2925.483179568355
ATSC1Z,22.5
ATSC1c,-0.2309663793250433
ATSC1d,7.970025510204078
ATSC1i,-16.32124053164236
ATSC1m,105.08085876594367
ATSC1p,-0.722663601998719
ATSC1s,-0.9166489512471693
ATSC1v,-36.01196127340009
ATSC2Z,-5.5
ATSC2c,-0.09008772227107827
ATSC2d,-9.403698979591837
ATSC2i,9.847853746006143
ATSC2m,-24.422619865433944
ATSC2p,0.8648168121248431
ATSC2s,4.847133645124711
ATSC2v,116.98031383471591
ATSC3Z,-189.75
ATSC3c,0.08179100924588542
ATSC3d,-11.33258928571429
ATSC3i,3.939727990942527
ATSC3m,-911.4685793683038
ATSC3p,-4.0748852610481725
ATSC3s,-7.222532242063495
ATSC3v,-1236.517969254267
ATSC4Z,-5.0
ATSC4c,-0.06777296871545142
ATSC4d,-5.933035714285717
ATSC4i,-29.561564393922215
ATSC4m,-35.47607239732129
ATSC4p,-3.812875417034718
ATSC4s,5.104538690476194
ATSC4v,-541.8229295624735
ATSC5Z,46.25
ATSC5c,-0.003380472049131821
ATSC5d,5.9225127551020424
ATSC5i,-16.234777317993494
ATSC5m,220.6154226597577
ATSC5p,-0.2775929209402959
ATSC5s,-3.7601597930839032
ATSC5v,149.85052841198603
ATSC6Z,-43.25
ATSC6c,0.08244538062365744
ATSC6d,2.716517857142857
ATSC6i,24.076228178861527
ATSC6m,-193.70017510491084
ATSC6p,2.885575674945984
ATSC6s,-20.07483878968255
ATSC6v,257.22071758837865
ATSC7Z,37.5
ATSC7c,-0.06333960378868103
ATSC7d,-7.791454081632654
ATSC7i,11.072898901829715
ATSC7m,181.84717055548458
ATSC7p,1.4827169242984681
ATSC7s,2.956827522675739
ATSC7v,372.79474149306907
ATSC8Z,-225.0
ATSC8c,-0.02077340386836336
ATSC8d,-2.7085459183673457
ATSC8i,-45.720356433726366
ATSC8m,-1081.4571143054848
ATSC8p,-7.352439234482718
ATSC8s,-15.953355300453524
ATSC8v,-1777.3486959927218
AXp-0d,0.7060098949814331
AXp-1d,0.45163299270082835
AXp-2d,0.30404881240749276
AXp-3d,0.19923967597880687
AXp-4d,0.1330965310745165
AXp-5d,0.087946585767969
AXp-6d,0.05748217903521595
AXp-7d,0.03896743810047497
GATS1Z,0.9284166817115003
GATS1c,1.529253238497092
GATS1d,0.8685939262568846
GATS1i,1.4179215283981201
GATS1m,0.9331512052339782
GATS1p,1.1566556928504799
GATS1s,0.6060410484096511
GATS1v,1.0756638606524944
GATS2Z,1.0205574376347397
GATS2c,1.4667052995504706
GATS2d,1.559194556591078
GATS2i,1.0915940675304607
GATS2m,1.0189856932185557
GATS2p,0.9595018265842923
GATS2s,0.5790327572919198
GATS2v,0.9648259834060952
GATS3Z,1.211372672518994
GATS3c,1.1304932647717698
GATS3d,1.2106275952871277
GATS3i,1.0604259734797585
GATS3m,1.2104617866739065
GATS3p,1.1269998330856337
GATS3s,1.078281040029887
GATS3v,1.162567327508296
GATS4Z,0.9699887808526552
GATS4c,1.0242526495459143
GATS4d,1.0070558050032075
GATS4i,1.0822112247036904
GATS4m,0.9735846709391117
GATS4p,1.0858150085202527
GATS4s,0.7456062906852187
GATS4v,1.0513464524224472
GATS5Z,0.9761984330325647
GATS5c,1.3202067493900016
GATS5d,0.8827262429544309
GATS5i,1.014247753808355
GATS5m,0.9715317348664027
GATS5p,0.9394333513558033
GATS5s,1.7206264337113484
GATS5v,0.9182404537139078
GATS6Z,1.1179550354173082
GATS6c,1.3728352705416447
GATS6d,0.9463079651360226
GATS6i,0.8425904236674844
GATS6m,1.1056584863851655
GATS6p,0.8046959835295964
GATS6s,2.325728257189092
GATS6v,0.8725037947698105
GATS7Z,0.9240837696335078
GATS7c,1.1151658943090341
GATS7d,1.2931366260423351
GATS7i,0.9378939313286855
GATS7m,0.9247246072916173
GATS7p,0.9247371615026142
GATS7s,0.5736718814375347
GATS7v,0.9210117730703955
GATS8Z,1.2711835216313034
GATS8c,0.8392814331828214
GATS8d,0.8318422740623208
GATS8i,1.2745735954647228
GATS8m,1.2717086722233308
GATS8p,1.294584385426762
GATS8s,1.48014324872935
GATS8v,1.2995595147933845
MATS1Z,0.05686947102365048
MATS1c,-0.39968993662040586
MATS1d,0.27641503174006316
MATS1i,-0.1921548965964152
MATS1m,0.055364727554852666
MATS1p,-0.05366116249866162
MATS1s,-0.02100318276783501
MATS1v,-0.011885274114097634
MATS2Z,-0.007904732573657735
MATS2c,-0.088647782399752
MATS2d,-0.1854507036939215
MATS2i,0.06592766625383463
MATS2m,-0.007316942216790724
MATS2p,0.03651538138719968
MATS2s,0.06315313025894274
MATS2v,0.02195346275632286
MATS3Z,-0.20914852576467347
MATS3c,0.061724327536235246
MATS3d,-0.17139866986259758
MATS3i,0.02022743812392785
MATS3m,-0.20942455841312244
MATS3p,-0.13195189529985424
MATS3s,-0.07216853802408697
MATS3v,-0.17796689059274767
MATS4Z,-0.0047596382674916695
MATS4c,-0.044171101553735444
MATS4d,-0.07749723015919302
MATS4i,-0.13107895685814538
MATS4m,-0.0070396709382511535
MATS4p,-0.10663107398558459
MATS4s,0.044049992455543925
MATS4v,-0.06734836871288047
MATS5Z,0.04808584902157366
MATS5c,-0.00240636043148418
MATS5d,0.0844922413440149
MATS5i,-0.07862370542703935
MATS5m,0.04781391490049123
MATS5p,-0.008478932210940279
MATS5s,-0.0354402884399526
MATS5v,0.020343683360898986
MATS6Z,-0.053279950723744994
MATS6c,0.06953793775803278
MATS6d,0.0459193298871826
MATS6i,0.13815537101929906
MATS6m,-0.049741697179582316
MATS6p,0.10443291389906323
MATS6s,-0.22418944623440368
MATS6v,0.041376085980047064
MATS7Z,0.04997620180866254
MATS7c,-0.057794312010999015
MATS7d,-0.14248061111435076
MATS7i,0.06873769010831961
MATS7m,0.05051861204914636
MATS7p,0.058052035030430764
MATS7s,0.035722625128282524
MATS7v,0.06487352761980991
MATS8Z,-0.2893359052080463
MATS8c,-0.018289644085269716
MATS8d,-0.04779266961502537
MATS8i,-0.27386153647548117
MATS8m,-0.2898958497910861
MATS8p,-0.2777656142201065
MATS8s,-0.18597614682726293
MATS8v,-0.29844081007164003
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,6
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,9
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,34.86550009186301
SpAD_D,365.1213722073543
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,5.267257087971547
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,566
TMWC10,129.70236073409717
TSRW10,61.49822550291149
VE1_Dt,5.110838033867371
VE2_Dt,0.1892902975506434
VE3_Dt,2.6246151625794405
VR1_Dt,160.9926945524105
VR2_Dt,5.962692390830019
VR3_Dt,6.074610761514383
Xc-3dv,0.8677946121432552
Xc-4dv,0.0
Xc-5dv,0.041666666666666664
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.25343678769327627
Xch-7d,0.37421519976688433
Xp-0dv,16.318818860479325
Xp-1dv,9.634018364553784
Xp-2dv,7.256360584112483
Xp-3dv,4.961603197176821
Xp-4dv,3.37865741971581
Xp-5dv,2.2699711958192124
Xp-6dv,1.172330831180611
Xp-7dv,0.6922459471958919
Xpc-4d,2.9446858825573496
Xpc-5d,4.241140249683299
Xpc-6d,5.758601215950176
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,58
nFRing,0
nHBAcc,3
nHBDon,1
nHRing,1
nSpiro,0
naRing,2
piPC10,5.788334232037782
AATS0dv,5.321428571428571
AATS0pe,5.883498214285715
AATS0se,7.361141928571428
AATS1dv,5.172413793103448
AATS1pe,6.286310344827587
AATS1se,7.5617679310344785
AATS2dv,3.6176470588235294
AATS2pe,6.150010784313723
AATS2se,7.538315999999997
AATS3dv,2.669172932330827
AATS3pe,6.0259458646616535
AATS3se,7.4687533233082695
AATS4dv,1.8636363636363635
AATS4pe,5.723607142857144
AATS4se,7.256835896103896
AATS5dv,2.021276595744681
AATS5pe,5.826858156028369
AATS5se,7.387668482269504
AATS6dv,2.26890756302521
AATS6pe,5.977526890756303
AATS6se,7.524722218487393
AATS7dv,2.0454545454545454
AATS7pe,5.813440909090909
AATS7se,7.31267229090909
AATS8dv,1.8245614035087718
AATS8pe,5.889741228070176
AATS8se,7.371039649122806
AATSC0Z,6.821428571428571
AATSC0c,0.00996317042043022
AATSC0d,0.4971301020408162
AATSC0i,1.4644471923733937
AATSC0m,32.72370377774235
AATSC0p,0.23219245904616295
AATSC0s,0.7524713010204083
AATSC0v,52.24077106372062
AATSC1Z,0.3879310344827586
AATSC1c,-0.003982178953880057
AATSC1d,0.13741423293455307
AATSC1i,-0.28140069882142
AATSC1m,1.8117389442404082
AATSC1p,-0.012459717275839983
AATSC1s,-0.015804292262882227
AATSC1v,-0.6208958840241394
AATSC2Z,-0.05392156862745098
AATSC2c,-0.0008832129634419438
AATSC2d,-0.09219312725090037
AATSC2i,0.09654758574515826
AATSC2m,-0.2394374496611171
AATSC2p,0.008478596197302382
AATSC2s,0.04752091808945796
AATSC2v,1.1468658219089796
AATSC3Z,-1.4266917293233083
AATSC3c,0.0006149699943299655
AATSC3d,-0.08520743823845331
AATSC3i,0.029622014969492686
AATSC3m,-6.853147213295517
AATSC3p,-0.03063823504547498
AATSC3s,-0.054304753699725525
AATSC3v,-9.297127588377947
AATSC4Z,-0.032467532467532464
AATSC4c,-0.00044008421243799627
AATSC4d,-0.038526205936920244
AATSC4i,-0.19195821035014424
AATSC4m,-0.23036410647611227
AATSC4p,-0.02475893127944622
AATSC4s,0.0331463551329623
AATSC4v,-3.518330711444633
AATSC5Z,0.3280141843971631
AATSC5c,-2.3974979071856884e-05
AATSC5d,0.04200363656100739
AATSC5i,-0.11514026466662053
AATSC5m,1.564648387657856
AATSC5p,-0.0019687441201439427
AATSC5s,-0.02666779995094967
AATSC5v,1.0627697050495464
AATSC6Z,-0.3634453781512605
