DLiP-ID,C000EL
WPol,45
apol,47.471859999999985
bpol,23.536139999999996
nRot,0
ABCGG,14.741677245932205
ATS0Z,896.0
ATS0d,150.0
ATS0i,6663.79966360248
ATS0m,3529.243582
ATS0p,63.81097009698001
ATS0s,184.8125
ATS0v,9317.66835274894
ATS1Z,1068.0
ATS1d,196.0
ATS1i,6338.505745807996
ATS1m,4040.344256999999
ATS1p,86.19514620000004
ATS1s,125.48611111111111
ATS1v,12399.505272449584
ATS2Z,1733.0
ATS2d,345.0
ATS2i,12625.591510969542
ATS2m,6514.539371999999
ATS2p,141.66491303503713
ATS2s,220.31944444444446
ATS2v,20105.378702227223
ATS3Z,2126.0
ATS3d,396.0
ATS3i,17378.786753970533
ATS3m,7790.936820999999
ATS3p,177.97703401388605
ATS3s,351.59722222222206
ATS3v,24585.69702660731
ATS4Z,2115.0
ATS4d,395.0
ATS4i,21548.329012398965
ATS4m,7584.1536019999985
ATS4p,180.862882580319
ATS4s,387.1388888888888
ATS4v,24388.996165322063
ATS5Z,1738.0
ATS5d,327.0
ATS5i,19668.400761447283
ATS5m,5997.153095000002
ATS5p,153.98351498667802
ATS5s,383.1666666666665
ATS5v,20331.672731416456
ATS6Z,1265.0
ATS6d,249.0
ATS6i,16680.064270513572
ATS6m,4290.4848379999985
ATS6p,114.37116895892296
ATS6s,302.2638888888891
ATS6v,14960.71221005464
ATS7Z,934.0
ATS7d,177.0
ATS7i,11307.235158495449
ATS7m,3092.8885109999997
ATS7p,82.61907790679203
ATS7s,231.20833333333326
ATS7v,10958.65785474555
ATS8Z,581.0
ATS8d,128.0
ATS8i,9622.748384612038
ATS8m,1736.0737040000004
ATS8p,63.82115597964102
ATS8s,154.83333333333337
ATS8v,7963.25902951396
C1SP1,0
C1SP2,0
C1SP3,4
C2SP1,0
C2SP2,5
C2SP3,3
C3SP2,5
C3SP3,1
C4SP3,1
FCSP3,0.47368421052631576
GGI10,0.0
JGI10,0.0
JGT10,0.524886316302887
Kier1,15.5232
Kier2,5.25
Kier3,2.183280666475151
MAXdO,12.748456160241874
MID_C,39.80878238926902
MID_N,0.0
MID_O,5.623643501003357
MID_X,0.0
MID_h,5.623643501003357
MINdO,12.539653486394556
MPC10,208
MWC01,25.0
MWC02,4.875197323201151
MWC03,5.796057750765372
MWC04,6.75110146893676
MWC05,7.688455356549944
MWC06,8.644882552557126
MWC07,9.587611745713565
MWC08,10.543998432015464
MWC09,11.48935996694752
MWC10,12.445432007039237
NaaCH,2
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,4
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,4
NdssS,0
NsCH3,3
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,3.4433000000000025
SRW02,3.9318256327243257
SRW03,0.0
SRW04,5.351858133476067
SRW05,2.3978952727983707
SRW06,6.981934677156389
SRW07,4.727387818712341
SRW08,8.713253274320705
SRW09,6.842683282238422
SRW10,10.499049467245019
SaaCH,4.117380479969765
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,3.73525321239607
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0.5377118764172348
SdssS,0
SsCH3,6.371751674435206
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.295304869949384
VE1_D,4.629983557602962
VE2_A,0.19524113045224475
VE2_D,0.2104537980728619
VE3_A,2.2459798958073987
VE3_D,2.321010677182449
VR1_A,128.3102763703224
VR1_D,126.77847485210071
VR2_A,5.83228528956011
VR2_D,5.76265794782276
VR3_A,5.642908725195481
VR3_D,5.630898631270195
WPath,891
Xc-3d,2.4194008983910598
Xc-4d,0.2041241452319315
Xc-5d,0.8422472294032699
Xc-6d,0.08333333333333333
Xp-0d,15.64589989101247
Xp-1d,10.41552078507628
Xp-2d,10.483785098397323
Xp-3d,9.379275388946416
Xp-4d,8.357205020055842
Xp-5d,6.807814835386661
Xp-6d,5.137375000603289
Xp-7d,3.913012477322678
ZMIC0,75.7389006943975
ZMIC1,37.90341518970523
ZMIC2,26.940849608812158
ZMIC3,23.967443236719117
ZMIC4,23.967443236719117
ZMIC5,23.967443236719117
nAcid,0
nAtom,42
nBase,0
nRing,4
piPC1,3.4657359027997265
piPC2,4.102643365036796
piPC3,4.760034896549007
piPC4,5.346512115397705
piPC5,5.889743234842695
piPC6,6.2871612911039
piPC7,6.701384340180657
piPC8,7.016217230212732
piPC9,7.313074543122253
AATS0Z,21.333333333333332
AATS0d,3.5714285714285716
AATS0i,158.66189675244
AATS0m,84.0296090952381
AATS0p,1.5193088118328573
AATS0s,4.400297619047619
AATS0v,221.8492464940224
AATS1Z,23.733333333333334
AATS1d,4.355555555555555
AATS1i,140.8556832401777
AATS1m,89.78542793333331
AATS1p,1.9154476933333342
AATS1s,2.7885802469135803
AATS1v,275.54456160999075
AATS2Z,20.388235294117646
AATS2d,4.0588235294117645
AATS2i,148.53637071728872
AATS2m,76.64163967058823
AATS2p,1.666646035706319
AATS2s,2.5919934640522877
AATS2v,236.53386708502615
AATS3Z,18.32758620689655
AATS3d,3.413793103448276
AATS3i,149.81712718940113
AATS3m,67.16324845689654
AATS3p,1.5342847759817764
AATS3s,3.031010536398466
AATS3v,211.94566402247682
AATS4Z,15.326086956521738
AATS4d,2.86231884057971
AATS4i,156.14731168405046
AATS4m,54.95763479710144
AATS4p,1.3106005984081086
AATS4s,2.8053542673107885
AATS4v,176.73185627044973
AATS5Z,13.904
AATS5d,2.616
AATS5i,157.34720609157827
AATS5m,47.97722476000002
AATS5p,1.231868119893424
AATS5s,3.065333333333332
AATS5v,162.65338185133166
AATS6Z,12.281553398058252
AATS6d,2.4174757281553396
AATS6i,161.9423715583842
AATS6m,41.655192601941735
AATS6p,1.11039969863032
AATS6s,2.934600862998923
AATS6v,145.24963310732662
AATS7Z,13.154929577464788
AATS7d,2.492957746478873
AATS7i,159.25683321824576
AATS7m,43.5618100140845
AATS7p,1.1636489846027047
AATS7s,3.2564553990610317
AATS7v,154.34729372881057
AATS8Z,9.847457627118644
AATS8d,2.169491525423729
AATS8i,163.09743024766166
AATS8m,29.424978033898313
AATS8p,1.0817145081295088
AATS8s,2.6242937853107353
AATS8v,134.97049202566035
AMID_C,1.8094901086031372
AMID_N,0.0
AMID_O,0.25562015913651626
AMID_X,0.0
AMID_h,0.25562015913651626
ATS0dv,298.0
ATS0pe,255.8483
ATS0se,317.69423199999994
ATS1dv,314.0
ATS1pe,283.8405
ATS1se,340.8390119999998
ATS2dv,497.0
ATS2pe,522.3424999999997
ATS2se,638.8855440000001
ATS3dv,572.0
ATS3pe,710.1265999999996
ATS3se,872.1851560000002
ATS4dv,507.0
ATS4pe,830.1501
ATS4se,1035.1194320000002
ATS5dv,362.0
ATS5pe,759.5835999999995
ATS5se,948.311948
ATS6dv,207.0
ATS6pe,620.285
ATS6se,782.18492
ATS7dv,100.0
ATS7pe,444.60850000000005
ATS7se,554.0579639999997
ATS8dv,26.0
ATS8pe,362.52799999999996
ATS8se,457.3874240000001
ATSC0Z,301.61904761904765
ATSC0c,0.5985388300984197
ATSC0d,33.333333333333336
ATSC0i,57.00742943428709
ATSC0m,1437.9862973333331
ATSC0p,10.154363147941904
ATSC0s,70.08217592592592
ATSC0v,2202.8292182286277
ATSC1Z,19.503401360544224
ATSC1c,-0.15674385470213364
ATSC1d,17.66666666666666
ATSC1i,1.9069345289066995
ATSC1m,93.40537600000005
ATSC1p,0.405410431597963
ATSC1s,-1.7089120370370363
ATSC1v,127.25145048739458
ATSC2Z,122.0090702947846
ATSC2c,-0.19434797650203575
ATSC2d,6.111111111111109
ATSC2i,20.724761291993058
ATSC2m,588.6329907777779
ATSC2p,3.9648806012131486
ATSC2s,6.124035493827165
ATSC2v,983.923654405363
ATSC3Z,32.052154195011354
ATSC3c,-0.03523218825372433
ATSC3d,-3.4444444444444495
ATSC3i,-15.83717688442054
ATSC3m,137.59299755555566
ATSC3p,-2.608915328849256
ATSC3s,32.427469135802475
ATSC3v,-312.79183087672135
ATSC4Z,84.108843537415
ATSC4c,0.012875535817343037
ATSC4d,-11.666666666666664
ATSC4i,-8.711381639773734
ATSC4m,389.14214966666674
ATSC4p,-1.1597614845667814
ATSC4s,13.611111111111105
ATSC4v,92.26238606243751
ATSC5Z,-119.48526077097503
ATSC5c,0.11946124550217771
ATSC5d,-10.777777777777779
ATSC5i,-27.808280108016557
ATSC5m,-580.0293317777774
ATSC5p,-5.099989328272428
ATSC5s,-16.50713734567901
ATSC5v,-1122.123985620742
ATSC6Z,-53.63718820861678
ATSC6c,-0.006607012593773682
ATSC6d,-9.888888888888882
ATSC6i,1.3573094087187698
ATSC6m,-245.94483388888906
ATSC6p,0.18262958209165986
ATSC6s,-30.24286265432098
ATSC6v,-73.14390468961686
ATSC7Z,-205.4988662131519
ATSC7c,0.07373390261160456
ATSC7d,-14.111111111111107
ATSC7i,-17.176358416599122
ATSC7m,-972.563840444444
ATSC7p,-3.5001917974226484
ATSC7s,-33.48861882716051
ATSC7v,-1098.9501720862752
ATSC8Z,-239.27437641723347
ATSC8c,-0.15548076445621126
ATSC8d,-14.777777777777782
ATSC8i,6.167133907697604
ATSC8m,-1118.9352274444443
ATSC8p,0.19426086950879828
ATSC8s,-32.73398919753087
ATSC8v,-709.0559916678352
AXp-0d,0.711177267773294
AXp-1d,0.41662083140305123
AXp-2d,0.26209462745993306
AXp-3d,0.15897076930417656
AXp-4d,0.09832005905948049
AXp-5d,0.06024614898572266
AXp-6d,0.03749908759564445
AXp-7d,0.02329174093644451
GATS1Z,0.7793495421534575
GATS1c,1.146949693158955
GATS1d,0.7379999999999999
GATS1i,1.0514305880461317
GATS1m,0.7872305504574568
GATS1p,1.0382285216845042
GATS1s,0.5171354175268231
GATS1v,0.9596449878283133
GATS2Z,0.7004550604580323
GATS2c,1.0895498481490007
GATS2d,1.2951176470588235
GATS2i,0.8584807614928647
GATS2m,0.7032037352543777
GATS2p,0.8432385599409099
GATS2s,0.5129266821260056
GATS2v,0.7841150532594748
GATS3Z,0.8724324390536023
GATS3c,0.9065766331394636
GATS3d,1.1716810344827584
GATS3i,1.1213927938030621
GATS3m,0.8803684107854884
GATS3p,1.112314241468677
GATS3s,0.5620873028663782
GATS3v,1.0457512279300636
GATS4Z,0.8830723768207466
GATS4c,1.0697773542169284
GATS4d,1.0695652173913042
GATS4i,1.0285784101717075
GATS4m,0.8861951964446306
GATS4p,1.0169955181829116
GATS4s,0.7945357596506862
GATS4v,0.9669200263696944
GATS5Z,1.1309630565203663
GATS5c,0.9818868777405453
GATS5d,0.9889199999999999
GATS5i,1.1350263436405532
GATS5m,1.1304970788154654
GATS5p,1.1324115604972829
GATS5s,1.442206536638536
GATS5v,1.1269347856048184
GATS6Z,1.1178184616233549
GATS6c,1.174965368855337
GATS6d,1.0449029126213591
GATS6i,0.9378297495467339
GATS6m,1.1089862670788924
GATS6p,0.9315743101791778
GATS6s,1.7312388353362718
GATS6v,0.9568800729487088
GATS7Z,1.4703745046852
GATS7c,1.4446774691697744
GATS7d,1.1866901408450703
GATS7i,1.138069470806434
GATS7m,1.4565716746561688
GATS7p,1.1368906612236995
GATS7s,2.118035291400265
GATS7v,1.2020700111186196
GATS8Z,1.6519322676114379
GATS8c,1.7997184216526552
GATS8d,1.2091525423728813
GATS8i,0.8663725229368645
GATS8m,1.6293930678175266
GATS8p,0.9053806821695685
GATS8s,1.732909840115168
GATS8v,1.1338547400847239
MATS1Z,0.06035154194295339
MATS1c,-0.24441900346649598
MATS1d,0.4946666666666665
MATS1i,0.03122058963147102
MATS1m,0.06062530018192862
MATS1p,0.03726310197682098
MATS1s,-0.022758776348312436
MATS1v,0.05391612725674991
MATS2Z,0.199877412284775
MATS2c,-0.16044199646001042
MATS2d,0.09058823529411761
MATS2i,0.17963395976764157
MATS2m,0.2022647565722194
MATS2p,0.1929335641238801
MATS2s,0.04317779761737071
MATS2v,0.22070437280255736
MATS3Z,0.03847598619383079
MATS3c,-0.021312705730114588
MATS3d,-0.03741379310344833
MATS3i,-0.10058601673779227
MATS3m,0.03464438734899032
MATS3p,-0.09302476782406364
MATS3s,0.16753161626648158
MATS3v,-0.05141216290877442
MATS4Z,0.08486978487390347
MATS4c,0.0065470127227480685
MATS4d,-0.10652173913043475
MATS4i,-0.04650779890602023
MATS4m,0.0823614018502718
MATS4p,-0.03476051441776747
MATS4s,0.059109353021132724
MATS4v,0.012747178217600713
MATS5Z,-0.13310514682664978
MATS5c,0.06706161149499947
MATS5d,-0.10864
MATS5i,-0.16390113023889255
MATS5m,-0.1355297027786327
MATS5p,-0.16875469089825185
MATS5s,-0.07914135191821768
MATS5v,-0.17115882431946097
MATS6Z,-0.07251357291976418
MATS6c,-0.004501164343400338
MATS6d,-0.12097087378640765
MATS6i,0.00970866390538184
MATS6m,-0.06974210037921479
MATS6p,0.007333824282496814
MATS6s,-0.175965442274209
MATS6v,-0.013539710489867149
MATS7Z,-0.4030339282299416
MATS7c,0.0728728629977758
MATS7d,-0.2504225352112675
MATS7i,-0.17823400960438732
MATS7m,-0.4000868825924811
MATS7p,-0.2039060414400508
MATS7s,-0.28267057382195115
MATS7v,-0.2951128462477081
MATS8Z,-0.5647220007171411
MATS8c,-0.18491903380281838
MATS8d,-0.3155932203389831
MATS8i,0.07701036802219723
MATS8m,-0.553920550833291
MATS8p,0.01361852010004291
MATS8s,-0.3324976927979748
MATS8v,-0.2291379280360537
MAXssO,5.763933767951625
MINssO,5.763933767951625
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,4
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,0
NssssB,0
NssssC,1
NssssN,0
Radius,5
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,28.36250711013883
SpAD_D,166.6893961459519
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,3.5360323627907952
SssNH2,0
SsssAs,0
SsssCH,0.0065493905895688265
SsssNH,0
SssssB,0
SssssC,0.059944255479969843
SssssN,0
TMPC10,1281
TMWC10,124.82209660372612
TSRW10,71.44588755867164
VE1_Dt,4.687986258597591
VE2_Dt,0.21309028448170866
VE3_Dt,2.333460481448165
VR1_Dt,118.58489324337808
VR2_Dt,5.390222420153549
VR3_Dt,5.564086463126712
Xc-3dv,1.6817187339368558
Xc-4dv,0.1767766952966369
Xc-5dv,0.35828529311872037
Xc-6dv,0.05103103630798288
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.09622504486493763
Xch-6d,0.3588543136675203
Xch-7d,0.7961444678561976
Xp-0dv,13.285222803706658
Xp-1dv,8.043111648248416
Xp-2dv,7.364773234737979
Xp-3dv,5.408216226148846
Xp-4dv,4.210699672803577
Xp-5dv,2.9695409488462325
Xp-6dv,1.9545329394858764
Xp-7dv,1.2988921596129865
Xpc-4d,5.720270198791019
Xpc-5d,10.079041882256238
Xpc-6d,16.729948052727817
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,3
nBonds,45
nFRing,1
nHBAcc,3
nHBDon,0
nHRing,1
nSpiro,0
naRing,1
piPC10,7.301442971467165
AATS0dv,7.095238095238095
AATS0pe,6.09162619047619
AATS0se,7.564148380952379
AATS1dv,6.977777777777778
AATS1pe,6.307566666666667
AATS1se,7.574200266666662
AATS2dv,5.847058823529411
AATS2pe,6.145205882352938
AATS2se,7.51630051764706
AATS3dv,4.931034482758621
AATS3pe,6.121781034482755
AATS3se,7.51883755172414
AATS4dv,3.6739130434782608
AATS4pe,6.015580434782608
AATS4se,7.500865449275364
AATS5dv,2.896
AATS5pe,6.076668799999996
AATS5se,7.586495584000001
AATS6dv,2.0097087378640777
AATS6pe,6.022184466019417
AATS6se,7.594028349514564
AATS7dv,1.408450704225352
AATS7pe,6.262091549295775
AATS7se,7.803633295774644
AATS8dv,0.4406779661016949
AATS8pe,6.1445423728813555
AATS8se,7.752329220338985
AATSC0Z,7.1814058956916105
AATSC0c,0.01425092452615285
AATSC0d,0.7936507936507937
AATSC0i,1.357319748435407
AATSC0m,34.23776898412698
AATSC0p,0.24177055114147392
AATSC0s,1.6686232363315696
AATSC0v,52.44831471972923
AATSC1Z,0.433408919123205
AATSC1c,-0.0034831967711585255
AATSC1d,0.39259259259259244
AATSC1i,0.04237632286459332
AATSC1m,2.075675022222223
AATSC1p,0.009009120702176954
AATSC1s,-0.037975823045267476
AATSC1v,2.8278100108309907
AATSC2Z,1.435400826997466
AATSC2c,-0.0022864467823768913
AATSC2d,0.07189542483660129
AATSC2i,0.24382072108227126
AATSC2m,6.925094009150328
AATSC2p,0.046645654131919394
AATSC2s,0.07204747639796664
AATSC2v,11.575572404768977
AATSC3Z,0.27631167409492546
AATSC3c,-0.00030372576080796835
AATSC3d,-0.029693486590038357
AATSC3i,-0.13652738693465982
AATSC3m,1.186146530651342
AATSC3p,-0.022490649386631516
AATSC3s,0.2795471477224351
AATSC3v,-2.696481300661391
AATSC4Z,0.609484373459529
AATSC4c,9.33009841836452e-05
AATSC4d,-0.08454106280193235
AATSC4i,-0.06312595391140387
AATSC4m,2.8198706497584545
AATSC4p,-0.008404068728744793
AATSC4s,0.09863123993558771
AATSC4v,0.6685680149451994
AATSC5Z,-0.9558820861678002
AATSC5c,0.0009556899640174217
AATSC5d,-0.08622222222222223
AATSC5i,-0.22246624086413247
AATSC5m,-4.640234654222219
AATSC5p,-0.04079991462617942
