DLiP-ID,T0080Q
DLiP-Mol-ID,26410
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C23H26Cl2N2O4/c1-27-13-16(14-27)4-3-11-31-17-9-7-15(8-10-17)12-20(23(29)30)26-22(28)21-18(24)5-2-6-19(21)25/h2,5-10,16,20H,3-4,11-14H2,1H3,(H,26,28)(H,29,30)/t20-/m0/s1"
Standard Inchi Key(RDKit),ZMKZFZRVGGPCLB-FQEVSTJZSA-N
Canonical SMILES(RDKit),CN1CC(CCCOc2ccc(C[C@H](NC(=O)c3c(Cl)cccc3Cl)C(=O)O)cc2)C1
SMILES(SDF),
MW(SDF),
MW(RDKit),465.377
MW Monoisotopic(RDKit),464.126962672
MolLogP(RDKit),4.1397
XLogP(SDF),
XLogP(CDK),4.53
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),78.87
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),10
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),31
QED Weighted(RDKit),0.516076736712565
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,5659926.426372807
qed,0.5160767367125649
Chi0,22.38010440969447
Chi1,14.8294075958929
TPSA,78.87
Chi0n,17.31389411823588
Chi0v,18.825752010272787
Chi1n,10.21156893112401
Chi1v,10.967497877142465
Chi2n,7.886944961725042
Chi2v,8.701345215206253
