DLiP-ID,T003Q6
nAtom,60
nBase,3
nRing,4
piPC1,3.912023005428146
piPC2,4.4630304188269685
piPC3,4.9724140812760576
piPC4,5.531163693323632
piPC5,5.983463876930669
piPC6,6.211101959092904
piPC7,6.5326981270453555
piPC8,6.881924518947615
piPC9,7.21554151874028
AATS0Z,27.233333333333334
AATS0d,3.3333333333333335
AATS0i,161.1968842755096
AATS0m,107.82534148333336
AATS0p,1.6184208587678994
AATS0s,5.224131229995427
AATS0v,230.5282822741373
AATS1Z,27.126984126984127
AATS1d,4.0
AATS1i,146.33376940277552
AATS1m,103.61302811111115
AATS1p,1.9224955508888892
AATS1s,3.2071330589849105
AATS1v,276.0711589716044
AATS2Z,23.64814814814815
AATS2d,3.6018518518518516
AATS2i,151.62292794516472
AATS2m,88.74792242592596
AATS2p,1.704885050917538
AATS2s,3.320016003657978
AATS2v,234.00594282284706
AATS3Z,18.351724137931033
AATS3d,3.0482758620689654
AATS3i,158.69318362434547
AATS3m,66.08741052413795
AATS3p,1.4103830480381168
AATS3s,2.803065134099616
AATS3v,189.11329354987976
AATS4Z,18.321678321678323
AATS4d,2.986013986013986
AATS4i,158.8397286947236
AATS4m,66.05661666433566
AATS4p,1.3996151128879721
AATS4s,3.2307692307692304
AATS4v,188.90525106283468
AATS5Z,19.089655172413792
AATS5d,2.9172413793103447
AATS5i,157.90160829555455
AATS5m,69.70510691034482
AATS5p,1.3880189867060417
AATS5s,3.1488292890591745
AATS5v,188.82492320151425
AATS6Z,19.49655172413793
AATS6d,2.7448275862068967
AATS6i,158.9165851696526
AATS6m,70.88425121379308
AATS6p,1.3737136411139794
AATS6s,3.991826309067688
AATS6v,186.80717540006694
AATS7Z,20.268115942028984
AATS7d,2.6666666666666665
AATS7i,158.9185574788917
AATS7m,74.58555100724635
AATS7p,1.3556336031349348
AATS7s,3.4080560028627667
AATS7v,182.41649842929854
AATS8Z,19.34426229508197
AATS8d,2.6557377049180326
AATS8i,158.880523882891
AATS8m,70.27616435245902
AATS8p,1.4022563136657793
AATS8s,3.610959319975713
AATS8v,182.73139984278237
AMID_C,1.5398729243313858
AMID_N,0.23813493717956877
AMID_O,0.20481022532297324
AMID_X,0.0
AMID_h,0.5032773090787364
ATS0dv,464.44444444444446
ATS0pe,379.3596999999999
ATS0se,466.1502209999999
ATS1dv,439.33333333333337
ATS1pe,410.8715000000001
ATS1se,490.8686559999998
ATS2dv,589.0
ATS2pe,689.6145999999999
ATS2se,834.9871519999996
ATS3dv,552.0
ATS3pe,901.4459000000003
ATS3se,1115.1415619999998
ATS4dv,625.6666666666667
ATS4pe,898.5499000000001
ATS4se,1106.461576
ATS5dv,601.6666666666667
ATS5pe,904.3054000000002
ATS5se,1117.2536519999999
ATS6dv,679.0
ATS6pe,923.4307000000002
ATS6se,1139.530024
ATS7dv,546.0
ATS7pe,862.9368000000001
ATS7se,1072.9540580000003
ATS8dv,490.66666666666663
ATS8pe,762.0754
ATS8se,947.6907180000002
ATSC0Z,575.6000000000001
ATSC0c,1.389358134842774
ATSC0d,33.333333333333336
ATSC0i,94.84616790800084
ATSC0m,2652.414264183334
ATSC0p,16.381737283308595
ATSC0s,120.91005944215819
ATSC0v,3028.34215526149
ATSC1Z,18.919999999999977
ATSC1c,-0.9941787806104712
ATSC1d,7.000000000000002
ATSC1i,0.656278657243983
ATSC1m,92.43680315750042
ATSC1p,1.5162367205382719
ATSC1s,-6.239112940100594
ATSC1v,201.96648617508254
ATSC2Z,44.91999999999999
ATSC2c,0.6983423479411884
ATSC2d,-2.6666666666666705
ATSC2i,16.047909109642603
ATSC2m,182.62979440333388
ATSC2p,0.40888318552611946
ATSC2s,29.920512117055324
ATSC2v,-350.1489198395026
ATSC3Z,-119.39999999999999
ATSC3c,-0.6170126112642608
ATSC3d,-1.8888888888888897
ATSC3i,-5.973701185258696
ATSC3m,-541.8178056263889
ATSC3p,-1.6956250228700498
ATSC3s,-38.03350099070262
ATSC3v,-91.44259347209416
ATSC4Z,-128.48000000000002
ATSC4c,0.41842018284977794
ATSC4d,-9.111111111111112
ATSC4i,1.2135383883615507
ATSC4m,-589.1372881036109
ATSC4p,-2.29560916176973
ATSC4s,-1.5017253467459233
ATSC4v,-512.7145593084208
ATSC5Z,63.20000000000002
ATSC5c,-0.3273795814120257
ATSC5d,-5.888888888888889
ATSC5i,-14.485383277513684
ATSC5m,270.8614566069446
ATSC5p,-2.024719242421049
ATSC5s,-24.089765279682982
ATSC5v,-115.94345061479547
ATSC6Z,-50.00000000000003
ATSC6c,0.056955500008953094
ATSC6d,-0.8888888888888883
ATSC6i,-0.3922857155886216
ATSC6m,-220.18827884305543
ATSC6p,-0.3770823020021499
ATSC6s,22.07843316567597
ATSC6v,-138.0207490108059
ATSC7Z,212.32000000000002
ATSC7c,0.03818433063481985
ATSC7d,3.0000000000000004
ATSC7i,-7.6882704253596845
ATSC7m,952.7981482950003
ATSC7p,1.2965396759655208
ATSC7s,-29.4373525377229
ATSC7v,547.8806470614403
ATSC8Z,5.4799999999999685
ATSC8c,0.3322272430978352
ATSC8d,1.2222222222222228
ATSC8i,17.366187419751093
ATSC8m,51.8991997938889
ATSC8p,3.0021864541826795
ATSC8s,17.559811004420073
ATSC8v,359.2972335508502
AXp-0d,0.7034011269302118
AXp-1d,0.44570820644436143
AXp-2d,0.29534364351381337
AXp-3d,0.1841120961449734
AXp-4d,0.11972465494635863
AXp-5d,0.0788677165980892
AXp-6d,0.051547780377669446
AXp-7d,0.03285406311743838
GATS1Z,0.7573739479576865
GATS1c,1.6758883578091552
GATS1d,0.8709523809523809
GATS1i,1.1478385069066903
GATS1m,0.7581489147915619
GATS1p,0.8964287771263992
GATS1s,0.6200364879660522
GATS1v,0.8819067277154256
GATS2Z,0.8442156976295264
GATS2c,0.6252076966033733
GATS2d,1.1881944444444443
GATS2i,1.0159882665992004
GATS2m,0.8483858035583806
GATS2p,0.9909755463633191
GATS2s,0.461612925766996
GATS2v,1.0310290823509085
GATS3Z,1.149786729289976
GATS3c,1.1158030004066175
GATS3d,1.1352413793103446
GATS3i,1.0617237821981451
GATS3m,1.1385350365329214
GATS3p,1.091930887321436
GATS3s,0.9920042582891966
GATS3v,0.9977405490119169
GATS4Z,1.0633659252491772
GATS4c,0.9011454477108839
GATS4d,1.1882517482517483
GATS4i,1.0267618883526537
GATS4m,1.061813389740911
GATS4p,1.0356774646941516
GATS4s,0.9153446853679206
GATS4v,1.0355510726782207
GATS5Z,0.9306450839903188
GATS5c,1.1417928277354141
GATS5d,1.1413448275862068
GATS5i,1.054086219811714
GATS5m,0.9328890115354626
GATS5p,1.0439181347637263
GATS5s,1.0975888542273715
GATS5v,0.9970565484744007
GATS6Z,1.1367089214253192
GATS6c,1.1077959678196678
GATS6d,0.9948620689655172
GATS6i,0.9846413091483661
GATS6m,1.1223398978426837
GATS6p,1.063560029814151
GATS6s,1.3219577795788886
GATS6v,0.9849888217656694
GATS7Z,1.0224176914322545
GATS7c,1.0438023703220758
GATS7d,0.9555434782608695
GATS7i,0.9896995997405732
GATS7m,1.0076021121198597
GATS7p,1.0852839542865205
GATS7s,1.4563616451636991
GATS7v,0.9212554927625523
GATS8Z,1.2791712710329348
GATS8c,0.8831532200064593
GATS8d,0.9502868852459015
GATS8i,0.8920347069642108
GATS8m,1.2447951325020523
GATS8p,1.1084859296568075
GATS8s,1.173942933042141
GATS8v,0.9551152937922981
MATS1Z,0.031304808233230695
MATS1c,-0.6814923454001173
MATS1d,0.2
MATS1i,0.006589905595549027
MATS1m,0.03319053581296301
MATS1p,0.08814907399427918
MATS1s,-0.04914406916446774
MATS1v,0.06351628204173339
MATS2Z,0.04335572542660796
MATS2c,0.2792425950867896
MATS2d,-0.04444444444444451
MATS2i,0.093999633907829
MATS2m,0.03825231912707286
MATS2p,0.013866497878936191
MATS2s,0.13747827772468668
MATS2v,-0.06423553472999671
MATS3Z,-0.08583547003426707
MATS3c,-0.1837651192150365
MATS3d,-0.023448275862068976
MATS3i,-0.026061952813091167
MATS3m,-0.08452694374372491
MATS3p,-0.04283049644635998
MATS3s,-0.130162870505202
MATS3v,-0.012494728996997913
MATS4Z,-0.09365478163254395
MATS4c,0.12636116741843023
MATS4d,-0.11468531468531469
MATS4i,0.005368450380194365
MATS4m,-0.09319451862060182
MATS4p,-0.05879673435304072
MATS4s,-0.00521126657276713
MATS4v,-0.07103721405649475
MATS5Z,0.04543385013539096
MATS5c,-0.09750359507803201
MATS5d,-0.07310344827586207
MATS5i,-0.0631965616877023
MATS5m,0.04225606996892591
MATS5p,-0.051143223972130246
MATS5s,-0.08244292313154632
MATS5v,-0.015842529606848687
MATS6Z,-0.03594450168939159
MATS6c,0.0169630799403784
MATS6d,-0.011034482758620682
MATS6i,-0.0017114568492561134
MATS6m,-0.0343507394285015
MATS6p,-0.00952487842421165
MATS6s,0.07555949787015778
MATS6v,-0.018859174804342887
MATS7Z,0.1603770734507659
MATS7c,0.011949318515044379
MATS7d,0.0391304347826087
MATS7i,-0.03524366187506808
MATS7m,0.15618226386051945
MATS7p,0.03441105743821649
MATS7s,-0.10585429358396392
MATS7v,0.07865986231752804
MATS8Z,0.004682213285637766
MATS8c,0.11760138968319701
MATS8d,0.01803278688524591
MATS8i,0.09004842367102671
MATS8m,0.009623005336914871
MATS8p,0.0901299487268492
MATS8s,0.0714247653583858
MATS8v,0.05834993155480041
MAXaaS,1.3033973712941962
MAXdsN,4.2250699643717695
MAXsOH,9.444969997710665
MINaaS,1.3033973712941962
MINdsN,4.2250699643717695
MINsOH,9.444969997710665
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,6
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,9
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,43.990281735578975
SpAD_D,487.1274796171969
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,2.9999663252725117
SssNH2,0
SsssAs,0
SsssCH,-0.6701890419495389
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,943
TMWC10,148.24529902031549
TSRW10,83.55162323544734
VE1_Dt,5.718063511525748
VE2_Dt,0.1681783385742867
VE3_Dt,2.967405632757813
VR1_Dt,231.76360649721545
VR2_Dt,6.816576661682808
VR3_Dt,6.669493346306695
Xc-3dv,1.0113254600589439
Xc-4dv,0.0
Xc-5dv,0.11365969680625992
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.11785113019775792
Xch-6d,0.40481150277058675
Xch-7d,0.5379076178187017
Xp-0dv,19.36006031279864
Xp-1dv,11.982421598199645
Xp-2dv,9.185406795965484
Xp-3dv,6.665613142010496
Xp-4dv,4.789372379864478
Xp-5dv,3.248515038739072
Xp-6dv,1.8260949126318278
Xp-7dv,1.1312113714092908
Xpc-4d,4.170795570061624
Xpc-5d,6.690856814962794
Xpc-6d,9.942507006469928
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,63
nFRing,1
nHBAcc,6
nHBDon,4
nHRing,2
nSpiro,0
naRing,3
piPC10,7.173642477259282
AATS0dv,7.740740740740741
AATS0pe,6.322661666666665
AATS0se,7.769170349999998
AATS1dv,6.973544973544974
AATS1pe,6.521769841269842
AATS1se,7.791565968253965
AATS2dv,5.453703703703703
AATS2pe,6.385320370370369
AATS2se,7.731362518518515
AATS3dv,3.806896551724138
AATS3pe,6.216868275862071
AATS3se,7.690631462068964
AATS4dv,4.375291375291376
AATS4pe,6.283565734265735
AATS4se,7.737493538461538
AATS5dv,4.149425287356323
AATS5pe,6.236588965517242
AATS5se,7.705197599999999
AATS6dv,4.682758620689655
AATS6pe,6.368487586206898
AATS6se,7.858827751724137
AATS7dv,3.9565217391304346
AATS7pe,6.253165217391305
AATS7se,7.775029405797103
AATS8dv,4.021857923497268
AATS8pe,6.246519672131147
AATS8se,7.767956704918034
AATSC0Z,9.593333333333335
AATSC0c,0.023155968914046234
AATSC0d,0.5555555555555556
AATSC0i,1.5807694651333473
AATSC0m,44.20690440305557
AATSC0p,0.27302895472180994
AATSC0s,2.015167657369303
AATSC0v,50.47236925435816
AATSC1Z,0.3003174603174599
AATSC1c,-0.015780615565245574
AATSC1d,0.11111111111111113
AATSC1i,0.010417121543555287
AATSC1m,1.467250843769848
AATSC1p,0.02406724953235352
AATSC1s,-0.09903353873175547
AATSC1v,3.205817240874326
AATSC2Z,0.4159259259259258
AATSC2c,0.0064661328513073
AATSC2d,-0.024691358024691395
AATSC2i,0.1485917510152093
AATSC2m,1.691016614845684
AATSC2p,0.003785955421538143
AATSC2s,0.27704177886162334
AATSC2v,-3.2421196281435423
AATSC3Z,-0.8234482758620689
AATSC3c,-0.004255259388029385
AATSC3d,-0.013026819923371654
AATSC3i,-0.04119793920868066
AATSC3m,-3.736674521561303
AATSC3p,-0.01169396567496586
AATSC3s,-0.2623000068324319
AATSC3v,-0.6306385756696149
AATSC4Z,-0.8984615384615385
AATSC4c,0.002926015264683762
AATSC4d,-0.06371406371406373
