DLiP-ID,C000UJ
SsOH,0
SsSH,0
SssO,10.768719172675702
SssS,1.6080493879650624
StCH,0
StsC,0
TIC0,70.60098216337981
TIC1,137.65963218934147
TIC2,167.394969682851
TIC3,193.39496968285093
TIC4,202.14985718501444
TIC5,208.14985718501444
Vabc,294.10674742470457
WPol,41
apol,49.63268799999999
bpol,24.833311999999996
nRot,4
ABCGG,15.567031054944653
ATS0Z,1244.0
ATS0d,150.0
ATS0i,6564.173472053085
ATS0m,4937.575
ATS0p,71.850414477584
ATS0s,133.61454046639233
ATS0v,10123.45962596491
ATS1Z,1328.0
ATS1d,187.0
ATS1i,6439.334816392397
ATS1m,5130.058982000002
ATS1p,86.29856896000004
ATS1s,146.21913580246914
ATS1v,12496.61315071321
ATS2Z,1939.0
ATS2d,290.0
ATS2i,11032.758610632698
ATS2m,7374.373731999998
ATS2p,124.33235522994299
ATS2s,216.95061728395063
ATS2v,17792.670650896434
ATS3Z,2117.0
ATS3d,310.0
ATS3i,12248.968840519394
ATS3m,8045.928309000002
ATS3p,135.96589807224498
ATS3s,244.9938271604939
ATS3v,19248.554320403433
ATS4Z,1984.0
ATS4d,299.0
ATS4i,13523.770353740292
ATS4m,7391.357426999999
ATS4p,135.10555279224502
ATS4s,260.0401234567902
ATS4v,18857.488733295562
ATS5Z,2042.0
ATS5d,297.0
ATS5i,15120.579428638071
ATS5m,7536.886833999999
ATS5p,139.549164007037
ATS5s,255.21296296296302
ATS5v,18530.627658043835
ATS6Z,1831.0
ATS6d,266.0
ATS6i,13532.466402908356
ATS6m,6721.242536000001
ATS6p,129.58176162303698
ATS6s,226.28395061728398
ATS6v,16895.57594577456
ATS7Z,1542.0
ATS7d,230.0
ATS7i,12327.999664486835
ATS7m,5603.259361999997
ATS7p,110.12113601788597
ATS7s,203.41666666666666
ATS7v,14683.543175160836
ATS8Z,1170.0
ATS8d,192.0
ATS8i,9871.138226512823
ATS8m,4194.470080999999
ATS8p,93.803086379396
ATS8s,175.97222222222223
ATS8v,12616.76440477624
C1SP1,0
C1SP2,1
C1SP3,1
C2SP1,0
C2SP2,11
C2SP3,0
C3SP2,2
C3SP3,0
C4SP3,0
FCSP3,0.16666666666666666
GGI10,0.07009488827670646
JGI10,0.005841240689725538
JGT10,0.3585562333909374
Kier1,18.367346938775512
Kier2,8.347140039447732
Kier3,3.84
MID_C,37.52408793520871
MID_N,8.544423979764531
MID_O,3.7982202527449402
MID_X,0.0
MID_h,14.416256576356119
MPC10,171
MWC01,28.0
MWC02,4.90527477843843
MWC03,5.777652323222656
MWC04,6.665683717782408
MWC05,7.555381944240273
MWC06,8.451694209183541
MWC07,9.347926034928745
MWC08,10.24845928021533
MWC09,11.14837674692692
MWC10,12.051562734520454
NaaCH,8
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,6
NaasN,1
NdCH2,0
NddsN,0
NdsCH,0
NdssC,1
NdssS,0
NsCH3,2
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,3.320400000000002
SRW02,4.04305126783455
SRW03,0.0
SRW04,5.3612921657094255
SRW05,2.3978952727983707
SRW06,6.894670039433482
SRW07,4.727387818712341
SRW08,8.521384396034705
SRW09,6.842683282238422
SRW10,10.195298589071585
SaaCH,15.601698735100609
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,4.9265590128766545
SaasN,1.7824537037037036
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0.9295334414630051
SdssS,0
SsCH3,3.312918991415564
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.293370780151064
VE1_D,4.925415461433693
VE2_A,0.17173483120604258
VE2_D,0.19701661845734772
VE3_A,2.373362885929091
VE3_D,2.510699360591812
VR1_A,217.44560718529843
VR1_D,150.71573256792817
VR2_A,8.697824287411937
VR2_D,6.0286293027171265
VR3_A,6.298239469220525
VR3_D,5.931686228659704
WPath,1485
Xc-3d,1.2790391023624612
Xc-4d,0.0
Xc-5d,0.3277210825314642
Xc-6d,0.0
Xp-0d,17.225403871315223
Xp-1d,12.296356295533846
Xp-2d,10.55587020714762
Xp-3d,9.613363061673677
Xp-4d,8.235713650715754
Xp-5d,6.743298599480264
Xp-6d,4.6692820978175105
Xp-7d,3.6012728323751757
ZMIC0,79.45093970962981
ZMIC1,50.52612924935177
ZMIC2,34.38491396444364
ZMIC3,27.4404624526199
ZMIC4,25.857867877354742
ZMIC5,25.079657851253653
nAcid,0
nAtom,41
nBase,0
nRing,4
piPC1,3.6506582412937387
piPC2,4.26619481914876
piPC3,4.908048705321154
piPC4,5.516699600760536
piPC5,6.026771360940127
piPC6,6.335829660011018
piPC7,6.800691925429565
piPC8,7.225322253411784
piPC9,7.584661917978911
AATS0Z,30.341463414634145
AATS0d,3.658536585365854
AATS0i,160.10179200129474
AATS0m,120.42865853658536
AATS0p,1.7524491335996097
AATS0s,3.2588912308876177
AATS0v,246.91364941377827
AATS1Z,30.181818181818183
AATS1d,4.25
AATS1i,146.34851855437267
AATS1m,116.59224959090915
AATS1p,1.9613311127272737
AATS1s,3.323162177328844
AATS1v,284.0139352434821
AATS2Z,26.930555555555557
AATS2d,4.027777777777778
AATS2i,153.23275848100968
AATS2m,102.42185738888887
AATS2p,1.7268382670825415
AATS2s,3.0132030178326477
AATS2v,247.12042570689493
AATS3Z,26.4625
AATS3d,3.875
AATS3i,153.11211050649243
AATS3m,100.57410386250002
AATS3p,1.6995737259030623
AATS3s,3.0624228395061737
AATS3v,240.6069290050429
AATS4Z,23.069767441860463
AATS4d,3.4767441860465116
AATS4i,157.25314364814292
AATS4m,85.94601659302324
AATS4p,1.570994799909826
AATS4s,3.02372236577663
AATS4v,219.27312480576236
AATS5Z,21.72340425531915
AATS5d,3.1595744680851063
AATS5i,160.8572279642348
AATS5m,80.17964717021276
AATS5p,1.484565574542947
AATS5s,2.7150315208825853
AATS5v,197.13433678770036
AATS6Z,21.541176470588237
AATS6d,3.1294117647058823
AATS6i,159.2054870930395
AATS6m,79.07344160000001
AATS6p,1.5244913132121998
AATS6s,2.662164124909223
AATS6v,198.77148171499482
AATS7Z,20.289473684210527
AATS7d,3.026315789473684
AATS7i,162.21052190114256
AATS7m,73.72709686842101
AATS7p,1.4489623160248155
AATS7s,2.676535087719298
AATS7v,193.20451546264258
AATS8Z,18.571428571428573
AATS8d,3.0476190476190474
AATS8i,156.6847337541718
AATS8m,66.57889017460315
AATS8p,1.4889378790380319
AATS8s,2.79320987654321
AATS8v,200.26610166311494
AMID_C,1.5009635174083484
AMID_N,0.34177695919058126
AMID_O,0.1519288101097976
AMID_X,0.0
AMID_h,0.5766502630542447
ATS0dv,362.44444444444446
ATS0pe,261.775
ATS0se,319.47853699999996
ATS1dv,387.0
ATS1pe,292.78670000000005
ATS1se,347.6221239999998
ATS2dv,532.3333333333333
ATS2pe,473.7771000000001
ATS2se,572.1381180000002
ATS3dv,532.0
ATS3pe,522.9771
ATS3se,630.4244679999999
ATS4dv,487.33333333333337
ATS4pe,560.1061
ATS4se,677.9968259999999
ATS5dv,442.0
ATS5pe,597.8615
ATS5se,734.139158
ATS6dv,421.33333333333337
ATS6pe,533.9637
ATS6se,657.5021599999998
ATS7dv,340.0
ATS7pe,478.3874
ATS7se,590.6564880000001
ATS8dv,235.66666666666669
ATS8pe,394.9835
ATS8se,483.7503740000001
ATSC0Z,418.2439024390244
ATSC0c,0.8058835996824976
ATSC0d,23.560975609756095
ATSC0i,70.30093583288874
ATSC0m,1908.4477379512196
ATSC0p,11.767396962819511
ATSC0s,21.44748904279166
ATSC0v,2034.7460049335775
ATSC1Z,37.59190957763235
ATSC1c,-0.2760564776298734
ATSC1d,13.617489589530042
ATSC1i,-0.0403866401071622
ATSC1m,172.77602400356898
ATSC1p,-0.2588292753099145
ATSC1s,1.460272724527909
ATSC1v,-36.578428720568795
ATSC2Z,27.742415229030293
ATSC2c,-0.2085992998508693
ATSC2d,6.283164782867342
ATSC2i,-5.186462586126367
ATSC2m,148.55980320761424
ATSC2p,0.7204780367645405
ATSC2s,-3.5599653677958027
ATSC2v,406.4341250853267
ATSC3Z,70.67043426531825
ATSC3c,0.09824269836532779
ATSC3d,-5.240928019036287
ATSC3i,-23.782733263085916
ATSC3m,309.8932929000592
ATSC3p,-1.2631853308900467
ATSC3s,-0.8006979482622283
ATSC3v,-172.27607282682553
ATSC4Z,-44.70672218917314
ATSC4c,-0.1111436704518791
ATSC4d,-4.762046400951815
ATSC4i,-22.587941784134088
ATSC4m,-219.6960674342655
ATSC4p,-1.031389707418562
ATSC4s,-4.104758541563132
ATSC4v,-477.7402712252293
ATSC5Z,30.80666270077333
ATSC5c,0.2396384837243418
ATSC5d,0.3480071386079717
ATSC5i,7.604894704258761
ATSC5m,127.83690425817956
ATSC5p,2.087101282398313
ATSC5s,-7.077683567410802
ATSC5v,60.72799057829066
ATSC6Z,-56.28613920285544
ATSC6c,-0.22964105612605876
ATSC6d,-0.45568114217727546
ATSC6i,-2.1166061075081313
ATSC6m,-235.07600345984548
ATSC6p,-0.8569395700742813
ATSC6s,5.59332334515757
ATSC6v,-46.66226949159075
ATSC7Z,-86.74479476502086
ATSC7c,0.08317012286430553
ATSC7d,-8.015466983938133
ATSC7i,25.141355470211792
ATSC7m,-365.6500198607972
ATSC7p,-0.48604786387270615
ATSC7s,6.591290008804936
ATSC7v,379.8361887180192
ATSC8Z,-132.66745984533011
ATSC8c,0.08065657848069463
ATSC8d,-17.618084473527666
ATSC8i,-3.338795394173774
ATSC8m,-625.2701002421178
ATSC8p,-3.0639690758507627
ATSC8s,-4.745511033098889
ATSC8v,-690.6742241029109
AXp-0d,0.6890161548526089
AXp-1d,0.43915558198335164
AXp-2d,0.2706633386448108
AXp-3d,0.17478841930315778
AXp-4d,0.11129342771237505
AXp-5d,0.07173721914340707
AXp-6d,0.044896943248245294
AXp-7d,0.028581530415675998
GATS1Z,0.6748998027864367
GATS1c,1.2965099229004036
GATS1d,0.5015998494259364
GATS1i,1.0663017218214055
GATS1m,0.67273083341072
GATS1p,0.9180521336999622
GATS1s,0.7361585164200899
GATS1v,0.8697806954608583
GATS2Z,0.9836100095897156
GATS2c,1.4104225800517152
GATS2d,0.9431792040487693
GATS2i,1.0815963436213976
GATS2m,0.9619916437218232
GATS2p,0.9945191472485412
GATS2s,1.1167717989890105
GATS2v,0.7912215718877061
GATS3Z,0.7991748308840679
GATS3c,0.9909536136608424
GATS3d,1.230848861283644
GATS3i,1.2178002334940403
GATS3m,0.7993595659777994
GATS3p,0.9871194074541786
GATS3s,0.9781442459487962
GATS3v,0.9350942572668853
GATS4Z,0.8774228196657281
GATS4c,1.052624496518437
GATS4d,1.1054937647455343
GATS4i,1.2028940520735045
GATS4m,0.8872710222427472
GATS4p,0.8983771504562916
GATS4s,1.0663871819269237
GATS4v,0.9930587609520601
GATS5Z,1.0408260500573232
GATS5c,0.841051774055748
GATS5d,0.9752874322717062
GATS5i,0.9960640806501672
GATS5m,1.034522280435594
GATS5p,0.9390502672504202
GATS5s,1.175119074376944
GATS5v,0.9413080315403847
GATS6Z,1.313053142880665
GATS6c,0.9719680462238826
GATS6d,1.0086469370356839
GATS6i,1.0764447664438275
GATS6m,1.2819412992321702
GATS6p,1.1943477721726012
GATS6s,0.8348534945017998
GATS6v,1.005140636469962
GATS7Z,1.3741666973592133
GATS7c,0.7918584160136433
GATS7d,1.1951073335512696
GATS7i,0.8805209535269494
GATS7m,1.341173511080174
GATS7p,1.1675467714966559
GATS7s,0.8441889119032474
GATS7v,0.891014954914509
GATS8Z,1.028487749971305
GATS8c,0.7671702179223915
GATS8d,1.4821387492194946
GATS8i,1.026422907452243
GATS8m,1.045177181742114
GATS8p,1.0482857803408805
GATS8s,1.0867964836725172
GATS8v,1.1647312642137904
MATS1Z,0.08375214708314775
MATS1c,-0.31919553291014435
MATS1d,0.5385610766045549
MATS1i,-0.000535313009827607
MATS1m,0.08435957524391757
MATS1p,-0.020495766861834
MATS1s,0.06344372865342962
MATS1v,-0.016751203767705166
MATS2Z,0.037771654614726625
MATS2c,-0.14739810124176447
MATS2d,0.1518576029445595
MATS2i,-0.04201085335491283
MATS2m,0.04432741485242505
MATS2p,0.034865163185716565
MATS2s,-0.09451933963277956
MATS2v,0.11374473963890787
MATS3Z,0.086596833449965
MATS3c,0.062477239804938536
MATS3d,-0.11400103519668735
MATS3i,-0.17337821542383142
MATS3m,0.08321962894398098
MATS3p,-0.0550149267613416
MATS3s,-0.019133134777019976
MATS3v,-0.04339189614314061
MATS4Z,-0.05095990582670164
MATS4c,-0.06575031273086922
MATS4d,-0.0963575521209495
MATS4i,-0.15317960981260667
MATS4m,-0.054881682512830536
MATS4p,-0.04178571081723727
MATS4s,-0.0912423718184711
MATS4v,-0.11193529619651306
MATS5Z,0.03212706400845702
MATS5c,0.12970008134442454
MATS5d,0.006442447469274487
MATS5i,0.04718327717719298
MATS5m,0.029216754863557452
MATS5p,0.07736047430745092
MATS5s,-0.143936417980138
MATS5v,0.013017713516654265
MATS6Z,-0.0649137611657679
MATS6c,-0.13744917861700603
MATS6d,-0.009328948970892707
MATS6i,-0.014522583080480113
MATS6m,-0.05941456997433635
MATS6p,-0.035126487475679605
MATS6s,0.1257935584489566
MATS6v,-0.011061667095875504
MATS7Z,-0.11188814408309092
MATS7c,0.05567564920731255
MATS7d,-0.183529475863572
MATS7i,0.1929291481098098
MATS7m,-0.10336073627969496
MATS7p,-0.022282755706682533
MATS7s,0.16579225184148624
MATS7v,0.10070624423262288
MATS8Z,-0.20643251469003734
MATS8c,0.06513445513800778
MATS8d,-0.4866410332248843
MATS8i,-0.030908078506841855
MATS8m,-0.21322135428530184
MATS8p,-0.16945222695317264
MATS8s,-0.14399580500776366
MATS8v,-0.2209054096792187
MAXaaN,4.312406068909046
MAXdsN,4.782727229780801
MAXssO,5.466034496558036
MAXssS,1.6080493879650624
MINaaN,4.256067728017133
MINdsN,4.782727229780801
MINssO,5.302684676117666
MINssS,1.6080493879650624
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,1
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,6
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,33.850932589037726
SpAD_D,245.82303413151675
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0.7188665280927188
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,1020
TMWC10,129.15201176945874
TSRW10,73.98366283183289
VE1_Dt,4.9635319471205595
VE2_Dt,0.19854127788482237
VE3_Dt,2.518408305310985
VR1_Dt,146.56850111310783
VR2_Dt,5.862740044524313
VR3_Dt,5.903783635437575
Xc-3dv,0.584000492468261
Xc-4dv,0.0
Xc-5dv,0.09506525309480014
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.09622504486493763
Xch-6d,0.4263463674541537
Xch-7d,0.6333997128215371
Xp-0dv,14.656004769022704
Xp-1dv,8.723447564450536
Xp-2dv,6.328091561741788
Xp-3dv,4.847151039254215
Xp-4dv,3.5121201266668676
Xp-5dv,2.545940671866746
Xp-6dv,1.5036324396001222
Xp-7dv,0.9894260894746714
Xpc-4d,3.6613927491379754
Xpc-5d,6.238056870407926
Xpc-6d,9.558495497801117
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,44
nFRing,1
nHBAcc,7
nHBDon,0
nHRing,2
nSpiro,0
naRing,3
piPC10,7.952749753483321
AATS0dv,8.840108401084011
AATS0pe,6.384756097560975
AATS0se,7.792159439024389
AATS1dv,8.795454545454545
AATS1pe,6.654243181818183
AATS1se,7.900502818181814
AATS2dv,7.393518518518517
AATS2pe,6.580237500000001
AATS2se,7.946362750000002
AATS3dv,6.65
AATS3pe,6.537213749999999
AATS3se,7.880305849999999
AATS4dv,5.666666666666667
AATS4pe,6.512861627906976
AATS4se,7.883684023255813
AATS5dv,4.702127659574468
AATS5pe,6.360228723404255
AATS5se,7.809991042553191
AATS6dv,4.956862745098039
AATS6pe,6.281925882352941
AATS6se,7.735319529411762
AATS7dv,4.473684210526316
AATS7pe,6.2945710526315795
AATS7se,7.771795894736843
AATS8dv,3.740740740740741
AATS8pe,6.269579365079365
AATS8se,7.6785773650793665
AATSC0Z,10.201070791195717
AATSC0c,0.019655697553231648
AATSC0d,0.5746579417013682
AATSC0i,1.7146569715338718
AATSC0m,46.54750580368828
AATSC0p,0.28700968201998805
AATSC0s,0.523109488848577
AATSC0v,49.62795133984336
AATSC1Z,0.8543615813098261
AATSC1c,-0.006274010855224396
AATSC1d,0.3094883997620464
AATSC1i,-0.0009178781842536863
AATSC1m,3.9267278182629313
AATSC1p,-0.0058824835297707845
AATSC1s,0.03318801646654339
AATSC1v,-0.8313279254674726
AATSC2Z,0.3853113226254207
AATSC2c,-0.0028972124979287405
AATSC2d,0.08726617753982419
AATSC2i,-0.07203420258508843
AATSC2m,2.063330600105753
AATSC2p,0.010006639399507506
AATSC2s,-0.04944396344160837
AATSC2v,5.644918403962871
AATSC3Z,0.8833804283164781
AATSC3c,0.0012280337295665974
AATSC3d,-0.06551160023795358
AATSC3i,-0.297284165788574
AATSC3m,3.87366616125074
AATSC3p,-0.015789816636125584
AATSC3s,-0.010008724353277853
AATSC3v,-2.153450910335319
AATSC4Z,-0.5198456068508505
AATSC4c,-0.0012923682610683617
AATSC4d,-0.055372632569207145
AATSC4i,-0.2626504858620243
AATSC4m,-2.554605435282157
AATSC4p,-0.011992903574634443
AATSC4s,-0.04772975048329223
AATSC4v,-5.5551194328515034
