DLiP-ID,T007CU
DLiP-Mol-ID,25376
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C16H18N4O3S/c1-9-12(7-8-13(21)22)24-16(19-9)20(2)15(23)11-5-3-10(4-6-11)14(17)18/h3-6H,7-8H2,1-2H3,(H3,17,18)(H,21,22)"
Standard Inchi Key(RDKit),XLDVJVWIKCPJPM-UHFFFAOYSA-N
Canonical SMILES(RDKit),Cc1nc(N(C)C(=O)c2ccc(C(=N)N)cc2)sc1CCC(=O)O
SMILES(SDF),
MW(SDF),
MW(RDKit),346.412
MW Monoisotopic(RDKit),346.109961436
MolLogP(RDKit),2.02939
XLogP(SDF),
XLogP(CDK),1.088
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),7
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),3
HBD Lipinski(RDKit),4
PSA(SDF),
PSA(RDKit),120.37
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),6
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),24
QED Weighted(RDKit),0.545782314950419
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,212031.13420407873
qed,0.545782314950419
Chi0,17.853006672199015
Chi1,11.290601455632679
TPSA,120.37000000000002
Chi0n,13.36735056621269
Chi0v,14.183847147140416
Chi1n,7.198893286004859
Chi1v,8.015389866932585
Chi2n,5.25395969495221
Chi2v,6.316031491680997
Chi3n,3.48172372318819
Chi3v,4.775381303988118
Chi4n,2.081425724394356
Chi4v,3.1017017442459967
MolMR,92.99940000000005
MolWt,346.41200000000015
fr_SH,0
Kappa1,17.611316508566166
Kappa2,7.221431241589859
Kappa3,3.9619618382155344
fr_ArN,1
fr_COO,1
fr_C_O,2
fr_C_S,0
fr_NH0,2
fr_NH1,1
fr_NH2,1
fr_N_O,0
fr_azo,0
BertzCT,783.1202530254932
MolLogP,2.02939
NOCount,7
fr_Ar_N,1
fr_COO2,1
fr_urea,0
BalabanJ,2.165214688888159
SMR_VSA1,14.69560176298435
SMR_VSA2,5.409283605791522
SMR_VSA3,4.9839785209472085
SMR_VSA4,5.733667477162185
SMR_VSA5,19.765380445542643
SMR_VSA6,11.947581713527669
SMR_VSA7,45.96344644579019
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,1
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,142.80545669645971
NHOHCount,4
PEOE_VSA1,10.84019487200289
PEOE_VSA2,19.898267704785642
PEOE_VSA3,4.9839785209472085
PEOE_VSA4,0.0
PEOE_VSA5,11.336785877934737
PEOE_VSA6,12.13273413692322
