DLiP-ID,T002OS
DLiP-Mol-ID,19059
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C12H17ClN2O2S/c1-10-5-6-11(13)9-12(10)14-18(16,17)15-7-3-2-4-8-15/h5-6,9,14H,2-4,7-8H2,1H3"
Standard Inchi Key(RDKit),IWVLYOKIPNKJSC-UHFFFAOYSA-N
Canonical SMILES(RDKit),Cc1ccc(Cl)cc1NS(=O)(=O)N1CCCCC1
SMILES(SDF),
MW(SDF),
MW(RDKit),288.8
MW Monoisotopic(RDKit),288.069926464
MolLogP(RDKit),2.79102
XLogP(SDF),
XLogP(CDK),2.541
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),2
HBA Lipinski(RDKit),4
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),49.41
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),3
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),1
nAtoms(SDF),
Heavy Atoms(RDKit),18
QED Weighted(RDKit),0.929652696080559
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,FKBP1A/FK506
Common Target Pref Name,FKBP1A/FK506
RDKit Descriptors
Ipc,11129.903637175066
qed,0.9296526960805592
Chi0,13.173362107437434
Chi1,8.488000430147714
TPSA,49.410000000000004
Chi0n,10.31750765340239
Chi0v,11.889933180348573
Chi1n,6.029503304651195
Chi1v,7.847531106461062
Chi2n,4.526051161241474
Chi2v,6.633141546096029
Chi3n,3.093498669121486
Chi3v,4.851447017080197
Chi4n,2.0129355555587947
Chi4v,3.5508732521076634
MolMR,74.15550000000003
MolWt,288.8000000000001
fr_SH,0
Kappa1,13.647028596697757
Kappa2,5.465309739044323
Kappa3,3.157534087817193
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,1
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,524.8789899553105
MolLogP,2.7910200000000005
NOCount,4
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,2.1844479244363284
SMR_VSA1,8.417796984328938
SMR_VSA2,0.0
SMR_VSA3,4.305215991296234
SMR_VSA4,0.0
SMR_VSA5,26.186202068468653
SMR_VSA6,17.811607676277237
SMR_VSA7,28.785186010823153
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,113.12434013608404
NHOHCount,1
PEOE_VSA1,0.0
PEOE_VSA2,4.722094864452088
PEOE_VSA3,0.0
PEOE_VSA4,12.72301297562517
PEOE_VSA5,0.0
PEOE_VSA6,24.088128581620136
PEOE_VSA7,37.46156607416286
PEOE_VSA8,18.112146125566476
PEOE_VSA9,5.687386274683562
RingCount,2
SMR_VSA10,27.497655335313745
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,288.069926464
NumHDonors,1
PEOE_VSA10,0.0
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,0.0
