DLiP-ID,P0004J
DLiP-Mol-ID,23165
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C9H9BrN2O/c1-12-5-6-4-7(10)2-3-8(6)11-9(12)13/h2-4H,5H2,1H3,(H,11,13)"
Standard Inchi Key(RDKit),FZPAKYJRNKYQBY-UHFFFAOYSA-N
Canonical SMILES(RDKit),CN1Cc2cc(Br)ccc2NC1=O
SMILES(SDF),
MW(SDF),
MW(RDKit),241.088
MW Monoisotopic(RDKit),239.989825008
MolLogP(RDKit),2.4264
XLogP(SDF),
XLogP(CDK),1.544
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),1
HBA Lipinski(RDKit),3
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),32.34
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),0
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),1
nAtoms(SDF),
Heavy Atoms(RDKit),13
QED Weighted(RDKit),0.742773129760499
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,CREBBP/H4
Common Target Pref Name,CREBBP/H4
RDKit Descriptors
Ipc,1021.5391798430896
qed,0.7427731297604989
Chi0,9.422285251880869
Chi1,6.164703797946448
TPSA,32.34
Chi0n,7.172583947728474
Chi0v,8.758580486843178
Chi1n,3.9717418033091794
Chi1v,4.764740072866531
Chi2n,3.0876838941463243
Chi2v,4.003359422938013
Chi3n,2.0631038571651934
Chi3v,2.556355495882233
Chi4n,1.3530042305917294
Chi4v,1.7615001438940443
MolMR,54.62770000000002
MolWt,241.088
fr_SH,0
Kappa1,8.563029760273544
Kappa2,3.0301371252058775
Kappa3,1.536227183228096
fr_ArN,0
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,1
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,364.63237624992405
MolLogP,2.4264
NOCount,3
fr_Ar_N,0
fr_COO2,0
fr_urea,1
BalabanJ,2.421520777331753
SMR_VSA1,4.794537184071822
SMR_VSA2,0.0
SMR_VSA3,4.899909730850478
SMR_VSA4,0.0
SMR_VSA5,6.544756405912575
SMR_VSA6,12.36446058668352
SMR_VSA7,28.23527221291424
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,2
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
