DLiP-ID,T0035J
DLiP-Mol-ID,19775
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C25H29N5O4/c1-16-8-6-7-9-19(16)20-15-26-24(29(2)3)28-22(20)27-21(23(31)32)14-17-10-12-18(13-11-17)34-25(33)30(4)5/h6-13,15,21H,14H2,1-5H3,(H,31,32)(H,26,27,28)/t21-/m0/s1"
Standard Inchi Key(RDKit),KFIPSMBXBXMGGF-NRFANRHFSA-N
Canonical SMILES(RDKit),Cc1ccccc1-c1cnc(N(C)C)nc1N[C@@H](Cc1ccc(OC(=O)N(C)C)cc1)C(=O)O
SMILES(SDF),
MW(SDF),
MW(RDKit),463.538
MW Monoisotopic(RDKit),463.221954408
MolLogP(RDKit),3.68622
XLogP(SDF),
XLogP(CDK),2.171
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),7
HBA Lipinski(RDKit),9
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),107.89
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),8
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),34
QED Weighted(RDKit),0.520856053588662
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,27113459.78114706
qed,0.5208560535886619
Chi0,24.827698166887178
Chi1,16.15077480093882
TPSA,107.89
Chi0n,19.941422321974187
Chi0v,19.941422321974187
Chi1n,10.731735198251716
Chi1v,10.731735198251716
Chi2n,8.287265333170101
Chi2v,8.287265333170101
Chi3n,5.153814344731438
Chi3v,5.153814344731438
Chi4n,3.2567139754001087
Chi4v,3.2567139754001087
MolMR,131.43550000000005
MolWt,463.53800000000024
fr_SH,0
Kappa1,24.501400761098168
Kappa2,10.651001605409359
Kappa3,6.003938985708616
fr_ArN,0
fr_COO,1
fr_C_O,2
fr_C_S,0
fr_NH0,4
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,1162.2225270484237
MolLogP,3.6862200000000023
NOCount,9
fr_Ar_N,2
fr_COO2,1
fr_urea,0
BalabanJ,1.877438358558219
SMR_VSA1,19.432464716784395
SMR_VSA2,0.0
SMR_VSA3,14.867866772744895
SMR_VSA4,0.0
SMR_VSA5,19.386399651764595
SMR_VSA6,38.40738626556557
SMR_VSA7,65.85468310269995
SMR_VSA8,0.0
SMR_VSA9,16.876414816677897
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,1
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,1
