DLiP-ID,J100A8
DLiP-Mol-ID,37070
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C20H23N3O3/c1-5-23(6-2)16-9-7-15(8-10-16)21-20(24)17-11-13(3)25-19(17)18-12-14(4)26-22-18/h7-12H,5-6H2,1-4H3,(H,21,24)"
Standard Inchi Key(RDKit),ODEKNMDFMSYWJO-UHFFFAOYSA-N
Canonical SMILES(RDKit),CCN(CC)c1ccc(NC(=O)c2cc(C)oc2-c2cc(C)on2)cc1
SMILES(SDF),
MW(SDF),
MW(RDKit),353.422
MW Monoisotopic(RDKit),353.173941596
MolLogP(RDKit),4.64994
XLogP(SDF),
XLogP(CDK),3.718
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),71.51
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),6
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),26
QED Weighted(RDKit),0.698243439225386
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,GATA4/NKX2-5
Common Target Pref Name,GATA4/NKX2-5
RDKit Descriptors
Ipc,1002332.0394135603
qed,0.6982434392253858
Chi0,18.681433796945203
Chi1,12.511570350697117
TPSA,71.51
Chi0n,15.497487239902357
Chi0v,15.497487239902357
Chi1n,8.719021200094682
Chi1v,8.719021200094682
Chi2n,6.095940169341959
Chi2v,6.095940169341959
Chi3n,4.21426890252062
Chi3v,4.21426890252062
Chi4n,2.889338809299876
Chi4v,2.889338809299876
MolMR,101.63520000000003
MolWt,353.4220000000001
fr_SH,0
Kappa1,17.791826402675383
Kappa2,7.473367478257486
Kappa3,3.63811115893259
fr_ArN,0
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,2
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,889.4246117725818
MolLogP,4.6499400000000035
NOCount,6
fr_Ar_N,1
fr_COO2,0
fr_urea,0
BalabanJ,1.8051509259069838
SMR_VSA1,13.734783058098518
SMR_VSA2,0.0
SMR_VSA3,5.156663257125445
SMR_VSA4,0.0
SMR_VSA5,27.694948798762496
SMR_VSA6,23.30621114668196
SMR_VSA7,53.48214874021554
SMR_VSA8,0.0
SMR_VSA9,11.454175413722904
