DLiP-ID,C005GM
Mi,1.1102200030194578
Mm,0.7543231204728998
Mp,0.7480404491017965
Mv,0.7110325463057197
SZ,31.333333333333332
Si,44.40880012077831
Sm,30.172924818915995
Sp,29.921617964071856
Sv,28.441301852228786
nB,0
nC,19
nF,0
nH,14
nI,0
nN,4
nO,2
nP,0
nS,1
nX,0
ABC,20.600563884707494
AMW,9.05209366720001
IC0,1.7215883032814978
IC1,3.062668623829247
IC2,4.0964393446710154
IC3,4.815311532225104
IC4,5.171928094887364
IC5,5.271928094887365
MID,53.81345632014362
Mpe,0.9889215686274511
Mse,1.0151402039329933
NdO,2
NdS,0
NsF,0
NsI,0
NtN,0
SMR,100.01950000000001
SdO,25.222584474408066
SdS,0
Spe,39.556862745098044
SsF,0
SsI,0
Sse,40.605608157319736
StN,0
fMF,0.6
nBr,0
nCl,0
AMID,2.069748320005524
BIC0,0.2964496446984029
BIC1,0.5273775522478507
BIC2,0.7053881499668365
BIC3,0.8291746581452252
BIC4,0.8905824018510131
BIC5,0.907801945230423
CIC0,3.600339791605865
CIC1,2.2592594710581158
CIC2,1.2254887502163472
CIC3,0.5066165626622583
CIC4,0.14999999999999858
CIC5,0.049999999999998046
GGI1,4.5
GGI2,3.3333333333333344
GGI3,2.0
GGI4,1.386666666666667
GGI5,0.9583333333333333
GGI6,0.5461224489795918
GGI7,0.3506944444444444
GGI8,0.2335600907029478
GGI9,0.12687500000000002
JGI1,0.15517241379310343
JGI2,0.08130081300813011
JGI3,0.04651162790697675
JGI4,0.03382113821138212
JGI5,0.02395833333333333
JGI6,0.015603498542274052
JGI7,0.012092911877394636
JGI8,0.010154786552302082
JGI9,0.007048611111111111
MIC0,19.038564150124614
MIC1,33.878576742355335
MIC2,41.65988651532179
MIC3,45.85801171934914
MIC4,47.317781214512706
MIC5,47.4185812145127
MPC2,41
MPC3,55
MPC4,73
MPC5,95
MPC6,98
MPC7,117
MPC8,131
MPC9,142
Mare,1.0002
NaaN,3
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,0
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.15205299122826188
RPCG,0.1441783721060822
SIC0,0.3234895835844499
SIC1,0.5754810228968469
SIC2,0.7697284276738646
SIC3,0.9048058234479057
SIC4,0.9718147262936341
SIC5,0.990604908764545
SaaN,12.399658510944342
SaaO,0
SaaS,0
Sare,40.008
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,68.86353213125992
TIC1,122.50674495316987
TIC2,163.85757378684062
TIC3,192.61246128900416
TIC4,206.87712379549455
TIC5,210.87712379549458
Vabc,295.22981475307836
WPol,43
apol,49.969102
bpol,24.690897999999997
nRot,4
ABCGG,15.763623824052935
ATS0Z,1278.0
ATS0d,154.0
ATS0i,6321.132524094586
ATS0m,5079.806993
ATS0p,73.750088667886
ATS0s,214.02169067215362
ATS0v,10484.80903885238
ATS1Z,1491.0
ATS1d,194.0
ATS1i,6165.537454208998
ATS1m,5805.924877000003
ATS1p,90.95334833000004
ATS1s,135.99845679012347
ATS1v,13051.42672522792
ATS2Z,1991.0
ATS2d,290.0
ATS2i,10288.595765001231
ATS2m,7613.433193999999
ATS2p,132.22902002
ATS2s,296.82716049382714
ATS2v,18835.20653218712
ATS3Z,2212.0
ATS3d,331.0
ATS3i,13388.696094233106
ATS3m,8333.342071
ATS3p,151.080284205943
ATS3s,305.9567901234567
ATS3v,20920.410941804796
ATS4Z,2201.0
ATS4d,313.0
ATS4i,14243.248562219052
ATS4m,8222.065757
ATS4p,145.813833662792
ATS4s,353.8456790123457
ATS4v,20203.77471446877
ATS5Z,2086.0
ATS5d,296.0
ATS5i,13992.920209051254
ATS5m,7764.993385
ATS5p,143.059077682792
ATS5s,354.5956790123456
ATS5v,19853.4483861138
ATS6Z,1816.0
ATS6d,272.0
ATS6i,13829.157167910997
ATS6m,6674.202660999998
ATS6p,131.58071639733902
ATS6s,314.28086419753083
ATS6v,18060.315991045125
ATS7Z,1538.0
ATS7d,230.0
ATS7i,12433.417817111267
ATS7m,5626.202483
ATS7p,113.36883175733898
ATS7s,266.5648148148148
ATS7v,15379.927276867906
ATS8Z,1280.0
ATS8d,190.0
ATS8i,10429.39792423215
ATS8m,4645.377817
ATS8p,95.43757735049
ATS8s,215.76851851851856
ATS8v,12689.96860764028
C1SP1,0
C1SP2,5
C1SP3,0
C2SP1,0
C2SP2,11
C2SP3,0
C3SP2,3
C3SP3,0
C4SP3,0
FCSP3,0.0
GGI10,0.03305785123966942
JGI10,0.0025429116338207248
JGT10,0.38820704596982836
Kier1,19.322235434007133
Kier2,8.566329565734682
Kier3,4.379504132231405
MAXdO,12.611292237204033
MID_C,39.95729924603455
MID_N,8.11432421713662
MID_O,3.4959164284862174
MID_X,0.0
MID_h,13.856157074109056
MINdO,12.611292237204033
MPC10,139
MWC01,29.0
MWC02,4.948759890378168
MWC03,5.808142489980444
MWC04,6.70073110954781
MWC05,7.581209826196346
MWC06,8.481151420068972
MWC07,9.370160663423624
MWC08,10.27349817965989
MWC09,11.166978484386473
MWC10,12.07222691779326
NaaCH,13
NaaNH,0
NaaSe,0
NaaaC,2
NaasC,4
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,0
NdssS,0
NsCH3,0
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,3.4926000000000013
SRW02,4.07753744390572
SRW03,0.0
SRW04,5.407171771460119
SRW05,0.0
SRW06,6.955592608396297
SRW07,0.0
SRW08,8.59840444684106
SRW09,0.0
SRW10,10.28973586171716
SaaCH,22.136393782371204
SaaNH,0
SaaSe,0
SaaaC,1.410375041992106
SaasC,2.384446896297546
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,2.610331002771479
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.416480003128691
VE1_D,5.01926277970484
VE2_A,0.16986461550494966
VE2_D,0.19304856845018614
VE3_A,2.440854444455873
VE3_D,2.568794511314081
VR1_A,220.94692904400816
VR1_D,158.8712077153419
VR2_A,8.49795880938493
VR2_D,6.110431065974689
VR3_A,6.353433977634584
VR3_D,6.023605304639846
WPath,1642
Xc-3d,1.9363960067465529
Xc-4d,0.2041241452319315
Xc-5d,0.5956555871284035
Xc-6d,0.10206207261596575
Xp-0d,17.984916895309066
Xp-1d,12.64979647269619
Xp-2d,11.539180109737817
Xp-3d,9.655051562617908
Xp-4d,8.267308889477922
Xp-5d,6.959865212476385
Xp-6d,4.393752679601295
Xp-7d,3.4148100098326934
ZMIC0,80.46625241159579
ZMIC1,56.755549850206236
ZMIC2,38.71308423456884
ZMIC3,29.660008095570497
ZMIC4,26.674026093414284
ZMIC5,26.341833283925546
nAcid,0
nAtom,40
nBase,0
nRing,4
piPC1,3.7727609380946383
piPC2,4.448516375942715
piPC3,5.05465217951303
piPC4,5.685703361256295
piPC5,6.296533647820864
piPC6,6.573199953911451
piPC7,7.070166390167727
piPC8,7.490655894618538
piPC9,7.902626110979149
AATS0Z,31.95
AATS0d,3.85
AATS0i,158.02831310236465
AATS0m,126.995174825
AATS0p,1.84375221669715
AATS0s,5.35054226680384
AATS0v,262.1202259713095
AATS1Z,34.674418604651166
AATS1d,4.511627906976744
AATS1i,143.38459195834878
AATS1m,135.02150876744193
AATS1p,2.115194147209303
AATS1s,3.1627548090726387
AATS1v,303.52155174948655
AATS2Z,28.855072463768117
AATS2d,4.202898550724638
AATS2i,149.11008355074247
AATS2m,110.33961150724636
AATS2p,1.9163626089855073
AATS2s,4.301842905707639
AATS2v,272.9740077128568
AATS3Z,25.136363636363637
AATS3d,3.7613636363636362
AATS3i,152.14427379810348
AATS3m,94.69706898863636
AATS3p,1.7168214114311704
AATS3s,3.4767817059483717
AATS3v,237.73194252050905
AATS4Z,24.186813186813186
AATS4d,3.4395604395604398
AATS4i,156.51921496944013
AATS4m,90.35237095604396
AATS4p,1.6023498204702418
AATS4s,3.8884140550807222
AATS4v,222.01950235679968
AATS5Z,23.177777777777777
AATS5d,3.2888888888888888
AATS5i,155.4768912116806
AATS5m,86.27770427777777
AATS5p,1.589545307586578
AATS5s,3.9399519890260626
AATS5v,220.59387095681998
AATS6Z,20.636363636363637
AATS6d,3.090909090909091
AATS6i,157.14951327171588
AATS6m,75.84321205681816
AATS6p,1.4952354136061252
AATS6s,3.571373456790123
AATS6v,205.23086353460369
AATS7Z,19.71794871794872
AATS7d,2.948717948717949
AATS7i,159.40279252706753
AATS7m,72.13080106410257
AATS7p,1.4534465609915255
AATS7s,3.4174976258309586
AATS7v,197.17855483163981
AATS8Z,19.393939393939394
AATS8d,2.878787878787879
AATS8i,158.0211806701841
AATS8m,70.38451237878787
AATS8p,1.4460238992498484
AATS8s,3.2692199775533117
AATS8v,192.27225163091333
AMID_C,1.5368192017705598
AMID_N,0.31208939296679306
AMID_O,0.13445832417254683
AMID_X,0.0
AMID_h,0.5329291182349637
ATS0dv,376.44444444444446
ATS0pe,258.5975
ATS0se,313.58212499999996
ATS1dv,335.3333333333333
ATS1pe,283.0996
ATS1se,337.1067559999998
ATS2dv,574.6666666666666
ATS2pe,459.64330000000007
ATS2se,547.9067980000001
ATS3dv,563.0
ATS3pe,565.4488
ATS3se,685.7529799999999
ATS4dv,556.0
ATS4pe,593.3629999999999
ATS4se,721.0131799999999
ATS5dv,551.6666666666666
ATS5pe,583.1236999999999
ATS5se,709.0453860000001
ATS6dv,472.66666666666663
ATS6pe,558.6341
ATS6se,684.0889839999999
ATS7dv,385.0
ATS7pe,492.6427000000001
ATS7se,604.973424
ATS8dv,280.33333333333337
ATS8pe,410.34619999999995
ATS8se,506.874616
ATSC0Z,394.4
ATSC0c,0.5788080624482671
ATSC0d,24.400000000000006
ATSC0i,69.72214453674235
ATSC0m,1796.3361517749997
ATSC0p,11.327309800725898
ATSC0s,70.28943544238682
ATSC0v,1920.1574845060966
ATSC1Z,95.56999999999996
ATSC1c,-0.2869514645276868
ATSC1d,5.719999999999998
ATSC1i,-11.880666938040752
ATSC1m,411.0212493168753
ATSC1p,-1.379954787962994
ATSC1s,-18.08632957175925
ATSC1v,37.0392985048324
ATSC2Z,-42.690000000000005
ATSC2c,-0.006580920196145662
ATSC2d,-1.2400000000000015
ATSC2i,0.03468308666699316
ATSC2m,-199.49931563687474
ATSC2p,-0.43332807616903024
ATSC2s,25.75653447573731
ATSC2v,-270.78251482414237
ATSC3Z,-22.38000000000001
ATSC3c,0.024448076643035513
ATSC3d,-4.88
ATSC3i,-17.653663138329886
ATSC3m,-98.18906255499991
ATSC3p,-2.034053251456581
ATSC3s,-3.907415552126198
ATSC3v,-232.09373519259833
ATSC4Z,-51.710000000000015
ATSC4c,0.02047674952686227
ATSC4d,-5.96
ATSC4i,4.147022309619991
ATSC4m,-234.86535066312496
ATSC4p,-0.4310956264534729
ATSC4s,-4.002264928412204
ATSC4v,-160.79292803148917
ATSC5Z,-71.30000000000001
ATSC5c,-0.04882072238189796
ATSC5d,-4.6000000000000005
ATSC5i,-9.400873103513096
ATSC5m,-320.4811933687499
ATSC5p,-1.1736302851324756
ATSC5s,-2.440052190500684
ATSC5v,-285.29475802648903
ATSC6Z,-61.18000000000002
ATSC6c,0.0007922273658131675
ATSC6d,-2.6800000000000006
ATSC6i,-9.413798884932671
ATSC6m,-270.02826490500007
ATSC6p,-1.2530563872263791
ATSC6s,-10.151392746913576
ATSC6v,-173.12994608187861
ATSC7Z,-24.279999999999994
ATSC7c,0.08833307867830503
ATSC7d,-1.4799999999999995
ATSC7i,12.002708970631023
ATSC7m,-107.30593243625015
ATSC7p,1.0085199946721954
ATSC7s,-13.570912744341559
ATSC7v,34.35419950269884
ATSC8Z,-39.760000000000005
ATSC8c,-0.14304176512569913
ATSC8d,-2.9599999999999995
ATSC8i,-9.517693118833753
ATSC8m,-178.23624955375
ATSC8p,-1.6186720583947842
ATSC8s,-3.843099172668038
ATSC8v,-127.17004741057613
AXp-0d,0.6917275728965026
AXp-1d,0.4361998783688341
AXp-2d,0.28144341731067846
AXp-3d,0.17554639204759834
AXp-4d,0.11325080670517702
AXp-5d,0.07326173907869879
AXp-6d,0.04483421101633975
AXp-7d,0.029186410340450372
GATS1Z,0.7784270484456814
GATS1c,1.420483018444685
GATS1d,0.8549370949294699
GATS1i,1.2126010331902652
GATS1m,0.7610173130757546
GATS1p,1.1650810136865706
GATS1s,0.7688730484530503
GATS1v,0.8224707942642411
GATS2Z,0.9136056971514244
GATS2c,1.0604200884443027
GATS2d,1.1350677120456165
GATS2i,1.0439106848178943
GATS2m,0.9058809588621579
GATS2p,0.9365737155335985
GATS2s,0.6272836651212615
GATS2v,0.9086344758992453
GATS3Z,1.0433425917388899
GATS3c,0.9719458352203144
GATS3d,1.2623416542473918
GATS3i,1.108781855892302
GATS3m,1.0303841301378291
GATS3p,1.1053348408608712
GATS3s,0.9177242852152951
GATS3v,0.993700085510174
GATS4Z,1.113264271225732
GATS4c,1.1258574528286407
GATS4d,1.2207259953161589
GATS4i,0.9886668860363195
GATS4m,1.1017718062489494
GATS4p,1.0367767959497427
GATS4s,1.2290843435728367
GATS4v,0.968803881447916
GATS5Z,1.0701487491548345
GATS5c,1.0999771989489862
GATS5d,1.092213114754098
GATS5i,1.0406578159644142
GATS5m,1.0641078379239928
GATS5p,1.0300736991977422
GATS5s,1.218784657065326
GATS5v,1.004501802624865
GATS6Z,1.0366004748294302
GATS6c,0.9838950030261353
GATS6d,1.0080570044709387
GATS6i,1.0223359675779553
GATS6m,1.037236735559208
GATS6p,1.0140579729412351
GATS6s,1.1390249200338345
GATS6v,1.022575986044162
GATS7Z,0.9793356997971602
GATS7c,0.9159612988162041
GATS7d,0.9323770491803277
GATS7i,0.8853732152938119
GATS7m,0.9860524623967275
GATS7p,0.8945182812441634
GATS7s,1.1024530863484896
GATS7v,0.9845700629866513
GATS8Z,1.1544002397197124
GATS8c,1.0969392149055661
GATS8d,1.017138599105812
GATS8i,1.042558470017824
GATS8m,1.1493079873522138
GATS8p,1.139213952660585
GATS8s,0.9688589732871291
GATS8v,1.079118971228504
MATS1Z,0.22541157601773662
MATS1c,-0.4611746315011532
MATS1d,0.21807091117041544
MATS1i,-0.15851180814372898
MATS1m,0.21284732694598418
MATS1p,-0.11332601430583743
MATS1s,-0.23936019003428513
MATS1v,0.017943924744644922
MATS2Z,-0.06274803774583297
MATS2c,-0.006591176675264665
MATS2d,-0.029460679496317446
MATS2i,0.00028837519746199603
MATS2m,-0.06438203510323992
MATS2p,-0.022176905748708384
MATS2s,0.21242629478791752
MATS2v,-0.08175130018198665
MATS3Z,-0.025792919048497155
MATS3c,0.019199390664092427
MATS3d,-0.09090909090909087
MATS3i,-0.11509101432437693
MATS3m,-0.02484579070924628
MATS3p,-0.08162305755014676
MATS3s,-0.025268348892842806
MATS3v,-0.054941927009392134
MATS4Z,-0.05763100996366718
MATS4c,0.015550524615577682
MATS4d,-0.1073680417942713
MATS4i,0.02614473437951831
MATS4m,-0.057471156872831795
MATS4p,-0.016728824971691706
MATS4s,-0.025028474337543512
MATS4v,-0.03680854861855842
MATS5Z,-0.08034708136128017
MATS5c,-0.03748755458695504
MATS5d,-0.0837887067395264
MATS5i,-0.05992595109551999
MATS5m,-0.07929255657462683
MATS5p,-0.04604919166468379
MATS5s,-0.0154286008046176
MATS5v,-0.06603503684314209
MATS6Z,-0.07050986538816155
MATS6c,0.0006221463926637679
MATS6d,-0.04992548435171386
MATS6i,-0.06137217266597784
MATS6m,-0.06832803553504249
MATS6p,-0.05028299703309954
MATS6s,-0.06564669927100748
MATS6v,-0.04098384151936351
MATS7Z,-0.03157018775680033
MATS7c,0.07826258417205763
MATS7d,-0.031105506515342562
MATS7i,0.0882823586459058
MATS7m,-0.030633845032994537
MATS7p,0.04565865593473859
MATS7s,-0.0990112154009264
MATS7v,0.009175048582561348
MATS8Z,-0.061097793349314665
MATS8c,-0.14977672995321908
MATS8d,-0.07352210630899152
MATS8i,-0.08273266547129016
MATS8m,-0.060134607500815625
MATS8p,-0.08660603320492255
MATS8s,-0.03313657307216969
MATS8v,-0.040138768110593
MAXaaN,4.382181279919375
MINaaN,3.866958137117422
NddssS,1
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,7
SM1_Dt,0.0
SddssS,-3.747123042118082
SdssSe,0
SdsssP,0
SpAD_A,34.59028737416185
SpAD_D,261.79076126348764
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,946
TMWC10,131.40285898143497
TSRW10,61.328442132320355
VE1_Dt,5.047826005673654
VE2_Dt,0.1941471540643713
VE3_Dt,2.574469101699583
VR1_Dt,155.10584290988209
VR2_Dt,5.965609342687772
VR3_Dt,5.999619186388705
Xc-3dv,1.0139896741808008
Xc-4dv,0.05103103630798288
Xc-5dv,0.19451847997328478
Xc-6dv,0.017010345435994292
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.3430130341208204
Xch-7d,0.35610779142453663
Xp-0dv,14.388435738284329
Xp-1dv,9.343405393374399
Xp-2dv,7.27858196122047
Xp-3dv,5.281970684272198
Xp-4dv,3.7679846834429735
Xp-5dv,2.6470997935726626
Xp-6dv,1.5427336880022873
Xp-7dv,1.0274625070772379
Xpc-4d,4.258070565817312
Xpc-5d,7.0220579633439835
Xpc-6d,11.110704697163456
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,4
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,43
nFRing,1
nHBAcc,5
nHBDon,1
nHRing,3
nSpiro,0
naRing,4
piPC10,8.132691571470943
AATS0dv,9.411111111111111
AATS0pe,6.4649375000000004
AATS0se,7.839553124999999
AATS1dv,7.7984496124031
AATS1pe,6.583711627906977
AATS1se,7.839691999999995
AATS2dv,8.328502415458937
AATS2pe,6.661497101449276
AATS2se,7.94067823188406
AATS3dv,6.3977272727272725
AATS3pe,6.4255545454545455
AATS3se,7.792647499999998
AATS4dv,6.1098901098901095
AATS4pe,6.520472527472527
AATS4se,7.923221758241757
AATS5dv,6.129629629629629
AATS5pe,6.479152222222221
AATS5se,7.878282066666668
AATS6dv,5.371212121212121
AATS6pe,6.348114772727272
AATS6se,7.773738454545453
AATS7dv,4.935897435897436
AATS7pe,6.3159320512820525
AATS7se,7.756069538461539
AATS8dv,4.247474747474748
AATS8pe,6.217366666666666
AATS8se,7.679918424242424
AATSC0Z,9.86
AATSC0c,0.014470201561206677
AATSC0d,0.6100000000000001
AATSC0i,1.7430536134185588
AATSC0m,44.90840379437499
AATSC0p,0.28318274501814744
AATSC0s,1.7572358860596704
AATSC0v,48.003937112652416
AATSC1Z,2.222558139534883
AATSC1c,-0.006673289872736902
AATSC1d,0.13302325581395344
AATSC1i,-0.2762945799544361
AATSC1m,9.558633705043611
AATSC1p,-0.03209197181309289
AATSC1s,-0.42061231562230816
AATSC1v,0.8613790349961024
AATSC2Z,-0.6186956521739131
AATSC2c,-9.53756550166038e-05
AATSC2d,-0.017971014492753644
AATSC2i,0.0005026534299564226
AATSC2m,-2.891294429519924
AATSC2p,-0.006280117045927974
AATSC2s,0.373283108344019
AATSC2v,-3.9243842728136573
AATSC3Z,-0.25431818181818194
AATSC3c,0.0002778190527617672
AATSC3d,-0.05545454545454545
AATSC3i,-0.20060980839011233
AATSC3m,-1.1157848017613625
AATSC3p,-0.023114241493824784
AATSC3s,-0.04440244945597952
AATSC3v,-2.637428809006799
AATSC4Z,-0.5682417582417584
AATSC4c,0.00022501922556991506
AATSC4d,-0.0654945054945055
AATSC4i,0.04557167373208781
AATSC4m,-2.5809379193749997
AATSC4p,-0.00473731457641179
AATSC4s,-0.043980933279254994
AATSC4v,-1.7669552530932875
AATSC5Z,-0.7922222222222224
