DLiP-ID,C002WT
AATSC3m,-2.1807943448835267
AATSC3p,-0.033983397819313414
AATSC3s,0.06015187849720227
AATSC3v,-5.531003658511927
AATSC4Z,-0.28424579929020183
AATSC4c,0.0003204606089660326
AATSC4d,-0.012677516455791068
AATSC4i,0.12830420227407596
AATSC4m,-1.3353112643775167
AATSC4p,0.003734776704004823
AATSC4s,0.13733609385783296
AATSC4v,-0.17512062122573102
AATSC5Z,0.3873232266299152
AATSC5c,-0.0032166263165735467
AATSC5d,-0.08114574962090776
AATSC5i,-0.21248191615203668
AATSC5m,1.796244962701682
AATSC5p,-0.015039875273596992
AATSC5s,0.0017580872011252145
AATSC5v,-0.6993321710258653
AATSC6Z,-0.5140681808617117
AATSC6c,0.006739895038904432
AATSC6d,-0.12963183212965015
AATSC6i,0.11307827487437606
AATSC6m,-2.5762604775075606
AATSC6p,-0.014856877909053708
AATSC6s,0.3257254069355979
AATSC6v,-5.918891100610522
AATSC7Z,-1.234706196477636
AATSC7c,-0.0036358619517028973
AATSC7d,-0.11019504655421279
AATSC7i,-0.05174034395808494
AATSC7m,-5.833586947427136
AATSC7p,-0.018403256433062235
AATSC7s,-0.1934219495569188
AATSC7v,-5.769194210642532
AATSC8Z,-1.0866243590748041
AATSC8c,-0.0003883757754773606
AATSC8d,-0.00010968634927266677
AATSC8i,-0.349692908823199
AATSC8m,-5.1756594898296395
AATSC8p,-0.03644117729363121
AATSC8s,-0.2715488215488216
AATSC8v,-8.184431112176252
ATS0are,377.9594
ATS1are,411.783
ATS2are,712.3588000000002
ATS3are,879.0009
ATS4are,1005.1397999999998
ATS5are,969.6798999999999
ATS6are,1003.9254
ATS7are,1011.6569000000001
ATS8are,1009.1340000000001
ATSC0dv,255.5593220338983
ATSC0pe,7.4878135593220305
ATSC0se,4.954562711864406
ATSC1dv,83.08072392990519
ATSC1pe,-0.13951278368284317
ATSC1se,-0.39015937029589326
ATSC2dv,31.593794886526883
ATSC2pe,0.5145986785406595
ATSC2se,0.44235390519965223
ATSC3dv,-20.673656995116342
ATSC3pe,-1.1817319448434316
ATSC3se,-1.0103417787991957
ATSC4dv,-14.763573685722495
ATSC4pe,-0.6565251364550424
ATSC4se,-0.23844597644354984
ATSC5dv,-15.2436081585751
ATSC5pe,0.7342247055443758
ATSC5se,0.042167381786845703
ATSC6dv,-82.65785693766158
ATSC6pe,2.4430079862108673
ATSC6se,2.3701333938523397
ATSC7dv,-153.5960930767021
ATSC7pe,-3.202259494398162
ATSC7se,-1.74602383108302
ATSC8dv,-70.27607009480035
ATSC8pe,-2.541243004883661
ATSC8se,-1.5711711094513034
AXp-0dv,0.549442970856901
AXp-1dv,0.2881482006102654
AXp-2dv,0.15221293220479776
AXp-3dv,0.08121741765312213
AXp-4dv,0.04299913959369381
AXp-5dv,0.023385703864031715
AXp-6dv,0.012341459833576932
AXp-7dv,0.00681053361400401
BertzCT,1446.8131101191418
ECIndex,940
ETA_eta,31.1478998503051
GATS1dv,0.4611112163837989
GATS1pe,0.7364832420919035
GATS1se,0.8178204291312428
GATS2dv,0.8994841503083052
GATS2pe,0.9073349639446288
GATS2se,0.9204547143149359
GATS3dv,0.9331204356053557
GATS3pe,0.8905383179292308
GATS3se,0.8984484220373583
GATS4dv,0.9895722367910468
GATS4pe,0.9405422441610252
GATS4se,0.8838320747273306
GATS5dv,0.963114588947599
GATS5pe,0.7884929195830721
GATS5se,0.7706512300183316
GATS6dv,1.1087457746258733
GATS6pe,0.887408537737456
GATS6se,0.842884800932121
GATS7dv,1.1688784781304904
GATS7pe,1.0790208228953013
GATS7se,1.0310335671047348
GATS8dv,1.0487987716399974
GATS8pe,1.085233816316366
GATS8se,1.0545345189695912
LogEE_A,4.498102449310692
LogEE_D,231.29135683483574
MATS1dv,0.3044528241503967
MATS1pe,-0.01744899604246122
MATS1se,-0.07374764798315518
MATS2dv,0.0669168641109047
MATS2pe,0.03719967606516228
MATS2se,0.04832702373785607
MATS3dv,-0.034337034948245145
MATS3pe,-0.06698864060041838
MATS3se,-0.08655660095308056
MATS4dv,-0.021170245983824075
MATS4pe,-0.03213086903559948
MATS4se,-0.01763643508970083
MATS5dv,-0.022273628608031455
MATS5pe,0.03661583110412736
MATS5se,0.0031780902866682895
MATS6dv,-0.12154714803615677
MATS6pe,0.12260896423346793
MATS6se,0.1797710763539648
MATS7dv,-0.21754687486013424
MATS7pe,-0.15479820019643586
MATS7se,-0.12755845324609172
MATS8dv,-0.09832949470832479
MATS8pe,-0.12135543779987559
MATS8se,-0.11339299397661329
MAXaaCH,2.032372747381974
MAXaaaC,0.5324278889816478
MAXaasC,1.1288351103628882
MAXaasN,1.4271228500166226
MAXdsCH,1.2507561282515147
MAXdssC,-0.2924100377793213
MAXsCH3,1.8834216729649074
MAXsNH2,5.339801905446486
MAXsssN,2.3123202212983958
MDEC-12,2.087751849111749
MDEC-13,1.9295531205941223
MDEC-22,17.133126675559776
MDEC-23,28.064150209296034
MDEC-33,9.489750973485847
MDEN-11,0.25
MDEN-12,0.33333333333333337
MDEN-13,0.873580464736299
MDEN-23,1.1052094495921163
MDEN-33,0.6850067105944414
MDEO-11,0.16666666666666669
MDEO-12,0.2973199273805454
MDEO-22,0.4999999999999999
MINaaCH,1.6234205181820067
MINaaaC,0.5324278889816478
MINaasC,0.17376939271780523
MINaasN,1.4271228500166226
MINdsCH,1.2507561282515147
MINdssC,-0.8882088441337526
MINsCH3,1.8834216729649074
MINsNH2,5.339801905446486
MINsssN,2.0196485785672293
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.8571428571428572
SM1_Dzi,2.044034256259092
SM1_Dzm,1.8520633872879002
SM1_Dzp,-7.4382679664475155
SM1_Dzv,-3.5119256816926754
SddssSe,0
SpAD_Dt,918.4674984314802
SpAbs_A,45.8236056788461
SpAbs_D,462.5827136696717
SpMAD_A,1.30924587653846
SpMAD_D,13.216648961990618
SpMax_A,2.5017972689691006
SpMax_D,231.29135683483574
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,126.18999999999998
TpiPC10,9.377288997352752
VAdjMat,6.285402218862249
VE1_DzZ,5.825443622223879
VE1_Dzi,5.8195740576690715
VE1_Dzm,5.825444638236065
VE1_Dzp,5.818822360874546
VE1_Dzv,5.82792957568773
VE2_DzZ,0.16644124634925367
VE2_Dzi,0.16627354450483062
VE2_Dzm,0.1664412753781733
VE2_Dzp,0.16625206745355847
VE2_Dzv,0.16651227359107798
VE3_DzZ,3.0149981233689305
VE3_Dzi,3.0139900415929772
VE3_Dzm,3.0149982977783254
VE3_Dzp,3.013860866272162
VE3_Dzv,3.015424772968036
VR1_DzZ,246.3329635208517
VR1_Dzi,247.2002193145238
VR1_Dzm,246.33246057232012
VR1_Dzp,246.3986972461829
VR1_Dzv,245.544780816084
VR2_DzZ,7.038084672024334
VR2_Dzi,7.062863408986394
VR2_Dzm,7.038070302066289
VR2_Dzp,7.039962778462368
VR2_Dzv,7.015565166173829
VR3_DzZ,6.759447099505802
VR3_Dzi,6.762961581273186
VR3_Dzm,6.759445057761011
VR3_Dzp,6.759713912990524
VR3_Dzv,6.756242305678712
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.02946278254943948
Xch-6dv,0.14209352623381977
Xch-7dv,0.19842896328841544
Xpc-4dv,2.1497970610411503
Xpc-5dv,2.8197541013772565
Xpc-6dv,3.6625494298186836
Zagreb1,190.0
Zagreb2,228.0
fragCpx,331.1
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,1
n5FRing,0
n5HRing,1
n5aRing,0
n6ARing,1
n6FRing,0
n6HRing,3
n6aRing,3
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,1
n9HRing,0
n9aRing,0
nAHRing,2
nBondsA,17
nBondsD,3
nBondsM,21
nBondsO,39
nBondsS,42
nBondsT,1
nFARing,1
nFHRing,2
nFaRing,1
nHetero,10
naHRing,2
AATS0are,6.406091525423729
AATS1are,6.536238095238096
AATS2are,6.5354018348623875
AATS3are,6.323747482014388
AATS4are,6.243104347826086
AATS5are,6.137214556962024
AATS6are,6.394429299363057
AATS7are,6.206484049079755
AATS8are,6.115963636363637
AATSC0dv,4.331513932777937
AATSC0pe,0.12691209422579713
AATSC0se,0.08397563918414247
AATSC1dv,1.3187416496810347
AATSC1pe,-0.0022144886298863997
AATSC1se,-0.0061930058777125915
AATSC2dv,0.2898513292341916
AATSC2pe,0.004721088793951005
AATSC2se,0.00405829270825369
AATSC3dv,-0.1487313452886068
AATSC3pe,-0.008501668667938356
AATSC3se,-0.007268645890641696
AATSC4dv,-0.09169921543927015
AATSC4pe,-0.004077795878602748
AATSC4se,-0.0014810309095872661
AATSC5dv,-0.0964785326492095
AATSC5pe,0.004646991807242885
AATSC5se,0.0002668821632078842
AATSC6dv,-0.5264831652080355
AATSC6pe,0.01556056042172527
AATSC6se,0.015096391043645475
AATSC7dv,-0.9423073194889698
AATSC7pe,-0.019645763769313877
AATSC7se,-0.010711802644681105
AATSC8dv,-0.4259155763321233
AATSC8pe,-0.015401472756870673
AATSC8se,-0.009522249148189717
AETA_eta,0.8899399957230029
ATSC0are,8.108579661016945
ATSC1are,-0.36853082447572083
ATSC2are,0.5648240160873383
ATSC3are,-1.4395808962941659
ATSC4are,-0.6072156851479462
ATSC5are,0.5344290433783331
ATSC6are,3.4239083596667657
ATSC7are,-3.28516584314852
ATSC8are,-2.6597329503016423
BCUTZ-1h,8.024265036955123
BCUTZ-1l,5.693593820305723
BCUTc-1h,0.493349084408997
BCUTc-1l,-0.48691741760847673
BCUTd-1h,3.298614944069181
BCUTd-1l,0.9113232947893763
BCUTi-1h,14.564809820695292
BCUTi-1l,10.954177347716529
BCUTm-1h,16.01230071687449
BCUTm-1l,11.705261258060439
BCUTp-1h,1.9934845088539819
BCUTp-1l,0.7483659836523662
BCUTs-1h,7.009372212485215
BCUTs-1l,1.3643440320884193
BCUTv-1h,20.893242819173206
BCUTv-1l,14.701766301914997
BalabanJ,1.2126738607275342
Diameter,15
ETA_beta,45.75
GATS1are,0.7787312976971891
GATS2are,0.9252659496730542
GATS3are,0.9010643175508761
GATS4are,0.9311321244717556
GATS5are,0.7868684417953624
GATS6are,0.8597282693972287
GATS7are,1.0664165967256312
GATS8are,1.0706421636904144
HybRatio,0.2916666666666667
Lipinski,True
LogEE_Dt,459.23374921574003
MATS1are,-0.04256380974199381
MATS2are,0.03770456029383456
MATS3are,-0.07535784985631042
MATS4are,-0.027442541479557856
MATS5are,0.02461161930138583
MATS6are,0.15868274474117927
MATS7are,-0.14664826129618075
MATS8are,-0.11729008832775492
MAXssCH2,0.7543752813210786
MINssCH2,0.2457637366299017
NsssssAs,0
RotRatio,0.1282051282051282
SM1_Dzpe,2.0019889840881278
SM1_Dzse,1.8355571595482632
SMR_VSA1,14.268263091671919
SMR_VSA2,5.261891554738487
SMR_VSA3,14.28458285805948
SMR_VSA4,5.733667477162185
SMR_VSA5,13.4684936056032
SMR_VSA6,37.87187766060061
SMR_VSA7,69.14594199820522
SMR_VSA8,0.0
SMR_VSA9,17.568244979360085
SpAD_DzZ,358.83610694122285
SpAD_Dzi,346.59497559319493
SpAD_Dzm,358.9142576339807
SpAD_Dzp,502.1336654191233
SpAD_Dzv,451.91405364169145
SpAbs_Dt,918.46749843148
SpDiam_A,5.0034109789662065
SpDiam_D,343.1586499469527
SpMAD_Dt,26.24192852661372
SpMax_Dt,459.23374921574003
SsssssAs,0
VE1_Dzpe,5.8247669131967825
VE1_Dzse,5.825531821379491
VE2_Dzpe,0.16642191180562235
VE2_Dzse,0.16644376632512833
VE3_Dzpe,3.0148819522446746
VE3_Dzse,3.0150132635871967
VMcGowan,340.5700000000012
VR1_Dzpe,246.44267578305403
VR1_Dzse,246.31846592890236
VR2_Dzpe,7.041219308087258
VR2_Dzse,7.0376704551114955
VR3_Dzpe,6.75989238232932
VR3_Dzse,6.759388244132258
mZagreb1,10.694444444444443
mZagreb2,7.638888888888892
n10ARing,0
n10FRing,1
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,1
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,1
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,2
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,1
n9FHRing,1
n9FaRing,0
n9aHRing,0
nBondsKD,10
nBondsKS,52
nFAHRing,1
nFaHRing,1
nG12Ring,0
AATSC0are,0.1374335535765584
AATSC1are,-0.005849695626598744
AATSC2are,0.005181871707223288
AATSC3are,-0.01035669709564148
AATSC4are,-0.0037715259947077406
AATSC5are,0.0033824622998628678
AATSC6are,0.0218083335010622
AATSC7are,-0.02015439167575779
AATSC8are,-0.016119593638191772
AETA_beta,1.3071428571428572
BCUTdv-1h,6.023863457061452
BCUTdv-1l,0.995942574906894
BCUTpe-1h,3.4935238483665096
BCUTpe-1l,2.2422642169597298
BCUTse-1h,3.706074745152778
BCUTse-1l,2.4382831170706707
ETA_alpha,16.233333333333334
ETA_dBeta,-2.75
ETA_eta_B,0.4743215189479777
ETA_eta_F,39.34123644259579
ETA_eta_L,7.698967446093657
ETA_eta_R,70.4891362929009
ETA_psi_1,0.5417130144605119
LabuteASA,200.95216355876158
LogEE_DzZ,179.4281022518863
LogEE_Dzi,173.2400294468678
LogEE_Dzm,179.46712971209539
LogEE_Dzp,249.97414228729144
LogEE_Dzv,225.4553231520325
PEOE_VSA1,20.107303115612762
PEOE_VSA2,18.889678705255914
PEOE_VSA3,4.9839785209472085
PEOE_VSA4,5.261891554738487
PEOE_VSA5,0.0
PEOE_VSA6,12.13273413692322
PEOE_VSA7,42.325761495303325
PEOE_VSA8,38.92062560117595
PEOE_VSA9,5.563451491696996
SM1_Dzare,2.2568636575151233
SpAD_Dzpe,355.4972212380492
SpAD_Dzse,359.31514445376376
SpAbs_DzZ,357.28057064278244
SpAbs_Dzi,344.9013472094373
SpAbs_Dzm,357.3629456658644
SpAbs_Dzp,507.38655254103026
SpAbs_Dzv,454.4225719857576
SpDiam_Dt,658.1008575145484
SpMAD_DzZ,10.252460198320653
SpMAD_Dzi,9.902713588376997
SpMAD_Dzm,10.254693075256592
SpMAD_Dzp,14.346676154832094
SpMAD_Dzv,12.911830104048327
SpMax_DzZ,179.4281022518863
SpMax_Dzi,173.2400294468678
SpMax_Dzm,179.46712971209539
SpMax_Dzp,249.97414228729144
SpMax_Dzv,225.4553231520325
VE1_Dzare,5.8241540697985
VE2_Dzare,0.16640440199424286
VE3_Dzare,3.014776733332169
VR1_Dzare,246.5502355470701
VR2_Dzare,7.044292444202003
VR3_Dzare,6.760328736537467
n10AHRing,0
n10FARing,0
n10FHRing,1
n10FaRing,1
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,1
n9FaHRing,0
nAromAtom,16
nAromBond,17
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.46380952380952384
AETA_dBeta,-0.07857142857142857
AETA_eta_B,0.013552043398513649
AETA_eta_F,1.1240353269313084
AETA_eta_L,0.21997049845981875
AETA_eta_R,2.013975322654311
BCUTare-1h,3.5476047347037065
BCUTare-1l,2.192507314804892
ETA_beta_s,24.25
ETA_dPsi_A,0.17228698553948807
ETA_dPsi_B,0.0
ETA_eta_BR,0.9043215189479776
ETA_eta_FL,9.24092459733146
ETA_eta_RL,16.939892043425118
LogEE_Dzpe,177.75447528499353
LogEE_Dzse,179.6681486066549
PEOE_VSA10,23.107365841464297
PEOE_VSA11,11.49902366656781
PEOE_VSA12,6.792942306099827
PEOE_VSA13,11.466446624403513
SlogP_VSA1,25.66657001066477
SlogP_VSA2,53.16373051716111
SlogP_VSA3,11.339293589984397
SlogP_VSA4,18.254850067221383
SlogP_VSA5,16.690354475090988
SlogP_VSA6,46.89632062806221
SlogP_VSA7,0.0
SlogP_VSA8,11.723197327601609
SlogP_VSA9,0.0
SpAD_Dzare,350.6837918057727
SpAbs_Dzpe,353.8278637062714
SpAbs_Dzse,357.77673945667846
SpDiam_DzZ,272.8026397477788
SpDiam_Dzi,261.9675740883821
SpDiam_Dzm,272.86421200889026
SpDiam_Dzp,384.14267654394683
SpDiam_Dzv,346.74612534839434
SpMAD_Dzpe,10.157063463944262
SpMAD_Dzse,10.26614698439325
SpMax_Dzpe,177.75447528499353
SpMax_Dzse,179.6681486066549
n10FAHRing,0
n10FaHRing,1
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,35
AETA_beta_s,0.6928571428571428
AETA_eta_BR,0.02583775768422793
AETA_eta_FL,0.2640264170666132
AETA_eta_RL,0.4839969155264319
DetourIndex,7860
EState_VSA1,5.907179729351506
EState_VSA2,23.4887652229181
EState_VSA3,24.554552810427907
EState_VSA4,42.26019586769952
EState_VSA5,10.476714713095674
EState_VSA6,18.33243195286696
EState_VSA7,36.08911520438754
EState_VSA8,4.899909730850478
EState_VSA9,20.19137190570949
ETA_beta_ns,21.5
ETA_shape_p,0.12114989733059547
ETA_shape_x,0.0
ETA_shape_y,0.38193018480492813
GhoseFilter,True
LogEE_Dzare,175.3456225812118
SlogP_VSA10,5.817862777835028
SlogP_VSA11,11.49902366656781
SpAbs_Dzare,348.8092549854949
SpDiam_Dzpe,270.03541824051274
SpDiam_Dzse,273.19817374263346
SpMAD_Dzare,10.019536908736363
SpMax_Dzare,175.3456225812118
TopoPSA(NO),126.18999999999998
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,1.4271228500166226
VSA_EState9,82.73954381665006
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.6142857142857143
EState_VSA10,14.850965922882128
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.03619047619047616
FilterItLogS,-3.96383820767
SpDiam_Dzare,266.13401768079956
ETA_beta_ns_d,0.5
ETA_epsilon_1,0.6299435028248578
ETA_epsilon_2,0.8561904761904758
ETA_epsilon_3,0.4443298969072154
ETA_epsilon_4,0.5666666666666653
ETA_epsilon_5,0.8261261261261258
AETA_beta_ns_d,0.014285714285714285
ETA_dEpsilon_A,0.18561360591764237
ETA_dEpsilon_B,0.06327683615819246
ETA_dEpsilon_C,-0.1223367697594499
ETA_dEpsilon_D,0.030064350064350043
PetitjeanIndex,0.4666666666666667
TopoShapeIndex,0.875
CDK Descriptors
FMFDescriptor,0.7428571428571429
MDEDescriptor,"0.0,2.087751849111749,1.9295531205941223,0.0,17.133126675559776,28.064150209296034,0.0,9.489750973485847,0.0,0.0,0.16666666666666669,0.2973199273805454,0.4999999999999999,0.25,0.33333333333333337,0.873580464736299,0.0,1.1052094495921163,0.6850067105944414"
APolDescriptor,69.81103199999997
BCUTDescriptor,"11.994267327339703,15.997952102350814,-0.3165228976378369,0.24668330980052716,4.6608127825510515,11.920871969484574"
BPolDescriptor,39.24496799999999
TPSADescriptor,126.18999999999998
ALOGPDescriptor,"3.2751999999999986,10.72693503999999,122.04950000000002"
XLogPDescriptor,2.059000000000001
VAdjMaDescriptor,6.285402218862249
WeightDescriptor,472.18590344
ChiPathDescriptor,"24.526368779636435,16.939892043425115,15.453120906822045,13.52669889042868,11.310676684503958,9.140016555287717,6.8234823496754,5.17623145970689,19.230503979991532,11.23777982380035,8.523924203468669,6.253741159290405,4.385912238556768,3.1102986139162203,1.9005848143708486,1.2463276513627346"
ChiChainDescriptor,"0.0,0.0,0.11785113019775793,0.4314436846506058,0.7346661528618484,0.0,0.0,0.029462782549439483,0.14209352623381977,0.19842896328841544"
AtomCountDescriptor,59
BondCountDescriptor,39
SmallRingDescriptor,"5,3,3,2,0,0,1,4,0,0,0"
ChiClusterDescriptor,"2.3807316945410713,0.0,0.6825123779837031,0.0,1.0634135108681702,0.0,0.13998657507858225,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"1,0,5,8,4,6,0,0,0"
ZagrebIndexDescriptor,190.0
LargestChainDescriptor,16
MannholdLogPDescriptor,3.11
WeightedPathDescriptor,"72.24815373845253,2.0642329639557864,29.757675852145272,11.16453379475583,18.59314205738943"
FractionalPSADescriptor,0.2672464363732001
WienerNumbersDescriptor,"3903.0,60.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"6.074116326438248,9.442273068367266,13.23350588311354,2.1497970610411508,2.819754101377257,3.3544618004801436"
FractionalCSP3Descriptor,0.28
KierHallSmartsDescriptor,"0,0,0,0,0,0,1,0,6,0,1,6,0,0,1,2,6,1,0,0,1,0,0,0,0,1,0,0,1,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,1
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,19
PetitjeanNumberDescriptor,0.4666666666666667
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"26.600920447074294,11.806760204081632,5.872153820205768"
AromaticAtomsCountDescriptor,16
AromaticBondsCountDescriptor,17
FragmentComplexityDescriptor,2779.1
HBondAcceptorCountDescriptor,7
HybridizationRatioDescriptor,0.2916666666666667
AutocorrelationDescriptorMass,"40.25775794982266,43.152916994141165,62.75426982636829,67.00453873621099,62.8653543650265"
PetitjeanShapeIndexDescriptor,"0.875,NaN"
RotatableBondsCountDescriptor,5
AutocorrelationDescriptorCharge,"0.9865000644045148,-0.5940079722940946,0.22018408698889733,-0.21878373934290535,0.20169250273916628"
EccentricConnectivityIndexDescriptor,940
AutocorrelationDescriptorPolarizability,"2620.19459064954,3140.8917466994662,4530.172250447444,4859.062276318299,4486.241038630555"
