DLiP-ID,C0019K
DLiP-Mol-ID,32032
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C18H12N4O3S/c19-10-15-16(13-4-2-1-3-5-13)20-18(21-17(15)23)26-11-12-6-8-14(9-7-12)22(24)25/h1-9H,11H2,(H,20,21,23)"
Standard Inchi Key(RDKit),UULFOUCELPTWQU-UHFFFAOYSA-N
Canonical SMILES(RDKit),N#Cc1c(-c2ccccc2)nc(SCc2ccc([N+](=O)[O-])cc2)[nH]c1=O
SMILES(SDF),
MW(SDF),
MW(RDKit),364.386
MW Monoisotopic(RDKit),364.063011244
MolLogP(RDKit),3.50908
XLogP(SDF),
XLogP(CDK),3.695
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),6
HBA Lipinski(RDKit),7
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),112.68
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),5
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),26
QED Weighted(RDKit),0.320732994233213
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,874179.2792719085
qed,0.3207329942332128
Chi0,18.518297090128677
Chi1,12.57971869811898
TPSA,112.67999999999998
Chi0n,13.37789315224851
Chi0v,14.194389733176235
Chi1n,7.542103185890856
Chi1v,8.527701745544343
Chi2n,5.284747808815699
Chi2v,6.248796409072312
Chi3n,3.5794201398109564
Chi3v,4.523877218146177
Chi4n,2.295130896589689
Chi4v,3.1116694610493956
MolMR,97.66610000000003
MolWt,364.386
fr_SH,0
Kappa1,17.385207694511347
Kappa2,7.630403592249655
Kappa3,3.7896000758486132
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,3
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,1040.7716258459313
MolLogP,3.5090800000000026
NOCount,7
fr_Ar_N,2
fr_COO2,0
fr_urea,0
BalabanJ,1.8685927655514891
SMR_VSA1,4.923311048817671
SMR_VSA2,5.261891554738487
SMR_VSA3,9.967957041894417
SMR_VSA4,0.0
SMR_VSA5,10.909290088567495
SMR_VSA6,0.0
SMR_VSA7,86.1923289474379
SMR_VSA8,0.0
SMR_VSA9,17.32660079933773
fr_Al_OH,0
fr_Ar_NH,1
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,1
fr_oxime,0
fr_quatN,0
LabuteASA,152.04495925168877
NHOHCount,1
PEOE_VSA1,4.9839785209472085
PEOE_VSA2,14.908855452837393
PEOE_VSA3,4.9839785209472085
PEOE_VSA4,5.261891554738487
PEOE_VSA5,0.0
PEOE_VSA6,54.22645442862238
PEOE_VSA7,5.563451491696996
PEOE_VSA8,23.449039235367003
PEOE_VSA9,10.617239043666132
RingCount,3
SMR_VSA10,17.44927122407468
