DLiP-ID,T004NR
DLiP-Mol-ID,20198
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C17H21N3O4/c18-16(19)12-7-6-11-9-14(24-13(11)10-12)17(23)20-8-4-2-1-3-5-15(21)22/h6-7,9-10H,1-5,8H2,(H3,18,19)(H,20,23)(H,21,22)"
Standard Inchi Key(RDKit),OQJAKUUGAOUJEO-UHFFFAOYSA-N
Canonical SMILES(RDKit),N=C(N)c1ccc2cc(C(=O)NCCCCCCC(=O)O)oc2c1
SMILES(SDF),
MW(SDF),
MW(RDKit),331.372
MW Monoisotopic(RDKit),331.153206152
MolLogP(RDKit),2.48177
XLogP(SDF),
XLogP(CDK),2.276
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),7
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),4
HBD Lipinski(RDKit),5
PSA(SDF),
PSA(RDKit),129.41
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),9
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),24
QED Weighted(RDKit),0.318519628262913
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,250105.8611695649
qed,0.3185196282629126
Chi0,17.526733258565955
Chi1,11.46923425058676
TPSA,129.41
Chi0n,13.301350499958964
Chi0v,13.301350499958964
Chi1n,7.851269435361277
Chi1v,7.851269435361277
Chi2n,5.590783764009162
Chi2v,5.590783764009162
Chi3n,3.6578462999348167
Chi3v,3.6578462999348167
Chi4n,2.3544015883507075
Chi4v,2.3544015883507075
MolMR,90.28410000000002
MolWt,331.372
fr_SH,0
Kappa1,17.52270978816457
Kappa2,8.143282544643442
Kappa3,4.837655632569116
fr_ArN,1
fr_COO,1
fr_C_O,2
fr_C_S,0
fr_NH0,0
fr_NH1,2
fr_NH2,1
fr_N_O,0
fr_azo,0
BertzCT,751.3736535396696
MolLogP,2.48177
NOCount,7
fr_Ar_N,0
fr_COO2,1
fr_urea,0
BalabanJ,1.8089818609065325
SMR_VSA1,19.112752700037696
SMR_VSA2,5.409283605791522
SMR_VSA3,5.316788604006331
SMR_VSA4,5.733667477162185
SMR_VSA5,32.10410811463005
SMR_VSA6,6.544756405912575
SMR_VSA7,35.58916718441788
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,1
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,1
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,138.8842577770476
