DLiP-ID,I0009E
DLiP-Mol-ID,28068
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C21H24N2O3S/c1-15-11-12-19(21-16(2)23-26-17(21)3)14-20(15)27(24,25)22-13-7-10-18-8-5-4-6-9-18/h4-6,8-9,11-12,14,22H,7,10,13H2,1-3H3"
Standard Inchi Key(RDKit),DRGJJHYJRRBMNA-UHFFFAOYSA-N
Canonical SMILES(RDKit),Cc1ccc(-c2c(C)noc2C)cc1S(=O)(=O)NCCCc1ccccc1
SMILES(SDF),
MW(SDF),
MW(RDKit),384.501
MW Monoisotopic(RDKit),384.150763628
MolLogP(RDKit),4.17796
XLogP(SDF),
XLogP(CDK),4.32
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),5
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),72.2
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),7
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),27
QED Weighted(RDKit),0.620454609253634
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Bromodomain_Histone
Common Target Pref Name,Bromodomain/Histone
RDKit Descriptors
Ipc,1289154.1140666092
qed,0.6204546092536338
Chi0,19.440946820939043
Chi1,12.881847280265067
TPSA,72.2
Chi0n,15.820329254432062
Chi0v,16.636825835359787
Chi1n,8.957711008036256
Chi1v,10.44087425563065
Chi2n,6.666373079440936
Chi2v,8.401748195049752
Chi3n,4.576842300237061
Chi3v,6.179862637999626
Chi4n,3.1617086095538554
Chi4v,4.504315320913025
MolMR,106.10150000000002
MolWt,384.50100000000015
fr_SH,0
Kappa1,19.32514642908986
Kappa2,8.06453676761764
Kappa3,4.458720035749627
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,1
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,1005.3352144055546
MolLogP,4.177960000000003
NOCount,5
fr_Ar_N,1
fr_COO2,0
fr_urea,0
BalabanJ,1.7473051594198878
SMR_VSA1,12.940891921302285
SMR_VSA2,0.0
SMR_VSA3,9.878758121577533
SMR_VSA4,0.0
SMR_VSA5,38.508338320441666
SMR_VSA6,6.544756405912575
SMR_VSA7,71.11201494480979
SMR_VSA8,0.0
SMR_VSA9,11.126902983393991
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,160.01121584482044
NHOHCount,1
PEOE_VSA1,4.523094936973348
PEOE_VSA2,0.0
PEOE_VSA3,13.139891848781026
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,47.62123273635672
PEOE_VSA7,56.36957638847649
PEOE_VSA8,12.10820789760957
PEOE_VSA9,10.589411470366237
RingCount,3
SMR_VSA10,10.023291153407584
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,384.150763628
NumHDonors,1
PEOE_VSA10,5.760247418874442
PEOE_VSA11,0.0
PEOE_VSA12,10.023291153407584
PEOE_VSA13,0.0
PEOE_VSA14,0.0
SlogP_VSA1,4.722094864452088
SlogP_VSA2,20.119216647366958
SlogP_VSA3,16.444112776333593
SlogP_VSA4,20.771211599071872
SlogP_VSA5,29.001900020042903
SlogP_VSA6,57.949514960184004
SlogP_VSA7,0.0
SlogP_VSA8,11.126902983393991
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,0
fr_benzene,2
fr_epoxide,0
fr_guanido,0
fr_halogen,0
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
