DLiP-ID,C000OO
AATSC5i,0.042529407991387845
AATSC5m,-1.945545698963844
AATSC5p,0.0013340933021017067
AATSC5s,-0.022714120370370402
AATSC5v,-0.6291037558659132
AATSC6Z,-1.6582687338501296
AATSC6c,-0.004238885917058312
AATSC6d,-0.06863695090439273
AATSC6i,0.2831703762478021
AATSC6m,-7.646883665895061
AATSC6p,0.017595425765664
AATSC6s,-0.3254145382732
AATSC6v,0.059751337504231145
AATSC7Z,1.1006944444444444
AATSC7c,0.004168248747099483
AATSC7d,-0.03819444444444443
AATSC7i,-0.3057327543241513
AATSC7m,5.17884566570216
AATSC7p,-0.018858258630748633
AATSC7s,0.1310094092935528
AATSC7v,1.9138082853822678
AATSC8Z,-4.421497584541062
AATSC8c,-0.002991028791280839
AATSC8d,-0.002113526570048311
AATSC8i,0.5739406052836449
AATSC8m,-20.512074418310515
AATSC8p,0.038594142019242675
AATSC8s,-0.9070162465706448
AATSC8v,-5.292732377860035
ATS0are,222.55470000000003
ATS1are,237.628
ATS2are,386.0248
ATS3are,485.958
ATS4are,557.7279000000001
ATS5are,402.796
ATS6are,278.704
ATS7are,294.327
ATS8are,303.689
ATSC0dv,145.00000000000003
ATSC0pe,4.184499999999998
ATSC0se,2.6460518888888878
ATSC1dv,64.69444444444447
ATSC1pe,0.3492249999999968
ATSC1se,0.22163178086419744
ATSC2dv,40.05555555555558
ATSC2pe,2.412899999999997
ATSC2se,1.3996254135802464
ATSC3dv,-20.5
ATSC3pe,-1.166900000000002
ATSC3se,-0.4705243148148145
ATSC4dv,37.583333333333336
ATSC4pe,0.6990750000000006
ATSC4se,-0.12233049074074095
ATSC5dv,-38.25
ATSC5pe,-0.29992500000000377
ATSC5se,0.03382541666666658
ATSC6dv,-28.138888888888893
ATSC6pe,-1.9773750000000037
ATSC6se,-1.1827994228395058
ATSC7dv,-28.333333333333343
ATSC7pe,0.35724999999999807
ATSC7se,-0.1113357407407409
ATSC8dv,-117.72222222222224
ATSC8pe,-4.375500000000003
ATSC8se,-2.3860385246913567
AXp-0dv,0.5909374627139706
AXp-1dv,0.3026231572880741
AXp-2dv,0.18826973154664067
AXp-3dv,0.08137454389150449
AXp-4dv,0.04020866590692641
AXp-5dv,0.02244235970416483
AXp-6dv,0.010878643503408336
AXp-7dv,0.005474017446557953
BertzCT,555.5700955792761
ECIndex,344
ETA_eta,13.840972997317037
GATS1dv,0.44361602982292636
GATS1pe,0.7000384301137078
GATS1se,0.7050834131906323
GATS2dv,0.7942157953281423
GATS2pe,0.4694273027571027
GATS2se,0.4792758888414206
GATS3dv,1.0119363395225465
GATS3pe,1.0924772741895454
GATS3se,1.0710314319572087
GATS4dv,0.9810901001112347
GATS4pe,1.1286680105920854
GATS4se,1.259521582460373
GATS5dv,1.3601532567049808
GATS5pe,1.3720078065878043
GATS5se,1.3570074862477504
GATS6dv,1.234963913392141
GATS6pe,1.6471738169935006
GATS6se,1.6739157404946627
GATS7dv,1.1817528735632181
GATS7pe,0.9495023798143946
GATS7se,1.067007845483168
GATS8dv,1.9152923538230884
GATS8pe,2.5205793118496316
GATS8se,2.6568837154834246
LogEE_A,3.859706057014084
LogEE_D,86.50344244626336
MATS1dv,0.4341099720410066
MATS1pe,0.08120121555418414
MATS1se,0.08149565533398646
MATS2dv,0.16040044493882097
MATS2pe,0.33481627665848207
MATS2se,0.30713143889086547
MATS3dv,-0.06525198938992041
MATS3pe,-0.1287057547542674
MATS3se,-0.08207135668350733
MATS4dv,0.10033370411568408
MATS4pe,0.06466953696244597
MATS4se,-0.0178959976371208
MATS5dv,-0.1507389162561576
MATS5pe,-0.04095727429459112
MATS5se,0.007304773426769759
MATS6dv,-0.1624699278267843
MATS6pe,-0.39562116003968223
MATS6se,-0.3742370600307398
MATS7dv,-0.14655172413793105
MATS7pe,0.06403094754450918
MATS7se,-0.03155713079784659
MATS8dv,-0.6353823088455772
MATS8pe,-0.8183305885592284
MATS8se,-0.7057059256569072
MAXaaCH,1.885242029395168
MAXaasC,0.7245473251028809
MAXdssC,-0.34726001511715787
MAXsCH3,2.0152119289073656
MAXssNH,2.706679185563114
MDEC-11,1.5000000000000004
MDEC-12,2.24270772325511
MDEC-13,2.710806010829535
MDEC-14,3.0
MDEC-22,5.695884686431581
MDEC-23,6.659440407300649
MDEC-24,0.8753910168567833
MDEC-33,1.9827032282500943
MDEC-34,1.2495759747681021
MDEN-22,1.1905507889761497
MDEO-12,0.19999999999999996
MINaaCH,1.7267592592592593
MINaasC,0.40125566893424036
MINdssC,-0.34726001511715787
MINsCH3,2.0152119289073656
MINssNH,2.627981859410431
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,0.9285714285714287
SM1_Dzi,1.022017128129546
SM1_Dzm,0.9260316936439501
SM1_Dzp,-3.719133983223758
SM1_Dzv,-1.7559628408463377
SddssSe,0
SpAD_Dt,253.08865744941673
SpAbs_A,23.143876671503577
SpAbs_D,173.00688489252676
SpMAD_A,1.218098772184399
SpMAD_D,9.105625520659302
SpMax_A,2.36482289016597
SpMax_D,86.50344244626336
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,67.16
TpiPC10,7.233184623837097
VAdjMat,5.321928094887363
VE1_DzZ,4.292441949683442
VE1_Dzi,4.288117741051673
VE1_Dzm,4.2924704001019025
VE1_Dzp,4.318961703057037
VE1_Dzv,4.314426583220638
VE2_DzZ,0.22591799735176013
VE2_Dzi,0.22569040742377228
VE2_Dzm,0.2259194947422054
VE2_Dzp,0.22731377384510723
VE2_Dzv,0.227075083327402
VE3_DzZ,2.0987096762090434
VE3_Dzi,2.097701767831572
VE3_Dzm,2.098716304213454
VE3_Dzp,2.1048689130259866
VE3_Dzv,2.103818312704732
VR1_DzZ,93.57353616250835
VR1_Dzi,93.95037314926157
VR1_Dzm,93.57179484352784
VR1_Dzp,91.82636560591658
VR1_Dzv,92.09666537708067
VR2_DzZ,4.924922955921492
VR2_Dzi,4.944756481540082
VR2_Dzm,4.924831307554097
VR2_Dzp,4.8329666108377145
VR2_Dzv,4.847192914583193
VR3_DzZ,5.18060149637281
VR3_Dzi,5.184620583809629
VR3_Dzm,5.180582887102985
VR3_Dzp,5.161753349598922
VR3_Dzv,5.1646926222318275
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.026352313834736494
Xch-6dv,0.058427328789715696
Xch-7dv,0.06874213514696259
Xpc-4dv,1.2516154955320433
Xpc-5dv,1.1734872118805355
Xpc-6dv,1.1046861225739153
Zagreb1,96.0
Zagreb2,107.0
fragCpx,58.05
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,1
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,11
nBondsD,1
nBondsM,12
nBondsO,20
nBondsS,25
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,5
naHRing,1
AATS0are,6.182075000000001
AATS1are,6.422378378378378
AATS2are,6.226206451612904
AATS3are,6.2302307692307695
AATS4are,5.997074193548388
AATS5are,6.393587301587301
AATS6are,6.481488372093024
AATS7are,6.1318125
AATS8are,6.601934782608696
AATSC0dv,4.027777777777779
AATSC0pe,0.11623611111111105
AATSC0se,0.07350144135802467
AATSC1dv,1.7484984984984993
AATSC1pe,0.009438513513513427
AATSC1se,0.005990048131464795
AATSC2dv,0.6460573476702512
AATSC2pe,0.03891774193548382
AATSC2se,0.022574603444842682
AATSC3dv,-0.26282051282051283
AATSC3pe,-0.014960256410256436
AATSC3se,-0.00603236301044634
AATSC4dv,0.40412186379928317
AATSC4pe,0.007516935483870973
AATSC4se,-0.0013153816208681824
AATSC5dv,-0.6071428571428571
AATSC5pe,-0.0047607142857143455
AATSC5se,0.0005369113756613742
AATSC6dv,-0.6543927648578812
AATSC6pe,-0.045985465116279156
AATSC6se,-0.027506963321848973
AATSC7dv,-0.590277777777778
AATSC7pe,0.007442708333333293
AATSC7se,-0.0023194945987654353
AATSC8dv,-2.559178743961353
AATSC8pe,-0.09511956521739137
AATSC8se,-0.05187040271068167
AETA_eta,0.7284722630166861
ATSC0are,4.451030555555552
ATSC1are,0.37814359567901146
ATSC2are,2.629294598765431
ATSC3are,-1.05650787037037
ATSC4are,0.46740439814814716
ATSC5are,-0.3118118055555558
ATSC6are,-2.165769830246913
ATSC7are,0.1582092592592587
ATSC8are,-4.516544598765431
BCUTZ-1h,8.033445827376083
BCUTZ-1l,5.699673958741545
BCUTc-1h,0.4341727984413041
BCUTc-1l,-0.46040551098652804
BCUTd-1h,4.022097912509304
BCUTd-1l,0.9778202420770716
BCUTi-1h,14.566339586385938
BCUTi-1l,10.960834021266788
BCUTm-1h,16.01611680568814
BCUTm-1l,11.71126704324818
BCUTp-1h,1.9765513859725654
BCUTp-1l,0.7156914160732138
BCUTs-1h,7.008270379788836
BCUTs-1l,1.183389499211665
BCUTv-1h,20.883668272923344
BCUTv-1l,14.681748787777131
BalabanJ,1.6942636798270747
Diameter,11
ETA_beta,24.5
GATS1are,0.7091039263488715
GATS2are,0.45939071216260763
GATS3are,1.0846126914908742
GATS4are,1.1603891177310013
GATS5are,1.4082756115780928
GATS6are,1.7002660287437716
GATS7are,0.9923544547423789
GATS8are,2.576169395498785
HybRatio,0.2857142857142857
Lipinski,True
LogEE_Dt,126.54432872470836
MATS1are,0.08266029493760138
MATS2are,0.34299633923527967
MATS3are,-0.10955193657014901
MATS4are,0.04064917832145548
MATS5are,-0.040030768690361325
MATS6are,-0.40736692906222866
MATS7are,0.026658308219507144
MATS8are,-0.7941277942661765
MAXssssC,-0.13607516589050705
MINssssC,-0.13607516589050705
NsssssAs,0
RotRatio,0.1
SM1_Dzpe,1.0009944920440637
SM1_Dzse,0.9177785797741316
SMR_VSA1,9.31763212104517
SMR_VSA2,0.0
SMR_VSA3,5.156663257125445
SMR_VSA4,0.0
SMR_VSA5,26.186202068468653
SMR_VSA6,10.633577208012662
SMR_VSA7,42.1584498296441
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,135.47936695056222
SpAD_Dzi,129.65005838397553
SpAD_Dzm,135.50982844265639
SpAD_Dzp,193.6428111716636
SpAD_Dzv,174.98566776747276
SpAbs_Dt,253.0886574494168
SpDiam_A,4.601602455114671
SpDiam_D,134.09554416388528
SpMAD_Dt,13.32045565523246
SpMax_Dt,126.54432872470836
SsssssAs,0
VE1_Dzpe,4.291261883295999
VE1_Dzse,4.292608837625892
VE2_Dzpe,0.22585588859452624
VE2_Dzse,0.2259267809276785
VE3_Dzpe,2.0984347211505185
VE3_Dzse,2.098748554940598
VMcGowan,202.2799999999996
VR1_Dzpe,93.6586507104707
VR1_Dzse,93.5616335797254
VR2_Dzpe,4.929402668972142
VR2_Dzse,4.924296504196073
VR3_Dzpe,5.181510683572372
VR3_Dzse,5.180474287972428
mZagreb1,7.006944444444445
mZagreb2,4.083333333333333
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,6
nBondsKS,31
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.12363973765432089
AATSC1are,0.010220097180513824
AATSC2are,0.04240797739944243
AATSC3are,-0.013544972697056026
AATSC4are,0.005025853743528464
AATSC5are,-0.004949393738977076
AATSC6are,-0.0503667402383003
AATSC7are,0.0032960262345678895
AATSC8are,-0.09818575214707458
AETA_beta,1.2894736842105263
BCUTdv-1h,6.033398542233282
BCUTdv-1l,0.9899197000169945
BCUTpe-1h,3.5152439478448203
BCUTpe-1l,2.248730553032922
BCUTse-1h,3.7234293760728554
BCUTse-1l,2.444590432510848
ETA_alpha,8.866666666666667
ETA_dBeta,0.5
ETA_eta_B,0.46570525395002704
ETA_eta_F,15.766059703367675
ETA_eta_L,4.1803687893255335
ETA_eta_R,29.607032700684712
ETA_psi_1,0.5530145530145533
LabuteASA,111.53978791559659
LogEE_DzZ,67.78855565573225
LogEE_Dzi,64.87881956715248
LogEE_Dzm,67.80365273151997
LogEE_Dzp,96.23417390427012
LogEE_Dzv,87.21557659307643
PEOE_VSA1,9.83988354097968
PEOE_VSA2,5.316788604006331
PEOE_VSA3,4.794537184071822
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,44.12697606158215
PEOE_VSA7,12.13273413692322
PEOE_VSA8,17.16874381254195
PEOE_VSA9,0.0
SM1_Dzare,1.1284318287575617
SpAD_Dzpe,134.05823782138322
SpAD_Dzse,135.6820055421591
SpAbs_DzZ,134.64853988289303
SpAbs_Dzi,128.73562200617542
SpAbs_Dzm,134.68127376939603
SpAbs_Dzp,196.18748179176401
SpAbs_Dzv,176.18711602699932
SpDiam_Dt,187.1892256698492
SpMAD_DzZ,7.130492997398012
SpMAD_Dzi,6.823687283367133
SpMAD_Dzm,7.13209623382402
SpMAD_Dzp,10.191726903771768
SpMAD_Dzv,9.209771987761725
SpMax_DzZ,67.78855565573225
SpMax_Dzi,64.87881956715248
SpMax_Dzm,67.80365273151997
SpMax_Dzp,96.23417390427012
SpMax_Dzv,87.21557659307643
VE1_Dzare,4.289458072085188
VE2_Dzare,0.22576095116237832
VE3_Dzare,2.098014287609566
VR1_Dzare,93.77974031014247
VR2_Dzare,4.935775805796972
VR3_Dzare,5.1828027306909785
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,11
nAromBond,11
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4666666666666667
AETA_dBeta,0.02631578947368421
AETA_eta_B,0.02451080283947511
AETA_eta_F,0.8297926159667197
AETA_eta_L,0.22001940996450176
AETA_eta_R,1.558264878983406
BCUTare-1h,3.5696456101631293
BCUTare-1l,2.1989585219674286
ETA_beta_s,12.0
ETA_dPsi_A,0.1609854469854467
ETA_dPsi_B,0.0
ETA_eta_BR,0.637705253950027
ETA_eta_FL,4.768139519097535
ETA_eta_RL,8.948508308423069
LogEE_Dzpe,67.0818028313255
LogEE_Dzse,67.88930690685713
PEOE_VSA10,5.760247418874442
PEOE_VSA11,5.817862777835028
PEOE_VSA12,0.0
PEOE_VSA13,0.0
SlogP_VSA1,10.633577208012662
SlogP_VSA2,11.187777769463517
SlogP_VSA3,5.41499046939678
SlogP_VSA4,0.0
SlogP_VSA5,26.531459017946315
SlogP_VSA6,40.921297347743014
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
SpAD_Dzare,132.08958683626548
SpAbs_Dzpe,133.16261117060697
SpAbs_Dzse,134.86083523394018
SpDiam_DzZ,105.93045722261736
SpDiam_Dzi,100.57887137471636
SpDiam_Dzm,105.95569665358164
SpDiam_Dzp,154.09004518789095
SpDiam_Dzv,139.01383605535494
SpMAD_Dzpe,7.055696727441222
SpMAD_Dzse,7.141158186429426
SpMax_Dzpe,67.0818028313255
SpMax_Dzse,67.88930690685713
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,19
AETA_beta_s,0.631578947368421
AETA_eta_BR,0.03356343441842247
AETA_eta_FL,0.2509547115314492
AETA_eta_RL,0.47097412149595097
DetourIndex,1161
EState_VSA1,0.0
EState_VSA2,11.446104981734852
EState_VSA3,5.817862777835028
EState_VSA4,11.447633693558004
EState_VSA5,0.0
EState_VSA6,6.06636706846161
EState_VSA7,51.10304694137992
EState_VSA8,15.790240465138108
EState_VSA9,4.523094936973348
ETA_beta_ns,12.5
ETA_shape_p,0.20676691729323307
ETA_shape_x,0.05639097744360902
ETA_shape_y,0.22556390977443608
GhoseFilter,True
LogEE_Dzare,66.10418456701471
SlogP_VSA10,16.29978623659041
SlogP_VSA11,0.0
SpAbs_Dzare,131.07993730527187
SpDiam_Dzpe,104.68974823466226
SpDiam_Dzse,106.1067816187614
SpMAD_Dzare,6.952083517698183
SpMax_Dzare,66.10418456701471
TopoPSA(NO),67.16
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,5.187669595616024
VSA_EState9,39.22899707105064
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.6578947368421053
EState_VSA10,4.794537184071822
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.033333333333333305
FilterItLogS,-4.113467768013367
SpDiam_Dzare,103.00870468706071
ETA_beta_ns_d,1.0
ETA_epsilon_1,0.5870370370370372
ETA_epsilon_2,0.8438596491228068
ETA_epsilon_3,0.4381818181818185
ETA_epsilon_4,0.5348484848484851
ETA_epsilon_5,0.7920634920634919
AETA_beta_ns_d,0.05263157894736842
ETA_dEpsilon_A,0.14885521885521874
ETA_dEpsilon_B,0.05218855218855212
ETA_dEpsilon_C,-0.09666666666666662
ETA_dEpsilon_D,0.05179615705931484
PetitjeanIndex,0.45454545454545453
TopoShapeIndex,0.8333333333333334
CDK Descriptors
FMFDescriptor,0.7368421052631579
MDEDescriptor,"1.5000000000000004,2.24270772325511,2.710806010829535,3.0,5.695884686431581,6.659440407300649,0.8753910168567833,1.9827032282500943,1.2495759747681021,0.0,0.0,0.19999999999999996,0.0,0.0,0.0,0.0,1.1905507889761497,0.0,0.0"
APolDescriptor,40.87948099999999
BCUTDescriptor,"11.993717676323277,16.000730732758832,-0.27648447033120993,0.2820081321771305,4.861687873546043,9.207922918452802"
BPolDescriptor,22.778519
TPSADescriptor,67.16
ALOGPDescriptor,"3.1827999999999994,10.130215839999996,71.06459999999998"
XLogPDescriptor,2.5120000000000005
VAdjMaDescriptor,5.321928094887363
WeightDescriptor,259.13207692
ChiPathDescriptor,"13.880468888623984,8.948508308423069,8.822638843280153,5.962122063431837,4.7327383380291295,3.3007872396562186,2.0421322720343817,1.2582413812108795,11.227811791565442,6.052463145761482,5.271552483305938,2.522610860636639,1.4877206385562778,0.8752520284624283,0.4025098096261086,0.18611659318297044"
ChiChainDescriptor,"0.0,0.0,0.11785113019775793,0.24432097104817807,0.33872466804447565,0.0,0.0,0.026352313834736494,0.058427328789715696,0.06874213514696259"
AtomCountDescriptor,36
BondCountDescriptor,20
SmallRingDescriptor,"2,2,2,2,0,0,1,1,0,0,0"
ChiClusterDescriptor,"2.207286396140521,0.2886751345948129,0.4330127018922194,0.14433756729740646,1.5078396571769854,0.25,0.1767766952966369,0.05892556509887897"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,1,8,0,3,0,0,1"
ZagrebIndexDescriptor,96.0
LargestChainDescriptor,12
MannholdLogPDescriptor,2.45
WeightedPathDescriptor,"37.80256519174683,1.9896086943024647,14.70872796934112,5.578242625011766,9.130485344329351"
FractionalPSADescriptor,0.2591728542380874
WienerNumbersDescriptor,"797.0,23.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"2.9630524050519345,3.889854518601676,4.450636940989005,1.2516154955320433,1.1734872118805357,1.0446806844742376"
FractionalCSP3Descriptor,0.2857142857142857
KierHallSmartsDescriptor,"0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,1,3,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,2
LargestPiSystemDescriptor,15
PetitjeanNumberDescriptor,0.45454545454545453
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"15.39,6.635204081632653,4.795005202913631"
AromaticAtomsCountDescriptor,11
AromaticBondsCountDescriptor,11
FragmentComplexityDescriptor,1027.05
HBondAcceptorCountDescriptor,3
HybridizationRatioDescriptor,0.2857142857142857
AutocorrelationDescriptorMass,"21.628878974911334,22.04855521723397,31.654069393986113,26.37719501499256,24.571265272316918"
PetitjeanShapeIndexDescriptor,"0.8333333333333334,NaN"
RotatableBondsCountDescriptor,5
AutocorrelationDescriptorCharge,"0.2981334383581701,-0.1676297284021315,0.08791070497808623,-0.0846271663582642,-0.015505971953261588"
EccentricConnectivityIndexDescriptor,344
AutocorrelationDescriptorPolarizability,"1051.9488259359553,1180.973106359971,1565.0197299857625,1275.8941477582734,1104.0634957351594"
