DLiP-ID,T0037E
DLiP-Mol-ID,19850
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C7H6ClN5/c8-4-1-2-5(6(9)3-4)7-10-12-13-11-7/h1-3H,9H2,(H,10,11,12,13)"
Standard Inchi Key(RDKit),KKTZHFZXGZLTLZ-UHFFFAOYSA-N
Canonical SMILES(RDKit),Nc1cc(Cl)ccc1-c1nnn[nH]1
SMILES(SDF),
MW(SDF),
MW(RDKit),195.613
MW Monoisotopic(RDKit),195.031172872
MolLogP(RDKit),1.1023
XLogP(SDF),
XLogP(CDK),2.163
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),5
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),3
PSA(SDF),
PSA(RDKit),80.48
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),1
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),13
QED Weighted(RDKit),0.668180684824402
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,CRM1/Rev
Common Target Pref Name,CRM1/Rev
RDKit Descriptors
Ipc,1542.0488177445347
qed,0.6681806848244024
Chi0,9.259148545064338
Chi1,6.270856947829096
TPSA,80.47999999999999
Chi0n,6.529006336267605
Chi0v,7.284935282286059
Chi1n,3.5629048383119706
Chi1v,3.9408693113211974
Chi2n,2.481425309114652
Chi2v,2.917861089586637
Chi3n,1.6140779045987252
Chi3v,1.8491750073864637
Chi4n,1.0224952611915006
Chi4v,1.2030378914202418
MolMR,49.0361
MolWt,195.61300000000003
fr_SH,0
Kappa1,8.000104864534752
Kappa2,3.0234548394315928
Kappa3,1.455342547803358
fr_ArN,1
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,3
fr_NH1,1
fr_NH2,1
fr_N_O,0
fr_azo,0
BertzCT,410.8261802816365
MolLogP,1.1023
NOCount,5
fr_Ar_N,4
fr_COO2,0
fr_urea,0
BalabanJ,2.534030035531626
SMR_VSA1,0.0
SMR_VSA2,0.0
SMR_VSA3,20.62413380791181
SMR_VSA4,0.0
SMR_VSA5,0.0
SMR_VSA6,5.733667477162185
SMR_VSA7,23.221734519126155
SMR_VSA8,0.0
SMR_VSA9,11.387855989696924
fr_Al_OH,0
fr_Ar_NH,1
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,78.90511931852339
NHOHCount,3
PEOE_VSA1,5.733667477162185
PEOE_VSA2,0.0
PEOE_VSA3,5.098681808301038
PEOE_VSA4,0.0
PEOE_VSA5,5.098681808301038
PEOE_VSA6,11.600939890232516
PEOE_VSA7,28.625871396694567
PEOE_VSA8,16.273471080121883
PEOE_VSA9,0.0
RingCount,2
