DLiP-ID,T0068S
DLiP-Mol-ID,23648
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C25H28N4O4/c30-24(31)15-19(18-7-6-16-10-12-32-21(16)13-18)14-23-28-22(29-33-23)5-1-4-20-9-8-17-3-2-11-26-25(17)27-20/h6-9,13,19H,1-5,10-12,14-15H2,(H,26,27)(H,30,31)"
Standard Inchi Key(RDKit),UEIWSFUOMHYAMK-UHFFFAOYSA-N
Canonical SMILES(RDKit),O=C(O)CC(Cc1nc(CCCc2ccc3c(n2)NCCC3)no1)c1ccc2c(c1)OCC2
SMILES(SDF),
MW(SDF),
MW(RDKit),448.523
MW Monoisotopic(RDKit),448.211055376
MolLogP(RDKit),3.7339
XLogP(SDF),
XLogP(CDK),3.013
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),7
HBA Lipinski(RDKit),8
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),110.37
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),9
nRings(SDF),
nRings(RDKit),5
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),33
QED Weighted(RDKit),0.509447878502941
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,61819992.536542125
qed,0.5094478785029406
Chi0,22.622745096813755
Chi1,16.13616292858424
TPSA,110.37
Chi0n,18.54876868039465
Chi0v,18.54876868039465
Chi1n,11.654025466536536
Chi1v,11.654025466536536
Chi2n,8.763078831174703
Chi2v,8.763078831174703
Chi3n,6.3288930041536435
Chi3v,6.3288930041536435
Chi4n,4.576630908967183
Chi4v,4.576630908967183
MolMR,121.70950000000005
MolWt,448.5230000000003
fr_SH,0
Kappa1,21.42699335696076
Kappa2,9.602888200859386
Kappa3,5.155859333418518
fr_ArN,0
fr_COO,1
fr_C_O,1
fr_C_S,0
fr_NH0,3
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,1143.1856375147038
MolLogP,3.733900000000003
NOCount,8
fr_Ar_N,3
fr_COO2,1
fr_urea,0
BalabanJ,1.1941212623658106
SMR_VSA1,19.161022469685925
SMR_VSA2,0.0
SMR_VSA3,15.124620299019863
SMR_VSA4,0.0
SMR_VSA5,57.28447902956948
SMR_VSA6,18.468426974431825
SMR_VSA7,64.43124623227334
SMR_VSA8,0.0
SMR_VSA9,5.749511833283905
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,1
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,191.93702737536626
NHOHCount,2
PEOE_VSA1,19.683273889620434
PEOE_VSA2,4.794537184071822
PEOE_VSA3,4.9839785209472085
PEOE_VSA4,4.9839785209472085
