DLiP-ID,C000R0
DLiP-Mol-ID,31244
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C22H31NO3.ClH/c1-3-23(4-2)17-11-12-18-26-21(24)22(25,19-13-7-5-8-14-19)20-15-9-6-10-16-20;/h5,7-8,13-14,20,25H,3-4,6,9-10,15-18H2,1-2H3;1H"
Standard Inchi Key(RDKit),SWIJYDAEGSIQPZ-UHFFFAOYSA-N
Canonical SMILES(RDKit),CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1.Cl
SMILES(SDF),
MW(SDF),
MW(RDKit),393.955
MW Monoisotopic(RDKit),393.207071564
MolLogP(RDKit),3.7647
XLogP(SDF),
XLogP(CDK),4.854
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),4
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),49.77
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),7
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),1
nAtoms(SDF),
Heavy Atoms(RDKit),27
QED Weighted(RDKit),0.56560004573919
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,758405.6666329595
qed,0.5656000457391903
Chi0,18.83021635692981
Chi1,12.623575559058064
TPSA,49.769999999999996
Chi0n,16.447234708208192
Chi0v,17.26373128913592
Chi1n,9.756389182464309
Chi1v,9.756389182464309
Chi2n,6.85841645907632
Chi2v,6.85841645907632
Chi3n,5.318610081038096
Chi3v,5.318610081038096
