DLiP-ID,C101EP
TIC2,291.24565257835513
TIC3,335.5103150848457
TIC4,341.5103150848456
TIC5,341.5103150848456
Vabc,437.57484558250906
WPol,57
apol,69.75499699999999
bpol,33.559003000000004
nRot,7
ABCGG,21.002660656534434
ATS0Z,1812.0
ATS0d,197.0
ATS0i,9821.834872607022
ATS0m,7369.541934000002
ATS0p,95.90389024062098
ATS0s,282.71198178631306
ATS0v,13606.170330135514
ATS1Z,1600.0
ATS1d,251.0
ATS1i,9070.923344418607
ATS1m,6090.698472000003
ATS1p,119.00729234200004
ATS1s,185.9855967078189
ATS1v,16947.779414406243
ATS2Z,2524.0
ATS2d,425.0
ATS2i,17012.83203496744
ATS2m,9527.914334000005
ATS2p,187.5792983241881
ATS2s,323.37654320987644
ATS2v,25948.414916242687
ATS3Z,3094.0
ATS3d,534.0
ATS3i,25615.24902285278
ATS3m,11228.460756999999
ATS3p,242.77086014097995
ATS3s,433.5051440329218
ATS3v,32668.575575401916
ATS4Z,3401.0
ATS4d,611.0
ATS4i,32635.69788886138
ATS4m,12244.408442999998
ATS4p,272.36494594965797
ATS4s,550.9737654320987
ATS4v,36793.66178852624
ATS5Z,3892.0
ATS5d,657.0
ATS5i,35165.25936099765
ATS5m,14012.399979999998
ATS5p,313.799946332866
ATS5s,749.5761316872428
ATS5v,42423.80250392872
ATS6Z,4213.0
ATS6d,688.0
ATS6i,41312.675926807715
ATS6m,15032.712607999996
ATS6p,356.2163344152991
ATS6s,707.429012345679
ATS6v,46677.10038050846
ATS7Z,4270.0
ATS7d,608.0
ATS7i,44812.971792878976
ATS7m,15122.484370999995
ATS7p,356.4409901829401
ATS7s,776.4958847736626
ATS7v,45158.98883163132
ATS8Z,3794.0
ATS8d,472.0
ATS8i,44823.6383162161
ATS8m,13353.337922999997
ATS8p,287.1851038900509
ATS8s,767.735596707819
ATS8v,34685.124334816814
C1SP1,0
C1SP2,2
C1SP3,3
C2SP1,0
C2SP2,10
C2SP3,6
C3SP2,2
C3SP3,1
C4SP3,1
FCSP3,0.44
GGI10,0.07009488827670646
JGI10,0.014018977655341292
JGT10,0.5571954676345477
Kier1,26.602076124567475
Kier2,11.16
Kier3,5.991735537190083
MAXdO,13.881384287253995
MID_C,51.303240256497666
MID_N,2.2615149369256677
MID_O,6.890941270682449
MID_X,3.530889089076684
MID_h,12.6833452966848
MINdO,11.728617767597296
MPC10,163
MWC01,34.0
MWC02,5.1298987149230735
MWC03,5.993961427306569
MWC04,6.914730892718563
MWC05,7.814803429489359
MWC06,8.747193183526933
MWC07,9.664405149920409
MWC08,10.602939814230668
MWC09,11.529064526853261
MWC10,12.470684382538144
NaaCH,8
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,4
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,2
NdssS,0
NsCH3,3
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,1
NsssP,0
SLogP,5.691000000000006
SRW02,4.23410650459726
SRW03,0.0
SRW04,5.594711379601839
SRW05,0.0
SRW06,7.155396301896734
SRW07,0.0
SRW08,8.818334283552174
SRW09,0.0
SRW10,10.542416111476454
SaaCH,14.808965082725605
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,2.9579134939418594
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-1.2855921443586782
SdssS,0
SsCH3,5.291533709162678
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,1.7142025699168555
SsssP,0
VE1_A,4.553019719912951
VE1_D,5.558517355288812
VE2_A,0.14228186624727973
VE2_D,0.17370366735277537
VE3_A,2.6789414973400185
VE3_D,2.878482219789508
VR1_A,311.3436640107
VR1_D,213.22670268486524
VR2_A,9.729489500334376
VR2_D,6.663334458902039
VR3_A,6.904048140863118
VR3_D,6.525506741369358
WPath,2495
Xc-3d,3.115905499946222
Xc-4d,0.14433756729740643
Xc-5d,0.7620297294342318
Xc-6d,0.08333333333333333
Xp-0d,23.629027554137902
Xp-1d,15.068405109731119
Xp-2d,14.431284667536913
Xp-3d,11.201448191957661
Xp-4d,9.675354812543668
Xp-5d,8.015585432216334
Xp-6d,5.821704578009531
Xp-7d,4.258188001069415
ZMIC0,108.3267552085077
ZMIC1,56.45948585742175
ZMIC2,34.87046228708774
ZMIC3,28.384549778283198
ZMIC4,25.935893731932552
ZMIC5,25.935893731932552
nAcid,1
nAtom,61
nBase,0
nRing,3
piPC1,3.7612001156935624
piPC2,4.30406509320417
piPC3,4.749270529961848
piPC4,5.236441962829949
piPC5,5.747400556478458
piPC6,5.8952633454615695
piPC7,6.222080113260893
piPC8,6.588238483010338
piPC9,6.882886088302772
AATS0Z,29.704918032786885
AATS0d,3.2295081967213113
AATS0i,161.01368643618068
AATS0m,120.81216285245904
AATS0p,1.5721949219773932
AATS0s,4.634622652234641
AATS0v,223.05197262517237
AATS1Z,25.396825396825395
AATS1d,3.984126984126984
AATS1i,143.98291022886676
AATS1m,96.67775352380957
AATS1p,1.8890046403492071
AATS1s,2.9521523286955382
AATS1v,269.01237165724194
AATS2Z,22.336283185840706
AATS2d,3.7610619469026547
AATS2i,150.55603570767644
AATS2m,84.31782596460181
AATS2p,1.6599937904795408
AATS2s,2.8617393204413846
AATS2v,229.6319904092273
AATS3Z,18.75151515151515
AATS3d,3.2363636363636363
AATS3i,155.24393347183502
AATS3m,68.05127731515151
AATS3p,1.4713385463089694
AATS3s,2.627303903229829
AATS3v,197.99136712364796
AATS4Z,16.67156862745098
AATS4d,2.9950980392156863
AATS4i,159.97891121990872
AATS4m,60.02161001470588
AATS4p,1.3351222840669508
AATS4s,2.7008517913338173
AATS4v,180.36108719865803
AATS5Z,17.297777777777778
AATS5d,2.92
AATS5i,156.29004160443398
AATS5m,62.277333244444435
AATS5p,1.394666428146071
AATS5s,3.3314494741655234
AATS5v,188.5502333507943
AATS6Z,15.958333333333334
AATS6d,2.606060606060606
AATS6i,156.48740881366558
AATS6m,56.9420932121212
AATS6p,1.349304297027648
AATS6s,2.6796553497942384
AATS6v,176.8071984110169
AATS7Z,15.088339222614842
AATS7d,2.148409893992933
AATS7i,158.34972364974902
AATS7m,53.43634053356889
AATS7p,1.2595087992330039
AATS7s,2.74380171298114
AATS7v,159.5723986983439
AATS8Z,14.051851851851852
AATS8d,1.7481481481481482
AATS8i,166.01347524524482
AATS8m,49.45680712222221
AATS8p,1.0636485329261145
AATS8s,2.8434651729919223
AATS8v,128.46342346228448
AMID_C,1.603226258015552
AMID_N,0.07067234177892712
AMID_O,0.21534191470882652
AMID_X,0.11034028403364637
AMID_h,0.3963545405214
ATS0dv,383.2098765432099
ATS0pe,379.4696999999999
ATS0se,471.10810599999985
ATS1dv,374.22222222222223
ATS1pe,403.62850000000003
ATS1se,485.1637079999998
ATS2dv,523.3333333333334
ATS2pe,706.5322
ATS2se,861.8893439999997
ATS3dv,584.1111111111111
ATS3pe,1026.7536
ATS3se,1265.8415719999994
ATS4dv,662.7777777777778
ATS4pe,1254.7189999999998
ATS4se,1559.497198
ATS5dv,802.2222222222222
ATS5pe,1398.476
ATS5se,1729.877794
ATS6dv,704.3333333333333
ATS6pe,1590.1212999999998
ATS6se,1985.137118
ATS7dv,620.5555555555555
ATS7pe,1691.5545000000002
ATS7se,2125.7870960000005
ATS8dv,456.6666666666667
ATS8pe,1595.8145
ATS8se,2040.0557400000002
ATSC0Z,770.950819672131
ATSC0c,1.0341941496838316
ATSC0d,42.75409836065575
ATSC0i,81.85678987809226
ATSC0m,3617.4742602295073
ATSC0p,16.13733931488315
ATSC0s,109.55399516766988
ATSC0v,3231.8252042559134
ATSC1Z,-1.801666218758414
ATSC1c,-0.6434402941808177
ATSC1d,15.942488578339171
ATSC1i,-0.6847790069793633
ATSC1m,-3.1267523026064517
ATSC1p,0.7817767497619037
ATSC1s,-9.253189705413167
ATSC1v,126.19597390947365
ATSC2Z,110.66487503359306
ATSC2c,0.23058056367527802
ATSC2d,1.521096479441014
ATSC2i,-2.2895205703902493
ATSC2m,519.3592777059935
ATSC2p,1.6088149065782091
ATSC2s,25.307228345478467
ATSC2v,298.9323597724076
ATSC3Z,-191.75221714592848
ATSC3c,0.09381118351408518
ATSC3d,3.4848159097016955
ATSC3i,-21.909502938853848
ATSC3m,-899.8614516535876
ATSC3p,-3.1486147371633124
ATSC3s,-25.220956899284456
ATSC3v,-761.9921926715194
ATSC4Z,-37.13061005106151
ATSC4c,-0.5498364176739967
ATSC4d,-6.948132222520824
ATSC4i,35.601595885957586
ATSC4m,-149.2612171773718
ATSC4p,3.765531576207179
ATSC4s,-23.612939808747463
ATSC4v,732.7382062999067
ATSC5Z,-142.03171190540178
ATSC5c,0.5163718566873802
ATSC5d,-20.74872346143509
ATSC5i,14.323124512328233
ATSC5m,-673.1553346170384
ATSC5p,0.7229658169235555
ATSC5s,36.65434952465404
ATSC5v,-468.0569267236024
ATSC6Z,-80.81994087610857
ATSC6c,-0.08584462048846338
ATSC6d,-31.066917495296966
ATSC6i,-17.124717421732118
ATSC6m,-395.42374010803564
ATSC6p,-4.757588773721439
ATSC6s,-17.29945922603172
ATSC6v,-842.5051818754367
ATSC7Z,19.523246439129277
ATSC7c,-0.2926782971613638
ATSC7d,-13.72803009943564
ATSC7i,-69.10179558479737
ATSC7m,69.91517275490448
ATSC7p,-6.480547092811241
ATSC7s,-29.68782352002568
ATSC7v,-1741.5118968547554
ATSC8Z,317.2668637463048
ATSC8c,0.3866521807257757
ATSC8d,5.039236764310664
ATSC8i,-11.805895492767416
ATSC8m,1494.4595434595526
ATSC8p,1.727392986169977
ATSC8s,43.60155574751916
ATSC8v,956.6941629456489
AXp-0d,0.7384071110668095
AXp-1d,0.443188385580327
AXp-2d,0.28862569335073823
AXp-3d,0.1697189119993585
AXp-4d,0.10516690013634422
AXp-5d,0.06361575739854233
AXp-6d,0.0390718428054331
AXp-7d,0.024613803474389684
GATS1Z,0.6386671364982158
GATS1c,1.5436520125143192
GATS1d,0.9801343850423601
GATS1i,1.2090023191684205
GATS1m,0.6440411075377789
GATS1p,0.9359722441789913
GATS1s,0.7404261718774375
GATS1v,0.9525138567712336
GATS2Z,0.6305281508060346
GATS2c,0.7254530305287042
GATS2d,1.4903089201368147
GATS2i,1.1612529187415923
GATS2m,0.6366444328032224
GATS2p,0.9085092643510896
GATS2s,0.490417078759618
GATS2v,0.9366111371023182
GATS3Z,0.9218840613329005
GATS3c,0.9599584082316083
GATS3d,1.1992470719464579
GATS3i,1.1904623370038594
GATS3m,0.9247928618587973
GATS3p,1.0285158792567322
GATS3s,0.9071056271119197
GATS3v,1.0556775388004063
GATS4Z,0.7643350144344546
GATS4c,1.2398819774268848
GATS4d,1.269228166726813
GATS4i,0.9469818499829428
GATS4m,0.7666055550756988
GATS4p,0.8334958537365182
GATS4s,1.044528990949791
GATS4v,0.8784442229598253
GATS5Z,0.7429786510164159
GATS5c,0.8886752810679369
GATS5d,1.3534764826175865
GATS5i,1.0039659946881307
GATS5m,0.7482507906391032
GATS5p,0.90663480924624
GATS5s,1.0892809600576918
GATS5v,0.9928894553965875
GATS6Z,0.7865140303262274
GATS6c,0.7850766416728102
GATS6d,1.2013733965421078
GATS6i,1.0650867537733135
GATS6m,0.7927905427520968
GATS6p,1.0212723642133001
GATS6s,0.9138097825491477
GATS6v,1.051164412640729
GATS7Z,0.8087851429612192
GATS7c,0.8833371991806749
GATS7d,0.8256601053567166
GATS7i,1.1530854425201393
GATS7m,0.814185601175084
GATS7p,1.0434539451702145
GATS7s,0.9630382961662883
GATS7v,1.107084215202951
GATS8Z,1.0718366363301297
GATS8c,0.8727166021382188
GATS8d,0.6263207225630536
GATS8i,0.8946247560441304
GATS8m,1.0685540645328244
GATS8p,0.9814718302953276
GATS8s,0.9340811566357072
GATS8v,0.9334999605020664
MATS1Z,-0.002262751943793046
MATS1c,-0.6024145643886517
MATS1d,0.3610502483201872
MATS1i,-0.008099999912923938
MATS1m,-0.0008369072195012255
MATS1p,0.04690726429402924
MATS1s,-0.0817810216556763
MATS1v,0.037808280087243996
MATS2Z,0.07748801128455951
MATS2c,0.12035718216300945
MATS2d,0.019205711493566466
MATS2i,-0.015098758270043023
MATS2m,0.07750216526693268
MATS2p,0.05381775065918649
MATS2s,0.12470037382197242
MATS2v,0.049931712173769315
MATS3Z,-0.09195166773630667
MATS3c,0.03353500914644154
MATS3d,0.030133389105781755
MATS3i,-0.0989518017518658
MATS3m,-0.09196362652276101
MATS3p,-0.07213291512058202
MATS3s,-0.08510973355424424
MATS3v,-0.08716628739463943
MATS4Z,-0.014401412091586645
MATS4c,-0.1589758267739351
MATS4d,-0.04859482136412844
MATS4i,0.1300512181856036
MATS4m,-0.01233789860435259
MATS4p,0.06977406580277849
MATS4s,-0.06444979017724532
MATS4v,0.06779546456007282
MATS5Z,-0.04994660391445286
MATS5c,0.13536544163958125
MATS5d,-0.13157123381049754
MATS5i,0.047438437384402836
MATS5m,-0.05044953400907365
MATS5p,0.012145996443213325
MATS5s,0.09070779583597127
MATS5v,-0.039264324475278604
MATS6Z,-0.024222432928416603
MATS6c,-0.019179483893977754
MATS6d,-0.1678983082357315
MATS6i,-0.04833866062882382
MATS6m,-0.025257083386770973
MATS6p,-0.06812097855743521
MATS6s,-0.036486332855045336
MATS6v,-0.06023523725137845
MATS7Z,0.005458442771181205
MATS7c,-0.06100028195200474
MATS7d,-0.06921080014741268
MATS7i,-0.18196087760238375
MATS7m,0.0041659052202381915
MATS7p,-0.08656117430203382
MATS7s,-0.05841085176644879
MATS7v,-0.1161507401247225
MATS8Z,0.09297455574141805
MATS8c,0.08446649206868453
MATS8d,0.026628891161099715
MATS8i,-0.03258444259248976
MATS8m,0.09333505419151616
MATS8p,0.024183841724048676
MATS8s,0.08991659171345452
MATS8v,0.06687924034591726
MAXsCl,6.307210595658016
MAXsOH,10.591572131939195
MINsCl,6.129442781027827
MINsOH,9.59847295079393
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,3
NssNH2,0
NsssAs,0
NsssCH,4
NsssNH,0
NssssB,0
NssssC,1
NssssN,0
Radius,6
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,39.32464721645704
SpAD_D,323.9161528515995
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0.5837369474538794
SssNH2,0
SsssAs,0
SsssCH,-1.880925488508162
SsssNH,0
SssssB,0
SssssC,-1.1209791290487385
SssssN,0
TMPC10,1275
TMWC10,144.867681521507
TSRW10,68.34496458112446
VE1_Dt,5.579042195758917
VE2_Dt,0.17434506861746615
VE3_Dt,2.8821679219598675
VR1_Dt,207.75057430149906
VR2_Dt,6.4922054469218455
VR3_Dt,6.499489007924898
Xc-3dv,1.9305640047646062
Xc-4dv,0.125
Xc-5dv,0.2921532920002895
Xc-6dv,0.02282177322938192
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.20595037673258598
Xch-7d,0.43727829118519784
Xp-0dv,19.97544777931812
Xp-1dv,11.56231712326484
Xp-2dv,9.794680279073187
Xp-3dv,6.951319910653006
Xp-4dv,5.339807646892827
Xp-5dv,3.9352439319346955
Xp-6dv,2.7538306084399506
Xp-7dv,1.7688880986642213
Xpc-4d,6.273950797028582
Xpc-5d,10.605026734573338
Xpc-6d,17.942907796093266
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,63
nFRing,0
nHBAcc,3
nHBDon,2
nHRing,1
nSpiro,0
naRing,2
piPC10,6.987721060620019
AATS0dv,6.282129123659178
AATS0pe,6.220814754098359
AATS0se,7.7230837049180305
AATS1dv,5.940035273368607
AATS1pe,6.4068015873015876
AATS1se,7.701011238095235
AATS2dv,4.631268436578171
AATS2pe,6.252497345132744
AATS2se,7.627339327433626
AATS3dv,3.5400673400673397
AATS3pe,6.222749090909091
AATS3se,7.671767103030299
AATS4dv,3.2489106753812638
AATS4pe,6.150583333333333
AATS4se,7.644594107843138
AATS5dv,3.5654320987654318
AATS5pe,6.215448888888889
AATS5se,7.688345751111111
AATS6dv,2.667929292929293
AATS6pe,6.023186742424242
AATS6se,7.51945878030303
AATS7dv,2.192775814683942
AATS7pe,5.977224381625442
AATS7se,7.511615180212016
AATS8dv,1.691358024691358
AATS8pe,5.910424074074074
AATS8se,7.5557620000000005
AATSC0Z,12.638538027411984
AATSC0c,0.016954002453833304
AATSC0d,0.7008868583714057
AATSC0i,1.3419145881654468
AATSC0m,59.30285672507389
AATSC0p,0.2645465461456254
AATSC0s,1.7959671338962275
AATSC0v,52.98074105337563
AATSC1Z,-0.028597876488228795
AATSC1c,-0.010213338002870123
AATSC1d,0.25305537425935193
AATSC1i,-0.010869508047291481
AATSC1m,-0.04963098893026114
AATSC1p,0.012409154758125455
AATSC1s,-0.14687602707005026
AATSC1v,2.003110696975772
AATSC2Z,0.9793351772884342
AATSC2c,0.0020405359617281242
AATSC2d,0.013461030791513399
AATSC2i,-0.020261243985754417
AATSC2m,4.596099802707907
AATSC2p,0.01423730005821424
AATSC2s,0.22395777296883598
AATSC2v,2.645419113030156
AATSC3Z,-1.1621346493692635
AATSC3c,0.0005685526273580921
AATSC3d,0.02112009642243452
AATSC3i,-0.13278486629608394
AATSC3m,-5.4537057675975005
AATSC3p,-0.01908251355856553
AATSC3s,-0.1528542842380876
AATSC3v,-4.618134501039512
AATSC4Z,-0.18201279436794857
AATSC4c,-0.002695276557225474
