DLiP-ID,I000L2
AATSC4s,-0.1818664595211225
AATSC4v,0.7273978230902456
AATSC5Z,-0.19010812259851687
AATSC5c,-0.0014193356427008243
AATSC5d,-0.10783218657850054
AATSC5i,-0.020165265440864607
AATSC5m,-0.8074329622492898
AATSC5p,0.007755020207378439
AATSC5s,-0.0785253334083495
AATSC5v,1.2662198149225814
AATSC6Z,-1.3259386857235973
AATSC6c,-0.00022545071343960837
AATSC6d,-0.1338019972531949
AATSC6i,0.20171744852102746
AATSC6m,-6.284660393703654
AATSC6p,-0.0178198401283582
AATSC6s,0.19097250062433915
AATSC6v,-7.2722327625788905
AATSC7Z,-0.4487534626038781
AATSC7c,0.0010799301016807164
AATSC7d,-0.07914523149980213
AATSC7i,0.00677719479030404
AATSC7m,-2.235750461687227
AATSC7p,-0.016317952710487364
AATSC7s,0.06743588991973117
AATSC7v,-4.417765099662385
AATSC8Z,0.11361444547040148
AATSC8c,0.0004421781559909554
AATSC8d,0.010834102800861783
AATSC8i,-0.173069977371325
AATSC8m,0.5347665842886946
AATSC8p,-0.020765714299671355
AATSC8s,0.09026861066463002
AATSC8v,-2.9239007346409362
ATS0are,360.84450000000004
ATS1are,386.38300000000004
ATS2are,632.7466
ATS3are,785.2409999999999
ATS4are,877.8918000000001
ATS5are,767.3760000000001
ATS6are,741.7859
ATS7are,794.2539999999999
ATS8are,794.6379000000001
ATSC0dv,233.36842105263156
ATSC0pe,7.637887719298243
ATSC0se,4.748446315789472
ATSC1dv,62.71745152354569
ATSC1pe,-0.4163502308402531
ATSC1se,-0.40260517451523536
ATSC2dv,15.728531855955698
ATSC2pe,0.5915160664820014
ATSC2se,0.3789540831024927
ATSC3dv,-34.35180055401662
ATSC3pe,-0.8662555247768496
ATSC3se,-0.7442264819944602
ATSC4dv,-73.13296398891964
ATSC4pe,-2.8501435210834054
ATSC4se,-1.8143548808864263
ATSC5dv,-77.15235457063713
ATSC5pe,-1.3122364419821477
ATSC5se,-0.8962682659279777
ATSC6dv,-82.6288088642659
ATSC6pe,-0.1759655894121226
ATSC6se,0.6293137617728535
ATSC7dv,-7.894736842105271
ATSC7pe,0.7920567251461917
ATSC7se,0.9579320000000003
ATSC8dv,23.706371191135723
ATSC8pe,1.2436361034164238
ATSC8se,0.6701294626038785
AXp-0dv,0.5557616263312698
AXp-1dv,0.28925621614131763
AXp-2dv,0.15575500117250082
AXp-3dv,0.07984789632571694
AXp-4dv,0.041153417656993894
AXp-5dv,0.021972489141543285
AXp-6dv,0.011592828419645767
AXp-7dv,0.006301227757708493
BertzCT,1274.7230032957475
ECIndex,1042
ETA_eta,24.275572198258207
GATS1dv,0.5219215155615696
GATS1pe,0.7204478780300239
GATS1se,0.7645887851627481
GATS2dv,0.8786557501036527
GATS2pe,0.750676104270696
GATS2se,0.7446063911453589
GATS3dv,0.9828921966621561
GATS3pe,0.9024564190154528
GATS3se,0.9140461901333268
GATS4dv,1.1483987370320252
GATS4pe,1.152672089922905
GATS4se,1.1429769737425475
GATS5dv,1.139828597203428
GATS5pe,0.9189523460754087
GATS5se,0.9214184814514328
GATS6dv,1.0667303457242165
GATS6pe,0.7960192799104866
GATS6se,0.6969270052783633
GATS7dv,0.8651330626973387
GATS7pe,0.6382365290670055
GATS7se,0.5233782839550398
GATS8dv,0.8478725003758832
GATS8pe,0.6780269000614662
GATS8se,0.6279978555907747
LogEE_A,4.421372919388243
LogEE_D,236.65793601244846
MATS1dv,0.2553112313937753
MATS1pe,-0.05178561584492386
MATS1se,-0.08054738125977605
MATS2dv,0.03880482770875198
MATS2pe,0.044589534302636374
MATS2se,0.04594885773163695
MATS3dv,-0.06712313937753721
MATS3pe,-0.051717508009470524
MATS3se,-0.07146911920663696
MATS4dv,-0.12759037309104965
MATS4pe,-0.15192886031947558
MATS4se,-0.15556701728286718
MATS5dv,-0.15197084115413162
MATS5pe,-0.07897542925508608
MATS5se,-0.08676401840354624
MATS6dv,-0.1695966613979827
MATS6pe,-0.011035254997662986
MATS6se,0.06348097535312265
MATS7dv,-0.01449835685289002
MATS7pe,0.04444329305179929
MATS7se,0.08645823463332752
MATS8dv,0.042890793364406335
MATS8pe,0.06874816945705407
MATS8se,0.059586553592562035
MAXaaCH,1.910097488056543
MAXaaaC,0.8620197690029249
MAXaasC,0.9999303850710779
MAXdssC,-0.2992650230615388
MAXsCH3,1.8747993395907445
MAXssNH,3.3649348317391388
MAXsssN,1.8282094041533332
MDEC-11,0.4999999999999999
MDEC-12,2.940815621227554
MDEC-13,3.0100146563070656
MDEC-22,14.150918391274956
MDEC-23,26.7384948145992
MDEC-33,8.55919336068576
MDEN-22,1.3507999847024064
MDEN-23,1.1246826503806984
MDEO-11,0.06666666666666665
MINaaCH,1.256792757095048
MINaaaC,0.7514847666959621
MINaasC,-0.38295533074416244
MINdssC,-0.2992650230615388
MINsCH3,1.8747993395907445
MINssNH,2.805243419205464
MINsssN,1.8282094041533332
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.547619047619048
SM1_Dzi,1.8262194925613833
SM1_Dzm,1.5788210235257965
SM1_Dzp,-6.753702287450949
SM1_Dzv,-2.9412717626339027
SddssSe,0
SpAD_Dt,784.6973925249349
SpAbs_A,42.7688952859321
SpAbs_D,473.31587202489686
SpMAD_A,1.2960271298767303
SpMAD_D,14.342905212875666
SpMax_A,2.4393184595749493
SpMax_D,236.65793601244846
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,90.38000000000001
TpiPC10,9.051408521431812
VAdjMat,6.169925001442312
VE1_DzZ,5.6574798005324425
VE1_Dzi,5.65490921556032
VE1_Dzm,5.657741815026356
VE1_Dzp,5.640536650663534
VE1_Dzv,5.653151909170653
VE2_DzZ,0.17143878183431643
VE2_Dzi,0.1713608853200097
VE2_Dzm,0.17144672166746533
VE2_Dzp,0.17092535305041012
VE2_Dzv,0.1713076336112319
VE3_DzZ,2.926900996604067
VE3_Dzi,2.926446524076167
VE3_Dzm,2.9269473084665942
VE3_Dzp,2.923901680282717
VE3_Dzv,2.9261357181149275
VR1_DzZ,220.31383490759757
VR1_Dzi,220.53963454708455
VR1_Dzm,220.28364778563588
VR1_Dzp,222.807898636238
VR1_Dzv,221.27657627927118
VR2_DzZ,6.676176815381744
VR2_Dzi,6.683019228699532
VR2_Dzm,6.675262054110178
VR2_Dzp,6.751754504128424
VR2_Dzv,6.705350796341551
VR3_DzZ,6.588975520615719
VR3_Dzi,6.589999895719362
VR3_Dzm,6.588838492497335
VR3_Dzp,6.600232427585848
VR3_Dzv,6.593335863923158
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0
Xch-6dv,0.09211181677178995
Xch-7dv,0.12398933574028263
Xpc-4dv,1.6215933379651999
Xpc-5dv,1.7730639656365708
Xpc-6dv,2.2284522943268272
Zagreb1,172.0
Zagreb2,200.0
fragCpx,240.08
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,0
n5aRing,0
n6ARing,0
n6FRing,0
n6HRing,1
n6aRing,4
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,23
nBondsD,1
nBondsM,24
nBondsO,36
nBondsS,36
nBondsT,0
nFARing,0
nFHRing,1
nFaRing,1
nHetero,8
naHRing,1
AATS0are,6.330605263157896
AATS1are,6.439716666666667
AATS2are,6.3913797979797975
AATS3are,6.281927999999999
AATS4are,6.270655714285715
AATS5are,6.188516129032259
AATS6are,6.233494957983193
AATS7are,5.971834586466165
AATS8are,5.886206666666667
AATSC0dv,4.094182825484764
AATSC0pe,0.13399803016312709
AATSC0se,0.08330607571560478
AATSC1dv,1.0452908587257614
AATSC1pe,-0.006939170514004218
AATSC1se,-0.006710086241920589
AATSC2dv,0.15887405915106764
AATSC2pe,0.005974909762444459
AATSC2se,0.0038278190212372998
AATSC3dv,-0.27481440443213295
AATSC3pe,-0.006930044198214797
AATSC3se,-0.005953811855955681
AATSC4dv,-0.5223783142065689
AATSC4pe,-0.02035816800773861
AATSC4se,-0.01295967772061733
AATSC5dv,-0.6221964078277188
AATSC5pe,-0.010582551951468934
AATSC5se,-0.007227969886515949
AATSC6dv,-0.6943597383551757
AATSC6pe,-0.0014787024320346437
AATSC6se,0.0052883509392676765
AATSC7dv,-0.05935892362485166
AATSC7pe,0.005955313722903697
AATSC7se,0.007202496240601507
AATSC8dv,0.17560274956396832
AATSC8pe,0.009212119284566103
AATSC8se,0.0049639219452139146
AETA_eta,0.7356233999472184
ATSC0are,8.334631578947363
ATSC1are,-0.5683227146814377
ATSC2are,0.7091346260387837
ATSC3are,-1.0853850415512436
ATSC4are,-3.226461772853181
ATSC5are,-1.5346371191135724
ATSC6are,0.3195288088642676
ATSC7are,1.1503157894736789
ATSC8are,1.3444304709141195
BCUTZ-1h,9.00407112178147
BCUTZ-1l,5.677463143955757
BCUTc-1h,0.41486307888939744
BCUTc-1l,-0.41779758408734735
BCUTd-1h,3.242769685135907
BCUTd-1l,0.9778411435180178
BCUTi-1h,17.424773742877996
BCUTi-1l,10.940763876649918
BCUTm-1h,19.00014296801119
BCUTm-1l,11.690594779041042
BCUTp-1h,2.0092728921508676
BCUTp-1l,0.5458549243295034
BCUTs-1h,8.001920928873027
BCUTs-1l,1.4047275262466759
BCUTv-1h,20.911191431474546
BCUTv-1l,13.304118722997508
BalabanJ,1.2049519557629187
Diameter,19
ETA_beta,47.0
GATS1are,0.740635816735919
GATS2are,0.7509380420606881
GATS3are,0.9140598390987509
GATS4are,1.1584747218328093
GATS5are,0.9131599328430599
GATS6are,0.759989836877425
GATS7are,0.5969992043344826
GATS8are,0.6475727149875597
HybRatio,0.16
Lipinski,True
LogEE_Dt,392.3486962624675
MATS1are,-0.06477869763447353
MATS2are,0.04898712430254906
MATS3are,-0.05938301822452911
MATS4are,-0.1576111496013552
MATS5are,-0.08463937774312102
MATS6are,0.018363332905624752
MATS7are,0.0591498828152484
MATS8are,0.06810720014145129
MAXssCH2,0.5207558409804082
MINssCH2,-0.051538429707733924
NsssssAs,0
RotRatio,0.19444444444444445
SM1_Dzpe,1.6826593955087557
SM1_Dzse,1.511804565998302
SMR_VSA1,14.291479626587348
SMR_VSA2,0.0
SMR_VSA3,9.967957041894417
SMR_VSA4,0.0
SMR_VSA5,13.151638370425493
SMR_VSA6,29.62883090421752
SMR_VSA7,89.23761306921462
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,359.70748364017015
SpAD_Dzi,346.4149890885182
SpAD_Dzm,359.59353796702726
SpAD_Dzp,493.63853772949807
SpAD_Dzv,446.51112040671364
SpAbs_Dt,784.6973925249349
SpDiam_A,4.8786369191499
SpDiam_D,365.78105743988067
SpMAD_Dt,23.778708864391966
SpMax_Dt,392.3486962624675
SsssssAs,0
VE1_Dzpe,5.657296386124997
VE1_Dzse,5.657380059851691
VE2_Dzpe,0.17143322382196963
VE2_Dzse,0.17143575938944516
VE3_Dzpe,2.926868576270791
VE3_Dzse,2.926883366570291
VMcGowan,331.4700000000012
VR1_Dzpe,220.31028200940392
VR1_Dzse,220.3290727133647
VR2_Dzpe,6.676069151800119
VR2_Dzse,6.676638567071658
VR3_Dzpe,6.588959393953299
VR3_Dzse,6.5890446823133635
mZagreb1,10.472222222222223
mZagreb2,7.2777777777777795
n10ARing,0
n10FRing,1
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,1
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,12
nBondsKS,48
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.14622160664819936
AATSC1are,-0.009472045244690629
AATSC2are,0.0071629760205937755
AATSC3are,-0.00868308033240995
AATSC4are,-0.023046155520379863
AATSC5are,-0.012376105799303002
AATSC6are,0.0026851160408761982
AATSC7are,0.008648990898298337
AATSC8are,0.009958744228993477
AETA_beta,1.4242424242424243
BCUTdv-1h,7.004060998658666
BCUTdv-1l,0.9949348844710542
BCUTpe-1h,3.9886775663504377
BCUTpe-1l,2.223720849903694
BCUTse-1h,4.0099580935051105
BCUTse-1l,2.419132819168775
ETA_alpha,15.452380952380954
ETA_dBeta,4.0
ETA_eta_B,0.49115827135358536
ETA_eta_F,38.33841614211656
ETA_eta_L,6.2948688831598725
ETA_eta_R,62.61398834037477
ETA_psi_1,0.5568903380813458
LabuteASA,190.47211188982175
LogEE_DzZ,179.90063936698263
LogEE_Dzi,173.2628345288822
LogEE_Dzm,179.84461204483262
LogEE_Dzp,245.37872709859167
LogEE_Dzv,222.63165407188902
PEOE_VSA1,20.640014333703846
PEOE_VSA2,4.794537184071822
PEOE_VSA3,9.374393568622029
PEOE_VSA4,4.9839785209472085
PEOE_VSA5,0.0
PEOE_VSA6,18.19910120538483
PEOE_VSA7,59.65783953108687
PEOE_VSA8,37.277162352112306
PEOE_VSA9,12.123582682129179
SM1_Dzare,1.8900112360825796
SpAD_Dzpe,356.45492875940465
SpAD_Dzse,360.25391338132454
SpAbs_DzZ,358.25365968634617
SpAbs_Dzi,344.69944956520305
SpAbs_Dzm,358.11040306613955
SpAbs_Dzp,497.51115648463417
SpAbs_Dzv,448.20457990641205
SpDiam_Dt,570.5202756134089
SpMAD_DzZ,10.900226776974852
SpMAD_Dzi,10.497423911773279
SpMAD_Dzm,10.896773877788705
SpMAD_Dzp,14.958743567560548
SpMAD_Dzv,13.530640012324655
SpMax_DzZ,179.90063936698263
SpMax_Dzi,173.2628345288822
SpMax_Dzm,179.84461204483262
SpMax_Dzp,245.37872709859167
SpMax_Dzv,222.63165407188902
VE1_Dzare,5.657088718871596
VE2_Dzare,0.17142693087489685
VE3_Dzare,2.9268318677353293
VR1_Dzare,220.29277838239904
VR2_Dzare,6.675538738860577
VR3_Dzare,6.588879940910015
n10AHRing,0
n10FARing,0
n10FHRing,1
n10FaRing,1
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,22
nAromBond,23
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4682539682539683
AETA_dBeta,0.12121212121212122
AETA_eta_B,0.014883583980411678
AETA_eta_F,1.1617701861247443
AETA_eta_L,0.19075360251999612
AETA_eta_R,1.8973935860719626
BCUTare-1h,4.107724553970041
BCUTare-1l,2.1746606102896138
ETA_beta_s,21.5
ETA_dPsi_A,0.15710966191865416
ETA_dPsi_B,0.0
ETA_eta_BR,0.8351582713535853
ETA_eta_FL,9.628186407859637
ETA_eta_RL,15.92305529101951
LogEE_Dzpe,178.2784540583541
LogEE_Dzse,180.17276895023798
PEOE_VSA10,11.635083618880923
PEOE_VSA11,0.0
PEOE_VSA12,5.948339280986494
PEOE_VSA13,5.907179729351506
SlogP_VSA1,15.533486938863138
SlogP_VSA2,35.07700813144101
SlogP_VSA3,13.151638370425493
SlogP_VSA4,5.817220841045895
SlogP_VSA5,21.48489165916281
SlogP_VSA6,66.73003775307771
SlogP_VSA7,0.0
SlogP_VSA8,10.902924932081056
SlogP_VSA9,0.0
SpAD_Dzare,352.0278691455338
SpAbs_Dzpe,354.8742487211996
SpAbs_Dzse,358.83373333447764
SpDiam_DzZ,281.2846126018312
SpDiam_Dzi,270.6463291668571
SpDiam_Dzm,281.2342545717295
SpDiam_Dzp,379.9334051866284
SpDiam_Dzv,346.8836379640279
SpMAD_Dzpe,10.801664507860748
SpMAD_Dzse,10.916785253979532
SpMax_Dzpe,178.2784540583541
SpMax_Dzse,180.17276895023798
n10FAHRing,0
n10FaHRing,1
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,33
AETA_beta_s,0.6515151515151515
AETA_eta_BR,0.0253078264046541
AETA_eta_FL,0.29176322448059505
AETA_eta_RL,0.48251682700059123
DetourIndex,6326
EState_VSA1,0.0
EState_VSA2,18.33128253491032
EState_VSA3,29.561796231114656
EState_VSA4,22.029827915475046
EState_VSA5,24.26546827384644
EState_VSA6,0.0
EState_VSA7,61.45982317543613
EState_VSA8,20.60153424990708
EState_VSA9,0.0
ETA_beta_ns,25.5
ETA_shape_p,0.12634822804314327
ETA_shape_x,0.0
ETA_shape_y,0.34946070878274266
GhoseFilter,True
LogEE_Dzare,176.07120764052698
SlogP_VSA10,21.844003381179903
SlogP_VSA11,0.0
SpAbs_Dzare,350.25240404497134
SpDiam_Dzpe,278.76013698103327
SpDiam_Dzse,281.6901170399494
SpMAD_Dzare,10.667511186228298
SpMax_Dzare,176.07120764052698
TopoPSA(NO),90.38000000000001
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,13.040484973614886
VSA_EState9,66.62618169305178
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.7727272727272727
EState_VSA10,14.291479626587348
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.03174603174603169
FilterItLogS,-7.254006532988613
SpDiam_Dzare,275.34804492391913
ETA_beta_ns_d,2.0
ETA_epsilon_1,0.613116123642439
ETA_epsilon_2,0.8408369408369405
ETA_epsilon_3,0.4419354838709669
ETA_epsilon_4,0.537968253968253
ETA_epsilon_5,0.7957671957671955
AETA_beta_ns_d,0.06060606060606061
ETA_dEpsilon_A,0.17118063977147202
ETA_dEpsilon_B,0.07514786967418596
ETA_dEpsilon_C,-0.09603277009728606
ETA_dEpsilon_D,0.04506974506974504
PetitjeanIndex,0.47368421052631576
TopoShapeIndex,0.9
CDK Descriptors
FMFDescriptor,0.7878787878787878
MDEDescriptor,"0.4999999999999999,2.940815621227554,3.0100146563070656,0.0,14.150918391274956,26.7384948145992,0.0,8.55919336068576,0.0,0.0,0.06666666666666665,0.0,0.0,0.0,0.0,0.0,1.3507999847024064,1.1246826503806984,0.0"
APolDescriptor,67.66403199999996
BCUTDescriptor,"11.98824091705152,18.99840849455303,-0.391158247128573,0.2531717248589183,4.013934235792844,10.366107413485109"
BPolDescriptor,34.337968
TPSADescriptor,90.38000000000001
ALOGPDescriptor,"3.946199999999999,15.572494439999991,128.78989999999996"
XLogPDescriptor,4.426
VAdjMaDescriptor,6.169925001442312
WeightDescriptor,445.19140342000003
ChiPathDescriptor,"23.37166824125719,15.92305529101951,14.443880926172834,11.968887798303575,9.350846658245748,8.042792011703543,5.7429264032011815,4.070650270206597,18.3401336689319,10.413223781087435,7.7877500586250425,5.110265364845883,3.2922734125595117,2.351056338145134,1.333175268259263,0.7876534697135614"
ChiChainDescriptor,"0.0,0.0,0.0,0.2902636039661994,0.5347318860471542,0.0,0.0,0.0,0.09211181677178996,0.12398933574028263"
AtomCountDescriptor,57
BondCountDescriptor,36
SmallRingDescriptor,"4,4,3,3,0,0,0,4,0,0,0"
ChiClusterDescriptor,"2.2728325941740777,0.0,0.42060056035237897,0.0,0.9773424050279997,0.0,0.0965030354076859,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,2,14,4,2,0,0,0"
ZagrebIndexDescriptor,172.0
LargestChainDescriptor,20
MannholdLogPDescriptor,3.33
WeightedPathDescriptor,"67.49449840387152,2.045287830420349,23.138336006200067,5.04592343273592,15.575039735100416"
FractionalPSADescriptor,0.20301380328931062
WienerNumbersDescriptor,"3770.0,52.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"5.01672803705387,6.778495360411018,9.532350863310654,1.6215933379652,1.7730639656365712,2.053001865530114"
FractionalCSP3Descriptor,0.16
KierHallSmartsDescriptor,"0,0,0,0,0,0,2,0,2,0,0,11,0,0,0,1,7,2,0,0,0,0,0,2,0,0,0,0,2,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,3
LargestPiSystemDescriptor,15
PetitjeanNumberDescriptor,0.47368421052631576
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"26.074074074074073,12.3008,7.03125"
AromaticAtomsCountDescriptor,22
AromaticBondsCountDescriptor,23
FragmentComplexityDescriptor,2544.08
HBondAcceptorCountDescriptor,7
HybridizationRatioDescriptor,0.16
AutocorrelationDescriptorMass,"37.85088371650694,39.073970330775175,55.15059244493152,58.31385070550244,50.62084464139971"
PetitjeanShapeIndexDescriptor,"0.9,NaN"
RotatableBondsCountDescriptor,8
AutocorrelationDescriptorCharge,"0.5871534157761717,-0.4103639719661912,0.29004739882937763,-0.20882291872054454,0.08265372077652952"
EccentricConnectivityIndexDescriptor,1042
AutocorrelationDescriptorPolarizability,"2161.948425141171,2516.0699465962234,3459.5538247822496,3549.916998671205,3070.3513804444615"
