DLiP-ID,C000MU
ATSC3pe,0.3119444444444439
ATSC3se,0.027386666666666976
ATSC4dv,-35.46908093278463
ATSC4pe,-0.42140709876543225
ATSC4se,-0.35929097222222095
ATSC5dv,-33.57673525377229
ATSC5pe,-0.21469876543209807
ATSC5se,0.09378644444444476
ATSC6dv,19.512812071330593
ATSC6pe,-0.38844598765432026
ATSC6se,-0.24164630555555638
ATSC7dv,16.696296296296296
ATSC7pe,0.23952314814814818
ATSC7se,0.1145310833333327
ATSC8dv,0.0
ATSC8pe,0.0
ATSC8se,0.0
AXp-0dv,0.7210141885362809
AXp-1dv,0.3623416176646315
AXp-2dv,0.20788898838128977
AXp-3dv,0.10755581805069417
AXp-4dv,0.06381637874205198
AXp-5dv,0.03118640753898914
AXp-6dv,0.02077697207782328
AXp-7dv,0.010140908611330674
BertzCT,472.3665095200525
ECIndex,126
ETA_eta,7.700971143289862
GATS1dv,0.662865874781066
GATS1pe,0.8150707324913388
GATS1se,0.8465245735557145
GATS2dv,0.8086464875607962
GATS2pe,0.6897465953940061
GATS2se,0.7196553502544626
GATS3dv,0.9828994604033818
GATS3pe,0.8497267684496548
GATS3se,0.9352401707841951
GATS4dv,1.2953460990501364
GATS4pe,1.2323895510235625
GATS4se,1.284443168110349
GATS5dv,1.4170261272067417
GATS5pe,1.351196891312063
GATS5se,1.2265290259477497
GATS6dv,0.7874548715109704
GATS6pe,1.3923815135402677
GATS6se,1.1837957946300997
GATS7dv,0.001067488876586496
GATS7pe,0.296491261810499
GATS7se,0.06221989478945988
LogEE_A,3.505118282901125
LogEE_D,34.39614349374639
MATS1dv,0.08730571122399092
MATS1pe,-0.15833490346339135
MATS1se,-0.1417409057861621
MATS2dv,-0.007746265269284578
MATS2pe,-0.061393136531078765
MATS2se,-0.07358356336339948
MATS3dv,-0.034200652026819225
MATS3pe,0.07713399473043615
MATS3se,0.008691903443278182
MATS4dv,-0.3206678215041857
MATS4pe,-0.12100720295424558
MATS4se,-0.13242281911317091
MATS5dv,-0.4277430141980797
MATS5pe,-0.08687162300714779
MATS5se,0.04870747416080798
MATS6dv,0.42067204186598917
MATS6pe,-0.26598574170261347
MATS6se,-0.21238068906251126
MATS7dv,1.5597896290828566
MATS7pe,0.7107179849276194
MATS7se,0.4361946474336063
MAXaaCH,1.8337962962962964
MAXaaaC,0.7797061728395064
MAXaasC,0.7164814814814816
MDEC-22,2.701599969404812
MDEC-23,8.170038857167798
MDEC-33,6.083643418932058
MINaaCH,1.633395061728395
MINaaaC,0.5550000000000002
MINaasC,0.19500000000000028
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.9267084192167432
SM1_Dzi,0.45263392197541374
SM1_Dzm,1.9583045285435565
SM1_Dzp,-0.67868066110281
SM1_Dzv,-0.2679539362396768
SddssSe,0
SpAD_Dt,189.94875256752783
SpAbs_A,16.678194282439094
SpAbs_D,68.79228698749279
SpMAD_A,1.2829380217260842
SpMAD_D,5.291714383653291
SpMax_A,2.4256826709493597
SpMax_D,34.396143493746386
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,33.120000000000005
TpiPC10,7.971139705779438
VAdjMat,4.807354922057604
VE1_DzZ,3.5710932835127047
VE1_Dzi,3.5481483747241236
VE1_Dzm,3.5712443830561007
VE1_Dzp,3.532816903073746
VE1_Dzv,3.546411600306753
VE2_DzZ,0.2746994833471311
VE2_Dzi,0.2729344903633941
VE2_Dzm,0.2747111063889308
VE2_Dzp,0.27175514639028814
VE2_Dzv,0.2728008923312887
VE3_DzZ,1.535236055256875
VE3_Dzi,1.5287901472975045
VE3_Dzm,1.535278366206167
VE3_Dzp,1.524459806727631
VE3_Dzv,1.528300539919971
VR1_DzZ,53.932197546347815
VR1_Dzi,55.6005805413554
VR1_Dzm,53.89897519205831
VR1_Dzp,55.99354245467192
VR1_Dzv,55.7269702175721
VR2_DzZ,4.148630580488294
VR2_Dzi,4.276967733950415
VR2_Dzm,4.146075014773716
VR2_Dzp,4.307195573436301
VR2_Dzv,4.286690016736316
VR3_DzZ,4.250091921110824
VR3_Dzi,4.280557907060801
VR3_Dzm,4.249475729067337
VR3_Dzp,4.28760063524412
VR3_Dzv,4.2828284991946655
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0
Xch-6dv,0.039558770057772565
Xch-7dv,0.11427391455054778
Xpc-4dv,1.3937185863664603
Xpc-5dv,1.9596967289081144
Xpc-6dv,2.5847805018448136
Zagreb1,68.0
Zagreb2,81.0
fragCpx,40.04
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,0
n5aRing,0
n6ARing,0
n6FRing,0
n6HRing,1
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,11
nBondsD,0
nBondsM,11
nBondsO,14
nBondsS,8
nBondsT,0
nFARing,0
nFHRing,1
nFaRing,1
nHetero,4
naHRing,1
AATS0are,6.389883333333334
AATS1are,6.455263157894737
AATS2are,6.387206896551724
AATS3are,6.390333333333334
AATS4are,6.4101
AATS5are,6.22
AATS6are,5.532384615384616
AATS7are,4.847333333333334
AATSC0dv,3.5680658436213992
AATSC0pe,0.11233858024691355
AATSC0se,0.08752291666666664
AATSC1dv,0.3115125261713954
AATSC1pe,-0.0177871182586095
AATSC1se,-0.012405577485380114
AATSC2dv,-0.027639184522965023
AATSC2pe,-0.006896817794806312
AATSC2se,-0.006440248084291198
AATSC3dv,-0.12203017832647466
AATSC3pe,0.00866512345679011
AATSC3se,0.0007607407407407493
AATSC4dv,-1.1441639010575686
AATSC4pe,-0.013593777379530072
AATSC4se,-0.011590031362007128
AATSC5dv,-1.5262152388078314
AATSC5pe,-0.009759034792368095
AATSC5se,0.004263020202020216
AATSC6dv,1.5009855439485071
AATSC6pe,-0.029880460588793865
AATSC6se,-0.018588177350427414
AATSC7dv,5.565432098765432
AATSC7pe,0.07984104938271606
AATSC7se,0.03817702777777757
AETA_eta,0.5923823956376817
ATSC0are,1.9672277777777771
ATSC1are,-0.30955709876543264
ATSC2are,-0.18006141975308693
ATSC3are,0.2666722222222212
ATSC4are,-0.6494311728395069
ATSC5are,-0.35844506172839447
ATSC6are,-0.030842283950615515
ATSC7are,0.2780509259259266
ATSC8are,0.0
BCUTZ-1h,53.00025772506673
BCUTZ-1l,5.673907337537459
BCUTc-1h,0.42367143571096166
BCUTc-1l,-0.3756589571978204
BCUTd-1h,3.2816898592564474
BCUTd-1l,0.9925426361203677
BCUTi-1h,14.547855172264118
BCUTi-1l,10.435590534253665
BCUTm-1h,126.90457541906657
BCUTm-1l,11.687158755437334
BCUTp-1h,5.353304597106089
BCUTp-1l,0.7874301832677763
BCUTs-1h,6.002804028858437
BCUTs-1l,1.004905605805631
BCUTv-1h,32.51604698289065
BCUTv-1l,14.708162691033436
BalabanJ,2.0997048132484886
Diameter,6
ETA_beta,19.5
GATS1are,0.8852639278207721
GATS2are,0.7207692253009053
GATS3are,0.8848640642076696
GATS4are,1.297522640478646
GATS5are,1.3885090822828925
GATS6are,0.9732105985406598
GATS7are,0.00014402670424539283
HybRatio,0.0
Lipinski,True
LogEE_Dt,94.97437628376393
MATS1are,-0.1490750706124735
MATS2are,-0.05681205897908164
MATS3are,0.06777868461258205
MATS4are,-0.1916855141839888
MATS5are,-0.1490794485702716
MATS6are,-0.02170806112901606
MATS7are,0.8480490029680822
NsssssAs,0
RotRatio,0.0
SM1_Dzpe,0.6542964989010651
SM1_Dzse,0.6100610444666159
SMR_VSA1,5.106527394840706
SMR_VSA2,0.0
SMR_VSA3,4.9839785209472085
SMR_VSA4,0.0
SMR_VSA5,0.0
SMR_VSA6,0.0
SMR_VSA7,32.98876036180462
SMR_VSA8,0.0
SMR_VSA9,5.749511833283905
SpAD_DzZ,42.08645068904629
SpAD_Dzi,47.415149793867826
SpAD_Dzm,42.04329415719263
SpAD_Dzp,54.215646385000625
SpAD_Dzv,51.59614536193371
SpAbs_Dt,189.94875256752775
SpDiam_A,4.85136534189872
SpDiam_D,47.36389431961043
SpMAD_Dt,14.611442505194448
SpMax_Dt,94.97437628376393
SsssssAs,0
VE1_Dzpe,3.553076715789809
VE1_Dzse,3.5526459097436485
VE2_Dzpe,0.273313593522293
VE2_Dzse,0.27328045459566525
VE3_Dzpe,1.530178173108296
VE3_Dzse,1.5300569170251666
VMcGowan,148.36999999999995
VR1_Dzpe,55.318584708081985
VR1_Dzse,55.340459241435035
VR2_Dzpe,4.2552757467755375
VR2_Dzse,4.25695840318731
VR3_Dzpe,4.275473187207242
VR3_Dzse,4.27586853733602
mZagreb1,4.805555555555555
mZagreb2,2.861111111111111
n10ARing,0
n10FRing,1
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,1
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,5
nBondsKS,14
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.10929043209876539
AATSC1are,-0.01629247888239119
AATSC2are,-0.006209014474244377
AATSC3are,0.0074075617283950335
AATSC4are,-0.02094939267224216
AATSC5are,-0.016292957351290657
AATSC6are,-0.0023724833808165782
AATSC7are,0.09268364197530887
AETA_beta,1.5
BCUTdv-1h,5.034694709318945
BCUTdv-1l,0.1524005212819466
BCUTpe-1h,3.45440789760428
BCUTpe-1l,2.2164694677801475
BCUTse-1h,3.6680855064186244
BCUTse-1l,2.4116863732374894
ETA_alpha,7.590476190476191
ETA_dBeta,3.5
ETA_eta_B,0.21583625961543262
ETA_eta_F,10.096112216263204
ETA_eta_L,2.5369269503358614
ETA_eta_R,17.797083359553067
ETA_psi_1,0.7087594486438419
LabuteASA,93.6920537323
LogEE_DzZ,20.903105696097175
LogEE_Dzi,23.724290342723794
LogEE_Dzm,20.84547170886942
LogEE_Dzp,26.880039028258977
LogEE_Dzv,25.736237157261645
PEOE_VSA1,5.106527394840706
PEOE_VSA2,4.9839785209472085
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,11.600939890232516
PEOE_VSA7,40.789971832452885
PEOE_VSA8,11.583067786077873
PEOE_VSA9,8.592815584806722
SM1_Dzare,0.456768092551859
SpAD_Dzpe,46.74806656978069
SpAD_Dzse,47.028527328350066
SpAbs_DzZ,40.80626525341252
SpAbs_Dzi,47.10178784788484
SpAbs_Dzm,40.74123529496923
SpAbs_Dzp,54.47667740850171
SpAbs_Dzv,51.740428250678136
SpDiam_Dt,114.98968508120615
SpMAD_DzZ,3.2374192837727915
SpMAD_Dzi,3.6473192149129097
SpMAD_Dzm,3.2340995505532795
SpMAD_Dzp,4.17043433730774
SpMAD_Dzv,3.968934258610285
SpMax_DzZ,20.903105688908358
SpMax_Dzi,23.724290342389565
SpMax_Dzm,20.845471701172197
SpMax_Dzp,26.880039028244667
SpMax_Dzv,25.736237157219232
VE1_Dzare,3.5481537663473572
VE2_Dzare,0.2729349051036429
VE3_Dzare,1.528791666856037
VR1_Dzare,55.555610855365565
VR2_Dzare,4.273508527335813
VR3_Dzare,4.279748780949548
n10AHRing,0
n10FARing,0
n10FHRing,1
n10FaRing,1
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,10
nAromBond,11
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.5838827838827839
AETA_dBeta,0.2692307692307692
AETA_eta_B,0.016602789201187126
AETA_eta_F,0.7766240166356311
AETA_eta_L,0.1951482269489124
AETA_eta_R,1.3690064122733128
BCUTare-1h,3.5126638553694294
BCUTare-1l,2.13884960575382
ETA_beta_s,8.0
ETA_dPsi_A,0.005240551356158085
ETA_dPsi_B,0.0
ETA_eta_BR,0.3878362596154326
ETA_eta_FL,3.661450352421801
ETA_eta_RL,6.198377302757662
LogEE_Dzpe,23.424363785264813
LogEE_Dzse,23.5611914372258
PEOE_VSA10,5.516700717616262
PEOE_VSA11,5.749511833283905
PEOE_VSA12,0.0
PEOE_VSA13,0.0
SlogP_VSA1,0.0
SlogP_VSA2,10.090505915787915
SlogP_VSA3,0.0
SlogP_VSA4,3.5701822710653963
SlogP_VSA5,0.0
SlogP_VSA6,24.395944776997908
SlogP_VSA7,5.022633313741326
SlogP_VSA8,10.902924932081056
SlogP_VSA9,0.0
SpAD_Dzare,47.56235652882231
SpAbs_Dzpe,46.2579293092882
SpAbs_Dzse,46.56428101023219
SpDiam_DzZ,28.82991820653574
SpDiam_Dzi,31.97592155592336
SpDiam_Dzm,28.767238017713495
SpDiam_Dzp,36.53096222123577
SpDiam_Dzv,34.87220338232267
SpMAD_Dzpe,3.596005120752361
SpMAD_Dzse,3.6175790252576974
SpMax_Dzpe,23.424363784805816
SpMax_Dzse,23.56119143682631
n10FAHRing,0
n10FaHRing,1
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,13
AETA_beta_s,0.6153846153846154
AETA_eta_BR,0.029833558431956356
AETA_eta_FL,0.2816500271093693
AETA_eta_RL,0.4767982540582817
DetourIndex,616
EState_VSA1,0.0
EState_VSA2,5.749511833283905
EState_VSA3,14.109516302422984
EState_VSA4,5.386224214464796
EState_VSA5,0.0
EState_VSA6,18.3295777085363
EState_VSA7,28.657237695529666
EState_VSA8,4.9839785209472085
EState_VSA9,11.600939890232516
ETA_beta_ns,11.5
ETA_shape_p,0.3544542032622333
ETA_shape_x,0.0
ETA_shape_y,0.3293601003764115
GhoseFilter,False
LogEE_Dzare,23.812243715110842
SlogP_VSA10,0.0
SlogP_VSA11,5.749511833283905
SpAbs_Dzare,47.246132464747944
SpDiam_Dzpe,31.73001997965715
SpDiam_Dzse,31.944742076826895
SpMAD_Dzare,3.658642809909409
SpMax_Dzare,23.812243714803024
TopoPSA(NO),33.120000000000005
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,0.7164814814814816
VSA_EState9,22.845975711766194
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.8846153846153846
EState_VSA10,5.106527394840706
ETA_dAlpha_A,0.08388278388278393
ETA_dAlpha_B,0.0
FilterItLogS,-4.072727641797611
SpDiam_Dzare,32.19161079034926
ETA_beta_ns_d,1.5
ETA_epsilon_1,0.6783068783068784
ETA_epsilon_2,0.8238095238095237
ETA_epsilon_3,0.4405405405405409
ETA_epsilon_4,0.5619047619047621
ETA_epsilon_5,0.7863945578231292
AETA_beta_ns_d,0.11538461538461539
ETA_dEpsilon_A,0.2377663377663375
ETA_dEpsilon_B,0.11640211640211628
ETA_dEpsilon_C,-0.1213642213642212
ETA_dEpsilon_D,0.03741496598639449
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.7692307692307693
MDEDescriptor,"0.0,0.0,0.0,0.0,2.701599969404812,8.170038857167798,0.0,6.083643418932058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0"
APolDescriptor,28.605965000000005
BCUTDescriptor,"11.850000000000003,126.90447310710995,-0.3572899222385887,0.2202880806134666,6.639397467983721,12.942847467092419"
BPolDescriptor,10.796035
TPSADescriptor,33.120000000000005
ALOGPDescriptor,"3.3736999999999995,11.381851689999996,58.660999999999994"
XLogPDescriptor,3.409
VAdjMaDescriptor,4.807354922057604
WeightDescriptor,304.9104395
ChiPathDescriptor,"9.422285251880869,6.198377302757663,5.661553056595468,4.922244761602302,3.9454033738596417,3.0971250701509914,1.765914327458807,0.9992504367701271,9.373184450971651,5.072782647304841,4.1577797676257955,2.904007087368742,2.169756877229768,1.2786427090985544,0.7271940227238148,0.29408634972858944"
ChiChainDescriptor,"0.0,0.0,0.0,0.12869425449598476,0.2964578382628504,0.0,0.0,0.0,0.03955877005777257,0.11427391455054778"
AtomCountDescriptor,18
BondCountDescriptor,14
SmallRingDescriptor,"2,2,1,1,0,0,0,2,0,0,0"
ChiClusterDescriptor,"0.9360201374968157,0.0,0.3664307840402861,0.0,0.713598127556387,0.0,0.15771469857384812,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,1,7,1,0,0,0,0"
ZagrebIndexDescriptor,68.0
LargestChainDescriptor,7
MannholdLogPDescriptor,2.0100000000000002
WeightedPathDescriptor,"26.188764569297057,2.014520351484389,10.67498876211793,2.5435761718657095,3.0647742069477926"
FractionalPSADescriptor,0.10862205982291402
WienerNumbersDescriptor,"218.0,21.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"2.511419720527007,3.8829099515223886,5.829332761060236,1.3937185863664603,1.959696728908114,2.4843065713235566"
FractionalCSP3Descriptor,0.0
KierHallSmartsDescriptor,"0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,11
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"9.551020408163266,3.63,1.646090534979424"
AromaticAtomsCountDescriptor,10
AromaticBondsCountDescriptor,11
FragmentComplexityDescriptor,205.04
HBondAcceptorCountDescriptor,1
HybridizationRatioDescriptor,0.0
AutocorrelationDescriptorMass,"132.48606182922282,26.182146347503526,44.19811076182659,60.778120080953215,73.58417748702698"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,0
AutocorrelationDescriptorCharge,"0.17171938475793705,-0.05401445412732699,-0.05277393533993312,0.01680639449946931,-0.0023804081390347547"
EccentricConnectivityIndexDescriptor,126
AutocorrelationDescriptorPolarizability,"1163.1390082805178,1344.6198167387695,1862.2227482885744,1802.0541931489258,1128.7660284960941"
