DLiP-ID,C001G6
DLiP-Mol-ID,32321
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C24H30N4O3/c29-23(17-27-13-1-2-14-27)25-19-5-9-21(10-6-19)31-22-11-7-20(8-12-22)26-24(30)18-28-15-3-4-16-28/h5-12H,1-4,13-18H2,(H,25,29)(H,26,30)"
Standard Inchi Key(RDKit),TYFPXMFXJNYUAA-UHFFFAOYSA-N
Canonical SMILES(RDKit),O=C(CN1CCCC1)Nc1ccc(Oc2ccc(NC(=O)CN3CCCC3)cc2)cc1
SMILES(SDF),
MW(SDF),
MW(RDKit),422.529
MW Monoisotopic(RDKit),422.23179082
MolLogP(RDKit),3.5475
XLogP(SDF),
XLogP(CDK),2.073
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),7
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),73.91
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),8
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),31
QED Weighted(RDKit),0.680679353500849
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,18552989.252335988
qed,0.6806793535008494
Chi0,21.4680445584345
Chi1,15.13616292858424
TPSA,73.91000000000001
Chi0n,17.80904202777399
Chi0v,17.80904202777399
Chi1n,11.063704368307139
Chi1v,11.063704368307139
Chi2n,8.213678838906366
Chi2v,8.213678838906366
Chi3n,5.64364223494799
Chi3v,5.64364223494799
Chi4n,4.037392576264793
Chi4v,4.037392576264793
MolMR,121.56540000000004
MolWt,422.5290000000003
fr_SH,0
Kappa1,21.33654635497979
Kappa2,10.41564367161097
Kappa3,6.538451905438475
fr_ArN,0
fr_COO,0
fr_C_O,2
fr_C_S,0
fr_NH0,2
fr_NH1,2
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,797.2023513505425
MolLogP,3.547500000000003
NOCount,7
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,1.2352173519305714
SMR_VSA1,14.325937321943691
SMR_VSA2,0.0
SMR_VSA3,9.799819461700956
SMR_VSA4,0.0
SMR_VSA5,25.683286491704038
SMR_VSA6,49.9021156434881
