DLiP-ID,C100JC
DLiP-Mol-ID,36506
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C16H15NO3/c1-2-11-6-7-15-14(9-11)17(16(19)20-15)10-12-4-3-5-13(18)8-12/h3-9,18H,2,10H2,1H3"
Standard Inchi Key(RDKit),VMQCFKBLAZHLQM-UHFFFAOYSA-N
Canonical SMILES(RDKit),CCc1ccc2oc(=O)n(Cc3cccc(O)c3)c2c1
SMILES(SDF),
MW(SDF),
MW(RDKit),269.3
MW Monoisotopic(RDKit),269.10519334
MolLogP(RDKit),2.9108
XLogP(SDF),
XLogP(CDK),3.338
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),4
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),55.37
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),3
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),20
QED Weighted(RDKit),0.795025240503063
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,MIF/CD74 (Macrophage migration inhibitory factor and HLA-DR antigens-associated invariant chain)
Common Target Pref Name,MIF/CD74 (Macrophage migration inhibitory factor and HLA-DR antigens-associated invariant chain)
RDKit Descriptors
Ipc,52776.83338233337
qed,0.7950252405030633
Chi0,14.11251969619286
Chi1,9.669035095596021
TPSA,55.370000000000005
Chi0n,11.16658921862812
Chi0v,11.16658921862812
Chi1n,6.573035234094169
Chi1v,6.573035234094169
Chi2n,4.779646573101226
Chi2v,4.779646573101226
