DLiP-ID,T003SH
JGI8,0.010030864197530865
JGI9,0.0068096166341780374
MIC0,14.66429142796783
MIC1,32.50805795096018
MIC2,38.00304013168748
MIC3,38.85269397784133
MIC4,38.930232439379786
MIC5,38.930232439379786
MPC2,36
MPC3,43
MPC4,52
MPC5,61
MPC6,65
MPC7,69
MPC8,74
MPC9,65
Mare,0.9806153846153847
NaaN,0
NaaO,0
NaaS,0
NdNH,1
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,1
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.17134112718838998
RPCG,0.10792758827442481
SIC0,0.2724011264129422
SIC1,0.655896990666166
SIC2,0.8490167502755723
SIC3,0.9232350464063992
SIC4,0.9367292820665495
SIC5,0.9367292820665495
SaaN,0
SaaO,0
SaaS,0
Sare,50.992000000000004
SdNH,7.469496655123335
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,8.844767108290549
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,80.74592241407682
TIC1,194.42286534333675
TIC2,251.66797784117338
TIC3,273.66797784117335
TIC4,277.6679778411733
TIC5,277.6679778411733
Vabc,342.56977091670535
WPol,35
apol,55.872617999999974
bpol,28.389381999999994
nRot,10
ABCGG,15.726761642902387
ATS0Z,1098.0
ATS0d,152.0
ATS0i,8618.265826987974
ATS0m,4320.124162000002
ATS0p,71.31864752607399
ATS0s,268.22222222222223
ATS0v,10477.427512221257
ATS1Z,1207.0
ATS1d,188.0
ATS1i,7960.119235230651
ATS1m,4511.538638999999
ATS1p,91.71323568599999
ATS1s,172.5
ATS1v,13269.131857046686
ATS2Z,1729.0
ATS2d,295.0
ATS2i,14135.240758605192
ATS2m,6343.579912
ATS2p,137.71424728849004
ATS2s,300.0555555555556
ATS2v,19015.987191310272
ATS3Z,1825.0
ATS3d,329.0
ATS3i,20444.230223451523
ATS3m,6416.998803
ATS3p,158.964226566923
ATS3s,355.36111111111114
ATS3v,21052.038259218294
ATS4Z,1768.0
ATS4d,316.0
ATS4i,22447.808876693616
ATS4m,6096.826023999999
ATS4p,156.38688331571504
ATS4s,373.22222222222223
ATS4v,20402.15180308823
ATS5Z,1591.0
ATS5d,288.0
ATS5i,21883.93353295481
ATS5m,5447.136084
ATS5p,139.689405328809
ATS5s,373.97222222222223
ATS5v,18099.390612452124
ATS6Z,1423.0
ATS6d,248.0
ATS6i,19251.247868038674
ATS6m,4812.896511999999
ATS6p,120.36591744947
ATS6s,352.4166666666667
ATS6v,15761.448583049712
ATS7Z,1165.0
ATS7d,222.0
ATS7i,16793.783769204674
ATS7m,3919.935916
ATS7p,105.34059566262101
ATS7s,263.97222222222223
ATS7v,13562.839138128238
ATS8Z,1177.0
ATS8d,202.0
ATS8i,14305.011446974126
ATS8m,4123.455080999999
ATS8p,95.463064756376
ATS8s,298.2777777777777
ATS8v,12560.876285944702
C1SP1,0
C1SP2,3
C1SP3,2
C2SP1,0
C2SP2,6
C2SP3,5
C3SP2,2
C3SP3,1
C4SP3,0
FCSP3,0.42105263157894735
GGI10,0.15917355371900826
JGI10,0.008377555458895172
JGT10,0.4718323834183441
Kier1,22.290809327846365
Kier2,11.11111111111111
Kier3,7.164954029204976
MAXdO,12.24478106018961
MID_C,39.017585597549335
MID_N,7.500584370796858
MID_O,5.169148996883406
MID_X,0.0
MID_h,12.669733367680266
MINdO,10.756706609238897
MPC10,56
MWC01,27.0
MWC02,4.844187086458591
MWC03,5.652489180268651
MWC04,6.502790045915623
MWC05,7.338888133838879
MWC06,8.19671240721307
MWC07,9.04699757378001
MWC08,9.911207675551266
MWC09,10.770945119316325
MWC10,11.640500403089082
NaaCH,4
NaaNH,1
NaaSe,0
NaaaC,2
NaasC,2
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,3
NdssS,0
NsCH3,1
NsNH2,1
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,2.85297
SRW02,4.007333185232471
SRW03,0.0
SRW04,5.293304824724492
SRW05,2.3978952727983707
SRW06,6.748759547491679
SRW07,4.727387818712341
SRW08,8.287780027088433
SRW09,6.842683282238422
SRW10,9.87740021777281
SaaCH,7.06515594014484
SaaNH,3.0627397527983744
SaaSe,0
SaaaC,1.6545523153565806
SaasC,1.091029040662012
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-0.9375649179707954
SdssS,0
SsCH3,2.0027847475779925
SsNH2,5.484625169731338
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,2.876372118291761
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,3.663919452824452
VE1_D,5.02299822846492
VE2_A,0.1409199789547866
VE2_D,0.19319223955634307
VE3_A,2.254044908198242
VE3_D,2.5695384571106152
VR1_A,2572.7600044588244
VR1_D,147.65451558509253
VR2_A,98.95230786380094
VR2_D,5.679019830195866
VR3_A,8.808245978360633
VR3_D,5.950386635784546
WPath,2102
Xc-3d,1.8480746960913104
Xc-4d,0.0
Xc-5d,0.36785113019775795
Xc-6d,0.0
Xp-0d,19.10408352775558
Xp-1d,12.401085903164898
Xp-2d,11.087909737699176
Xp-3d,8.292884939267884
Xp-4d,6.3731907361038616
Xp-5d,4.904489366872002
Xp-6d,3.3485184671814574
Xp-7d,2.3116973558656198
ZMIC0,87.17125083578534
ZMIC1,40.31310422327498
ZMIC2,25.858850335491915
ZMIC3,22.842924528549034
ZMIC4,22.427472264219634
ZMIC5,22.427472264219634
nAcid,1
nAtom,52
nBase,2
nRing,2
piPC1,3.58351893845611
piPC2,4.114963849424837
piPC3,4.618826512435577
piPC4,5.1814323650382565
piPC5,5.710220042314625
piPC6,6.113509321972818
piPC7,6.4754206788812505
piPC8,6.826312177151763
piPC9,6.735900627514572
AATS0Z,21.115384615384617
AATS0d,2.923076923076923
AATS0i,165.73588128823027
AATS0m,83.07931080769234
AATS0p,1.3715124524244997
AATS0s,5.1581196581196584
AATS0v,201.48899061963954
AATS1Z,22.77358490566038
AATS1d,3.547169811320755
AATS1i,150.19092896661604
AATS1m,85.1233705471698
AATS1p,1.730438409169811
AATS1s,3.2547169811320753
AATS1v,250.36097843484313
AATS2Z,18.793478260869566
AATS2d,3.2065217391304346
AATS2i,153.64392128918686
AATS2m,68.95195556521739
AATS2p,1.4968939922661961
AATS2s,3.261473429951691
AATS2v,206.6955129490247
AATS3Z,14.37007874015748
AATS3d,2.590551181102362
AATS3i,160.97819073583875
AATS3m,50.52754962992126
AATS3p,1.2516868233615985
AATS3s,2.7981189851268593
AATS3v,165.7640807812464
AATS4Z,12.905109489051094
AATS4d,2.3065693430656933
AATS4i,163.85261953790962
AATS4m,44.50237973722627
AATS4p,1.1415100971950003
AATS4s,2.724249797242498
AATS4v,148.92081608093596
AATS5Z,12.053030303030303
AATS5d,2.1818181818181817
AATS5i,165.78737524965763
AATS5m,41.26618245454545
AATS5p,1.0582530706727953
AATS5s,2.8331228956228958
AATS5v,137.11659554887973
AATS6Z,12.373913043478261
AATS6d,2.1565217391304348
AATS6i,167.40215537424933
AATS6m,41.8512740173913
AATS6p,1.0466601517345218
AATS6s,3.0644927536231887
AATS6v,137.05607463521488
AATS7Z,11.65
AATS7d,2.22
AATS7i,167.93783769204674
AATS7m,39.19935916
AATS7p,1.0534059566262102
AATS7s,2.6397222222222223
AATS7v,135.62839138128237
AATS8Z,13.686046511627907
AATS8d,2.3488372093023258
AATS8i,166.33734240667587
AATS8m,47.94715210465115
AATS8p,1.1100356367020465
AATS8s,3.4683462532299734
AATS8v,146.056700999357
AMID_C,1.5006763691365128
AMID_N,0.2884840142614176
AMID_O,0.19881342295705406
AMID_X,0.0
AMID_h,0.48729743721847174
ATS0dv,336.0
ATS0pe,321.8547
ATS0se,398.8115599999999
ATS1dv,321.0
ATS1pe,343.08099999999996
ATS1se,411.673332
ATS2dv,431.0
ATS2pe,571.5357999999999
ATS2se,698.3011679999998
ATS3dv,385.0
ATS3pe,767.9797
ATS3se,956.819012
ATS4dv,356.0
ATS4pe,820.918
ATS4se,1030.097032
ATS5dv,290.0
ATS5pe,787.12
ATS5se,994.0303919999999
ATS6dv,264.0
ATS6pe,704.0002
ATS6se,884.180408
ATS7dv,212.0
ATS7pe,599.737
ATS7se,756.409072
ATS8dv,245.0
ATS8pe,524.9896
ATS8se,657.0512679999999
ATSC0Z,389.076923076923
ATSC0c,1.3164729670432385
ATSC0d,28.923076923076927
ATSC0i,75.63873541278504
ATSC0m,1849.342097307692
ATSC0p,11.285004407344694
ATSC0s,105.45299145299141
ATSC0v,2539.016823349431
ATSC1Z,-8.905325443787003
ATSC1c,-0.9320417502435225
ATSC1d,8.828402366863903
ATSC1i,6.8595385280112655
ATSC1m,-35.57995337130191
ATSC1p,1.191507419129409
ATSC1s,-10.72879684418146
ATSC1v,194.3666071088674
ATSC2Z,33.09467455621299
ATSC2c,0.3599662198737215
ATSC2d,-2.63313609467456
ATSC2i,-11.564084487690883
ATSC2m,142.97871330177503
ATSC2p,-1.5362007907751483
ATSC2s,41.04470742932282
ATSC2v,-254.66983647782496
ATSC3Z,-21.43786982248521
ATSC3c,0.07485212458685273
ATSC3d,-1.1775147928994103
ATSC3i,-4.7715758408974605
ATSC3m,-102.56036565532544
ATSC3p,-0.6297202213882294
ATSC3s,-5.811472715318872
ATSC3v,-178.75441224644985
ATSC4Z,-19.644970414201175
ATSC4c,-0.2715189474169368
ATSC4d,-1.27810650887574
ATSC4i,-18.596657234809562
ATSC4m,-93.19981009911236
ATSC4p,-1.823054423370478
ATSC4s,-19.16140696909928
ATSC4v,-226.2343978636411
ATSC5Z,37.958579881656824
ATSC5c,0.1168504599754869
ATSC5d,0.4260355029585815
ATSC5i,-21.5369418925014
ATSC5m,185.52619802662724
ATSC5p,-0.29137316350756426
ATSC5s,-14.011012491781724
ATSC5v,159.72101402970566
ATSC6Z,-77.49704142011834
ATSC6c,0.1450089618362528
ATSC6d,0.18934911242603591
ATSC6i,-7.00543106194877
ATSC6m,-358.03417596893496
ATSC6p,-0.4000702161662229
ATSC6s,-39.53599605522682
ATSC6v,-247.8042638286864
ATSC7Z,-37.84023668639053
ATSC7c,-0.592415210731875
ATSC7d,-1.3136094674556213
ATSC7i,2.4661368049378707
ATSC7m,-170.14553070710056
ATSC7p,0.6921548776760917
ATSC7s,-23.958744247205786
ATSC7v,87.05874207221359
ATSC8Z,49.14201183431952
ATSC8c,1.0084636040672925
ATSC8d,-2.142011834319527
ATSC8i,22.092827807635846
ATSC8m,224.50858887573963
ATSC8p,0.8859127264170471
ATSC8s,29.921761998685078
ATSC8v,113.5656858753541
AXp-0d,0.7347724433752146
AXp-1d,0.4592994778949962
AXp-2d,0.307997492713866
AXp-3d,0.19285778928529962
AXp-4d,0.12256136030968964
AXp-5d,0.08040146503068855
AXp-6d,0.051515668725868574
AXp-7d,0.03350286022993652
GATS1Z,0.9237393406298263
GATS1c,1.727187348225621
GATS1d,0.9315535929345643
GATS1i,1.238468038909204
GATS1m,0.9268435105310464
GATS1p,1.078433790084227
GATS1s,0.7753760433329154
GATS1v,1.0120062496313647
GATS2Z,0.8498794419516223
GATS2c,0.6134210559629879
GATS2d,1.3320565448658648
GATS2i,1.2662607324433117
GATS2m,0.8615539093746313
GATS2p,1.2183927058997392
GATS2s,0.37695809429334615
GATS2v,1.136324178217662
GATS3Z,0.965550013543681
GATS3c,0.7588651261370475
GATS3d,1.0274334059306414
GATS3i,1.0597716163040247
GATS3m,0.9691262443783828
GATS3p,1.0579210328658282
GATS3s,0.8057819099306543
GATS3v,1.0476331024819205
GATS4Z,0.9816609086422322
GATS4c,0.925210031546413
GATS4d,0.9202612983382511
GATS4i,1.069834034120982
GATS4m,0.9834029550044814
GATS4p,1.0508558694579726
GATS4s,0.9210207352988161
GATS4v,1.0264642704592881
GATS5Z,0.9523122685934077
GATS5c,0.8896393595959141
GATS5d,0.908365570599613
GATS5i,1.0154072202267586
GATS5m,0.9504199977151607
GATS5p,0.9724792646118763
GATS5s,1.0579867353630326
GATS5v,0.9497488700818678
GATS6Z,1.119874671205323
GATS6c,1.0320119835443713
GATS6d,0.873982423681776
GATS6i,0.9604635586223164
GATS6m,1.1125778087149796
GATS6p,0.9405587172441103
GATS6s,1.4087120384531358
GATS6v,0.9800937996571721
GATS7Z,1.046669632265718
GATS7c,1.2874479068359388
GATS7d,0.9257313829787233
GATS7i,0.916963115497933
GATS7m,1.0427600416669425
GATS7p,0.8936556653693124
GATS7s,1.030798954449668
GATS7v,0.9320596442602086
GATS8Z,0.9244151562801735
GATS8c,0.6313037944350187
GATS8d,1.0354249134092033
GATS8i,0.7802800720984662
GATS8m,0.9256427993590446
GATS8p,0.9042711195477231
GATS8s,0.8553307846433974
GATS8v,0.9337167487648895
MATS1Z,-0.022456485895685573
MATS1c,-0.6946257764005167
MATS1d,0.2994781212364511
MATS1i,0.08897707287195332
MATS1m,-0.018876244447791648
MATS1p,0.10359111125464147
MATS1s,-0.09982046568814863
MATS1v,0.07510754197506564
MATS2Z,0.04807708838344764
MATS2c,0.15454868641296582
MATS2d,-0.0514569842738206
MATS2i,-0.08641368250388429
MATS2m,0.043698813465681774
MATS2p,-0.07694169821648385
MATS2s,0.21999548936830024
MATS2v,-0.05669273999847415
MATS3Z,-0.02256034721638444
MATS3c,0.023280473485832752
MATS3d,-0.01666945887083266
MATS3i,-0.025829571074581132
MATS3m,-0.02270711332663513
MATS3p,-0.0228478600075299
MATS3s,-0.022564562717065154
MATS3v,-0.02882642694367744
MATS4Z,-0.019164552504812783
MATS4c,-0.07828363300332261
MATS4d,-0.016772790806025784
MATS4i,-0.0933197149488281
MATS4m,-0.019128483828969534
MATS4p,-0.061316968776263005
MATS4s,-0.06896857728718946
MATS4v,-0.03382017387215136
MATS5Z,0.03843296547922886
MATS5c,0.03496615618903995
MATS5d,0.005802707930367525
MATS5i,-0.112168055033425
MATS5m,0.03952004235283977
MATS5p,-0.010171317909957445
MATS5s,-0.052340760498484636
MATS5v,0.02478140313510963
MATS6Z,-0.09006481338215828
MATS6c,0.0498067725971902
MATS6d,0.0029602220166512552
MATS6i,-0.041878981166867585
MATS6m,-0.08754124755331022
MATS6p,-0.01603023876696885
MATS6s,-0.16952715893633669
MATS6v,-0.044131501065227355
MATS7Z,-0.05057334914986162
MATS7c,-0.23400093833484478
MATS7d,-0.023617021276595745
MATS7i,0.0169541588918597
MATS7m,-0.04784170332600815
MATS7p,0.03189369923128415
MATS7s,-0.11814313502998869
MATS7v,0.0178299511295994
MATS8Z,0.0763699228484464
MATS8c,0.46318360201570236
MATS8d,-0.04477981197427016
MATS8i,0.17660863776106608
MATS8m,0.0734041470844368
MATS8p,0.04746725307528567
MATS8s,0.171566761036993
MATS8v,0.02704496614050423
MAXdNH,7.469496655123335
MAXsOH,8.844767108290549
MINdNH,7.469496655123335
MINsOH,8.844767108290549
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,6
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,8
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,32.09763498981806
SpAD_D,334.86671077469
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,4.1832769434957875
SssNH2,0
SsssAs,0
SsssCH,0.20127745706972
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,574
TMWC10,126.90471762543149
TSRW10,74.18254417605903
VE1_Dt,5.038204785383396
VE2_Dt,0.1937771071301306
VE3_Dt,2.572561270282475
VR1_Dt,145.20103415782393
VR2_Dt,5.584655159916305
VR3_Dt,5.933630669691832
Xc-3dv,0.702877921589481
Xc-4dv,0.0
Xc-5dv,0.06284391370718856
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.09622504486493763
Xch-6d,0.25967970078748703
Xch-7d,0.44442419561502733
Xp-0dv,14.970452478684727
Xp-1dv,8.87487279747555
Xp-2dv,6.52253661324906
Xp-3dv,4.541725809047658
Xp-4dv,2.9751311267211
Xp-5dv,1.8960129709754379
Xp-6dv,1.0584801995644646
Xp-7dv,0.6103204846133746
Xpc-4d,3.575727804487573
Xpc-5d,4.6926218419076475
Xpc-6d,6.437881620829159
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,1
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,53
nFRing,1
nHBAcc,3
nHBDon,5
nHRing,1
nSpiro,0
naRing,2
piPC10,6.573134452443102
AATS0dv,6.461538461538462
AATS0pe,6.1895134615384615
AATS0se,7.669453076923075
AATS1dv,6.056603773584905
AATS1pe,6.473226415094339
AATS1se,7.767421358490567
AATS2dv,4.684782608695652
AATS2pe,6.212345652173911
AATS2se,7.59023008695652
AATS3dv,3.031496062992126
AATS3pe,6.047084251968504
AATS3se,7.534007968503937
AATS4dv,2.5985401459854014
AATS4pe,5.992102189781022
AATS4se,7.518956437956204
AATS5dv,2.196969696969697
AATS5pe,5.963030303030303
AATS5se,7.530533272727272
AATS6dv,2.2956521739130435
AATS6pe,6.121740869565217
AATS6se,7.688525286956522
AATS7dv,2.12
AATS7pe,5.99737
AATS7se,7.56409072
AATS8dv,2.8488372093023258
AATS8pe,6.104530232558139
AATS8se,7.6401310232558135
AATSC0Z,7.4822485207100575
AATSC0c,0.025316787827754587
AATSC0d,0.5562130177514794
AATSC0i,1.4545910656304815
AATSC0m,35.564271102071004
AATSC0p,0.21701931552585949
AATSC0s,2.027942143326758
AATSC0v,48.82724660287367
AATSC1Z,-0.16802500837333967
AATSC1c,-0.01758569340082118
AATSC1d,0.16657362956346988
AATSC1i,0.12942525524549559
AATSC1m,-0.6713198749302247
AATSC1p,0.022481272059045453
AATSC1s,-0.20243012913549924
AATSC1v,3.6672944737522153
AATSC2Z,0.35972472343709777
AATSC2c,0.003912676302975234
AATSC2d,-0.028621044507332175
AATSC2i,-0.12569657051837915
AATSC2m,1.5541164489323374
AATSC2p,-0.01669783468233857
AATSC2s,0.4461381242317698
AATSC2v,-2.7681503964980974
AATSC3Z,-0.16880212458649774
AATSC3c,0.000589386807770494
AATSC3d,-0.009271770022830002
AATSC3i,-0.03757146331415323
AATSC3m,-0.8075619342939011
AATSC3p,-0.004958426940064798
AATSC3s,-0.04575962767967616
AATSC3v,-1.4075150570586603
AATSC4Z,-0.14339394462920566
AATSC4c,-0.001981890127130925
AATSC4d,-0.009329244590333869
AATSC4i,-0.13574202361174864
AATSC4m,-0.6802905846650537
AATSC4p,-0.013306966593945094
AATSC4s,-0.13986428444598015
AATSC4v,-1.6513459698075994
AATSC5Z,0.2875649991034608
AATSC5c,0.0008852307573900523
