DLiP-ID,P0003T
DLiP-Mol-ID,23001
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C23H28N4O3/c1-15-22(28)26-19-8-3-7-18(21(19)25-15)23(29)24-11-5-13-27-12-4-6-16-9-10-17(30-2)14-20(16)27/h3,7-10,14-15,25H,4-6,11-13H2,1-2H3,(H,24,29)(H,26,28)/t15-/m1/s1"
Standard Inchi Key(RDKit),FBGWKDHQIRVFSD-OAHLLOKOSA-N
Canonical SMILES(RDKit),COc1ccc2c(c1)N(CCCNC(=O)c1cccc3c1N[C@H](C)C(=O)N3)CCC2
SMILES(SDF),
MW(SDF),
MW(RDKit),408.502
MW Monoisotopic(RDKit),408.216140756
MolLogP(RDKit),3.0204
XLogP(SDF),
XLogP(CDK),3.791
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),7
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),3
HBD Lipinski(RDKit),3
PSA(SDF),
PSA(RDKit),82.7
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),6
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),30
QED Weighted(RDKit),0.640311793763345
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,CREBBP/H4
Common Target Pref Name,CREBBP/H4
RDKit Descriptors
Ipc,7673277.373465941
qed,0.6403117937633448
Chi0,21.087211190881018
Chi1,14.562881945713373
TPSA,82.7
Chi0n,17.456051038338213
Chi0v,17.456051038338213
Chi1n,10.470541183077989
Chi1v,10.470541183077989
Chi2n,7.7781084389271005
Chi2v,7.7781084389271005
Chi3n,5.718743956896926
Chi3v,5.718743956896926
Chi4n,4.0807876905530875
Chi4v,4.0807876905530875
MolMR,118.63460000000005
MolWt,408.5020000000002
fr_SH,0
Kappa1,20.069059099616123
Kappa2,8.649757990750814
Kappa3,4.055700152852818
fr_ArN,0
fr_COO,0
fr_C_O,2
fr_C_S,0
fr_NH0,1
fr_NH1,3
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,959.459556889119
MolLogP,3.0204000000000013
NOCount,7
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,1.349156976049319
SMR_VSA1,14.325937321943691
SMR_VSA2,0.0
SMR_VSA3,5.316788604006331
SMR_VSA4,0.0
SMR_VSA5,32.22804289761662
SMR_VSA6,42.277553697878396
SMR_VSA7,47.52510539416365
SMR_VSA8,0.0
SMR_VSA9,5.749511833283905
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,2
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,1
fr_furan,0
fr_imide,0
fr_nitro,0
