DLiP-ID,T004WU
AATSC5p,0.004806368057883453
AATSC5s,0.03340572219635304
AATSC5v,2.1996140990773037
AATSC6Z,0.03799715909090909
AATSC6c,0.0009958871150742
AATSC6d,-0.025458916083916084
AATSC6i,-0.2222122314635202
AATSC6m,0.10983148576813778
AATSC6p,-0.019931100083541108
AATSC6s,0.16505153510768747
AATSC6v,-2.7833008093544755
AATSC7Z,-0.5513473731884058
AATSC7c,0.001779182365063224
AATSC7d,-0.00792572463768116
AATSC7i,0.16403859424966266
AATSC7m,-2.562315247905345
AATSC7p,0.00813890743995
AATSC7s,-0.18516346413924106
AATSC7v,-0.3953145201541824
AATSC8Z,1.1071469907407407
AATSC8c,0.0002957127730499303
AATSC8d,-0.02048611111111111
AATSC8i,0.01273333198041367
AATSC8m,5.259312552748843
AATSC8p,0.0024429714252770557
AATSC8s,0.015453749919624464
AATSC8v,4.8183746276742365
ATS0are,409.2196000000001
ATS1are,427.78700000000003
ATS2are,706.4669
ATS3are,902.1229000000001
ATS4are,994.701
ATS5are,965.9839
ATS6are,919.7080000000001
ATS7are,891.5269000000001
ATS8are,834.7139
ATSC0dv,271.75
ATSC0pe,9.045343749999997
ATSC0se,6.279691999999998
ATSC1dv,67.0078125
ATSC1pe,-0.6002919921874953
ATSC1se,-0.5896718749999987
ATSC2dv,1.3671875
ATSC2pe,3.0891716796875053
ATSC2se,2.3974408750000005
ATSC3dv,-90.3828125
ATSC3pe,-1.7886126953124928
ATSC3se,-0.6509216249999974
ATSC4dv,22.43359375
ATSC4pe,0.8191866210937493
ATSC4se,0.2813129375000002
ATSC5dv,10.15234375
ATSC5pe,-0.8640360351562453
ATSC5se,-1.0130020624999956
ATSC6dv,-1.69140625
ATSC6pe,0.6741163085937558
ATSC6se,0.4429634375000044
ATSC7dv,1.3515625
ATSC7pe,-1.3826568359374916
ATSC7se,-0.7065228749999943
ATSC8dv,-27.03515625
ATSC8pe,0.8611155273437456
ATSC8se,-0.33280056250000134
AXp-0dv,0.5551442282542886
AXp-1dv,0.2954722726454413
AXp-2dv,0.16170654876645726
AXp-3dv,0.08784272525639114
AXp-4dv,0.04650946108289575
AXp-5dv,0.0254079570707347
AXp-6dv,0.01387980943442148
AXp-7dv,0.0071618499572555306
BertzCT,1206.687060680023
ECIndex,1214
ETA_eta,30.170754241831023
GATS1dv,0.5233754286192189
GATS1pe,0.7545318551326478
GATS1se,0.7875252480535668
GATS2dv,0.8862256418834156
GATS2pe,0.5956643815674877
GATS2se,0.5531229875605365
GATS3dv,1.0962981199061899
GATS3pe,1.0361627093855823
GATS3se,1.0066213146920913
GATS4dv,0.9659613615455382
GATS4pe,0.964300471751891
GATS4se,0.971834840259381
GATS5dv,1.0601266015584543
GATS5pe,1.187553958337342
GATS5se,1.2421591896271051
GATS6dv,1.0797151330729988
GATS6pe,1.1167745217598213
GATS6se,1.164404497607782
GATS7dv,1.0843966241350347
GATS7pe,1.254518982187118
GATS7se,1.267584454225102
GATS8dv,1.0913216804661148
GATS8pe,0.9418234289511294
GATS8se,1.0133028180362988
LogEE_A,4.484008738704103
LogEE_D,288.4463212674962
MATS1dv,0.23910679936438908
MATS1pe,-0.0643536986372211
MATS1se,-0.09105590374544312
MATS2dv,0.002927155641047085
MATS2pe,0.19870292381093904
MATS2se,0.2221246982987528
MATS3dv,-0.1499021729271674
MATS3pe,-0.08912157697663747
MATS3se,-0.04671775729774045
MATS4dv,0.033228607962599736
MATS4pe,0.03645361684380637
MATS4se,0.018031597808163963
MATS5dv,0.015834333514076655
MATS5pe,-0.04048646008345396
MATS5se,-0.06837148502660116
MATS6dv,-0.002785622840820633
MATS6pe,0.033354443146083476
MATS6se,0.03156991945295608
MATS7dv,0.002306574403690519
MATS7pe,-0.07089085539696574
MATS7se,-0.052178161382547605
MATS8dv,-0.047163446795461514
MATS8pe,0.04513178908168022
MATS8se,-0.02512418101373749
MAXaaCH,1.8790148961636148
MAXaasC,1.0050594088210925
MAXdssC,-0.49952552952537244
MAXsCH3,1.904622829494862
MAXssNH,2.68278167772314
MAXsssN,1.1392754524649364
MDEC-11,0.09999999999999998
MDEC-12,3.487844760918525
MDEC-13,3.2987058003484333
MDEC-22,13.237798903791894
MDEC-23,22.914949526252354
MDEC-33,8.07515243824515
MDEN-22,0.552604724796058
MDEN-23,0.635903899768996
MDEO-11,1.3797037252253102
MDEO-12,0.8462593986645679
MINaaCH,1.3919457879315382
MINaasC,-0.06548155206118778
MINdssC,-1.0613644906990884
MINsCH3,1.4188322333830992
MINssNH,2.511179431577783
MINsssN,1.1392754524649364
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,2.071428571428571
SM1_Dzi,1.9398034571003988
SM1_Dzm,2.0655941885209126
SM1_Dzp,-8.566492858762183
SM1_Dzv,-3.671265381321869
SddssSe,0
SpAD_Dt,730.9905339417218
SpAbs_A,45.01717132094026
SpAbs_D,576.8926425349925
SpMAD_A,1.2504769811372294
SpMAD_D,16.024795625972015
SpMax_A,2.3559370458648754
SpMax_D,288.4463212674962
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,140.98000000000002
TpiPC10,7.864059678768602
VAdjMat,6.247927513443585
VE1_DzZ,5.906741775720048
VE1_Dzi,5.904936839678531
VE1_Dzm,5.906756894876458
VE1_Dzp,5.920531571431559
VE1_Dzv,5.917722233932712
VE2_DzZ,0.164076160436668
VE2_Dzi,0.16402602332440364
VE2_Dzm,0.16407658041323495
VE2_Dzp,0.16445921031754332
VE2_Dzv,0.16438117316479756
VE3_DzZ,3.057028217869734
VE3_Dzi,3.0567225989794244
VE3_Dzm,3.0570307775105032
VE3_Dzp,3.059360082798423
VE3_Dzv,3.058885462538075
VR1_DzZ,242.2654258507296
VR1_Dzi,242.61195556904093
VR1_Dzm,242.2640605090502
VR1_Dzp,241.23285893717693
VR1_Dzv,241.133163309592
VR2_DzZ,6.729595162520266
VR2_Dzi,6.739220988028915
VR2_Dzm,6.729557236362506
VR2_Dzp,6.700912748254915
VR2_Dzv,6.698143425266444
VR3_DzZ,6.770967771608013
VR3_Dzi,6.772397121751319
VR3_Dzm,6.770962135865637
VR3_Dzp,6.766696532119306
VR3_Dzv,6.766283171209099
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.034020690871988585
Xch-6dv,0.09387348360474557
Xch-7dv,0.09805779346015914
Xpc-4dv,1.5598524051192608
Xpc-5dv,1.8031000692313262
Xpc-6dv,1.9600011133953437
Zagreb1,178.0
Zagreb2,200.0
fragCpx,184.1
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,17
nBondsD,4
nBondsM,21
nBondsO,38
nBondsS,45
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,10
naHRing,1
AATS0are,6.394056250000002
AATS1are,6.481621212121213
AATS2are,6.422426363636363
AATS3are,6.352978169014085
AATS4are,6.255981132075472
AATS5are,6.397244370860927
AATS6are,6.431524475524476
AATS7are,6.460339855072465
AATS8are,6.183065925925925
AATSC0dv,4.24609375
AATSC0pe,0.14133349609374996
AATSC0se,0.09812018749999997
AATSC1dv,1.0152698863636365
AATSC1pe,-0.00909533321496205
AATSC1se,-0.008934422348484829
AATSC2dv,0.012428977272727272
AATSC2pe,0.028083378906250046
AATSC2se,0.02179491704545455
AATSC3dv,-0.6364986795774648
AATSC3pe,-0.012595864051496429
AATSC3se,-0.0045839551056337845
AATSC4dv,0.14109178459119498
AATSC4pe,0.005152117113797166
AATSC4se,0.0017692637578616364
AATSC5dv,0.06723406456953643
AATSC5pe,-0.005722092948054604
AATSC5se,-0.0067086229304635465
AATSC6dv,-0.011828015734265734
AATSC6pe,0.004714100060096194
AATSC6se,0.0030976464160839467
AATSC7dv,0.00979393115942029
AATSC7pe,-0.01001925243432965
AATSC7se,-0.0051197309782608285
AATSC8dv,-0.20026041666666666
AATSC8pe,0.0063786335358795975
AATSC8se,-0.002465189351851862
AETA_eta,0.8380765067175284
ATSC0are,9.819374999999994
ATSC1are,-0.8006929687499988
ATSC2are,3.6287992187499998
ATSC3are,-1.5394695312499977
ATSC4are,0.7517089843749996
ATSC5are,-1.1979816406249986
ATSC6are,0.6524964843750014
ATSC7are,-1.3248335937499975
ATSC8are,0.43226835937499813
BCUTZ-1h,8.031146878625858
BCUTZ-1l,5.687830609003188
BCUTc-1h,0.45375583191339364
BCUTc-1l,-0.5041932856758089
BCUTd-1h,3.1697128794769713
BCUTd-1l,0.972407880011431
BCUTi-1h,14.546628803051542
BCUTi-1l,10.9482470142416
BCUTm-1h,16.016844070467755
BCUTm-1l,11.698913801101602
BCUTp-1h,1.9948601771201444
BCUTp-1l,0.7413755561579353
BCUTs-1h,7.0115534949327225
BCUTs-1l,1.2524242416718039
BCUTv-1h,20.902790515559367
BCUTv-1l,14.700264760510882
BalabanJ,1.379343512871905
Diameter,21
ETA_beta,45.5
GATS1are,0.7798607808078882
GATS2are,0.5842539969100979
GATS3are,1.025120929894817
GATS4are,0.9699610536062345
GATS5are,1.2113661959541575
GATS6are,1.1355020690594495
GATS7are,1.2633880997251998
GATS8are,0.9625232427386335
HybRatio,0.23076923076923078
Lipinski,True
LogEE_Dt,365.4952669708609
MATS1are,-0.07907117769252572
MATS2are,0.2150138235515361
MATS3are,-0.07066085392758813
MATS4are,0.03081404728249926
MATS5are,-0.051709381498009764
MATS6are,0.029739815273517857
MATS7are,-0.06257176039311506
MATS8are,0.02086968083225475
MAXssCH2,0.3219046171451325
MAXsssCH,-0.7426704729966029
MINssCH2,-0.31762163624322337
MINsssCH,-0.7426704729966029
NsssssAs,0
RotRatio,0.2631578947368421
SM1_Dzpe,2.197062423500612
SM1_Dzse,2.0520207737619693
SMR_VSA1,28.701827068181338
SMR_VSA2,0.0
SMR_VSA3,15.533486938863138
SMR_VSA4,0.0
SMR_VSA5,25.93115605767717
SMR_VSA6,18.909216992596097
SMR_VSA7,89.18063964704317
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,467.7577790159671
SpAD_Dzi,450.9954434655389
SpAD_Dzm,467.8859985678174
SpAD_Dzp,684.5748029172472
SpAD_Dzv,619.4669009693496
SpAbs_Dt,730.9905339417219
SpDiam_A,4.672524647632583
SpDiam_D,442.048981967592
SpMAD_Dt,20.30529260949227
SpMax_Dt,365.4952669708609
SsssssAs,0
VE1_Dzpe,5.906169877797975
VE1_Dzse,5.906823205376545
VE2_Dzpe,0.16406027438327708
VE2_Dzse,0.1640784223715707
VE3_Dzpe,3.0569313919661307
VE3_Dzse,3.057042003658635
VMcGowan,368.1600000000013
VR1_Dzpe,242.33818590989384
VR1_Dzse,242.255318956151
VR2_Dzpe,6.7316162752748285
VR2_Dzse,6.729314415448639
VR3_Dzpe,6.771268058514446
VR3_Dzse,6.77092605246724
mZagreb1,12.722222222222221
mZagreb2,8.000000000000002
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,12
nBondsKS,54
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.1534277343749999
AATSC1are,-0.012131711647727255
AATSC2are,0.03298908380681818
AATSC3are,-0.01084133472711266
AATSC4are,0.004727729461477984
AATSC5are,-0.007933653249172177
AATSC6are,0.004562912478146863
AATSC7are,-0.009600243432970997
AATSC8are,0.0032019878472222085
AETA_beta,1.2638888888888888
BCUTdv-1h,6.027524915171578
BCUTdv-1l,0.995387960646423
BCUTpe-1h,3.503924798966172
BCUTpe-1l,2.2376953923673524
BCUTse-1h,3.716680356446116
BCUTse-1l,2.4336769369864726
ETA_alpha,16.6
ETA_dBeta,-0.5
ETA_eta_B,0.7077958687684536
ETA_eta_F,41.51381205683232
ETA_eta_L,7.473053359890582
ETA_eta_R,71.68456629866334
ETA_psi_1,0.5286624203821659
LabuteASA,207.83908431306645
LogEE_DzZ,233.93642919052323
LogEE_Dzi,225.55160516213337
LogEE_Dzm,234.00037690025653
LogEE_Dzp,341.0976107837956
LogEE_Dzv,309.22355251504683
PEOE_VSA1,25.057165270757192
PEOE_VSA2,19.700400156221797
PEOE_VSA3,4.794537184071822
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,60.160755107851486
PEOE_VSA7,24.117007251546223
PEOE_VSA8,19.658795457051376
PEOE_VSA9,19.007418857986547
SM1_Dzare,2.4569567240577013
SpAD_Dzpe,462.68364440632797
SpAD_Dzse,468.4902103929706
SpAbs_DzZ,465.8014298096181
SpAbs_Dzi,449.1634068671665
SpAbs_Dzm,465.9351596119923
SpAbs_Dzp,690.7617144263531
SpAbs_Dzv,622.1183704114155
SpDiam_Dt,540.4713529583582
SpMAD_DzZ,12.99327163933242
SpMAD_Dzi,12.527651207376081
SpMAD_Dzm,12.996833293550484
SpMAD_Dzp,19.015966747701313
SpMAD_Dzv,17.207413915815266
SpMax_DzZ,233.93642919052323
SpMax_Dzi,225.55160516213337
SpMax_Dzm,234.00037690025653
SpMax_Dzp,341.0976107837956
SpMax_Dzv,309.22355251504683
VE1_Dzare,5.905252314752569
VE2_Dzare,0.1640347865209047
VE3_Dzare,3.056776023199814
VR1_Dzare,242.4388845872741
VR2_Dzare,6.734413460757613
VR3_Dzare,6.771683501756121
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,17
nAromBond,17
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.46111111111111114
AETA_dBeta,-0.013888888888888888
AETA_eta_B,0.019660996354679265
AETA_eta_F,1.15316144602312
AETA_eta_L,0.20758481555251618
AETA_eta_R,1.9912379527406483
BCUTare-1h,3.55763573952404
BCUTare-1l,2.1877276250046065
ETA_beta_s,23.0
ETA_dPsi_A,0.18533757961783404
ETA_dPsi_B,0.0
ETA_eta_BR,0.9657958687684536
ETA_eta_FL,9.73336433371406
ETA_eta_RL,17.206417693604642
LogEE_Dzpe,231.4028517149279
LogEE_Dzse,234.30210577353427
PEOE_VSA10,0.0
PEOE_VSA11,5.760247418874442
PEOE_VSA12,11.791361931212514
PEOE_VSA13,5.907179729351506
SlogP_VSA1,15.950365812018994
SlogP_VSA2,47.41364477327388
SlogP_VSA3,16.133830774056218
SlogP_VSA4,6.923737199690624
SlogP_VSA5,39.70780153011122
SlogP_VSA6,71.14718869013107
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
SpAD_Dzare,455.10980715264066
SpAbs_Dzpe,460.60864100635524
SpAbs_Dzse,466.55219077330656
SpDiam_DzZ,360.14906486587347
SpDiam_Dzi,346.2287870545347
SpDiam_Dzm,360.2551971416457
SpDiam_Dzp,535.6776955166733
SpDiam_Dzv,485.2700485911364
SpMAD_Dzpe,12.852323455731332
SpMAD_Dzse,13.013616955360295
SpMax_Dzpe,231.4028517149279
SpMax_Dzse,234.30210577353427
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,36
AETA_beta_s,0.6388888888888888
AETA_eta_BR,0.026827663021345934
AETA_eta_FL,0.2703712314920572
AETA_eta_RL,0.4779560470445734
DetourIndex,6285
EState_VSA1,29.85662008814089
EState_VSA2,24.610007649574037
EState_VSA3,12.10820789760957
EState_VSA4,16.026812714244468
EState_VSA5,19.18040611960041
EState_VSA6,12.13273413692322
EState_VSA7,49.38830667892189
EState_VSA8,15.950365812018994
EState_VSA9,4.417150937053347
ETA_beta_ns,22.5
ETA_shape_p,0.16064257028112447
ETA_shape_x,0.0
ETA_shape_y,0.3253012048192771
GhoseFilter,False
LogEE_Dzare,227.6231523742108
SlogP_VSA10,10.67871938593283
SlogP_VSA11,0.0
SpAbs_Dzare,452.7893480243641
SpDiam_Dzpe,355.94296613724345
SpDiam_Dzse,360.75615370854257
SpMAD_Dzare,12.641939087573352
SpMax_Dzare,227.6231523742108
TopoPSA(NO),140.98000000000002
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,5.412512660067154
VSA_EState9,88.42082067326618
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.625
EState_VSA10,24.28467613112799
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.03888888888888885
FilterItLogS,-5.559288596593783
SpDiam_Dzare,349.6698988298591
ETA_beta_ns_d,0.5
ETA_epsilon_1,0.6218749999999986
ETA_epsilon_2,0.8722222222222218
ETA_epsilon_3,0.43846153846153724
ETA_epsilon_4,0.5574999999999983
ETA_epsilon_5,0.8149999999999995
AETA_beta_ns_d,0.013888888888888888
ETA_dEpsilon_A,0.1834134615384614
ETA_dEpsilon_B,0.0643750000000003
ETA_dEpsilon_C,-0.1190384615384611
ETA_dEpsilon_D,0.057222222222222285
PetitjeanIndex,0.47619047619047616
TopoShapeIndex,0.9090909090909091
CDK Descriptors
FMFDescriptor,0.75
MDEDescriptor,"0.09999999999999998,3.487844760918525,3.2987058003484333,0.0,13.237798903791894,22.914949526252354,0.0,8.07515243824515,0.0,0.0,1.3797037252253102,0.8462593986645679,0.0,0.0,0.0,0.0,0.552604724796058,0.635903899768996,0.0"
APolDescriptor,73.64220399999999
BCUTDescriptor,"11.849999999999971,15.999966178531237,-0.33164276562870965,0.27846772093305766,4.1251839160387025,10.438977074094257"
BPolDescriptor,40.317795999999994
TPSADescriptor,140.98000000000002
ALOGPDescriptor,"2.5187000000000013,6.343849690000006,128.4288"
XLogPDescriptor,2.3270000000000004
VAdjMaDescriptor,6.247927513443585
WeightDescriptor,492.20088484
ChiPathDescriptor,"26.07877502244373,17.206417693604642,15.68397523070617,11.731694838533878,9.259057568049979,6.9376107423920095,4.526434686968359,2.8105273970591917,19.98519221715439,11.227946360526769,8.247033987089317,5.270563515383464,3.3951906590513903,2.1088604368709807,1.1381443736225618,0.5872716964949537"
ChiChainDescriptor,"0.0,0.0,0.11785113019775793,0.3367701210266096,0.4071647760893395,0.0,0.0,0.034020690871988585,0.09387348360474557,0.09805779346015912"
AtomCountDescriptor,64
BondCountDescriptor,38
SmallRingDescriptor,"3,3,3,3,0,0,1,2,0,0,0"
ChiClusterDescriptor,"2.610674334837556,0.0,0.3156411416862253,0.0,0.9921630164037452,0.0,0.0770538391631821,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,4,12,3,3,2,0,0"
ZagrebIndexDescriptor,178.0
LargestChainDescriptor,22
MannholdLogPDescriptor,3.22
WeightedPathDescriptor,"72.10162442780057,2.0028229007722382,27.824265299351335,15.511655805141926,12.31260949420939"
FractionalPSADescriptor,0.286427766268296
WienerNumbersDescriptor,"5005.0,49.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"4.646218150752338,6.6630560755268595,8.603376403651518,1.5598524051192606,1.803100069231326,1.8491216328485587"
FractionalCSP3Descriptor,0.23076923076923078
KierHallSmartsDescriptor,"0,0,0,0,0,0,2,0,3,0,0,11,1,0,0,4,5,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,4
LargestPiSystemDescriptor,12
PetitjeanNumberDescriptor,0.47619047619047616
AcidicGroupCountDescriptor,1
KappaShapeIndicesDescriptor,"30.54016620498615,15.555555555555555,10.596666666666666"
AromaticAtomsCountDescriptor,17
AromaticBondsCountDescriptor,17
FragmentComplexityDescriptor,3096.1
HBondAcceptorCountDescriptor,9
HybridizationRatioDescriptor,0.23076923076923078
AutocorrelationDescriptorMass,"42.086735418351594,41.820281238551964,58.38967469434156,55.89201965694815,57.74623272762943"
PetitjeanShapeIndexDescriptor,"0.9090909090909091,NaN"
RotatableBondsCountDescriptor,14
AutocorrelationDescriptorCharge,"0.9376705750937611,-0.5615928112914896,0.15407298547615714,0.036424594750429966,-0.09866279550358677"
EccentricConnectivityIndexDescriptor,1214
AutocorrelationDescriptorPolarizability,"2112.966300725537,2389.726809697359,3128.5885174298483,3007.3784069288886,2858.7368651525403"
