DLiP-ID,P0007L
SsBr,0
SsCl,11.784903092165813
SsLi,0
SsOH,9.881557119820522
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,89.44105489511344
TIC1,173.34535553847212
TIC2,221.51925492972893
TIC3,248.53880493838275
TIC4,250.53880493838278
TIC5,250.53880493838278
Vabc,359.51238070040216
WPol,41
apol,57.229031999999975
bpol,32.532968
nRot,5
ABCGG,15.944728322256799
ATS0Z,1638.0
ATS0d,164.0
ATS0i,8457.955022483276
ATS0m,6687.232913000001
ATS0p,77.14532171637599
ATS0s,228.31614845297975
ATS0v,10999.68503843625
ATS1Z,1425.0
ATS1d,209.0
ATS1i,7952.158467909249
ATS1m,5450.726271
ATS1p,93.52813510600001
ATS1s,152.2911522633745
ATS1v,13562.199602817485
ATS2Z,2124.0
ATS2d,323.0
ATS2i,15305.09465906424
ATS2m,7977.533906999999
ATS2p,140.43861575333898
ATS2s,255.34053497942386
ATS2v,19658.24171231237
ATS3Z,2634.0
ATS3d,364.0
ATS3i,20668.26502369321
ATS3m,9786.905096
ATS3p,170.38006930697998
ATS3s,356.75941167504953
ATS3v,22953.72664295304
ATS4Z,2171.0
ATS4d,332.0
ATS4i,21651.638514432867
ATS4m,7608.740832
ATS4p,164.08988259128202
ATS4s,366.89300411522635
ATS4v,21409.08002910929
ATS5Z,1848.0
ATS5d,316.0
ATS5i,24168.204879120083
ATS5m,6438.319534
ATS5p,145.97209620445003
ATS5s,328.64814814814815
ATS5v,18199.924557966766
ATS6Z,1647.0
ATS6d,284.0
ATS6i,19796.69112899467
ATS6m,5885.128821999999
ATS6p,122.90667155905399
ATS6s,294.92181069958843
ATS6v,15933.315165359616
ATS7Z,1744.0
ATS7d,242.0
ATS7i,13360.185497114975
ATS7m,6371.255484
ATS7p,116.30261974594299
ATS7s,264.21193415637856
ATS7v,16145.910522683367
ATS8Z,1690.0
ATS8d,238.0
ATS8i,16121.242266234187
ATS8m,6015.001404000001
ATS8p,122.720579989886
ATS8s,287.1481481481481
ATS8v,15958.404683637269
C1SP1,0
C1SP2,2
C1SP3,8
C2SP1,0
C2SP2,6
C2SP3,2
C3SP2,0
C3SP3,0
C4SP3,0
FCSP3,0.5555555555555556
GGI10,0.12386491174369962
JGI10,0.0068813839857610895
JGT10,0.5293119138936833
Kier1,21.702734839476815
Kier2,9.666864961332541
Kier3,5.331434674261303
MAXdO,12.426199047988069
MID_C,36.75655245687109
MID_N,8.650395561226606
MID_O,5.288141281071601
MID_X,3.5114029803915816
MID_h,17.449939822689785
MINdO,11.630450480414044
MPC10,90
MWC01,29.0
MWC02,4.948759890378168
MWC03,5.796057750765372
MWC04,6.665683717782408
MWC05,7.529943370601589
MWC06,8.401333305321703
MWC07,9.270776740780013
MWC08,10.14348822091676
MWC09,11.015164130533439
MWC10,11.888831304170074
NaaCH,2
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,4
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,2
NdssS,0
NsCH3,1
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,3
NsssP,0
SLogP,1.8759
SRW02,4.07753744390572
SRW03,0.0
SRW04,5.442417710521793
SRW05,0.0
SRW06,6.98933526597456
SRW07,0.0
SRW08,8.614501373883236
SRW09,0.0
SRW10,10.279146161061627
SaaCH,2.852222618758999
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,0.913156233543462
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0.17427111743306
SdssS,0
SsCH3,1.8807644654755906
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,2.917013448423809
SssPH,0
SssSe,0
SsssB,0
SsssN,6.044627279557604
SsssP,0
VE1_A,4.034305573525476
VE1_D,5.114032826820921
VE2_A,0.149418724945388
VE2_D,0.18940862321558966
VE3_A,2.3880859591839836
VE3_D,2.6252400688694157
VR1_A,353.47307113407214
VR1_D,161.55420194557277
VR2_A,13.091595227187858
VR2_D,5.98348896094714
VR3_A,6.861059077606681
VR3_D,6.078092475128683
WPath,2250
Xc-3d,2.0118446353109127
Xc-4d,0.0
Xc-5d,0.6035533905932737
Xc-6d,0.0
Xp-0d,19.55167728494828
Xp-1d,12.884249150759292
Xp-2d,11.769925837507593
Xp-3d,10.134633383868161
Xp-4d,6.9786937900829855
Xp-5d,5.612344715661725
Xp-6d,3.7470769324431252
Xp-7d,2.440027424218799
ZMIC0,89.61908126811416
ZMIC1,49.03159142792553
ZMIC2,37.69079116635592
ZMIC3,32.084811798274295
ZMIC4,29.63652823695996
ZMIC5,29.63652823695996
nAcid,0
nAtom,51
nBase,1
nRing,3
piPC1,3.5553480614894135
piPC2,4.051784947803305
piPC3,4.457250055911469
piPC4,4.743844580675851
piPC5,5.17367492134076
piPC6,5.18037806868335
piPC7,5.064570927761894
piPC8,5.155997467890435
piPC9,5.371073979598638
AATS0Z,32.11764705882353
AATS0d,3.215686274509804
AATS0i,165.84225534280935
AATS0m,131.12221398039216
AATS0p,1.5126533669877644
AATS0s,4.4767872245682305
AATS0v,215.68009879286765
AATS1Z,26.88679245283019
AATS1d,3.943396226415094
AATS1i,150.0407258096085
AATS1m,102.84389190566039
AATS1p,1.7646817944528304
AATS1s,2.873417967233481
AATS1v,255.89055854372614
AATS2Z,22.357894736842105
AATS2d,3.4
AATS2i,161.10625956909726
AATS2m,83.97404112631578
AATS2p,1.4783012184561999
AATS2s,2.687795105046567
AATS2v,206.9288601296039
AATS3Z,20.904761904761905
AATS3d,2.888888888888889
AATS3i,164.03384939439056
AATS3m,77.67384996825398
AATS3p,1.3522227722776188
AATS3s,2.831423902182933
AATS3v,182.17243367423046
AATS4Z,16.20149253731343
AATS4d,2.4776119402985075
AATS4i,161.57939189875273
AATS4m,56.781648000000004
AATS4p,1.2245513626215077
AATS4s,2.7380074933972116
AATS4v,159.7692539485768
AATS5Z,12.923076923076923
AATS5d,2.2097902097902096
AATS5i,169.00842572811246
AATS5m,45.02321352447552
AATS5p,1.0207838895416086
AATS5s,2.298238798238798
AATS5v,127.2721997060613
AATS6Z,14.321739130434782
AATS6d,2.4695652173913043
AATS6i,172.14514025212756
AATS6m,51.175033234782596
AATS6p,1.0687536657309042
AATS6s,2.5645374843442474
AATS6v,138.550566655301
AATS7Z,20.761904761904763
AATS7d,2.880952380952381
AATS7i,159.04982734660683
AATS7m,75.84827957142858
AATS7p,1.3845549969755118
AATS7s,3.145380168528316
AATS7v,192.21322050813532
AATS8Z,16.9
AATS8d,2.38
AATS8i,161.21242266234188
AATS8m,60.15001404
AATS8p,1.2272057998988601
AATS8s,2.871481481481481
AATS8v,159.5840468363727
AMID_C,1.3613537946989294
AMID_N,0.3203850207861706
AMID_O,0.1958570844841334
AMID_X,0.13005196223672524
AMID_h,0.6462940675070291
ATS0dv,345.2098765432099
ATS0pe,325.6434
ATS0se,401.98536599999994
ATS1dv,331.22222222222223
ATS1pe,349.9125
ATS1se,418.0289439999999
ATS2dv,416.8888888888889
ATS2pe,613.6616999999999
ATS2se,746.6989319999999
ATS3dv,398.4938271604938
ATS3pe,805.3981
ATS3se,992.5559450000001
ATS4dv,312.22222222222223
ATS4pe,838.4493
ATS4se,1042.5574040000001
ATS5dv,324.55555555555554
ATS5pe,850.1605
ATS5se,1078.746182
ATS6dv,334.6666666666667
ATS6pe,693.3434
ATS6se,877.084116
ATS7dv,271.66666666666663
ATS7pe,545.7517999999998
ATS7se,668.89395
ATS8dv,238.66666666666666
ATS8pe,626.743
ATS8se,779.0758519999999
ATSC0Z,706.1568627450979
ATSC0c,1.1996344893817825
ATSC0d,32.15686274509804
ATSC0i,72.03764953737469
ATSC0m,3305.1437125098037
ATSC0p,12.926456938787297
ATSC0s,88.22941415554182
ATSC0v,2570.427832702136
ATSC1Z,8.209534794309896
ATSC1c,-0.6365422138036603
ATSC1d,9.974240676662818
ATSC1i,-26.561130337681366
ATSC1m,41.25542170549805
ATSC1p,-0.9308781086827941
ATSC1s,-2.9778985823807917
ATSC1v,-70.99062965345227
ATSC2Z,55.472510572856606
ATSC2c,-0.17099085788106835
ATSC2d,-10.233371780084585
ATSC2i,-3.5614346611418606
ATSC2m,267.0804774229143
ATSC2p,1.5358640177259628
ATSC2s,5.741726374570975
ATSC2v,228.68123425527784
ATSC3Z,97.45559400230691
ATSC3c,0.5499009956395108
ATSC3d,-16.11303344867359
ATSC3i,35.930481180865826
ATSC3m,449.5436937797002
ATSC3p,2.6071116295426844
ATSC3s,-1.1276182510085908
ATSC3v,81.88426362929704
ATSC4Z,-219.37293348712035
ATSC4c,-0.5298784447010809
ATSC4d,-4.921953094963476
ATSC4i,-47.35304787782448
ATSC4m,-1053.3147076924258
ATSC4p,-7.059354503467673
ATSC4s,-43.83554847504808
ATSC4v,-1736.4450808067245
ATSC5Z,233.32487504805837
ATSC5c,-0.0016073936928356356
ATSC5d,11.991541714725107
ATSC5i,-17.250361902647725
ATSC5m,1087.3659454725102
ATSC5p,0.8258942447788019
ATSC5s,1.4970596087549257
ATSC5v,457.43918783112326
ATSC6Z,226.0188389081122
ATSC6c,0.5020321253664267
ATSC6d,0.861976163014226
ATSC6i,55.60783876076178
ATSC6m,1088.13965732103
ATSC6p,7.746584040126412
ATSC6s,36.41019894274657
ATSC6v,1879.7398338928062
ATSC7Z,-119.43483275663203
ATSC7c,-0.43654104587662956
ATSC7d,-10.336793540945791
ATSC7i,-11.019830669208723
ATSC7m,-571.677462937716
ATSC7p,-3.532262044917013
ATSC7s,-28.88089646502602
ATSC7v,-679.1545617993993
ATSC8Z,-64.89580930411378
ATSC8c,0.06721522961053472
ATSC8d,1.3002691272587477
ATSC8i,-33.710559580389564
ATSC8m,-329.53671719569377
ATSC8p,-4.172546704682028
ATSC8s,-33.517582737719266
ATSC8v,-1240.5392837682687
AXp-0d,0.7241361957388252
AXp-1d,0.44428445347445833
AXp-2d,0.2870713618904291
AXp-3d,0.19121949780883324
AXp-4d,0.11828294559462688
AXp-5d,0.07584249615759088
AXp-6d,0.049961025765908336
AXp-7d,0.032533698989583984
GATS1Z,0.6011813016112184
GATS1c,1.565792434531598
GATS1d,0.8654509894155547
GATS1i,1.7126150370801898
GATS1m,0.6061829766101714
GATS1p,1.0473493867235433
GATS1s,0.6249814850006579
GATS1v,1.012966872780456
GATS2Z,0.6722824164871558
GATS2c,1.1956778136606447
GATS2d,1.4239409499358153
GATS2i,1.2468864648182747
GATS2m,0.6754621538360269
GATS2p,0.8374960894261385
GATS2s,0.5340811605864987
GATS2v,0.8919144660443885
GATS3Z,0.8210100833802729
GATS3c,0.9211033853006612
GATS3d,1.3142421602787457
GATS3i,0.8803731013955084
GATS3m,0.8229770602275213
GATS3p,0.8560742112102865
GATS3s,0.9430611238575627
GATS3v,0.9364224591957309
GATS4Z,0.9035665234664133
GATS4c,1.0989936939143965
GATS4d,0.8760693483800511
GATS4i,1.2522555714394161
GATS4m,0.9091922108125087
GATS4p,1.1458330114819144
GATS4s,1.4804241506927611
GATS4v,1.2224446473241377
GATS5Z,0.6696842059478814
GATS5c,0.8600250594960445
GATS5d,0.6795795667746888
GATS5i,0.9766022843621779
GATS5m,0.6749686308510205
GATS5p,0.8617497428810245
GATS5s,0.8145708385940146
GATS5v,0.9064401689664648
GATS6Z,0.7468472405658672
GATS6c,0.8265649027924094
GATS6d,1.061373276776246
GATS6i,0.5642081936090456
GATS6m,0.7456600052564789
GATS6p,0.6195703795588053
GATS6s,0.5676471363901012
GATS6v,0.6311052374974048
GATS7Z,0.940284135534594
GATS7c,1.2168161847546117
GATS7d,1.2587108013937283
GATS7i,1.1764390681064056
GATS7m,0.9431020511408664
GATS7p,1.1343802952160464
GATS7s,1.6805010957066677
GATS7v,1.118619178354118
GATS8Z,0.8100183262064754
GATS8c,0.8673901260438861
GATS8d,0.7618902439024391
GATS8i,1.2304971119656671
GATS8m,0.8167976915139943
GATS8p,1.1012524492651108
GATS8s,1.5292437246872366
GATS8v,1.2124666062754712
MATS1Z,0.011186949310069168
MATS1c,-0.5105903159061931
MATS1d,0.2984698573400827
MATS1i,-0.3547981325962804
MATS1m,0.01201116102425307
MATS1p,-0.06929591280311641
MATS1s,-0.032478114905291004
MATS1v,-0.026576018629787524
MATS2Z,0.042171903908713886
MATS2c,-0.076519217260027
MATS2d,-0.17084082156611044
MATS2i,-0.026540678291462415
MATS2m,0.04338088090745353
MATS2p,0.06378518696796823
MATS2s,0.03493620018076558
MATS2v,0.04776080995929947
MATS3Z,0.05586055158443681
MATS3c,0.18553899241444763
MATS3d,-0.20281649245063885
MATS3i,0.20188457140364707
MATS3m,0.05505302570634716
MATS3p,0.08163563102385657
MATS3s,-0.005173069723866648
MATS3v,0.012894207763762941
MATS4Z,-0.11823532142143729
MATS4c,-0.16810966682898484
MATS4d,-0.05825445941026576
MATS4i,-0.25018068726087245
MATS4m,-0.12129228511528457
MATS4p,-0.20785040046494338
MATS4s,-0.18909429533112074
MATS4v,-0.2571112115768441
MATS5Z,0.11784034258627471
MATS5c,-0.00047786745640806616
MATS5d,0.13299505372676104
MATS5i,-0.08540293876580546
MATS5m,0.11733282254117501
MATS5p,0.022786576173592647
MATS5s,0.0060514553912858655
MATS5v,0.0634690635281523
MATS6Z,0.14194359198475953
MATS6c,0.18559014085439435
MATS6d,0.011887592788971378
MATS6i,0.3423330408850061
MATS6m,0.14600462938584055
MATS6p,0.265768232862538
MATS6s,0.1830130218996802
MATS6v,0.32431322981189814
MATS7Z,-0.10268824028750723
MATS7c,-0.22093627700738636
MATS7d,-0.19516550522648085
MATS7i,-0.09287659329115996
MATS7m,-0.10501506693898569
MATS7p,-0.1659068436373395
MATS7s,-0.19874131733109274
MATS7v,-0.1604183692093857
MATS8Z,-0.0468689953906814
MATS8c,0.028575176359791378
MATS8d,0.02062195121951221
MATS8i,-0.23865833347434384
MATS8m,-0.05084914315032385
MATS8p,-0.164623518220413
MATS8s,-0.19374453927690655
MATS8v,-0.2461360815785767
MAXsCl,5.945322211425336
MAXsOH,9.881557119820522
MINsCl,5.839580880740477
MINsOH,9.881557119820522
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,8
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,9
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,33.682707328294086
SpAD_D,345.8588539279597
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,5.143878335341101
SssNH2,0
SsssAs,0
SsssCH,0.4065123166334801
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,690
TMWC10,131.66003843124952
TSRW10,62.402937955346935
VE1_Dt,5.1320076690818635
VE2_Dt,0.19007435811414308
VE3_Dt,2.62874871412769
VR1_Dt,160.83836653869395
VR2_Dt,5.956976538470146
VR3_Dt,6.073651699172653
Xc-3dv,1.0749504738102027
Xc-4dv,0.0
Xc-5dv,0.25487620182893594
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.16666666666666666
Xch-5d,0.19245008972987526
Xch-6d,0.49479363454131353
Xch-7d,0.7560024381361979
Xp-0dv,16.762042858044182
Xp-1dv,9.857491660863017
Xp-2dv,7.674273428574163
Xp-3dv,5.891621464165025
Xp-4dv,3.6030070390284052
Xp-5dv,2.517262542490967
Xp-6dv,1.5042658088838174
Xp-7dv,0.8778596195490498
Xpc-4d,5.010693858348192
Xpc-5d,5.983842378115969
Xpc-6d,8.325161505048424
n3Ring,0
n4Ring,1
n5Ring,0
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,2
nBonds,53
nFRing,0
nHBAcc,5
nHBDon,2
nHRing,2
nSpiro,0
naRing,1
piPC10,5.4206732640495545
AATS0dv,6.76882110869039
AATS0pe,6.385164705882353
AATS0se,7.882065999999999
AATS1dv,6.249475890985325
AATS1pe,6.6021226415094345
AATS1se,7.887338566037734
AATS2dv,4.3883040935672515
AATS2pe,6.459596842105262
AATS2se,7.859988757894736
AATS3dv,3.162649421908681
AATS3pe,6.392048412698412
AATS3se,7.877428134920636
AATS4dv,2.330016583747927
AATS4pe,6.257084328358209
AATS4se,7.780279134328359
AATS5dv,2.2696192696192696
AATS5pe,5.945178321678322
AATS5se,7.543679594405595
AATS6dv,2.910144927536232
AATS6pe,6.0290730434782605
AATS6se,7.6268184
AATS7dv,3.2341269841269837
AATS7pe,6.497045238095235
AATS7se,7.963023214285714
AATS8dv,2.3866666666666667
AATS8pe,6.267430000000001
AATS8se,7.79075852
AATSC0Z,13.84621299500192
AATSC0c,0.023522244889838874
AATSC0d,0.6305267204921184
AATSC0i,1.4125029321053861
AATSC0m,64.80673946097654
AATSC0p,0.2534599399762215
AATSC0s,1.729988512853761
AATSC0v,50.40054573925757
AATSC1Z,0.15489688291150747
AATSC1c,-0.012010230449125666
AATSC1d,0.18819322031439278
AATSC1i,-0.5011534025977616
AATSC1m,0.7784041831226047
AATSC1p,-0.01756373789967536
AATSC1s,-0.05618676570529796
AATSC1v,-1.3394458425179674
AATSC2Z,0.5839211639248064
AATSC2c,-0.0017999037671691405
AATSC2d,-0.10771970294825879
AATSC2i,-0.03748878590675643
AATSC2m,2.811373446556993
AATSC2p,0.016166989660273294
AATSC2s,0.060439224995483945
AATSC2v,2.4071708868976613
AATSC3Z,0.773457095256404
AATSC3c,0.004364293616186594
AATSC3d,-0.1278812178466158
AATSC3i,0.2851625490544907
AATSC3m,3.567807093489684
AATSC3p,0.020691362139227655
AATSC3s,-0.008949351198480879
AATSC3v,0.6498751081690242
AATSC4Z,-1.637111443933734
AATSC4c,-0.003954316751500604
AATSC4d,-0.036730993245996095
AATSC4i,-0.35338095431212296
AATSC4m,-7.86055752009273
AATSC4p,-0.05268175002587815
AATSC4s,-0.3271309587690155
AATSC4v,-12.95854537915466
