DLiP-ID,C0009C
DLiP-Mol-ID,30474
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C9H5I2NO/c10-6-4-7(11)9(13)8-5(6)2-1-3-12-8/h1-4,13H"
Standard Inchi Key(RDKit),UXZFQZANDVDGMM-UHFFFAOYSA-N
Canonical SMILES(RDKit),Oc1c(I)cc(I)c2cccnc12
SMILES(SDF),
MW(SDF),
MW(RDKit),396.953
MW Monoisotopic(RDKit),396.84605978
MolLogP(RDKit),3.1496
XLogP(SDF),
XLogP(CDK),3.855
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),2
HBA Lipinski(RDKit),2
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),33.12
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),0
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),13
QED Weighted(RDKit),0.693776586504076
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,1131.0684223072026
qed,0.6937765865040759
Chi0,9.422285251880869
Chi1,6.198377302757662
TPSA,33.120000000000005
Chi0n,6.459757213776875
Chi0v,10.774753796129518
Chi1n,3.616069028707452
Chi1v,5.773567319883774
Chi2n,2.5883889584977053
