DLiP-ID,T005D0
DLiP-Mol-ID,22280
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C28H35N3O5/c32-26(10-8-23-7-5-20-2-1-13-29-28(20)30-23)31-14-11-19(12-15-31)3-4-22(17-27(33)34)21-6-9-24-25(16-21)36-18-35-24/h5-7,9,16,19,22H,1-4,8,10-15,17-18H2,(H,29,30)(H,33,34)"
Standard Inchi Key(RDKit),QVSRFJMJPVOZSA-UHFFFAOYSA-N
Canonical SMILES(RDKit),O=C(O)CC(CCC1CCN(C(=O)CCc2ccc3c(n2)NCCC3)CC1)c1ccc2c(c1)OCO2
SMILES(SDF),
MW(SDF),
MW(RDKit),493.604
MW Monoisotopic(RDKit),493.25767122
MolLogP(RDKit),4.3783
XLogP(SDF),
XLogP(CDK),3.608
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),6
HBA Lipinski(RDKit),8
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),100.99
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),9
nRings(SDF),
nRings(RDKit),5
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),36
QED Weighted(RDKit),0.534642926050959
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,237507900.74147964
