DLiP-ID,T000IR
JGI5,0.025518018018018018
JGI6,0.021953693758205033
JGI7,0.016262755102040814
JGI8,0.008993188590889739
JGI9,0.006833847736625516
MIC0,13.50713335560101
MIC1,31.608630758018368
MIC2,38.813482475822454
MIC3,41.425091725659875
MIC4,41.53402187570944
MIC5,41.53402187570944
MPC2,38
MPC3,49
MPC4,65
MPC5,75
MPC6,83
MPC7,98
MPC8,108
MPC9,102
Mare,0.9897272727272729
NaaN,1
NaaO,1
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,1
NsSH,0
NssO,1
NssS,0
NtCH,0
NtsC,0
RNCG,0.22071542281124767
RPCG,0.15907132740554353
SIC0,0.27086488747600396
SIC1,0.6254431582556013
SIC2,0.7532035273317355
SIC3,0.9208228016409197
SIC4,0.9406171012306895
SIC5,0.9406171012306895
SaaN,3.9705762856872164
SaaO,5.235394064459269
SaaS,0
Sare,43.54800000000001
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,10.731451955782312
SsSH,0
SssO,5.258324357520785
SssS,0
StCH,0
StsC,0
TIC0,65.0658065668657
TIC1,150.240822769004
TIC2,180.9307787048968
TIC3,221.19544121138716
TIC4,225.95032871355056
TIC5,225.95032871355056
Vabc,307.1363244556684
WPol,38
apol,50.37706699999999
bpol,23.400933
nRot,4
ABCGG,16.51125351697702
ATS0Z,1044.0
ATS0d,149.0
ATS0i,7002.367716280732
ATS0m,4124.655689000001
ATS0p,68.00846119213098
ATS0s,205.5
ATS0v,10169.806460253381
ATS1Z,1174.0
ATS1d,181.0
ATS1i,6605.578326138347
ATS1m,4472.493011000003
ATS1p,85.77246556600004
ATS1s,159.44444444444443
ATS1v,12681.726584734268
ATS2Z,1707.0
ATS2d,287.0
ATS2i,11363.249603353088
ATS2m,6461.031189999998
ATS2p,123.64628880964095
ATS2s,259.0555555555556
ATS2v,18066.30257165452
ATS3Z,1806.0
ATS3d,308.0
ATS3i,13891.559539861393
ATS3m,6597.558714
ATS3p,139.19479581024495
ATS3s,306.1666666666667
ATS3v,20021.054768512695
ATS4Z,1858.0
ATS4d,332.0
ATS4i,15691.52921928839
ATS4m,6743.910658000002
ATS4p,146.84618008533906
ATS4s,328.11111111111114
ATS4v,20670.557460584074
ATS5Z,1878.0
ATS5d,310.0
ATS5i,16101.490844793292
ATS5m,6747.159909
ATS5p,149.623411226792
ATS5s,346.38888888888886
ATS5v,20865.65437074894
ATS6Z,1877.0
ATS6d,324.0
ATS6i,18645.984920893567
ATS6m,6876.654502000001
ATS6p,145.448356337715
ATS6s,332.8055555555556
ATS6v,20076.168553715514
ATS7Z,1812.0
ATS7d,273.0
ATS7i,15303.062967109498
ATS7m,6495.738610000003
ATS7p,131.772895501094
ATS7s,391.3333333333334
ATS7v,18771.385907325257
ATS8Z,1567.0
ATS8d,238.0
ATS8i,16621.690574837434
ATS8m,5536.510777
ATS8p,122.15514780467802
ATS8s,369.00000000000006
ATS8v,16803.963470489936
C1SP1,0
C1SP2,1
C1SP3,3
C2SP1,0
C2SP2,11
C2SP3,1
C3SP2,4
C3SP3,0
C4SP3,0
FCSP3,0.2
GGI10,0.054074074074074066
JGI10,0.009012345679012344
JGT10,0.4531547455709513
Kier1,19.753086419753085
Kier2,8.79224376731302
Kier3,4.837984173261141
MAXdO,11.3803915065414
MID_C,41.093835217170394
MID_N,1.9888288943613177
MID_O,7.474539238988099
MID_X,0.0
MID_h,9.463368133349416
MINdO,11.3803915065414
MPC10,100
MWC01,27.0
MWC02,4.875197323201151
MWC03,5.720311776607412
MWC04,6.6052979209482015
MWC05,7.470224135899966
MWC06,8.36287583103188
MWC07,9.237079669165805
MWC08,10.13344781717726
MWC09,11.0128584261901
MWC10,11.911184672828064
NaaCH,8
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,7
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,1
NdssS,0
NsCH3,3
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,3.9654400000000027
SRW02,4.007333185232471
SRW03,0.0
SRW04,5.332718793265369
SRW05,2.3978952727983707
SRW06,6.842683282238422
SRW07,4.727387818712341
SRW08,8.438799123988225
SRW09,6.78332520060396
SRW10,10.08351481277671
SaaCH,14.582080577384508
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,4.757282664609054
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-0.4203116601578898
SdssS,0
SsCH3,5.008578199798438
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.290577983594346
VE1_D,4.921977792818271
VE2_A,0.17162311934377386
VE2_D,0.19687911171273081
VE3_A,2.372712183849634
VE3_D,2.510001172012091
VR1_A,211.16672256757113
VR1_D,146.75515014425096
VR2_A,8.446668902702845
VR2_D,5.870206005770038
VR3_A,6.268938707691298
VR3_D,5.905056284646291
WPath,1447
Xc-3d,1.8873381573278127
Xc-4d,0.0
Xc-5d,0.4051404855491081
Xc-6d,0.0
Xp-0d,17.974327015758657
Xp-1d,11.952397498181153
Xp-2d,11.089315765772053
Xp-3d,8.75518498721722
Xp-4d,7.582141171275946
Xp-5d,5.518519910854535
Xp-6d,3.7148677328510424
Xp-7d,2.859193488691561
ZMIC0,82.91783426115474
ZMIC1,48.204772292981254
ZMIC2,31.23379301913258
ZMIC3,23.766966748608468
ZMIC4,23.346695675759985
ZMIC5,23.346695675759985
nAcid,0
nAtom,44
nBase,0
nRing,3
piPC1,3.624340932976365
piPC2,4.237723145067448
piPC3,4.786449533203602
piPC4,5.392774910234201
piPC5,5.8344451731762454
piPC6,6.100178807671155
piPC7,6.543282150945865
piPC8,6.953116953544424
piPC9,7.192863730009548
AATS0Z,23.727272727272727
AATS0d,3.3863636363636362
AATS0i,159.14472082456209
AATS0m,93.74217475000002
AATS0p,1.5456468452757042
AATS0s,4.670454545454546
AATS0v,231.13196500575867
AATS1Z,25.52173913043478
AATS1d,3.9347826086956523
AATS1i,143.59952882909448
AATS1m,97.22810893478268
AATS1p,1.8646188166521747
AATS1s,3.466183574879227
AATS1v,275.68970836378844
AATS2Z,22.460526315789473
AATS2d,3.776315789473684
AATS2i,149.51644214938273
AATS2m,85.01356828947365
AATS2p,1.6269248527584335
AATS2s,3.4086257309941526
AATS2v,237.71450752177
AATS3Z,19.846153846153847
AATS3d,3.3846153846153846
AATS3i,152.65450043803727
AATS3m,72.50064520879121
AATS3p,1.5296131407719227
AATS3s,3.3644688644688645
AATS3v,220.01159086277687
AATS4Z,18.215686274509803
AATS4d,3.2549019607843137
AATS4i,153.83852175772932
AATS4m,66.11677115686275
AATS4p,1.4396684322092064
AATS4s,3.2167755991285407
AATS4v,202.65252412337327
AATS5Z,17.885714285714286
AATS5d,2.9523809523809526
AATS5i,153.34753185517422
AATS5m,64.2586658
AATS5p,1.4249848688265905
AATS5s,3.2989417989417986
AATS5v,198.72051781665658
AATS6Z,16.042735042735043
AATS6d,2.769230769230769
AATS6i,159.3673924862698
AATS6m,58.77482480341882
AATS6p,1.243148344766795
AATS6s,2.8444919278252616
AATS6v,171.5911842197907
AATS7Z,18.489795918367346
AATS7d,2.7857142857142856
AATS7i,156.15370374601528
AATS7m,66.28304704081636
AATS7p,1.3446213826642246
AATS7s,3.9931972789115657
AATS7v,191.54475415638018
AATS8Z,15.21359223300971
AATS8d,2.3106796116504853
AATS8i,161.37563664890712
AATS8m,53.752531815533985
AATS8p,1.1859723087832819
AATS8s,3.582524271844661
AATS8v,163.14527641252366
AMID_C,1.6437534086868157
AMID_N,0.07955315577445271
AMID_O,0.29898156955952393
AMID_X,0.0
AMID_h,0.37853472533397664
ATS0dv,370.0
ATS0pe,278.5859999999999
ATS0se,342.06963599999995
ATS1dv,377.0
ATS1pe,300.66760000000005
ATS1se,359.00988399999983
ATS2dv,506.0
ATS2pe,484.8081
ATS2se,587.7127839999997
ATS3dv,467.0
ATS3pe,588.2715000000002
ATS3se,716.0515359999999
ATS4dv,481.0
ATS4pe,642.0684999999999
ATS4se,787.5230720000002
ATS5dv,524.0
ATS5pe,664.2575999999998
ATS5se,814.1607400000003
ATS6dv,510.0
ATS6pe,708.2282000000001
ATS6se,884.2446559999997
ATS7dv,462.0
ATS7pe,640.9683000000001
ATS7se,783.2227039999998
ATS8dv,322.0
ATS8pe,644.4952000000001
ATS8se,801.9343479999999
ATSC0Z,323.909090909091
ATSC0c,0.7965168284598049
ATSC0d,27.88636363636364
ATSC0i,62.64819066477439
ATSC0m,1537.7945384318177
ATSC0p,10.330077566619885
ATSC0s,64.85353535353536
ATSC0v,2205.7843459855358
ATSC1Z,13.322314049586724
ATSC1c,-0.3973508420947361
ATSC1d,12.300619834710742
ATSC1i,3.168643729537804
ATSC1m,62.44376784400855
ATSC1p,0.2503720930232307
ATSC1s,-6.990817263544537
ATSC1v,57.889976208745615
ATSC2Z,102.79338842975199
ATSC2c,0.12453600949357016
ATSC2d,1.787190082644624
ATSC2i,-3.77454852077849
ATSC2m,483.0807767768598
ATSC2p,0.5106119149293544
ATSC2s,13.005509641873278
ATSC2v,374.26482681707125
ATSC3Z,-131.22107438016533
ATSC3c,-0.11326465586129204
ATSC3d,-7.264979338842979
ATSC3i,5.791763053055231
ATSC3m,-608.5808155067147
ATSC3p,0.2513415542430294
ATSC3s,-20.96097337006428
ATSC3v,-275.8510576707213
ATSC4Z,-73.15289256198346
ATSC4c,-0.009656262975000574
ATSC4d,-9.395661157024794
ATSC4i,-10.400264698364511
ATSC4m,-346.2274617055785
ATSC4p,-2.203846072835806
ATSC4s,-7.3599632690541785
ATSC4v,-452.7506936879129
ATSC5Z,-141.60123966942152
ATSC5c,-0.07135441083027193
ATSC5d,3.4075413223140485
ATSC5i,-23.2341016329197
ATSC5m,-680.6611350986569
ATSC5p,-4.482632524282754
ATSC5s,-17.038108356290167
ATSC5v,-1083.0936845616964
ATSC6Z,260.1053719008265
ATSC6c,0.057888710827042826
ATSC6d,-9.288739669421485
ATSC6i,4.459740991103268
ATSC6m,1226.4421182835745
ATSC6p,2.1906316614392347
ATSC6s,17.2720385674931
ATSC6v,1100.3641670051716
ATSC7Z,-164.38842975206614
ATSC7c,0.020183086654272563
ATSC7d,-19.678719008264462
ATSC7i,-18.104717042512256
ATSC7m,-789.8427989617766
ATSC7p,-4.023117094521475
ATSC7s,15.364095500459152
ATSC7v,-1159.6052597722176
ATSC8Z,-20.105371900826448
ATSC8c,0.030665062657907013
ATSC8d,-11.052169421487603
ATSC8i,0.34627580385869017
ATSC8m,-90.7953080335744
ATSC8p,0.6754374672477441
ATSC8s,-1.4159779614324997
ATSC8v,20.794579095345625
AXp-0d,0.7189730806303463
AXp-1d,0.4426813888215242
AXp-2d,0.29182409909926454
AXp-3d,0.17867724463708612
AXp-4d,0.11664832571193763
AXp-5d,0.07358026547806047
AXp-6d,0.04475744256447039
AXp-7d,0.029175443762158783
GATS1Z,0.7517876972263234
GATS1c,1.4201822770519934
GATS1d,0.7374650083271322
GATS1i,1.0277433500073676
GATS1m,0.7572237253591275
GATS1p,1.0096455065712195
GATS1s,0.7631279563084278
GATS1v,0.9182580496157152
GATS2Z,0.6882210437685568
GATS2c,0.8518637484168613
GATS2d,1.217346544846223
GATS2i,1.0623336266018917
GATS2m,0.6934730998294465
GATS2p,0.9846108029659753
GATS2s,0.6066892539931714
GATS2v,0.8684516888625512
GATS3Z,1.1196500664645483
GATS3c,1.1577231622236461
GATS3d,1.2115496565374315
GATS3i,0.9804267334994505
GATS3m,1.113307705663012
GATS3p,0.9700494615613366
GATS3s,1.1095067225430901
GATS3v,0.9889886511896115
GATS4Z,1.0229812946789716
GATS4c,1.0198300468731367
GATS4d,1.3076529715390637
GATS4i,1.0776408349267868
GATS4m,1.0237405526155303
GATS4p,1.0795152824398524
GATS4s,0.9504909977385549
GATS4v,1.050638192923548
GATS5Z,1.1100704328882829
GATS5c,1.0642948871944642
GATS5d,0.9031551985097217
GATS5i,1.1508997346188665
GATS5m,1.1126393137836046
GATS5p,1.1700248877603456
GATS5s,1.0613781748194953
GATS5v,1.1621315935453267
GATS6Z,0.693834543539848
GATS6c,0.9423691662903035
GATS6d,1.2190806567334682
GATS6i,0.9184693883689206
GATS6m,0.6979396604977366
GATS6p,0.9089758119161213
GATS6s,0.691367195222035
GATS6v,0.8284501207950085
GATS7Z,1.2211948770527012
GATS7c,1.4306604365044862
GATS7d,1.329557739966402
GATS7i,1.1211833365734905
GATS7m,1.2172926338913685
GATS7p,1.1287918650916582
GATS7s,1.1436746375210778
GATS7v,1.144070893570598
GATS8Z,1.0691151505903445
GATS8c,1.2306082610608131
GATS8d,1.130280659276315
GATS8i,0.9532164451629083
GATS8m,1.0633922966002487
GATS8p,0.9246702567523292
GATS8s,1.4340670017079693
GATS8v,0.9549253551869332
MATS1Z,0.03934154169056348
MATS1c,-0.4771709836442956
MATS1d,0.4219198469225044
MATS1i,0.04837931596588691
MATS1m,0.03884057325168892
MATS1p,0.02318340286448306
MATS1s,-0.10310723463904681
MATS1v,0.02510355140663962
MATS2Z,0.1837304459577232
MATS2c,0.0905188596069946
MATS2d,0.03710376184961171
MATS2i,-0.03488153304818437
MATS2m,0.18186977353617464
MATS2p,0.028617154375299957
MATS2s,0.11610015616098104
MATS2v,0.09823246636628605
MATS3Z,-0.1958807400850623
MATS3c,-0.06875602140717388
MATS3d,-0.12596612841111623
MATS3i,0.04470061904514929
MATS3m,-0.19135121662577503
MATS3p,0.011764460013529434
MATS3s,-0.1562748442274959
MATS3v,-0.06046762169746781
MATS4Z,-0.09742285912400321
MATS4c,-0.005229577862886124
MATS4d,-0.14534093996196687
MATS4i,-0.07161242241485408
MATS4m,-0.09712157181207602
MATS4p,-0.09203016065997523
MATS4s,-0.048954711547417804
MATS4v,-0.08854184733063264
MATS5Z,-0.18319233390802292
MATS5c,-0.03753956589315175
MATS5d,0.05120502968913724
MATS5i,-0.1554106330393965
MATS5m,-0.18547954288627377
MATS5p,-0.18184146965517428
MATS5s,-0.1100908177304096
MATS5v,-0.20576255813362634
MATS6Z,0.30199030395494053
MATS6c,0.027331642842391514
MATS6d,-0.12526557025334525
MATS6i,0.026771204952816107
MATS6m,0.2999269956018333
MATS6p,0.0797503490335346
MATS6s,0.10015595079063648
MATS6v,0.18760318347647742
MATS7Z,-0.22786347207982266
MATS7c,0.011376776590600348
MATS7d,-0.3168338239941453
MATS7i,-0.12975072993827538
MATS7m,-0.2306051222256735
MATS7p,-0.17485807433299674
MATS7s,0.10636529356700247
MATS7v,-0.23603354388284112
MATS8Z,-0.026515781126954758
MATS8c,0.016446153990619723
MATS8d,-0.16930551269573746
MATS8i,0.00236117983292362
MATS8m,-0.025222059390940348
MATS8p,0.027931677367854228
MATS8s,-0.009326920823242855
MATS8v,0.0040271938565122145
MAXaaN,3.9705762856872164
MAXaaO,5.235394064459269
MAXsOH,10.731451955782312
MAXssO,5.258324357520785
MINaaN,3.9705762856872164
MINaaO,5.235394064459269
MINsOH,10.731451955782312
MINssO,5.258324357520785
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,5
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,31.683526701599092
SpAD_D,239.67535547090046
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,-0.8371012849584283
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,770
TMWC10,127.32847757304984
TSRW10,73.61365748961587
VE1_Dt,4.934072292285064
VE2_Dt,0.19736289169140256
VE3_Dt,2.5124554017355685
VR1_Dt,144.7391824099451
VR2_Dt,5.789567296397804
VR3_Dt,5.8912241126154115
Xc-3dv,0.7680733320682646
Xc-4dv,0.0
Xc-5dv,0.11733284949726566
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.09622504486493763
Xch-6d,0.4181090996453738
Xch-7d,0.47150908377107376
Xp-0dv,14.315324485098142
Xp-1dv,7.950961133541385
Xp-2dv,5.896757786504494
Xp-3dv,3.9435288866844918
Xp-4dv,2.872086198312795
Xp-5dv,1.7218967305193482
Xp-6dv,0.981818623309346
Xp-7dv,0.6057236725723871
Xpc-4d,3.8865789476236836
Xpc-5d,6.678124046866702
Xpc-6d,9.21394799839999
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,46
nFRing,0
nHBAcc,5
nHBDon,1
nHRing,1
nSpiro,0
naRing,3
piPC10,7.4927733579402
AATS0dv,8.409090909090908
AATS0pe,6.3314999999999975
AATS0se,7.774309909090908
AATS1dv,8.195652173913043
AATS1pe,6.536252173913044
AATS1se,7.80456269565217
AATS2dv,6.657894736842105
AATS2pe,6.379053947368422
AATS2se,7.733062947368417
AATS3dv,5.131868131868132
AATS3pe,6.46452197802198
AATS3se,7.868698197802197
AATS4dv,4.715686274509804
AATS4pe,6.294789215686273
AATS4se,7.720814431372551
AATS5dv,4.9904761904761905
AATS5pe,6.326262857142855
AATS5se,7.753911809523812
AATS6dv,4.358974358974359
AATS6pe,6.05323247863248
AATS6se,7.55764663247863
AATS7dv,4.714285714285714
AATS7pe,6.540492857142858
AATS7se,7.992068408163263
AATS8dv,3.1262135922330097
AATS8pe,6.2572349514563115
AATS8se,7.785770368932038
AATSC0Z,7.361570247933886
AATSC0c,0.018102655192268294
AATSC0d,0.6337809917355373
AATSC0i,1.4238225151085089
AATSC0m,34.9498758734504
AATSC0p,0.23477449015045193
AATSC0s,1.473943985307622
AATSC0v,50.131462408762175
AATSC1Z,0.28961552281710273
AATSC1c,-0.008638061784668177
AATSC1d,0.2674047790154509
AATSC1i,0.06888355933777834
AATSC1m,1.3574732140001857
AATSC1p,0.005442871587461537
AATSC1s,-0.15197428833792473
AATSC1v,1.258477743668383
AATSC2Z,1.3525445846019999
AATSC2c,0.0016386317038627654
AATSC2d,0.023515658982166107
AATSC2i,-0.04966511211550645
AATSC2m,6.3563260102218395
AATSC2p,0.006718577828017822
AATSC2s,0.17112512686675366
AATSC2v,4.924537194961464
AATSC3Z,-1.4419898283534651
AATSC3c,-0.0012446665479262861
AATSC3d,-0.07983493778948328
AATSC3i,0.06364574783577177
AATSC3m,-6.687701269304557
AATSC3p,0.0027619951015717516
AATSC3s,-0.2303403667040031
AATSC3v,-3.03133030407386
AATSC4Z,-0.7171852211959163
AATSC4c,-9.466924485294681e-05
AATSC4d,-0.09211432506887053
AATSC4i,-0.1019633793957305
AATSC4m,-3.394386879466456
AATSC4p,-0.021606334047409862
AATSC4s,-0.07215650263778606
