DLiP-ID,T0084G
DLiP-Mol-ID,26592
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C25H21ClN2O5/c26-20-11-9-19(10-12-20)25(33-16-4-3-15-29)23-6-2-1-5-22(23)24(30)27(25)17-18-7-13-21(14-8-18)28(31)32/h1-14,29H,15-17H2/b4-3-"
Standard Inchi Key(RDKit),ZSXCWVPXSODIRG-ARJAWSKDSA-N
Canonical SMILES(RDKit),O=C1c2ccccc2C(OC/C=C\CO)(c2ccc(Cl)cc2)N1Cc1ccc([N+](=O)[O-])cc1
SMILES(SDF),
MW(SDF),
MW(RDKit),464.905
MW Monoisotopic(RDKit),464.113899452
MolLogP(RDKit),4.6704
XLogP(SDF),
XLogP(CDK),4.985
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),7
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),92.91
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),8
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),33
QED Weighted(RDKit),0.296854294092884
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,p53/MDM2
Common Target Pref Name,P53/HDM2
RDKit Descriptors
Ipc,33422079.850827113
qed,0.2968542940928841
Chi0,23.424074484064487
Chi1,15.968399471222456
TPSA,92.91
Chi0n,17.556822533578963
Chi0v,18.312751479597416
Chi1n,10.277797942652807
Chi1v,10.655762415662036
Chi2n,7.476332360907918
Chi2v,7.912768141379903
Chi3n,5.531691012945215
Chi3v,5.783667328284701
Chi4n,4.025115942644564
Chi4v,4.151104100314305
MolMR,123.82170000000004
MolWt,464.90500000000014
fr_SH,0
Kappa1,22.66602732412822
Kappa2,9.540080101123586
Kappa3,4.258419512621189
fr_ArN,0
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,2
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,1194.1789654862393
MolLogP,4.670400000000003
NOCount,7
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,1.8373616541348117
SMR_VSA1,19.561238581530247
SMR_VSA2,0.0
SMR_VSA3,4.899909730850478
SMR_VSA4,0.0
SMR_VSA5,12.269741999882829
SMR_VSA6,13.213763929025836
SMR_VSA7,122.339202584502
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,1
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,1
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,1
fr_furan,0
fr_imide,0
fr_nitro,1
fr_oxime,0
fr_quatN,0
LabuteASA,195.1901288480193
NHOHCount,1
PEOE_VSA1,9.843390348640755
PEOE_VSA2,19.80876518368787
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,66.21754958313156
PEOE_VSA7,23.762552697081826
PEOE_VSA8,40.39047833166811
PEOE_VSA9,18.137074977843508
RingCount,4
SMR_VSA10,23.195505894267583
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,464.11389945200006
NumHDonors,1
PEOE_VSA10,0.0
PEOE_VSA11,5.724985593970254
PEOE_VSA12,0.0
PEOE_VSA13,11.594566004035068
PEOE_VSA14,0.0
SlogP_VSA1,0.0
SlogP_VSA2,34.050691832886194
SlogP_VSA3,17.006604953682878
SlogP_VSA4,10.114318268765572
SlogP_VSA5,27.048343150859804
SlogP_VSA6,84.9484450352071
SlogP_VSA7,5.022633313741326
SlogP_VSA8,0.0
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,0
fr_benzene,3
fr_epoxide,0
fr_guanido,0
fr_halogen,1
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,0
fr_nitrile,0
fr_nitroso,0
fr_oxazole,0
fr_sulfide,0
fr_sulfone,0
EState_VSA1,10.648296642787924
EState_VSA2,31.35308633897348
EState_VSA3,21.712987788832315
EState_VSA4,5.563451491696996
EState_VSA5,12.13273413692322
EState_VSA6,53.4501523552879
EState_VSA7,24.26546827384644
EState_VSA8,0.0
EState_VSA9,21.44433023887327
SlogP_VSA10,5.687386274683562
SlogP_VSA11,0.0
SlogP_VSA12,11.600939890232516
VSA_EState1,0.0
