DLiP-ID,C000JK
DLiP-Mol-ID,30853
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C19H21NO5S/c1-11-8-15(21)18(19(22)25-11)14-10-17(26-7-6-20-14)13-5-4-12(23-2)9-16(13)24-3/h4-5,8-9,17,21H,6-7,10H2,1-3H3"
Standard Inchi Key(RDKit),NHFIAAAMCYVRIW-UHFFFAOYSA-N
Canonical SMILES(RDKit),COc1ccc(C2CC(c3c(O)cc(C)oc3=O)=NCCS2)c(OC)c1
SMILES(SDF),
MW(SDF),
MW(RDKit),375.446
MW Monoisotopic(RDKit),375.114043772
MolLogP(RDKit),3.33832
XLogP(SDF),
XLogP(CDK),2.794
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),7
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),81.26
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),4
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),26
QED Weighted(RDKit),0.882683730931392
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,805482.6875599583
qed,0.8826837309313917
Chi0,18.681433796945203
Chi1,12.528407103102726
TPSA,81.26
Chi0n,14.943740332827005
Chi0v,15.760236913754731
Chi1n,8.240797020148669
Chi1v,9.289551810129327
Chi2n,5.904600186243842
Chi2v,7.215217403769886
Chi3n,4.221767977181142
Chi3v,5.463013910826274
Chi4n,3.001569406963454
Chi4v,4.132783317371992
MolMR,102.14580000000002
MolWt,375.44600000000014
fr_SH,0
Kappa1,18.383145769224953
Kappa2,7.8649632309032045
Kappa3,3.7220064293286814
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,1
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,889.9835978232537
MolLogP,3.338320000000002
NOCount,6
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,1.9831025948342047
SMR_VSA1,18.997404239494152
SMR_VSA2,0.0
SMR_VSA3,0.0
SMR_VSA4,4.992404732635669
SMR_VSA5,18.59449685259881
SMR_VSA6,26.517205095214432
SMR_VSA7,51.57274217926469
SMR_VSA8,0.0
SMR_VSA9,17.248535499851716
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,1
fr_HOCCN,0
fr_Imine,1
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,2
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,155.40829873369256
NHOHCount,1
PEOE_VSA1,18.997404239494152
PEOE_VSA2,4.992404732635669
PEOE_VSA3,4.794537184071822
PEOE_VSA4,11.761884949391115
PEOE_VSA5,0.0
PEOE_VSA6,6.06636706846161
PEOE_VSA7,12.990104268152233
PEOE_VSA8,41.664555294187764
PEOE_VSA9,19.931280085325767
RingCount,3
SMR_VSA10,17.473569952161817
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,375.114043772
NumHDonors,1
PEOE_VSA10,28.572234410423153
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,0.0
PEOE_VSA14,5.625586319077987
SlogP_VSA1,15.099312226678085
SlogP_VSA2,37.33541749282584
SlogP_VSA3,0.0
SlogP_VSA4,6.923737199690624
SlogP_VSA5,28.557910055176617
SlogP_VSA6,38.46956112760728
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,0
fr_benzene,1
fr_epoxide,0
fr_guanido,0
fr_halogen,0
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,2
fr_nitrile,0
fr_nitroso,0
fr_oxazole,0
