DLiP-ID,I0008P
SIC1,0.7052513080641736
SIC2,0.849444441220877
SIC3,0.9299102941241297
SIC4,0.9545790000346831
SIC5,0.9545790000346831
SaaN,0
SaaO,0
SaaS,1.2009542181069957
Sare,36.71200000000001
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,9.040197702563322
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,63.3915280919799
TIC1,135.93703061513776
TIC2,163.73022451961734
TIC3,179.23999952394433
TIC4,183.9948870261077
TIC5,183.9948870261077
Vabc,269.90133330015067
WPol,28
apol,43.22468799999998
bpol,22.527312
nRot,5
ABCGG,14.238595428921133
ATS0Z,1102.0
ATS0d,118.0
ATS0i,5946.761563965584
ATS0m,4368.358540000002
ATS0p,61.70691847758401
ATS0s,211.05898491083678
ATS0v,8582.671351237916
ATS1Z,1077.0
ATS1d,144.0
ATS1i,5559.70860576405
ATS1m,4118.742404
ATS1p,73.213680626
ATS1s,128.9320987654321
ATS1v,10376.211169731085
ATS2Z,1550.0
ATS2d,215.0
ATS2i,9507.447685827074
ATS2m,5833.43809
ATS2p,104.79675655424496
ATS2s,225.95061728395063
ATS2v,14351.854938131824
ATS3Z,1527.0
ATS3d,230.0
ATS3i,12081.1851565411
ATS3m,5575.855702
ATS3p,110.60317582533901
ATS3s,237.8456790123457
ATS3v,14919.65991721905
ATS4Z,1744.0
ATS4d,217.0
ATS4i,13301.22162649989
ATS4m,6397.972607
ATS4p,105.195926164188
ATS4s,287.537037037037
ATS4v,14583.605573289306
ATS5Z,1411.0
ATS5d,207.0
ATS5i,13214.881169023713
ATS5m,5095.050914999999
ATS5p,102.10945372413101
ATS5s,269.537037037037
ATS5v,13747.437751217016
ATS6Z,1414.0
ATS6d,190.0
ATS6i,11716.935901846959
ATS6m,5061.109294
ATS6p,105.518214257339
ATS6s,301.74691358024694
ATS6v,13706.642507319186
ATS7Z,1185.0
ATS7d,182.0
ATS7i,11707.843758444125
ATS7m,4109.737105
ATS7p,102.81282566618799
ATS7s,204.81481481481484
ATS7v,12803.141172922378
ATS8Z,981.0
ATS8d,149.0
ATS8i,11137.354672822592
ATS8m,3369.932573
ATS8p,84.285339301282
ATS8s,207.72222222222226
ATS8v,10438.717960906284
C1SP1,0
C1SP2,3
C1SP3,3
C2SP1,0
C2SP2,6
C2SP3,0
C3SP2,2
C3SP3,0
C4SP3,0
FCSP3,0.2
GGI10,0.04193245587184981
JGI10,0.005990350838835687
JGT10,0.41878827840129673
Kier1,17.355371900826448
Kier2,8.585017835909632
Kier3,5.0
MAXdO,12.249374055177626
MID_C,30.46640884768747
MID_N,4.1954066000895
MID_O,5.192676551429637
MID_X,0.0
MID_h,11.410039965045463
MINdO,11.036539868294016
MPC10,30
MWC01,22.0
MWC02,4.634728988229636
MWC03,5.4510384535657
MWC04,6.297109319933935
MWC05,7.1316985104669115
MWC06,7.9817332866918855
MWC07,8.82217476094608
MWC08,9.67363403969682
MWC09,10.516969037677818
MWC10,11.369182107269289
NaaCH,7
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,3
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,2
NdssS,0
NsCH3,1
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,1
NsssP,0
SLogP,3.500300000000001
SRW02,3.8066624897703196
SRW03,0.0
SRW04,5.081404364984463
SRW05,2.3978952727983707
SRW06,6.541029999189903
SRW07,4.59511985013459
SRW08,8.081165777725433
SRW09,6.580639137284949
SRW10,9.661734411972747
SaaCH,12.784293605374504
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,1.5020958259847155
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-1.3435547180559801
SdssS,0
SsCH3,1.8839772297808013
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,2.6678039965986393
SssPH,0
SssSe,0
SsssB,0
SsssN,1.6256783824640968
SsssP,0
VE1_A,3.894526529983838
VE1_D,4.519385214925709
VE2_A,0.18545364428494468
VE2_D,0.2152088197583671
VE3_A,2.1015094582509013
VE3_D,2.2503133149257533
VR1_A,163.5026885005471
VR1_D,108.39467778655595
VR2_A,7.785842309549862
VR2_D,5.16165132316933
VR3_A,5.838766778359917
VR3_D,5.427716334619581
WPath,994
Xc-3d,1.2425758357820682
Xc-4d,0.0
Xc-5d,0.3219752754296894
Xc-6d,0.0
Xp-0d,15.242276208189782
Xp-1d,10.113392202930195
Xp-2d,8.71990705713328
Xp-3d,6.93865333428815
Xp-4d,5.558158169888741
Xp-5d,3.7501350556596367
Xp-6d,2.2908356493744177
Xp-7d,1.389426062004726
ZMIC0,68.38538085107103
ZMIC1,38.55910265836009
ZMIC2,27.79782991127129
ZMIC3,23.792823441559847
ZMIC4,23.333578639200844
ZMIC5,23.333578639200844
nAcid,1
nAtom,37
nBase,0
nRing,2
piPC1,3.417726683613366
piPC2,3.926911617921897
piPC3,4.395991175024254
piPC4,4.863198139155803
piPC5,5.088753073360208
piPC6,5.063385859481785
piPC7,5.087982063298883
piPC8,5.2108513407667605
piPC9,5.432902890880455
AATS0Z,29.783783783783782
AATS0d,3.189189189189189
AATS0i,160.72328551258335
AATS0m,118.06374432432438
AATS0p,1.6677545534482165
AATS0s,5.704296889482075
AATS0v,231.9640905739977
AATS1Z,28.342105263157894
AATS1d,3.789473684210526
AATS1i,146.3081212043171
AATS1m,108.38795799999998
AATS1p,1.9266758059473683
AATS1s,3.3929499675113712
AATS1v,273.0581886771338
AATS2Z,25.0
AATS2d,3.467741935483871
AATS2i,153.3459304165657
AATS2m,94.08771112903226
AATS2p,1.690270267003951
AATS2s,3.6443647949024296
AATS2v,231.4815312601907
AATS3Z,19.83116883116883
AATS3d,2.987012987012987
AATS3i,156.89850852650778
AATS3m,72.41371041558442
AATS3p,1.4364048808485586
AATS3s,3.088904922238256
AATS3v,193.76181710674092
AATS4Z,21.26829268292683
AATS4d,2.6463414634146343
AATS4i,162.2100198353645
AATS4m,78.02405618292683
AATS4p,1.282877148343756
AATS4s,3.5065492321589877
AATS4v,177.84884845474764
AATS5Z,17.419753086419753
AATS5d,2.5555555555555554
AATS5i,163.14668109905818
AATS5m,62.90186314814814
AATS5p,1.2606105398040865
AATS5s,3.327617741197988
AATS5v,169.72145371872858
AATS6Z,19.10810810810811
AATS6d,2.5675675675675675
AATS6i,158.3369716465805
AATS6m,68.39336883783784
AATS6p,1.4259218142883647
AATS6s,4.077660994327661
AATS6v,185.22489874755655
AATS7Z,15.8
AATS7d,2.4266666666666667
AATS7i,156.10458344592166
AATS7m,54.79649473333333
AATS7p,1.3708376755491731
AATS7s,2.7308641975308645
AATS7v,170.7085489722984
AATS8Z,14.217391304347826
AATS8d,2.1594202898550723
AATS8i,161.41093728728393
AATS8m,48.839602507246376
AATS8p,1.2215266565403187
AATS8s,3.010466988727859
AATS8v,151.28576754936643
AMID_C,1.4507813736994035
AMID_N,0.19978126667092858
AMID_O,0.24727031197283983
AMID_X,0.0
AMID_h,0.5433352364307363
ATS0dv,290.44444444444446
ATS0pe,235.61790000000002
ATS0se,289.80543299999994
ATS1dv,267.66666666666663
ATS1pe,249.05999999999997
ATS1se,298.07817199999994
ATS2dv,368.33333333333337
ATS2pe,399.9921
ATS2se,485.22611000000006
ATS3dv,336.33333333333337
ATS3pe,482.8855
ATS3se,594.4073799999999
ATS4dv,317.6666666666667
ATS4pe,529.2135000000001
ATS4se,652.260448
ATS5dv,309.6666666666667
ATS5pe,505.86899999999997
ATS5se,629.498696
ATS6dv,292.33333333333337
ATS6pe,467.33940000000007
ATS6se,578.3600920000001
ATS7dv,179.0
ATS7pe,450.5235
ATS7se,564.1080319999999
ATS8dv,155.0
ATS8pe,414.68050000000005
ATS8se,524.843992
ATSC0Z,410.10810810810796
ATSC0c,0.9817566856847613
ATSC0d,20.702702702702712
ATSC0i,58.47193962086221
ATSC0m,1864.6438238918915
ATSC0p,11.210333269547679
ATSC0s,84.30997664330997
ATSC0v,1889.1675407446955
ATSC1Z,14.618699780861924
ATSC1c,-0.7479727008030427
ATSC1d,7.170197224251277
ATSC1i,-4.714131137262411
ATSC1m,69.68161794886818
ATSC1p,0.7319943382171992
ATSC1s,-7.038741444146849
ATSC1v,57.18272895637055
ATSC2Z,36.95398100803504
ATSC2c,0.48557565505525907
ATSC2d,-1.4207450693937214
ATSC2i,10.533344523793765
ATSC2m,163.13143418115456
ATSC2p,0.357060115057436
ATSC2s,27.89753366980595
ATSC2v,-15.597725544797921
ATSC3Z,-34.19795471146824
ATSC3c,-0.36113193573001623
ATSC3d,-6.975894813732654
ATSC3i,-28.253575731603334
ATSC3m,-150.69404166691004
ATSC3p,-3.067823113586486
ATSC3s,-1.9821643465287113
ATSC3v,-361.4963622278515
ATSC4Z,90.35500365230094
ATSC4c,0.3775365385224276
ATSC4d,-1.962746530314098
ATSC4i,-12.885692808677547
ATSC4m,359.9949061585101
ATSC4p,-3.1950917912484704
ATSC4s,-29.86443049656263
ATSC4v,-327.7520146709631
ATSC5Z,41.35792549306064
ATSC5c,-0.5656434338108125
ATSC5d,-1.6194302410518624
ATSC5i,3.0915784665574955
ATSC5m,207.31368183126347
ATSC5p,2.3767159994861964
ATSC5s,-13.381911941972001
ATSC5v,449.1498129251498
ATSC6Z,-125.45945945945945
ATSC6c,0.5051512851779862
ATSC6d,-6.216216216216218
ATSC6i,10.260045241708296
ATSC6m,-564.1214758378377
ATSC6p,-1.1988639707133244
ATSC6s,44.307270233196164
ATSC6v,-322.3489152211409
ATSC7Z,-136.84075967859752
ATSC7c,-0.17673448423138216
ATSC7d,-6.721694667640614
ATSC7i,-16.149007005094216
ATSC7m,-633.6108692673483
ATSC7p,-4.186166534487342
ATSC7s,-8.206260815369927
ATSC7v,-784.8465030147357
ATSC8Z,-42.22863403944483
ATSC8c,-0.0776689784865077
ATSC8d,2.878743608473341
ATSC8i,8.953449335842578
ATSC8m,-181.58622755515012
ATSC8p,1.706448999240334
ATSC8s,-21.876844812780753
ATSC8v,139.60058564032974
AXp-0d,0.7258226765804658
AXp-1d,0.4596996455877361
AXp-2d,0.3006864502459752
AXp-3d,0.19274037039689304
AXp-4d,0.12925949232299397
AXp-5d,0.08523034217408265
AXp-6d,0.05587404022864433
AXp-7d,0.03562630928217246
GATS1Z,0.7530748579634142
GATS1c,1.7557385503974035
GATS1d,0.777930465851312
GATS1i,1.2094825560893916
GATS1m,0.7519898031106752
GATS1p,0.8960630877036353
GATS1s,0.6707915326890188
GATS1v,0.9008307289827483
GATS2Z,0.8764014847128155
GATS2c,0.6470617038792339
GATS2d,1.2621073022824891
GATS2i,1.0115119475796541
GATS2m,0.8728737301705535
GATS2p,0.979210080038082
GATS2s,0.42173952924982516
GATS2v,0.9509223422339379
GATS3Z,0.9564788710696188
GATS3c,1.1428050154981564
GATS3d,1.2759485944864528
GATS3i,1.258389552277262
GATS3m,0.9569216126695724
GATS3p,1.0812849240076992
GATS3s,0.7728595703698307
GATS3v,1.0521352880566825
GATS4Z,0.860153921823916
GATS4c,0.960612704473932
GATS4d,1.0391008087626563
GATS4i,1.118269830531627
GATS4m,0.8733005675235902
GATS4p,1.0341120874388943
GATS4s,1.3232113938579835
GATS4v,0.9867666685805133
GATS5Z,0.8631870304468173
GATS5c,1.299645615948803
GATS5d,1.0733971569480703
GATS5i,0.936146637719568
GATS5m,0.8669939828944432
GATS5p,0.7857456243931659
GATS5s,1.143465841839655
GATS5v,0.8398711947419117
GATS6Z,1.2680901542111511
GATS6c,0.6135843637995131
GATS6d,1.116187989556135
GATS6i,0.9331759828193138
GATS6m,1.2523289543969685
GATS6p,1.1388784546862678
GATS6s,0.7733657990240504
GATS6v,1.0636625496372913
GATS7Z,1.185638592328984
GATS7c,0.7511707847685317
GATS7d,1.0433420365535242
GATS7i,1.0900224976005741
GATS7m,1.183951434774385
GATS7p,1.2400450221339707
GATS7s,0.7693000682030156
GATS7v,1.235373329918616
GATS8Z,1.1087214399917482
GATS8c,0.8713071123653304
GATS8d,0.8064479509592458
GATS8i,0.7893047976180017
GATS8m,1.1042729607610544
GATS8p,0.9429259107321623
GATS8s,1.2142470885525907
GATS8v,0.9849622206838666
MATS1Z,0.034707914507502415
MATS1c,-0.7418225098907022
MATS1d,0.33722687920846484
MATS1i,-0.07850047534707025
MATS1m,0.036386515371674415
MATS1p,0.0635780678575227
MATS1s,-0.08128944733478127
MATS1v,0.029472198255998058
MATS2Z,0.05377407024749464
MATS2c,0.295163785668763
MATS2d,-0.04095426598163909
MATS2i,0.10750503958503117
MATS2m,0.05220977262706157
MATS2p,0.019007843664249364
MATS2s,0.19746806748888465
MATS2v,-0.0049272072923275964
MATS3Z,-0.04006939416192089
MATS3c,-0.17675553697395652
MATS3d,-0.16191380421145432
MATS3i,-0.23218647476718754
MATS3m,-0.038833916532127394
MATS3p,-0.13149910296339598
MATS3s,-0.011297222701505644
MATS3v,-0.09194845901223539
MATS4Z,0.09941266672453206
MATS4c,0.17351738494055344
MATS4d,-0.04277844997771125
MATS4i,-0.09943703015716615
MATS4m,0.08711407715953662
MATS4p,-0.1286034701021822
MATS4s,-0.1598317814468686
MATS4v,-0.07828215390706111
MATS5Z,0.04606563859232902
MATS5c,-0.26318163933128413
MATS5d,-0.03573155400831639
MATS5i,0.024151798598986318
MATS5m,0.05078655832529387
MATS5p,0.09684461369013635
MATS5s,-0.072502987800867
MATS5v,0.10860190749190937
MATS6Z,-0.152959008830895
MATS6c,0.2572690833399573
MATS6d,-0.15013054830287204
MATS6i,0.08773477764065495
MATS6m,-0.15126789057773007
MATS6p,-0.053471379569507524
MATS6s,0.26276409979715
MATS6v,-0.08531506821625608
MATS7Z,-0.164610517991301
MATS7c,-0.08880918611723242
MATS7d,-0.16017406440382936
MATS7i,-0.1362507128633713
MATS7m,-0.16763596251828453
MATS7p,-0.1842207042994018
MATS7s,-0.04801830297470979
MATS7v,-0.20495320459224167
MATS8Z,-0.05521553840188116
MATS8c,-0.042422509847874115
MATS8d,0.07456389298823177
MATS8i,0.0821098981375925
MATS8m,-0.0522203348828527
MATS8p,0.08162579469400597
MATS8s,-0.13914203488433938
MATS8v,0.03962501124913547
MAXaaS,1.2009542181069957
MAXsOH,9.040197702563322
MINaaS,1.2009542181069957
MINsOH,9.040197702563322
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,2
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,6
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,26.598988811765857
SpAD_D,195.29094091569982
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,1.0193065003779287
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,379
TMWC10,114.87826850447811
TSRW10,67.74565130386077
VE1_Dt,4.501358788464642
VE2_Dt,0.21435041849831626
VE3_Dt,2.2463166489191644
VR1_Dt,109.13247933393971
VR2_Dt,5.196784730187606
VR3_Dt,5.434499895683076
Xc-3dv,0.5462035145629269
Xc-4dv,0.0
Xc-5dv,0.08019210397090938
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.11785113019775792
Xch-6d,0.25343678769327627
Xch-7d,0.30447659200159516
Xp-0dv,12.39133409001971
Xp-1dv,7.400748877110767
Xp-2dv,5.314595819276939
Xp-3dv,3.831134000475806
Xp-4dv,2.650440828314613
Xp-5dv,1.4656319931272337
Xp-6dv,0.7481414949031652
Xp-7dv,0.4003723546832079
Xpc-4d,2.8404972318313897
Xpc-5d,4.20130921572186
Xpc-6d,5.403615788532311
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,1
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,38
nFRing,0
nHBAcc,3
nHBDon,2
nHRing,1
nSpiro,0
naRing,2
piPC10,5.340238756511593
AATS0dv,7.84984984984985
AATS0pe,6.368051351351352
AATS0se,7.832579270270268
AATS1dv,7.043859649122806
AATS1pe,6.554210526315789
AATS1se,7.84416242105263
AATS2dv,5.940860215053764
AATS2pe,6.451485483870967
AATS2se,7.826227580645162
AATS3dv,4.367965367965368
AATS3pe,6.271240259740259
AATS3se,7.719576363636362
AATS4dv,3.8739837398373984
AATS4pe,6.453823170731708
AATS4se,7.954395707317073
AATS5dv,3.823045267489712
AATS5pe,6.245296296296296
AATS5se,7.7715888395061725
AATS6dv,3.950450450450451
AATS6pe,6.315397297297298
AATS6se,7.81567691891892
AATS7dv,2.3866666666666667
AATS7pe,6.00698
AATS7se,7.521440426666665
AATS8dv,2.246376811594203
AATS8pe,6.009862318840581
AATS8se,7.606434666666666
AATSC0Z,11.084002921840755
AATSC0c,0.02653396447796652
AATSC0d,0.5595325054784517
AATSC0i,1.5803226924557354
AATSC0m,50.395779024105174
AATSC0p,0.30298198025804535
AATSC0s,2.278648017386756
AATSC0v,51.05858218228907
AATSC1Z,0.3847026258121559
AATSC1c,-0.01968349212639586
AATSC1d,0.1886894006381915
AATSC1i,-0.12405608255953714
AATSC1m,1.83372678812811
AATSC1p,0.01926300890045261
AATSC1s,-0.18523003800386445
AATSC1v,1.5048086567465935
AATSC2Z,0.5960319517425007
AATSC2c,0.007831865404117082
AATSC2d,-0.022915243054737442
AATSC2i,0.16989265360957687
AATSC2m,2.6311521642121702
AATSC2p,0.005759034113829613
AATSC2s,0.4499602204807411
AATSC2v,-0.2515762184644826
AATSC3Z,-0.44412928196712004
AATSC3c,-0.00469002513935086
AATSC3d,-0.09059603654198252
AATSC3i,-0.36692955495588747
AATSC3m,-1.9570654761936368
AATSC3p,-0.039841858618006314
AATSC3s,-0.025742394110762484
AATSC3v,-4.694757951011058
AATSC4Z,1.1018902884426944
AATSC4c,0.004604104128322287
AATSC4d,-0.02393593329651339
AATSC4i,-0.15714259522777496
AATSC4m,4.390181782420855
AATSC4p,-0.038964534039615493
AATSC4s,-0.3642003719093004
AATSC4v,-3.9969757886702815
AATSC5Z,0.5105916727538351
AATSC5c,-0.00698325226926929
AATSC5d,-0.01999296593891188
