DLiP-ID,C001JY
DLiP-Mol-ID,32486
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C16H13NO7S/c1-22-10-7-8-13(23-2)14(9-10)25(20,21)24-17-15(18)11-5-3-4-6-12(11)16(17)19/h3-9H,1-2H3"
Standard Inchi Key(RDKit),USKUFPIZNUIYMV-UHFFFAOYSA-N
Canonical SMILES(RDKit),COc1ccc(OC)c(S(=O)(=O)ON2C(=O)c3ccccc3C2=O)c1
SMILES(SDF),
MW(SDF),
MW(RDKit),363.347
MW Monoisotopic(RDKit),363.041272756
MolLogP(RDKit),1.6203
XLogP(SDF),
XLogP(CDK),1.416
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),7
HBA Lipinski(RDKit),8
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),0
HBD Lipinski(RDKit),0
PSA(SDF),
PSA(RDKit),99.21
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),5
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),25
QED Weighted(RDKit),0.744366420498616
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,463730.1627456908
qed,0.7443664204986158
Chi0,18.189869965382485
Chi1,11.885377240115202
TPSA,99.20999999999998
Chi0n,13.254651803538245
Chi0v,14.071148384465971
Chi1n,7.032289229324608
Chi1v,8.440537519788471
Chi2n,4.995715898370692
Chi2v,6.492861792961986
Chi3n,3.569588009051157
Chi3v,4.772621659014833
Chi4n,2.3524769624907647
Chi4v,3.4226891212065307
MolMR,84.75880000000004
MolWt,363.3470000000001
fr_SH,0
Kappa1,16.930714071918974
Kappa2,6.187607918654215
Kappa3,2.832563937417853
fr_ArN,0
fr_COO,0
fr_C_O,2
fr_C_S,0
fr_NH0,1
fr_NH1,0
fr_NH2,0
fr_N_O,2
fr_azo,0
BertzCT,933.1985663771725
MolLogP,1.6203
NOCount,8
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,1.9863275700959817
SMR_VSA1,31.76440832265897
SMR_VSA2,0.0
SMR_VSA3,5.063217724965349
SMR_VSA4,0.0
SMR_VSA5,4.895483475517775
SMR_VSA6,14.219595082555067
SMR_VSA7,53.59147246262526
SMR_VSA8,0.0
SMR_VSA9,11.49902366656781
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,2
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,2
fr_furan,0
fr_imide,1
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,143.15438894575234
NHOHCount,0
PEOE_VSA1,9.473725907600098
PEOE_VSA2,9.589074368143644
PEOE_VSA3,0.0
PEOE_VSA4,8.417796984328938
PEOE_VSA5,9.34702878755164
PEOE_VSA6,12.13273413692322
PEOE_VSA7,24.26546827384644
PEOE_VSA8,6.06636706846161
PEOE_VSA9,25.346498065949056
RingCount,3
SMR_VSA10,21.932486317736565
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,363.041272756
NumHDonors,0
PEOE_VSA10,16.394507142085587
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,11.814359458703011
PEOE_VSA14,10.118126859033554
SlogP_VSA1,9.473725907600098
SlogP_VSA2,39.51496925055236
SlogP_VSA3,14.401937921619846
SlogP_VSA4,0.0
SlogP_VSA5,20.715977351537635
SlogP_VSA6,47.360052954749044
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,0
fr_benzene,2
fr_epoxide,0
fr_guanido,0
fr_halogen,0
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,2
fr_nitrile,0
fr_nitroso,0
fr_oxazole,0
fr_sulfide,0
fr_sulfone,0
EState_VSA1,21.932486317736565
