DLiP-ID,T000EZ
BIC4,0.9037585629120813
BIC5,0.9037585629120813
CIC0,3.745160949578489
CIC1,1.425214244538239
CIC2,0.5291834302828722
CIC3,0.3255813953488378
CIC4,0.3255813953488378
CIC5,0.3255813953488378
GGI1,5.0
GGI2,2.222222222222223
GGI3,1.3125
GGI4,1.3777777777777782
GGI5,0.6597222222222223
GGI6,0.38367346938775515
GGI7,0.3090277777777778
GGI8,0.20508944318468125
GGI9,0.12125000000000002
JGI1,0.20833333333333331
JGI2,0.06944444444444448
JGI3,0.041015625
JGI4,0.0475095785440613
JGI5,0.025373931623931624
JGI6,0.018270165208940717
JGI7,0.016264619883040937
JGI8,0.011393857954704514
JGI9,0.008660714285714285
MIC0,16.447336589612195
MIC1,36.56320870936028
MIC2,39.8921293326019
MIC3,40.09736018381541
MIC4,40.09736018381541
MIC5,40.09736018381541
MPC2,32
MPC3,38
MPC4,48
MPC5,61
MPC6,63
MPC7,69
MPC8,75
MPC9,75
Mare,1.0026046511627908
NaaN,0
NaaO,0
NaaS,0
NdNH,1
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,1
NsSH,0
NssO,1
NssS,0
NtCH,0
NtsC,0
RNCG,0.16779396548574202
RPCG,0.1097235792050148
SIC0,0.3098086586480798
SIC1,0.7373489298871332
SIC2,0.9024774031115398
SIC3,0.9399989845562351
SIC4,0.9399989845562351
SIC5,0.9399989845562351
SaaN,0
SaaO,0
SaaS,0
Sare,43.112
SdNH,7.029737436546878
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,8.843263740959586
SsSH,0
SssO,5.580202900604686
SssS,0
StCH,0
StsC,0
TIC0,72.28746362031518
TIC1,172.04517193704592
TIC2,210.5744969500267
TIC3,219.3293844521902
TIC4,219.3293844521902
TIC5,219.3293844521902
Vabc,295.7125159205083
WPol,32
apol,45.99385999999998
bpol,25.246139999999997
nRot,7
ABCGG,13.6549754158454
ATS0Z,1012.0
ATS0d,132.0
ATS0i,7187.03377628498
ATS0m,3992.939295
ATS0p,58.13857409698001
ATS0s,259.66666666666663
ATS0v,8813.248215602714
ATS1Z,1092.0
ATS1d,162.0
ATS1i,6706.444212779847
ATS1m,4123.865472
ATS1p,73.19432183600004
ATS1s,156.80555555555557
ATS1v,10993.850575081193
ATS2Z,1568.0
ATS2d,252.0
ATS2i,11885.365139638541
ATS2m,5810.159672
ATS2p,107.71264478594301
ATS2s,283.2222222222221
ATS2v,15592.032876338582
ATS3Z,1669.0
ATS3d,285.0
ATS3i,16281.883903002483
ATS3m,5948.527848000001
ATS3p,126.44217096673498
ATS3s,320.91666666666663
ATS3v,17725.923182319617
ATS4Z,1582.0
ATS4d,267.0
ATS4i,16893.849332942682
ATS4m,5572.853981
ATS4p,123.13460847498001
ATS4s,328.6944444444444
ATS4v,16918.272473996312
ATS5Z,1486.0
ATS5d,234.0
ATS5i,16112.252058550324
ATS5m,5255.843414
ATS5p,108.472289359527
ATS5s,396.86111111111114
ATS5v,14876.848452893293
ATS6Z,1191.0
ATS6d,200.0
ATS6i,13709.96647317478
ATS6m,4167.473277000001
ATS6p,90.88142847498
ATS6s,274.47222222222223
ATS6v,12392.682322424793
ATS7Z,1044.0
ATS7d,176.0
ATS7i,11754.553950001728
ATS7m,3652.666295
ATS7p,78.84681403358398
ATS7s,225.75000000000003
ATS7v,10966.387623268247
ATS8Z,1002.0
ATS8d,156.0
ATS8i,10086.24788780564
ATS8m,3564.505361999999
ATS8p,73.07921085733898
ATS8s,231.19444444444446
ATS8v,10043.170400153998
C1SP1,0
C1SP2,2
C1SP3,4
C2SP1,0
C2SP2,4
C2SP3,2
C3SP2,2
C3SP3,0
C4SP3,0
FCSP3,0.4
GGI10,0.12794612794612795
JGI10,0.010662177328843996
JGT10,0.4569284476070152
Kier1,19.32638888888889
Kier2,9.474609375
Kier3,6.094182825484765
MAXdO,12.315253360105903
MID_C,31.18582637376828
MID_N,7.533604150364038
MID_O,7.237861226280369
MID_X,0.0
MID_h,14.771465376644407
MINdO,10.794305088904448
MPC10,66
MWC01,24.0
MWC02,4.727387818712341
MWC03,5.53338948872752
MWC04,6.38856140554563
MWC05,7.226209010100671
MWC06,8.09162741160107
MWC07,8.947025655972697
MWC08,9.819507938740854
MWC09,10.685949704772932
MWC10,11.56339992420376
NaaCH,3
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,3
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,3
NdssS,0
NsCH3,0
NsNH2,1
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,1
NsssP,0
SLogP,0.021469999999999156
SRW02,3.8918202981106265
SRW03,0.0
SRW04,5.176149732573829
SRW05,0.0
SRW06,6.645090969505644
SRW07,0.0
SRW08,8.217438537730187
SRW09,0.0
SRW10,9.855294709934643
SaaCH,5.301530743470227
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,1.9687000840536202
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-1.3820170526122897
SdssS,0
SsCH3,0
SsNH2,5.1722142959607575
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,2.6774444609843933
SssPH,0
SssSe,0
SsssB,0
SsssN,1.3246294272606502
SsssP,0
VE1_A,3.7404724369871594
VE1_D,4.707710801369109
VE2_A,0.16262923639074606
VE2_D,0.20468307832039606
VE3_A,2.152121046433882
VE3_D,2.382110883379531
VR1_A,802.9910462303368
VR1_D,125.43860064165726
VR2_A,34.912654183927685
VR2_D,5.453852201811185
VR3_A,7.521252686421613
VR3_D,5.664725523875944
WPath,1392
Xc-3d,1.6824869127108206
Xc-4d,0.0
Xc-5d,0.2428338467407534
Xc-6d,0.0
Xp-0d,16.819626477379405
Xp-1d,10.969234250586759
Xp-2d,9.960965281848011
Xp-3d,7.151868853665879
Xp-4d,5.764613421350405
Xp-5d,4.755482746154871
Xp-6d,3.177478078318494
Xp-7d,2.2994457378328965
ZMIC0,77.09751906583092
ZMIC1,31.738980863293563
ZMIC2,23.445017649407557
ZMIC3,22.568202671283395
ZMIC4,22.568202671283395
ZMIC5,22.568202671283395
nAcid,1
nAtom,43
nBase,3
nRing,2
piPC1,3.4339872044851463
piPC2,3.901972669574645
piPC3,4.2801323269925415
piPC4,4.7481876928230164
piPC5,5.2440591548180215
piPC6,5.381048764145501
piPC7,5.6384658731147885
piPC8,5.810017607724689
piPC9,5.982518399394116
AATS0Z,23.53488372093023
AATS0d,3.0697674418604652
AATS0i,167.14032037872047
AATS0m,92.85905337209303
AATS0p,1.3520598627204654
AATS0s,6.03875968992248
AATS0v,204.9592608279701
AATS1Z,24.818181818181817
AATS1d,3.6818181818181817
AATS1i,152.4191866540874
AATS1m,93.72421527272728
AATS1p,1.6635073144545465
AATS1s,3.5637626262626267
AATS1v,249.8602403427544
AATS2Z,20.906666666666666
AATS2d,3.36
AATS2i,158.47153519518054
AATS2m,77.46879562666666
AATS2p,1.4361685971459068
AATS2s,3.776296296296295
AATS2v,207.89377168451443
AATS3Z,16.69
AATS3d,2.85
AATS3i,162.81883903002483
AATS3m,59.485278480000005
AATS3p,1.2644217096673498
AATS3s,3.2091666666666665
AATS3v,177.25923182319616
AATS4Z,15.211538461538462
AATS4d,2.5673076923076925
AATS4i,162.4408589706027
AATS4m,53.58513443269231
AATS4p,1.1839866199517308
AATS4s,3.160523504273504
AATS4v,162.67569686534915
AATS5Z,15.16326530612245
AATS5d,2.3877551020408165
AATS5i,164.41073529132984
AATS5m,53.63105524489796
AATS5p,1.1068600955053776
AATS5s,4.049603174603175
AATS5v,151.80457604993157
AATS6Z,14.349397590361447
AATS6d,2.4096385542168677
AATS6i,165.180318953913
AATS6m,50.21052140963857
AATS6p,1.0949569695780723
AATS6s,3.306894243641232
AATS6v,149.30942557138306
AATS7Z,14.704225352112676
AATS7d,2.4788732394366195
AATS7i,165.55709788734828
AATS7m,51.446004154929575
AATS7p,1.1105185075152673
AATS7s,3.179577464788733
AATS7v,154.4561637080035
AATS8Z,16.161290322580644
AATS8d,2.5161290322580645
AATS8i,162.68141754525226
AATS8m,57.49202196774192
AATS8p,1.178696949311919
AATS8s,3.7289426523297493
AATS8v,161.98661935732255
AMID_C,1.3559054945116642
AMID_N,0.3275480065375669
AMID_O,0.31468961853392907
AMID_X,0.0
AMID_h,0.642237625071496
ATS0dv,346.0
ATS0pe,278.63829999999996
ATS0se,341.6904279999999
ATS1dv,313.0
ATS1pe,294.624
ATS1se,351.40171999999984
ATS2dv,415.0
ATS2pe,490.4225000000001
ATS2se,594.0408399999998
ATS3dv,395.0
ATS3pe,638.6122
ATS3se,786.2897199999998
ATS4dv,377.0
ATS4pe,649.8585999999998
ATS4se,806.6168920000001
ATS5dv,389.0
ATS5pe,617.1619
ATS5se,767.9147920000001
ATS6dv,273.0
ATS6pe,517.5717
ATS6se,645.6999480000001
ATS7dv,243.0
ATS7pe,448.66200000000003
ATS7se,558.644988
ATS8dv,243.0
ATS8pe,392.69820000000004
ATS8se,485.12600000000003
ATSC0Z,339.906976744186
ATSC0c,1.5463515329322166
ATSC0d,24.465116279069758
ATSC0i,62.79470546075669
ATSC0m,1606.3466949767442
ATSC0p,8.942407638849765
ATSC0s,103.29457364341086
ATSC0v,1995.8003454977513
ATSC1Z,-3.3001622498647762
ATSC1c,-1.0256513317829465
ATSC1d,6.361276365603028
ATSC1i,-5.797901977168099
ATSC1m,-10.81964444131971
ATSC1p,0.08079694804953964
ATSC1s,-12.13927949041524
ATSC1v,78.53012188792192
ATSC2Z,16.30178474851271
ATSC2c,0.5203660729239153
ATSC2d,-1.6484586262844745
ATSC2i,15.539199394281196
ATSC2m,69.56709762195769
ATSC2p,-0.1908773421786888
ATSC2s,35.041764317048255
ATSC2v,-60.64166023893679
ATSC3Z,-88.92320173066523
ATSC3c,-0.26203735867498884
ATSC3d,-1.0118983234180616
ATSC3i,17.23444923195208
ATSC3m,-411.2291749924284
ATSC3p,0.9566372435183306
ATSC3s,-28.95443482963764
ATSC3v,-42.14675562267907
ATSC4Z,-50.14710654407787
ATSC4c,-0.27780514148664015
ATSC4d,-4.264467279610599
ATSC4i,-6.253686463026556
ATSC4m,-237.57224980421847
ATSC4p,-1.9177458710096706
ATSC4s,-26.335842196983357
ATSC4v,-323.927192476689
ATSC5Z,32.86316928069227
ATSC5c,0.34872120535104834
ATSC5d,-0.08328826392644745
ATSC5i,-7.290681932480464
ATSC5m,141.66324933207142
ATSC5p,-1.0531239052715398
ATSC5s,29.864175830779402
ATSC5v,-173.54818134063908
ATSC6Z,-2.4018388318009727
ATSC6c,0.23498890738540604
ATSC6d,-0.43266630611141155
ATSC6i,-3.622280460811389
ATSC6m,-11.873757001622465
ATSC6p,-0.8091283546839696
ATSC6s,-12.631257135989422
ATSC6v,-87.6436110135191
ATSC7Z,-40.451054624121156
ATSC7c,-0.670063642131691
ATSC7d,-5.41914548404543
ATSC7i,-5.180154404247139
ATSC7m,-177.88564872904266
ATSC7p,0.6651953149934544
ATSC7s,-16.95344330268614
ATSC7v,94.88049598468335
ATSC8Z,-9.633315305570573
ATSC8c,0.473198817429713
ATSC8d,-6.8101676581936195
ATSC8i,-24.51031567797862
ATSC8m,-57.14022454786367
ATSC8p,-2.1569962152150834
ATSC8s,12.33560182681329
ATSC8v,-427.69893502064383
AXp-0d,0.731288107712148
AXp-1d,0.4570514271077816
AXp-2d,0.31128016505775036
AXp-3d,0.1882070750964705
AXp-4d,0.1200961129448001
AXp-5d,0.07795873354352248
AXp-6d,0.050436159973309434
AXp-7d,0.03332530054830285
GATS1Z,0.835455851619645
GATS1c,1.6681696630453255
GATS1d,0.897381610784653
GATS1i,1.4313702437994673
GATS1m,0.8390655284250819
GATS1p,1.1692028831605927
GATS1s,0.7838167320484394
GATS1v,1.0063274569179406
GATS2Z,0.8591762452107281
GATS2c,0.7724616751243892
GATS2d,1.2703802281368826
GATS2i,1.0496032695748811
GATS2m,0.8660489044552991
GATS2p,1.1037734250535147
GATS2s,0.4267084427767355
GATS2v,1.0353710043175604
GATS3Z,1.0552298850574713
GATS3c,1.004563225086382
GATS3d,1.090123574144487
GATS3i,0.9351477699925612
GATS3m,1.0541602362337574
GATS3p,0.9792242312290416
GATS3s,0.9399896810506566
GATS3v,1.0024883354884955
GATS4Z,1.0098916887709994
GATS4c,0.9088254041897764
GATS4d,1.0399422345715124
GATS4i,1.0274389755425046
GATS4m,1.011930726241986
GATS4p,1.1249728943665809
GATS4s,1.0061388728532257
GATS4v,1.0821355930276926
GATS5Z,0.948788998357964
GATS5c,0.7296077574946518
GATS5d,0.937194459532863
GATS5i,0.9685040064360483
GATS5m,0.9514473523728937
GATS5p,1.0538445497418423
GATS5s,0.9833181452693648
GATS5v,1.0324175980306236
GATS6Z,0.989994460601025
GATS6c,0.8473361283838176
GATS6d,0.9514407439644513
GATS6i,0.949541218353876
GATS6m,0.9899113166265477
GATS6p,1.0382915126670518
GATS6s,0.9888182373019283
GATS6v,1.0161745471203838
GATS7Z,1.0763922616156711
GATS7c,1.3378077045323697
GATS7d,1.0759786858030316
GATS7i,0.9667839907234071
GATS7m,1.0689886961237691
GATS7p,0.933778309933805
GATS7s,0.9600375234521576
GATS7v,0.9452399811543792
GATS8Z,0.9695726733407491
GATS8c,0.6701497258046869
GATS8d,1.1767907518704774
GATS8i,1.2754948235892074
GATS8m,0.9760912710067982
GATS8p,1.1869726300866945
GATS8s,0.8693167100405494
GATS8v,1.1481839785712256
MATS1Z,-0.009488356471115048
MATS1c,-0.6481974201181602
MATS1d,0.254104735568614
MATS1i,-0.09023263085815464
MATS1m,-0.006582479027942842
MATS1p,0.008829909903977822
MATS1s,-0.11485004832565808
MATS1v,0.038453418731786475
MATS2Z,0.027496807151979566
MATS2c,0.19293363041282185
MATS2d,-0.03863117870722427
MATS2i,0.14187726370692647
MATS2m,0.024829718325843627
MATS2p,-0.012237905860349637
MATS2s,0.19449822805920366
MATS2v,-0.017420522690102053
MATS3Z,-0.1124924740010947
MATS3c,-0.07286575001260356
MATS3d,-0.017785171102661566
MATS3i,0.11801652886756121
MATS3m,-0.11008118347036176
MATS3p,0.0460003649269777
MATS3s,-0.1205330206378987
MATS3v,-0.009080620192613562
MATS4Z,-0.06099874742116121
MATS4c,-0.07427919120938103
MATS4d,-0.07206968411816321
MATS4i,-0.04117638273938484
MATS4m,-0.061149307435928814
MATS4p,-0.08866897934300741
MATS4s,-0.1054155842593929
MATS4v,-0.06710663000588685
MATS5Z,0.04242205913564113
MATS5c,0.09894925024373205
MATS5d,-0.001493753394894093
MATS5i,-0.0509433504176396
MATS5m,0.03869548503895515
MATS5p,-0.051673441594871354
MATS5s,0.12685728325101148
MATS5v,-0.03815446368897083
MATS6Z,-0.0036607843525167986
MATS6c,0.07872805024141186
MATS6d,-0.009162123780292275
MATS6i,-0.02988473497136876
MATS6m,-0.0038294749757051233
MATS6p,-0.04687629952268399
MATS6s,-0.0633518690145196
MATS6v,-0.022750635498263033
MATS7Z,-0.07207420769829707
MATS7c,-0.262432689508866
MATS7d,-0.13415091308306115
MATS7i,-0.04996084602998168
MATS7m,-0.06706744082284262
MATS7p,0.045051040447457356
MATS7s,-0.09940094601379384
MATS7v,0.028791875763517983
MATS8Z,-0.019655878665889782
MATS8c,0.2122326454335815
MATS8d,-0.19305777014595865
MATS8i,-0.2707089679132003
MATS8m,-0.02467058368996245
MATS8p,-0.16729065666130727
MATS8s,0.08282464846980973
MATS8v,-0.14862704439135482
MAXdNH,7.029737436546878
MAXsOH,8.843263740959586
MAXssO,5.580202900604686
MINdNH,7.029737436546878
MINsOH,8.843263740959586
MINssO,5.580202900604686
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,6
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,7
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,28.395433693529835
SpAD_D,253.17520216762574
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,2.374735513761141
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,574
TMWC10,119.98305835837749
TSRW10,56.78579424785494
VE1_Dt,4.760475907866906
VE2_Dt,0.20697721338551764
VE3_Dt,2.393256766825009
VR1_Dt,119.95114336817721
VR2_Dt,5.215267102964226
VR3_Dt,5.619993644215205
Xc-3dv,0.5364376894278929
Xc-4dv,0.0
Xc-5dv,0.06546071269618964
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.12359693729953272
Xch-7d,0.3089154406841704
Xp-0dv,12.671213826269296
Xp-1dv,7.3180858759114615
Xp-2dv,5.231866655284823
Xp-3dv,3.4814269887438334
Xp-4dv,2.389122406339132
Xp-5dv,1.6515129118663687
Xp-6dv,0.9445842960189876
Xp-7dv,0.5724928713613887
Xpc-4d,2.8626770768918908
Xpc-5d,4.2858561904690164
Xpc-6d,6.68540013873071
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,44
nFRing,1
nHBAcc,4
nHBDon,4
nHRing,1
nSpiro,0
naRing,1
piPC10,5.951537334442684
AATS0dv,8.046511627906977
AATS0pe,6.479960465116278
AATS0se,7.946289023255812
AATS1dv,7.113636363636363
AATS1pe,6.696000000000001
AATS1se,7.986402727272724
AATS2dv,5.533333333333333
AATS2pe,6.538966666666668
AATS2se,7.92054453333333
AATS3dv,3.95
AATS3pe,6.386122
AATS3se,7.862897199999997
AATS4dv,3.625
AATS4pe,6.248640384615383
AATS4se,7.755931653846155
AATS5dv,3.9693877551020407
AATS5pe,6.297570408163264
AATS5se,7.8358652244897975
AATS6dv,3.289156626506024
AATS6pe,6.235803614457831
AATS6se,7.779517445783133
AATS7dv,3.4225352112676055
AATS7pe,6.31918309859155
AATS7se,7.868239267605634
AATS8dv,3.9193548387096775
AATS8pe,6.333841935483871
AATS8se,7.824612903225807
AATSC0Z,7.904813412655488
AATSC0c,0.035961663556563175
AATSC0d,0.568956192536506
AATSC0i,1.4603419874594579
AATSC0m,37.3568998831801
AATSC0p,0.2079629683453434
AATSC0s,2.4021993870560663
AATSC0v,46.41396152320352
AATSC1Z,-0.07500368749692674
AATSC1c,-0.023310257540521514
AATSC1d,0.14457446285461428
AATSC1i,-0.13177049948109315
AATSC1m,-0.2459010100299934
AATSC1p,0.0018362942738531737
AATSC1s,-0.27589271569125545
AATSC1v,1.784775497452771
AATSC2Z,0.21735712998016946
AATSC2c,0.006938214305652205
AATSC2d,-0.02197944835045966
AATSC2i,0.2071893252570826
AATSC2m,0.9275613016261025
AATSC2p,-0.002545031229049184
AATSC2s,0.46722352422731006
AATSC2v,-0.8085554698524905
AATSC3Z,-0.8892320173066522
AATSC3c,-0.0026203735867498883
AATSC3d,-0.010118983234180616
AATSC3i,0.17234449231952081
AATSC3m,-4.112291749924284
AATSC3p,0.009566372435183306
AATSC3s,-0.28954434829637643
AATSC3v,-0.4214675562267907
AATSC4Z,-0.4821837167699795
AATSC4c,-0.002671203283525386
AATSC4d,-0.04100449307317884
AATSC4i,-0.06013160060602458
AATSC4m,-2.284348555809793
AATSC4p,-0.018439864144323755
AATSC4s,-0.25322925189407075
AATSC4v,-3.1146845430450867
