DLiP-ID,J000EJ
AATSC4m,-4.207027502205502
AATSC4p,-0.018976468718025333
AATSC4s,-0.11593931170593318
AATSC4v,-4.995497677061879
AATSC5Z,-0.14379155889218329
AATSC5c,0.0009650050938238788
AATSC5d,0.0017664500662418665
AATSC5i,-0.2622320093779707
AATSC5m,-0.81441513136332
AATSC5p,-0.03002188911083631
AATSC5s,0.09281019774427131
AATSC5v,-5.494384010610393
AATSC6Z,0.6725344352617081
AATSC6c,0.0005241788208029483
AATSC6d,0.02410468319559228
AATSC6i,0.19192311365818726
AATSC6m,3.213976638787878
AATSC6p,0.02029259822229607
AATSC6s,0.02670416284052648
AATSC6v,4.877061287751522
AATSC7Z,-0.04161086986972972
AATSC7c,0.00034196621032801843
AATSC7d,-0.03803053648970447
AATSC7i,0.07640449322114388
AATSC7m,-0.15752272024933425
AATSC7p,0.005826222319296626
AATSC7s,-0.0406936857013899
AATSC7v,0.8970290624412584
AATSC8Z,-1.1202288620470437
AATSC8c,-0.0013144424897419673
AATSC8d,-0.06590379317652048
AATSC8i,-0.14080357586186984
AATSC8m,-5.316128996346682
AATSC8p,-0.020403751559432498
AATSC8s,-0.12126808096505073
AATSC8v,-6.2757517649443315
ATS0are,331.78959999999984
ATS1are,366.004
ATS2are,630.4839
ATS3are,747.152
ATS4are,808.1919
ATS5are,777.3439999999998
ATS6are,779.0288000000002
ATS7are,713.6267999999998
ATS8are,712.1209999999999
ATSC0dv,207.38181818181812
ATSC0pe,5.207243636363635
ATSC0se,3.0655087999999977
ATSC1dv,81.67008264462808
ATSC1pe,0.2779958016528985
ATSC1se,-0.039719680000007467
ATSC2dv,18.95338842975207
ATSC2pe,-0.19338376859503317
ATSC2se,-0.21070576000001306
ATSC3dv,-66.54479338842975
ATSC3pe,-1.0349266776859443
ATSC3se,-0.641944480000006
ATSC4dv,-65.27570247933888
ATSC4pe,-1.644993586776854
ATSC4se,-0.8761998400000058
ATSC5dv,31.326942148760356
ATSC5pe,1.377301520661157
ATSC5se,1.1157374400000017
ATSC6dv,23.883636363636363
ATSC6pe,1.000991636363634
ATSC6se,0.467305280000002
ATSC7dv,-48.600991735537185
ATSC7pe,-0.5085718016528887
ATSC7se,-0.42005008000000676
ATSC8dv,-82.55768595041323
ATSC8pe,-1.6502619173553654
ATSC8se,-0.7796835200000087
AXp-0dv,0.5898402291617517
AXp-1dv,0.3074535625570217
AXp-2dv,0.1664860185417154
AXp-3dv,0.08811594330105402
AXp-4dv,0.04881236607922185
AXp-5dv,0.02531425409345383
AXp-6dv,0.013817576073191335
AXp-7dv,0.007715855234843337
BertzCT,1017.6071431120993
ECIndex,730
ETA_eta,23.708395549529293
GATS1dv,0.5207785376117834
GATS1pe,0.7639417919113786
GATS1se,0.8254514968563157
GATS2dv,1.0312446289342245
GATS2pe,1.071115316535592
GATS2se,1.111839865241656
GATS3dv,1.1579913011123804
GATS3pe,1.0048441475146541
GATS3se,1.0109427360503869
GATS4dv,1.143575258897517
GATS4pe,1.1547338701466936
GATS4se,1.1573035571797972
GATS5dv,0.870614501809012
GATS5pe,0.7899813179688963
GATS5se,0.7240797630384178
GATS6dv,0.9370068385060498
GATS6pe,0.8947570936150478
GATS6se,0.879071986056902
GATS7dv,1.1706483652671658
GATS7pe,1.1381524856544503
GATS7se,1.2119543567327922
GATS8dv,1.2418565127665604
GATS8pe,1.2486703567746613
GATS8se,1.2823352019585943
LogEE_A,4.304904569465391
LogEE_D,172.30090623641323
MATS1dv,0.37344531311409
MATS1pe,0.05062499987959974
MATS1se,-0.012286773991029013
MATS2dv,0.04976883800952428
MATS2pe,-0.020223365786820578
MATS2se,-0.0374295974606391
MATS3dv,-0.14348317602060823
MATS3pe,-0.08887083531419959
MATS3se,-0.09363807558322784
MATS4dv,-0.12919293589914718
MATS4pe,-0.129662443707473
MATS4se,-0.11731633674859124
MATS5dv,0.0634218229858934
MATS5pe,0.11104845557796417
MATS5se,0.15280966840026944
MATS6dv,0.04798643988544042
MATS6pe,0.08009608875841004
MATS6se,0.06351654685621333
MATS7dv,-0.10923332055385661
MATS7pe,-0.04552239059473929
MATS7se,-0.06386739266163302
MATS8dv,-0.18713872290937003
MATS8pe,-0.14897788606754805
MATS8se,-0.1195618469655342
MAXaaCH,2.130562570579706
MAXaasC,1.1570034988293467
MAXaasN,2.2355449005246775
MAXdssC,-0.12502097913443477
MAXsCH3,2.0074886131118093
MAXssNH,3.0326732174351223
MAXsssN,2.0594952024019486
MDEC-11,0.4814111366353723
MDEC-12,5.204199649931955
MDEC-13,4.2326240519811975
MDEC-22,12.84617253055077
MDEC-23,23.137213877618095
MDEC-33,7.061886116885911
MDEN-22,0.16666666666666669
MDEN-23,0.9342759554564002
MDEN-33,0.14285714285714285
MDEO-12,0.19999999999999996
MINaaCH,1.7413304223182537
MINaasC,0.5809575063317849
MINaasN,2.2355449005246775
MINdssC,-0.12502097913443477
MINsCH3,1.5948965170459215
MINssNH,3.0326732174351223
MINsssN,2.0594952024019486
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.0714285714285716
SM1_Dzi,1.247266713587194
SM1_Dzm,1.0685318721261376
SM1_Dzp,-4.237315801405576
SM1_Dzv,-2.0752874690897665
SddssSe,0
SpAD_Dt,590.7091191702915
SpAbs_A,37.798464686334086
SpAbs_D,344.6018124728265
SpMAD_A,1.3033953340115203
SpMAD_D,11.882821119752636
SpMax_A,2.455006696657034
SpMax_D,172.30090623641323
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,59.39
TpiPC10,8.726045102013583
VAdjMat,6.0
VE1_DzZ,5.304831923025291
VE1_Dzi,5.30329490519075
VE1_Dzm,5.304817974709011
VE1_Dzp,5.278244657916033
VE1_Dzv,5.292197892437863
VE2_DzZ,0.18292523872501004
VE2_Dzi,0.18287223811002587
VE2_Dzm,0.1829247577485866
VE2_Dzp,0.1820084364798632
VE2_Dzv,0.18248958249785735
VE3_DzZ,2.733328825809113
VE3_Dzi,2.7330390446120765
VE3_Dzm,2.733326196445012
VE3_Dzp,2.728304328284197
VE3_Dzv,2.7309443771865394
VR1_DzZ,183.78057920400826
VR1_Dzi,183.88175494344782
VR1_Dzm,183.78273547653
VR1_Dzp,187.12091753306134
VR1_Dzv,185.6192855650999
VR2_DzZ,6.337261351862354
VR2_Dzi,6.340750170463718
VR2_Dzm,6.3373357060872415
VR2_Dzp,6.452445432174529
VR2_Dzv,6.400665019486203
VR3_DzZ,6.2784532786763085
VR3_Dzi,6.279003651845364
VR3_Dzm,6.278465011471371
VR3_Dzp,6.296465762703644
VR3_Dzv,6.288408461241051
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.10792445496369077
Xch-6dv,0.18809151028823035
Xch-7dv,0.2063180909577821
Xpc-4dv,1.8012203783163374
Xpc-5dv,2.3560660132185927
Xpc-6dv,2.637242214058715
Zagreb1,154.0
Zagreb2,182.0
fragCpx,212.06
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,1
n5FRing,0
n5HRing,2
n5aRing,1
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,1
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,17
nBondsD,1
nBondsM,18
nBondsO,32
nBondsS,40
nBondsT,0
nFARing,1
nFHRing,1
nFaRing,0
nHetero,6
naHRing,1
AATS0are,6.032538181818179
AATS1are,6.310413793103448
AATS2are,6.242414851485148
AATS3are,6.074406504065041
AATS4are,6.031282835820896
AATS5are,5.933923664122136
AATS6are,5.901733333333334
AATS7are,6.04768474576271
AATS8are,6.086504273504272
AATSC0dv,3.770578512396693
AATSC0pe,0.09467715702479336
AATSC0se,0.0557365236363636
AATSC1dv,1.4081048731832428
AATSC1pe,0.004793031062981009
AATSC1se,-0.000684822068965646
AATSC2dv,0.18765731118566406
AATSC2pe,-0.0019146907781686453
AATSC2se,-0.002086195643564486
AATSC3dv,-0.5410145803937378
AATSC3pe,-0.008414038029967026
AATSC3se,-0.005219060813008179
AATSC4dv,-0.4871321080547677
AATSC4pe,-0.012276071543110851
AATSC4se,-0.006538804776119446
AATSC5dv,0.2391369629676363
AATSC5pe,0.010513752066115703
AATSC5se,0.008517079694656501
AATSC6dv,0.18093663911845728
AATSC6pe,0.007583269972451773
AATSC6se,0.00354019151515153
AATSC7dv,-0.41187281131811176
AATSC7pe,-0.004309930522482108
AATSC7se,-0.0035597464406780235
AATSC8dv,-0.7056212474394293
AATSC8pe,-0.01410480271243902
AATSC8se,-0.006663961709401784
AETA_eta,0.8175308810182514
ATSC0are,5.414319999999995
ATSC1are,0.16064800000000481
ATSC2are,-0.30368399999999246
ATSC3are,-1.1189919999999953
ATSC4are,-1.670915999999996
ATSC5are,1.6144159999999985
ATSC6are,0.9996319999999981
ATSC7are,-0.5645519999999967
ATSC8are,-1.5977679999999943
BCUTZ-1h,8.02217068958088
BCUTZ-1l,5.6860030274521165
BCUTc-1h,0.40569431826053615
BCUTc-1l,-0.5292878545355064
BCUTd-1h,3.2073028655580704
BCUTd-1l,0.9778685462931328
BCUTi-1h,14.558150342165291
BCUTi-1l,10.94761292173509
BCUTm-1h,16.010284865563843
BCUTm-1l,11.697909509919388
BCUTp-1h,1.9983127191222283
BCUTp-1l,0.7518488454972223
BCUTs-1h,7.008271806964114
BCUTs-1l,1.3490047902413405
BCUTv-1h,20.902774500572598
BCUTv-1l,14.702491413702731
BalabanJ,1.3063985748303923
Diameter,15
ETA_beta,37.75
GATS1are,0.7958120381659675
GATS2are,1.1079430871912979
GATS3are,1.0125182037588492
GATS4are,1.1631021924612086
GATS5are,0.7678188200721663
GATS6are,0.8942271269858119
GATS7are,1.1591929412047557
GATS8are,1.2605887293752074
HybRatio,0.30434782608695654
Lipinski,True
LogEE_Dt,295.35455958514575
MATS1are,0.02813624253639605
MATS2are,-0.03054353552200845
MATS3are,-0.09241461096181287
MATS4are,-0.1266684886270635
MATS5are,0.12518806503398563
MATS6are,0.07692809684934265
MATS7are,-0.048600497212539215
MATS8are,-0.1387224104536709
MAXssCH2,1.1703707049802015
MINssCH2,0.43547831632653056
NsssssAs,0
RotRatio,0.1875
SM1_Dzpe,1.1621787025703796
SM1_Dzse,1.0580415728862167
SMR_VSA1,9.53140013787187
SMR_VSA2,0.0
SMR_VSA3,14.867866772744893
SMR_VSA4,0.0
SMR_VSA5,25.93115605767717
SMR_VSA6,26.105051237482392
SMR_VSA7,65.61272053223827
SMR_VSA8,0.0
SMR_VSA9,17.00689131982936
SpAD_DzZ,270.8668582536661
SpAD_Dzi,263.8889355553514
SpAD_Dzm,270.91425263909014
SpAD_Dzp,360.0951419720524
SpAD_Dzv,327.9947651240409
SpAbs_Dt,590.7091191702914
SpDiam_A,4.82996444377864
SpDiam_D,254.66045798186633
SpMAD_Dt,20.36927997138936
SpMax_Dt,295.35455958514575
SsssssAs,0
VE1_Dzpe,5.305012723882665
VE1_Dzse,5.304801023934582
VE2_Dzpe,0.1829314732373333
VE2_Dzse,0.18292417323912352
VE3_Dzpe,2.7333629075253696
VE3_Dzse,2.7333230010853238
VMcGowan,304.4500000000008
VR1_Dzpe,183.73884627038112
VR1_Dzse,183.78711922047168
VR2_Dzpe,6.3358222851855555
VR2_Dzse,6.337486869671437
VR3_Dzpe,6.278226172673666
VR3_Dzse,6.2784888640473415
mZagreb1,8.86111111111111
mZagreb2,6.388888888888888
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,1
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,1
n8FHRing,1
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,9
nBondsKS,49
nFAHRing,1
nFaHRing,0
nG12Ring,0
AATSC0are,0.09844218181818172
AATSC1are,0.002769793103448359
AATSC2are,-0.003006772277227648
AATSC3are,-0.009097495934959312
AATSC4are,-0.012469522388059671
AATSC5are,0.012323786259541973
AATSC6are,0.007572969696969682
AATSC7are,-0.0047843389830508195
AATSC8are,-0.013656136752136703
AETA_beta,1.3017241379310345
BCUTdv-1h,6.022056858610629
BCUTdv-1l,0.9943800706984783
BCUTpe-1h,3.489154701492947
BCUTpe-1l,2.2345412328454106
BCUTse-1h,3.7020762765577686
BCUTse-1l,2.4303210433947826
ETA_alpha,13.766666666666667
ETA_dBeta,-0.75
ETA_eta_B,0.3681683690653337
ETA_eta_F,29.06400159936325
ETA_eta_L,6.452902108646491
ETA_eta_R,52.772397148892544
ETA_psi_1,0.5874822190611667
LabuteASA,170.68284036518685
LogEE_DzZ,135.47037493964095
LogEE_Dzi,131.98747697469594
LogEE_Dzm,135.49397224617013
LogEE_Dzp,179.31699929612867
LogEE_Dzv,163.63957437769463
PEOE_VSA1,19.520660936448213
PEOE_VSA2,4.794537184071822
PEOE_VSA3,4.9839785209472085
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,12.13273413692322
PEOE_VSA7,42.316108456931055
PEOE_VSA8,56.61681122979616
PEOE_VSA9,12.803725536125995
SM1_Dzare,1.3140995812005585
SpAD_Dzpe,268.8972453365882
SpAD_Dzse,271.15004716779004
SpAbs_DzZ,269.8693213078534
SpAbs_Dzi,262.72768723580475
SpAbs_Dzm,269.9194126202142
SpAbs_Dzp,362.87131439366294
SpAbs_Dzv,329.354436224479
SpDiam_Dt,420.34896017477183
SpMAD_DzZ,9.340236491505728
SpMAD_Dzi,9.09961846742591
SpMAD_Dzm,9.341870780658281
SpMAD_Dzp,12.417073861105255
SpMAD_Dzv,11.3101643146221
SpMax_DzZ,135.47037493964095
SpMax_Dzi,131.98747697469594
SpMax_Dzm,135.49397224617013
SpMax_Dzp,179.31699929612867
SpMax_Dzv,163.63957437769463
VE1_Dzare,5.305531990214881
VE2_Dzare,0.18294937897292693
VE3_Dzare,2.7334607849381927
VR1_Dzare,183.64575112766408
VR2_Dzare,6.332612107850486
VR3_Dzare,6.277719373284857
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,1
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,17
nAromBond,17
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.47471264367816096
AETA_dBeta,-0.02586206896551724
AETA_eta_B,0.012695461002252885
AETA_eta_F,1.002206951702181
AETA_eta_L,0.22251386581539623
AETA_eta_R,1.8197378327204325
BCUTare-1h,3.543927216232365
BCUTare-1l,2.1848963176462313
ETA_beta_s,19.25
ETA_dPsi_A,0.12651778093883326
ETA_dPsi_B,0.0
ETA_eta_BR,0.7121683690653337
ETA_eta_FL,7.593143084661271
ETA_eta_RL,14.046045193307762
LogEE_Dzpe,134.48869779596893
LogEE_Dzse,135.6115077760635
PEOE_VSA10,11.573916331283833
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,5.907179729351506
SlogP_VSA1,14.953561288656857
SlogP_VSA2,36.66339940472198
SlogP_VSA3,19.51033443475116
SlogP_VSA4,0.0
SlogP_VSA5,28.16666628839175
SlogP_VSA6,48.661413050844345
SlogP_VSA7,0.0
SlogP_VSA8,11.257379486545457
SlogP_VSA9,0.0
SpAD_Dzare,266.02250142373975
SpAbs_Dzpe,267.81521688936743
SpAbs_Dzse,270.1649739792407
SpDiam_DzZ,202.9353833934939
SpDiam_Dzi,197.4304540097434
SpDiam_Dzm,202.96900133879691
SpDiam_Dzp,265.7292754483017
SpDiam_Dzv,243.87900118551283
SpMAD_Dzpe,9.272318804709938
SpMAD_Dzse,9.35000162647552
SpMax_Dzpe,134.48869779596893
SpMax_Dzse,135.6115077760635
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,29
AETA_beta_s,0.6637931034482759
AETA_eta_BR,0.024557529967770126
AETA_eta_FL,0.2618325201607335
AETA_eta_RL,0.4843463859761297
DetourIndex,4142
EState_VSA1,0.0
EState_VSA2,5.907179729351506
EState_VSA3,17.857719730893475
EState_VSA4,41.29819977976452
EState_VSA5,6.4208216229260096
EState_VSA6,19.242531678200752
EState_VSA7,26.2280781022776
EState_VSA8,39.179742759646075
EState_VSA9,9.720841474747257
ETA_beta_ns,18.5
ETA_shape_p,0.13317191283292976
ETA_shape_x,0.0
ETA_shape_y,0.34866828087167073
GhoseFilter,True
LogEE_Dzare,133.05656449053194
SlogP_VSA10,5.687386274683562
SlogP_VSA11,5.749511833283905
SpAbs_Dzare,264.79902939986334
SpDiam_Dzpe,201.4727398161667
SpDiam_Dzse,203.1449591617176
SpMAD_Dzare,9.173189704266887
SpMax_Dzare,133.05656449053194
TopoPSA(NO),59.39
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,2.2355449005246775
VSA_EState9,59.09778843280866
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.6379310344827587
EState_VSA10,4.794537184071822
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.025287356321839052
FilterItLogS,-5.6369415363516495
SpDiam_Dzare,199.38164933909428
ETA_beta_ns_d,1.0
ETA_epsilon_1,0.567878787878788
ETA_epsilon_2,0.8080459770114939
ETA_epsilon_3,0.4432098765432096
ETA_epsilon_4,0.5135265700483088
ETA_epsilon_5,0.7911111111111108
AETA_beta_ns_d,0.034482758620689655
ETA_dEpsilon_A,0.12466891133557839
ETA_dEpsilon_B,0.054352217830479166
ETA_dEpsilon_C,-0.07031669350509923
ETA_dEpsilon_D,0.016934865900383178
PetitjeanIndex,0.4666666666666667
TopoShapeIndex,0.875
CDK Descriptors
FMFDescriptor,0.7931034482758621
MDEDescriptor,"0.4814111366353723,5.204199649931955,4.2326240519811975,0.0,12.84617253055077,23.137213877618095,0.0,7.061886116885911,0.0,0.0,0.0,0.19999999999999996,0.0,0.0,0.0,0.0,0.16666666666666669,0.9342759554564002,0.14285714285714285"
APolDescriptor,63.82061799999998
BCUTDescriptor,"11.849999999999978,15.995930301913862,-0.3487410887275185,0.23150822885953085,4.835252261315168,10.769261735908737"
BPolDescriptor,37.237382
TPSADescriptor,59.39
ALOGPDescriptor,"2.8725000000000023,8.251256250000013,114.02999999999999"
XLogPDescriptor,3.983000000000001
VAdjMaDescriptor,6.0
WeightDescriptor,390.20557628000006
ChiPathDescriptor,"20.380104409694475,14.046045193307766,12.679223956660403,10.830511760435751,8.887438930305484,6.737718202763659,4.8665517903417586,3.662863515920477,17.1053666456908,9.838514001824697,7.491870834377194,5.286956598063238,3.7585521881000843,2.3035971225043,1.4093927594655165,0.9027550624766701"
ChiChainDescriptor,"0.0,0.0,0.21407617506269555,0.509679700787487,0.6903410476205553,0.0,0.0,0.10792445496369077,0.18809151028823037,0.20631809095778214"
AtomCountDescriptor,55
BondCountDescriptor,32
SmallRingDescriptor,"4,3,3,3,0,0,2,2,0,0,0"
ChiClusterDescriptor,"1.9092425024487352,0.0,0.4886419420963561,0.0,0.9025051709943344,0.0,0.1582964693125991,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,3,10,3,2,2,0,0"
ZagrebIndexDescriptor,154.0
LargestChainDescriptor,16
MannholdLogPDescriptor,3.3299999999999996
WeightedPathDescriptor,"59.46881439594364,2.0506487722739184,18.069489013904615,5.345699937276333,12.72378907662827"
FractionalPSADescriptor,0.152201822860121
WienerNumbersDescriptor,"2415.0,44.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"4.659539832975745,6.906049658141759,8.512115924614394,1.8012203783163379,2.3560660132185927,2.3631904482042"
FractionalCSP3Descriptor,0.30434782608695654
KierHallSmartsDescriptor,"0,0,0,0,0,0,3,0,4,0,0,8,0,0,0,1,7,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,12
PetitjeanNumberDescriptor,0.4666666666666667
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"22.203125,10.08,5.257777777777778"
AromaticAtomsCountDescriptor,17
AromaticBondsCountDescriptor,17
FragmentComplexityDescriptor,2552.06
HBondAcceptorCountDescriptor,4
HybridizationRatioDescriptor,0.30434782608695654
AutocorrelationDescriptorMass,"31.98885927618781,34.65809526320215,48.57153716154523,47.65464308382814,42.5160775855633"
PetitjeanShapeIndexDescriptor,"0.875,NaN"
RotatableBondsCountDescriptor,7
AutocorrelationDescriptorCharge,"0.5496871214535852,-0.332120623689421,0.09540612787532754,-0.059460705977796076,-0.027286943162232406"
EccentricConnectivityIndexDescriptor,730
AutocorrelationDescriptorPolarizability,"1986.8370900941932,2333.037370756233,3265.5941645113603,3141.2124924253876,2759.604660587977"
