DLiP-ID,C001YO
AATSC6d,-0.009999999999999997
AATSC6i,-0.023628166909313946
AATSC6m,3.1783017587111106
AATSC6p,0.0019125953110604365
AATSC6s,0.059205321004589403
AATSC6v,2.930503515646311
AATSC7Z,1.3936000000000002
AATSC7c,0.0011503876814040132
AATSC7d,-0.12
AATSC7i,0.3686822058422902
AATSC7m,6.445301966400001
AATSC7p,0.08679653163006723
AATSC7s,-0.042541990550221
AATSC7v,8.330050192349978
AATSC8Z,-6.1376
AATSC8c,-0.0014997011093379367
AATSC8d,-0.11999999999999994
AATSC8i,-6.717039501771271e-05
AATSC8m,-27.505315529066674
AATSC8p,-0.06021392431468163
AATSC8s,-0.16359802875577908
AATSC8v,-14.609954830470368
ATS0are,152.4385
ATS1are,169.56799999999998
ATS2are,265.62579999999997
ATS3are,308.158
ATS4are,284.154
ATS5are,242.91999999999993
ATS6are,211.046
ATS7are,153.233
ATS8are,92.42999999999999
ATSC0dv,89.85185185185185
ATSC0pe,2.0144959999999985
ATSC0se,1.2818225599999995
ATSC1dv,27.86419753086421
ATSC1pe,0.09732431999999834
ATSC1se,-0.043734244799999815
ATSC2dv,-2.283950617283953
ATSC2pe,0.6552027199999981
ATSC2se,0.6717308191999999
ATSC3dv,-33.95061728395062
ATSC3pe,-0.54631984
ATSC3se,-0.3008111023999998
ATSC4dv,-31.320987654320984
ATSC4pe,-0.5341203199999985
ATSC4se,-0.21992899520000012
ATSC5dv,13.691358024691361
ATSC5pe,0.18846272000000136
ATSC5se,0.050842099199999685
ATSC6dv,10.308641975308646
ATSC6pe,0.2614897600000006
ATSC6se,0.028753513599999787
ATSC7dv,-22.01234567901234
ATSC7pe,-0.41405200000000036
ATSC7se,-0.3123099599999998
ATSC8dv,-24.197530864197528
ATSC8pe,-0.6843696
ATSC8se,-0.4048380559999996
AXp-0dv,0.582244051623794
AXp-1dv,0.30138887519162794
AXp-2dv,0.15710172519979318
AXp-3dv,0.08105113255336817
AXp-4dv,0.04389807662282866
AXp-5dv,0.0242195195544798
AXp-6dv,0.012185924752170767
AXp-7dv,0.006690791143909262
BertzCT,630.7325666252442
ECIndex,245
ETA_eta,8.358287700928509
GATS1dv,0.4954963207230313
GATS1pe,0.7037216477195513
GATS1se,0.8383236929627939
GATS2dv,0.8916107250814587
GATS2pe,0.7457519328478616
GATS2se,0.7148495543051497
GATS3dv,1.1148505568756768
GATS3pe,1.0515080811922248
GATS3se,1.0268823332119155
GATS4dv,1.09054685353119
GATS4pe,0.9769689292011501
GATS4se,0.8734582577482488
GATS5dv,0.7932320496211676
GATS5pe,0.6344727699349401
GATS5se,0.5284118932298131
GATS6dv,0.9429330402125127
GATS6pe,0.8829172822052432
GATS6se,0.8542300373722033
GATS7dv,1.4581368507831824
GATS7pe,1.7376058329229747
GATS7se,1.9131127166306074
GATS8dv,1.6522121461940094
GATS8pe,2.174638222165744
GATS8se,2.4444119629163024
LogEE_A,3.7308201271372052
LogEE_D,56.08848465080956
MATS1dv,0.28714135955136244
MATS1pe,0.044733328391374144
MATS1se,-0.03159147948769988
MATS2dv,-0.015130399507975784
MATS2pe,0.1935976140174109
MATS2se,0.3119306726301754
MATS3dv,-0.18522110685439333
MATS3pe,-0.13293838416023418
MATS3se,-0.11503653262671397
MATS4dv,-0.18155457085279839
MATS4pe,-0.13809293573512485
MATS4se,-0.08936209678402507
MATS5dv,0.09070061110456824
MATS5pe,0.05568647963371055
MATS5se,0.02360947234827425
MATS6dv,0.07967313975145801
MATS6pe,0.09014170845269075
MATS6se,0.01557759896016937
MATS7dv,-0.24498488595768064
MATS7pe,-0.20553627309262498
MATS7se,-0.2436452358897474
MATS8dv,-0.4488412567555189
MATS8pe,-0.5662041523041004
MATS8se,-0.5263833812796468
MAXaaCH,2.0722784391534392
MAXaaaC,0.8392157974300832
MAXaasC,1.1741798941798942
MDEC-22,10.410354824276498
MDEC-23,13.488845002021298
MDEC-33,4.20685701919088
MINaaCH,1.9210185185185185
MINaaaC,0.7682232615268332
MINaasC,0.40297377593012507
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.0178571428571428
SM1_Dzi,0.3114832760661568
SM1_Dzm,1.0171244600138196
SM1_Dzp,-1.1763381514864872
SM1_Dzv,-0.5607402311299865
SddssSe,0
SpAD_Dt,257.88709233225495
SpAbs_A,21.437150065527366
SpAbs_D,112.17696930161911
SpMAD_A,1.3398218790954601
SpMAD_D,7.011060581351197
SpMax_A,2.4192286882310907
SpMax_D,56.08848465080956
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,64.83
TpiPC10,8.724063168494784
VAdjMat,5.169925001442312
VE1_DzZ,3.9553560267862036
VE1_Dzi,3.944215800076152
VE1_Dzm,3.9553564955311
VE1_Dzp,3.9410189333179257
VE1_Dzv,3.9413279997019175
VE2_DzZ,0.24720975167413772
VE2_Dzi,0.2465134875047595
VE2_Dzm,0.24720978097069374
VE2_Dzp,0.24631368333237036
VE2_Dzv,0.24633299998136984
VE3_DzZ,1.8450742458288176
VE3_Dzi,1.8422537805329056
VE3_Dzm,1.8450743643377117
VE3_Dzp,1.8414429316383654
VE3_Dzv,1.8415213515269535
VR1_DzZ,75.77893138479438
VR1_Dzi,76.60603521846375
VR1_Dzm,75.77889912944313
VR1_Dzp,76.76840198183052
VR1_Dzv,76.74146330872375
VR2_DzZ,4.7361832115496485
VR2_Dzi,4.787877201153984
VR2_Dzm,4.736181195590196
VR2_Dzp,4.798025123864408
VR2_Dzv,4.7963414567952345
VR3_DzZ,4.797823933190106
VR3_Dzi,4.808679491641401
VR3_Dzm,4.797823507539368
VR3_Dzp,4.810796752209528
VR3_Dzv,4.810445782278934
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.02282177322938192
Xch-6dv,0.11310221179073983
Xch-7dv,0.10580278567915113
Xpc-4dv,0.7529551248577836
Xpc-5dv,1.0433021424609432
Xpc-6dv,1.2177317789908613
Zagreb1,86.0
Zagreb2,101.0
fragCpx,84.03
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,1
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,16
nBondsD,0
nBondsM,16
nBondsO,18
nBondsS,11
nBondsT,0
nFARing,0
nFHRing,1
nFaRing,1
nHetero,3
naHRing,1
AATS0are,6.09754
AATS1are,6.280296296296296
AATS2are,6.324423809523809
AATS3are,6.042313725490196
AATS4are,5.919875
AATS5are,5.783809523809522
AATS6are,5.862388888888889
AATS7are,6.12932
AATS8are,6.162
AATSC0dv,3.594074074074074
AATSC0pe,0.08057983999999994
AATSC0se,0.05127290239999998
AATSC1dv,1.0320073159579337
AATSC1pe,0.003604604444444383
AATSC1se,-0.0016197868444444376
AATSC2dv,-0.054379776601998886
AATSC2pe,0.015600064761904717
AATSC2se,0.01599359093333333
AATSC3dv,-0.6656983781166789
AATSC3pe,-0.010712153725490196
AATSC3se,-0.005898256909803918
AATSC4dv,-0.6525205761316871
AATSC4pe,-0.011127506666666636
AATSC4se,-0.004581854066666669
AATSC5dv,0.3259847148736038
AATSC5pe,0.004487207619047652
AATSC5se,0.001210526171428564
AATSC6dv,0.28635116598079574
AATSC6pe,0.007263604444444462
AATSC6se,0.0007987087111111052
AATSC7dv,-0.8804938271604936
AATSC7pe,-0.016562080000000014
AATSC7se,-0.012492398399999992
AATSC8dv,-1.6131687242798352
AATSC8pe,-0.04562464
AATSC8se,-0.026989203733333307
AETA_eta,0.5223929813080318
ATSC0are,2.081855999999999
ATSC1are,0.0944075200000003
ATSC2are,0.6214179199999998
ATSC3are,-0.5687502399999996
ATSC4are,-0.5078395199999999
ATSC5are,0.20793391999999936
ATSC6are,0.20434335999999947
ATSC7are,-0.4834319999999996
ATSC8are,-0.6238655999999995
BCUTZ-1h,16.00121280119462
BCUTZ-1l,5.676136756396846
BCUTc-1h,0.42601175662064267
BCUTc-1l,-0.5028041260563898
BCUTd-1h,3.1974859914503155
BCUTd-1l,0.9938523956803249
BCUTi-1h,14.54791766462381
BCUTi-1l,10.346595988053409
BCUTm-1h,32.060604512869375
BCUTm-1l,11.687928791174793
BCUTp-1h,2.909996201438203
BCUTp-1l,0.7503765966507117
BCUTs-1h,3.524912474010433
BCUTs-1l,1.2185142322676732
BCUTv-1h,24.432174920256546
BCUTv-1l,14.702558055054043
BalabanJ,1.5777142192842328
Diameter,9
ETA_beta,24.5
GATS1are,0.7324660730083585
GATS2are,0.8076858890748037
GATS3are,1.0568397791653783
GATS4are,0.9443376487134557
GATS5are,0.5694232179637511
GATS6are,0.8781907426194063
GATS7are,1.8320344922991798
GATS8are,2.1939269574840914
HybRatio,0.0
Lipinski,True
LogEE_Dt,128.94354616612748
MATS1are,0.041988672785423536
MATS2are,0.17767396930797288
MATS3are,-0.13391855020467408
MATS4are,-0.12704997367733412
MATS5are,0.05945184992438966
MATS6are,0.0681627889302194
MATS7are,-0.23221202619201323
MATS8are,-0.49944664760675067
NsssssAs,0
RotRatio,0.05555555555555555
SM1_Dzpe,0.4315330477356183
SM1_Dzse,0.46011389749064446
SMR_VSA1,4.417150937053347
SMR_VSA2,0.0
SMR_VSA3,4.9839785209472085
SMR_VSA4,0.0
SMR_VSA5,5.222755905846688
SMR_VSA6,0.0
SMR_VSA7,48.53093654769288
SMR_VSA8,0.0
SMR_VSA9,11.126902983393991
SpAD_DzZ,76.03766077988128
SpAD_Dzi,78.89318353497879
SpAD_Dzm,76.04269962212575
SpAD_Dzp,89.93117856648786
SpAD_Dzv,85.81424711532362
SpAbs_Dt,257.887092332255
SpDiam_A,4.7547095322782225
SpDiam_D,85.1934232215061
SpMAD_Dt,16.117943270765934
SpMax_Dt,128.94354616612748
SsssssAs,0
VE1_Dzpe,3.9455719951360324
VE1_Dzse,3.946477965359124
VE2_Dzpe,0.24659824969600203
VE2_Dzse,0.24665487283494525
VE3_Dzpe,1.8425975654631062
VE3_Dzse,1.8428271560591127
VMcGowan,163.54999999999976
VR1_Dzpe,76.497977571164
VR1_Dzse,76.43833958960123
VR2_Dzpe,4.78112359819775
VR2_Dzse,4.777396224350077
VR3_Dzpe,4.807267932750515
VR3_Dzse,4.806488026634128
mZagreb1,4.055555555555555
mZagreb2,3.4722222222222214
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,1
n9FaRing,1
n9aHRing,0
nBondsKD,7
nBondsKS,20
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.08327423999999996
AATSC1are,0.003496574814814826
AATSC2are,0.014795664761904758
AATSC3are,-0.011151965490196071
AATSC4are,-0.010579989999999997
AATSC5are,0.004950807619047604
AATSC6are,0.00567620444444443
AATSC7are,-0.019337279999999984
AATSC8are,-0.04159103999999996
AETA_beta,1.53125
BCUTdv-1h,6.0225792787109755
BCUTdv-1l,0.5520365195477241
BCUTpe-1h,3.491952213607769
BCUTpe-1l,2.224631621590628
BCUTse-1h,3.704750954842475
BCUTse-1l,2.4205035181892978
ETA_alpha,8.066666666666666
ETA_dBeta,4.5
ETA_eta_B,0.08771372187817228
ETA_eta_F,13.639912248189964
ETA_eta_L,2.9293930192906537
ETA_eta_R,21.998199949118472
ETA_psi_1,0.6385224274406334
LabuteASA,98.33920576572127
LogEE_DzZ,38.082446461369216
LogEE_Dzi,39.46605947224353
LogEE_Dzm,38.084920089813735
LogEE_Dzp,44.59798361090441
LogEE_Dzv,42.731892235433705
PEOE_VSA1,4.417150937053347
PEOE_VSA2,0.0
PEOE_VSA3,4.9839785209472085
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,49.02699155878265
PEOE_VSA7,23.259637120317212
PEOE_VSA8,0.0
PEOE_VSA9,0.0
SM1_Dzare,0.44679187422285627
SpAD_Dzpe,78.6170315379306
SpAD_Dzse,78.57495847042877
SpAbs_DzZ,75.14703577988124
SpAbs_Dzi,78.6206356684209
SpAbs_Dzm,75.1527157196137
SpAbs_Dzp,90.37230537329532
SpAbs_Dzv,86.02452470199736
SpDiam_Dt,178.31768725808018
SpMAD_DzZ,4.75235379874258
SpMAD_Dzi,4.930823970936174
SpMAD_Dzm,4.7526687263828595
SpMAD_Dzp,5.620698660405491
SpMAD_Dzv,5.3633904447077265
SpMax_DzZ,38.082446461369216
SpMax_Dzi,39.46605947224353
SpMax_Dzm,38.084920089813735
SpMax_Dzp,44.59798361090441
SpMax_Dzv,42.731892235433705
VE1_Dzare,3.94514996131286
VE2_Dzare,0.24657187258205376
VE3_Dzare,1.8424905958281592
VR1_Dzare,76.52479574346147
VR2_Dzare,4.782799733966342
VR3_Dzare,4.807618444925809
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,1
nAromAtom,15
nAromBond,16
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.5041666666666667
AETA_dBeta,0.28125
AETA_eta_B,0.0054821076173857675
AETA_eta_F,0.8524945155118727
AETA_eta_L,0.18308706370566585
AETA_eta_R,1.3748874968199045
BCUTare-1h,3.546046561673693
BCUTare-1l,2.174970090788964
ETA_beta_s,10.0
ETA_dPsi_A,0.0754775725593666
ETA_dPsi_B,0.0
ETA_eta_BR,0.3457137218781723
ETA_eta_FL,4.897106821204269
ETA_eta_RL,7.826499840494923
LogEE_Dzpe,39.33548658444877
LogEE_Dzse,39.316236353807554
PEOE_VSA10,5.516700717616262
PEOE_VSA11,5.583020141642242
PEOE_VSA12,0.0
PEOE_VSA13,5.222755905846688
SlogP_VSA1,0.0
SlogP_VSA2,4.9839785209472085
SlogP_VSA3,0.0
SlogP_VSA4,0.0
SlogP_VSA5,0.0
SlogP_VSA6,58.170843390592914
SlogP_VSA7,0.0
SlogP_VSA8,22.226623842652494
SlogP_VSA9,0.0
SpAD_Dzare,78.43819186024224
SpAbs_Dzpe,78.23944012116195
SpAbs_Dzse,78.17235881012445
SpDiam_DzZ,59.24826479100098
SpDiam_Dzi,60.51839399766334
SpDiam_Dzm,59.251081952515264
SpDiam_Dzp,67.13909914844665
SpDiam_Dzv,64.92791764403673
SpMAD_Dzpe,4.9135644711206625
SpMAD_Dzse,4.910934904401798
SpMax_Dzpe,39.33548658444877
SpMax_Dzse,39.316236353807554
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,16
AETA_beta_s,0.625
AETA_eta_BR,0.021607107617385768
AETA_eta_FL,0.3060691763252668
AETA_eta_RL,0.48915624003093267
DetourIndex,1018
EState_VSA1,0.0
EState_VSA2,0.0
EState_VSA3,5.222755905846688
EState_VSA4,16.6631723509555
EState_VSA5,5.563451491696996
EState_VSA6,0.0
EState_VSA7,36.39820241076966
EState_VSA8,29.745501805883418
EState_VSA9,4.417150937053347
ETA_beta_ns,14.5
ETA_shape_p,0.10330578512396695
ETA_shape_x,0.0
ETA_shape_y,0.30991735537190085
GhoseFilter,True
LogEE_Dzare,39.24702042226005
SlogP_VSA10,0.0
SlogP_VSA11,0.0
SpAbs_Dzare,78.04724897029725
SpDiam_Dzpe,60.57919915707127
SpDiam_Dzse,60.59390925787893
SpMAD_Dzare,4.90238699126514
SpMax_Dzare,39.24702042226005
TopoPSA(NO),26.03
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,5.311834057697153
VSA_EState9,24.65705948531676
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.90625
EState_VSA10,0.0
ETA_dAlpha_A,0.004166666666666652
ETA_dAlpha_B,0.0
FilterItLogS,-4.338308088116074
SpDiam_Dzare,60.45293817260914
ETA_beta_ns_d,0.5
ETA_epsilon_1,0.6133333333333335
ETA_epsilon_2,0.7895833333333332
ETA_epsilon_3,0.4454545454545458
ETA_epsilon_4,0.511711711711712
ETA_epsilon_5,0.7607843137254902
AETA_beta_ns_d,0.03125
ETA_dEpsilon_A,0.16787878787878768
ETA_dEpsilon_B,0.10162162162162147
ETA_dEpsilon_C,-0.06625716625716621
ETA_dEpsilon_D,0.028799019607843035
PetitjeanIndex,0.4444444444444444
TopoShapeIndex,0.8
CDK Descriptors
FMFDescriptor,0.9375
MDEDescriptor,"0.0,0.0,0.0,0.0,10.410354824276498,13.488845002021298,0.0,4.20685701919088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0"
APolDescriptor,33.683136999999995
BCUTDescriptor,"11.993732677691355,31.97207177064524,-0.32614337360671614,0.24870294123259623,6.673897224161388,9.975793744591346"
BPolDescriptor,15.354862999999998
TPSADescriptor,64.83
ALOGPDescriptor,"3.6482,13.309363240000001,65.5156"
XLogPDescriptor,3.535000000000001
VAdjMaDescriptor,5.169925001442312
WeightDescriptor,227.04048498
ChiPathDescriptor,"10.957819157813608,7.8264998404949235,7.067957828411537,5.907147112801106,5.12560074342564,4.081856125885272,2.4792432095584283,1.9297025368533374,9.315904825980704,5.424999753449303,3.9275431299948305,2.6746873742611506,1.931515371404461,1.2836345363874309,0.6336680871128803,0.4081382597784652"
ChiChainDescriptor,"0.0,0.0,0.09622504486493763,0.4024112627128349,0.4660258384485472,0.0,0.0,0.02282177322938192,0.11310221179073984,0.10580278567915113"
AtomCountDescriptor,25
BondCountDescriptor,18
SmallRingDescriptor,"3,3,2,2,0,0,1,2,0,0,0"
ChiClusterDescriptor,"0.9553418012614795,0.0,0.16666666666666666,0.0,0.41261644134149483,0.0,0.042992293264032394,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,0,10,2,0,0,0,0"
ZagrebIndexDescriptor,86.0
LargestChainDescriptor,10
MannholdLogPDescriptor,2.5599999999999996
WeightedPathDescriptor,"33.22456389876777,2.0765352436729856,8.668207701452364,3.060255504280144,3.064558382292317"
FractionalPSADescriptor,0.2855437875130987
WienerNumbersDescriptor,"435.0,22.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"2.1324470751661786,3.4943217862664158,4.50064952683021,0.7529551248577836,1.0433021424609437,1.1245457726335633"
FractionalCSP3Descriptor,0.0
KierHallSmartsDescriptor,"0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,0
LargestPiSystemDescriptor,15
PetitjeanNumberDescriptor,0.4444444444444444
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"11.11111111111111,4.704,2.3397612488521577"
AromaticAtomsCountDescriptor,15
AromaticBondsCountDescriptor,16
FragmentComplexityDescriptor,489.03
HBondAcceptorCountDescriptor,1
HybridizationRatioDescriptor,0.0
AutocorrelationDescriptorMass,"23.262202375267435,20.666333025179,31.219864140367033,26.336118229731984,21.004026252599417"
PetitjeanShapeIndexDescriptor,"0.8,NaN"
RotatableBondsCountDescriptor,1
AutocorrelationDescriptorCharge,"0.20112940434617782,-0.1484503187714856,0.049841591910531446,-0.0017190130011177148,-2.227052716728201E-4"
EccentricConnectivityIndexDescriptor,245
AutocorrelationDescriptorPolarizability,"1092.9666919638748,1275.3228012417985,1764.919623696175,1552.909843154984,1174.740832138459"
