DLiP-ID,T006YV
AATSC4p,0.023222996826509506
AATSC4s,-0.3186099938032413
AATSC4v,1.3945225501637541
AATSC5Z,-0.7687074829931972
AATSC5c,-0.002805963306793701
AATSC5d,-0.07132789115646258
AATSC5i,0.19931931233755995
AATSC5m,-3.2655349767371327
AATSC5p,0.021445697368845353
AATSC5s,0.031679882048841514
AATSC5v,3.8986337447276007
AATSC6Z,0.7232704402515723
AATSC6c,0.003731364405519915
AATSC6d,-0.12832955974842766
AATSC6i,0.0816469566724509
AATSC6m,2.949109959416984
AATSC6p,-0.019574621678569052
AATSC6s,-0.17413408410092424
AATSC6v,-3.807503346278812
AATSC7Z,-0.7245508982035929
AATSC7c,-0.0003673219309999558
AATSC7d,-0.06537245508982037
AATSC7i,-0.10714699264328524
AATSC7m,-3.1036921588026836
AATSC7p,-0.018037667700041587
AATSC7s,-0.034786623552164074
AATSC7v,-4.435953564313404
AATSC8Z,-1.781456953642384
AATSC8c,-0.0041166034695184345
AATSC8d,-0.02259337748344369
AATSC8i,-0.3285204937263383
AATSC8m,-8.033289742932588
AATSC8p,-0.04757796651375481
AATSC8s,0.14306113124816422
AATSC8v,-9.3767355976169
ATS0are,335.4622999999999
ATS1are,345.554
ATS2are,578.2638000000001
ATS3are,787.8816999999999
ATS4are,897.3970999999999
ATS5are,962.235
ATS6are,1033.9843
ATS7are,1063.2240000000002
ATS8are,950.391
ATSC0dv,226.19654320987652
ATSC0pe,9.372999999999998
ATSC0se,6.602915999999999
ATSC1dv,41.03117037037036
ATSC1pe,-0.23817200000000016
ATSC1se,-0.28552900000000014
ATSC2dv,-17.382459259259257
ATSC2pe,0.20982800000000035
ATSC2se,0.25150999999999973
ATSC3dv,-35.699358024691364
ATSC3pe,-1.8497799999999986
ATSC3se,-1.2512769999999995
ATSC4dv,-60.45507160493826
ATSC4pe,-3.2418079999999994
ATSC4se,-2.4373679999999998
ATSC5dv,-23.731911111111103
ATSC5pe,-2.253148
ATSC5se,-1.6711109999999993
ATSC6dv,-68.79636543209877
ATSC6pe,0.5609240000000015
ATSC6se,0.7525899999999998
ATSC7dv,-74.84707160493828
ATSC7pe,0.37529199999999985
ATSC7se,0.42645899999999987
ATSC8dv,20.685451851851848
ATSC8pe,-0.13970400000000088
ATSC8se,0.00980399999999984
AXp-0dv,0.5694569455392245
AXp-1dv,0.29453827060573606
AXp-2dv,0.1576764699188036
AXp-3dv,0.08261184560019587
AXp-4dv,0.04400168528798838
AXp-5dv,0.023360406118421113
AXp-6dv,0.012398378005451557
AXp-7dv,0.006428258177049554
BertzCT,1235.4616705657465
ECIndex,645
ETA_eta,28.610727447375705
GATS1dv,0.4853517246935973
GATS1pe,0.5670318598785352
GATS1se,0.6135757807039558
GATS2dv,0.8374950357525056
GATS2pe,0.6845839839771879
GATS2se,0.6964173032862231
GATS3dv,0.9318696766859953
GATS3pe,0.9087061239731143
GATS3se,0.9093210162752337
GATS4dv,1.0383571743732083
GATS4pe,0.9760058982899321
GATS4se,1.0012936515113586
GATS5dv,0.9565864276233059
GATS5pe,0.8480760339983642
GATS5se,0.900859610107615
GATS6dv,1.002552264715549
GATS6pe,0.7977693857708513
GATS6se,0.8251976291885007
GATS7dv,1.0535343705839684
GATS7pe,0.8556125985519625
GATS7se,0.8587395671162422
GATS8dv,0.9515611438276055
GATS8pe,0.9828974375460584
GATS8se,0.9401015169179979
LogEE_A,4.426912289724122
LogEE_D,172.08774928947463
MATS1dv,0.17112839455237117
MATS1pe,-0.023972107760347385
MATS1se,-0.040795154918232435
MATS2dv,-0.04366290114890698
MATS2pe,0.012719561991406678
MATS2se,0.02164246964385265
MATS3dv,-0.06576021144799965
MATS3pe,-0.08222998684163729
MATS3se,-0.07895987419295757
MATS4dv,-0.09754302357245062
MATS4pe,-0.12622870007888787
MATS4se,-0.134720836212895
MATS5dv,-0.035686127182464424
MATS5pe,-0.08176430926579531
MATS5se,-0.08608395170267442
MATS6dv,-0.09564282845751576
MATS6pe,0.018819075532759414
MATS6se,0.035842273627678826
MATS7dv,-0.09907005013307187
MATS7pe,0.01198793067870447
MATS7se,0.019337264828045868
MATS8dv,0.03028113193492778
MATS8pe,-0.004935410503468145
MATS8se,0.0004916551438628006
MAXaaCH,1.5529294163461733
MAXaasC,0.46959981523473604
MAXdssC,0.18702737885277565
MAXsCH3,1.1928032782212976
MAXssNH,3.0378192449819434
MAXsssN,1.2652588813303098
MDEC-12,1.6366188229944647
MDEC-13,2.2554891261435883
MDEC-22,11.392867947004955
MDEC-23,32.87540863547279
MDEC-33,18.140650614119096
MDEN-23,0.33333333333333337
MDEO-11,0.19999999999999996
MDEO-12,0.6324555320336759
MINaaCH,1.1852801300731497
MINaasC,-0.5029460086503736
MINdssC,-0.7478857674757127
MINsCH3,1.1928032782212976
MINssNH,3.0378192449819434
MINsssN,1.2652588813303098
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,2.9744397759103642
SM1_Dzi,1.7220685329089294
SM1_Dzm,3.0549185098061935
SM1_Dzp,-7.621572879945278
SM1_Dzv,-2.688084516353272
SddssSe,0
SpAD_Dt,756.4826847188772
SpAbs_A,42.20151834362047
SpAbs_D,344.17549857894926
SpMAD_A,1.2788338892006204
SpMAD_D,10.429560562998462
SpMax_A,2.5263454707094763
SpMax_D,172.08774928947463
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,90.73
TpiPC10,8.816417767135782
VAdjMat,6.169925001442312
VE1_DzZ,5.660266873477034
VE1_Dzi,5.653709827819169
VE1_Dzm,5.660995139489909
VE1_Dzp,5.625922485537356
VE1_Dzv,5.654927550285352
VE2_DzZ,0.17152323859021315
VE2_Dzi,0.17132454023694452
VE2_Dzm,0.17154530725726996
VE2_Dzp,0.17048249956173805
VE2_Dzv,0.17136144091773794
VE3_DzZ,2.927393510366958
VE3_Dzi,2.926234404852582
VE3_Dzm,2.9275221649309184
VE3_Dzp,2.9213074005456736
VE3_Dzv,2.9264497663378215
VR1_DzZ,222.90729869021754
VR1_Dzi,224.42789413909634
VR1_Dzm,222.81186210361454
VR1_Dzp,227.15601990548993
VR1_Dzv,224.03073416888333
VR2_DzZ,6.75476662697629
VR2_Dzi,6.800845276942313
VR2_Dzm,6.751874609200441
VR2_Dzp,6.883515754711816
VR2_Dzv,6.788810126329798
VR3_DzZ,6.600678452564236
VR3_Dzi,6.607476939828389
VR3_Dzm,6.600250216147872
VR3_Dzp,6.619559562221857
VR3_Dzv,6.605705717026663
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0
Xch-6dv,0.07961181677178997
Xch-7dv,0.11247525403360184
Xpc-4dv,2.2050261206008295
Xpc-5dv,3.2719079919604517
Xpc-6dv,4.767990175891538
Zagreb1,176.0
Zagreb2,211.0
fragCpx,240.09
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,0
n5aRing,0
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,3
n7ARing,1
n7FRing,0
n7HRing,1
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,18
nBondsD,3
nBondsM,21
nBondsO,36
nBondsS,32
nBondsT,0
nFARing,1
nFHRing,1
nFaRing,0
nHetero,9
naHRing,0
AATS0are,6.7092459999999985
AATS1are,6.51988679245283
AATS2are,6.571179545454546
AATS3are,6.5656808333333325
AATS4are,6.550343795620437
AATS5are,6.545816326530613
AATS6are,6.503045911949686
AATS7are,6.366610778443115
AATS8are,6.293980132450331
AATSC0dv,4.52393086419753
AATSC0pe,0.18745999999999996
AATSC0se,0.13205831999999998
AATSC1dv,0.7741730258560445
AATSC1pe,-0.00449381132075472
AATSC1se,-0.005387339622641512
AATSC2dv,-0.1975279461279461
AATSC2pe,0.002384409090909095
AATSC2se,0.0028580681818181786
AATSC3dv,-0.2974946502057614
AATSC3pe,-0.015414833333333322
AATSC3se,-0.01042730833333333
AATSC4dv,-0.44127789492655667
AATSC4pe,-0.023662832116788317
AATSC4se,-0.01779100729927007
AATSC5dv,-0.16144157218442928
AATSC5pe,-0.015327537414965986
AATSC5se,-0.011368102040816322
AATSC6dv,-0.43268154359810546
AATSC6pe,0.0035278238993710787
AATSC6se,0.004733270440251571
AATSC7dv,-0.44818605751460044
AATSC7pe,0.0022472574850299393
AATSC7se,0.0025536467065868256
AATSC8dv,0.13698974736325728
AATSC8pe,-0.0009251920529801383
AATSC8se,6.492715231787974e-05
AETA_eta,0.8669917408295669
ATSC0are,10.286297999999995
ATSC1are,-0.32809587999999984
ATSC2are,0.22934752000000058
ATSC3are,-1.624517199999998
ATSC4are,-3.722700519999998
ATSC5are,-2.379680119999998
ATSC6are,0.29082235999999956
ATSC7are,0.7938486799999973
ATSC8are,0.36550403999999737
BCUTZ-1h,17.00110493822564
BCUTZ-1l,5.692848583235622
BCUTc-1h,0.4641942215045792
BCUTc-1l,-0.4981554100503184
BCUTd-1h,3.2426954407309974
BCUTd-1l,0.9771576031501079
BCUTi-1h,17.425816560550132
BCUTi-1l,10.312853402413676
BCUTm-1h,35.450518070467666
BCUTm-1l,11.704716889431625
BCUTp-1h,2.9353231406106786
BCUTp-1l,0.5450368881590079
BCUTs-1h,8.002964886067144
BCUTs-1l,1.1832806404107687
BCUTv-1h,24.44047043362591
BCUTv-1l,13.303154012464612
BalabanJ,1.7025632267919435
Diameter,12
ETA_beta,44.5
GATS1are,0.5866396248679554
GATS2are,0.6968470227445905
GATS3are,0.9013857965875252
GATS4are,0.99152981644934
GATS5are,0.8490955638267529
GATS6are,0.8114929065476443
GATS7are,0.8439491908800909
GATS8are,0.9564068396219325
HybRatio,0.125
Lipinski,False
LogEE_Dt,378.2413423594386
MATS1are,-0.030090943806444226
MATS2are,0.01266841490583797
MATS3are,-0.06580425403450943
MATS4are,-0.132083459454268
MATS5are,-0.0786886600799161
MATS6are,0.008890814978045935
MATS7are,0.02310639313667379
MATS8are,0.011765926654523202
MAXsssCH,-0.9644179894179896
MINsssCH,-1.2643230347694645
NsssssAs,0
RotRatio,0.1111111111111111
SM1_Dzpe,2.021790058234716
SM1_Dzse,1.9341506637024763
SMR_VSA1,23.106767417293334
SMR_VSA2,0.0
SMR_VSA3,4.899909730850478
SMR_VSA4,0.0
SMR_VSA5,12.083681658295921
SMR_VSA6,12.426586145283864
SMR_VSA7,100.07746722400184
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,270.3014322701291
SpAD_Dzi,267.95495716176185
SpAD_Dzm,269.92947123373983
SpAD_Dzp,380.1441742982871
SpAD_Dzv,334.1703430953836
SpAbs_Dt,756.4826847188772
SpDiam_A,4.995432137581663
SpDiam_D,223.40551139100046
SpMAD_Dt,22.923717718753853
SpMax_Dt,378.2413423594386
SsssssAs,0
VE1_Dzpe,5.658024660163985
VE1_Dzse,5.658186076206636
VE2_Dzpe,0.17145529273224197
VE2_Dzse,0.17146018412747382
VE3_Dzpe,2.926997299801836
VE3_Dzse,2.927025828086864
VMcGowan,323.6600000000008
VR1_Dzpe,223.58909273905743
VR1_Dzse,223.52764313013458
VR2_Dzpe,6.77542705269871
VR2_Dzse,6.773564943337411
VR3_Dzpe,6.60373242832681
VR3_Dzse,6.603457557786838
mZagreb1,11.694444444444445
mZagreb2,7.250000000000001
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,1
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,1
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,12
nBondsKS,41
nFAHRing,1
nFaHRing,0
nG12Ring,0
AATSC0are,0.2057259599999999
AATSC1are,-0.006190488301886789
AATSC2are,0.002606221818181825
AATSC3are,-0.013537643333333318
AATSC4are,-0.027172996496350348
AATSC5are,-0.016188300136054407
AATSC6are,0.0018290714465408777
AATSC7are,0.004753584910179624
AATSC8are,0.002420556556291373
AETA_beta,1.3484848484848484
BCUTdv-1h,7.005153182112355
BCUTdv-1l,0.6534520910925445
BCUTpe-1h,3.9899117062862235
BCUTpe-1l,2.2396026876002395
BCUTse-1h,4.01124665005253
BCUTse-1l,2.4357082380503288
ETA_alpha,15.91904761904762
ETA_dBeta,2.5
ETA_eta_B,0.6192808090908475
ETA_eta_F,42.51073238680374
ETA_eta_L,6.57912595770714
ETA_eta_R,71.12145983417945
ETA_psi_1,0.5418152350081039
LabuteASA,198.46881562782028
LogEE_DzZ,135.19691275360321
LogEE_Dzi,134.0296624758176
LogEE_Dzm,135.0153617191563
LogEE_Dzp,188.29815987725502
LogEE_Dzv,166.51497180179868
PEOE_VSA1,14.953561288656857
PEOE_VSA2,4.794537184071822
PEOE_VSA3,13.575367279421462
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,48.08428160712565
PEOE_VSA7,53.59147246262526
PEOE_VSA8,5.022633313741326
PEOE_VSA9,18.36063530765809
SM1_Dzare,2.100983776824063
SpAD_Dzpe,271.4732458743692
SpAD_Dzse,273.69416379584095
SpAbs_DzZ,267.6875306488745
SpAbs_Dzi,266.33725641872627
SpAbs_Dzm,267.24484587663744
SpAbs_Dzp,384.2178926344553
SpAbs_Dzv,335.71802811995065
SpDiam_Dt,523.5893009256174
SpMAD_DzZ,8.190952493034215
SpMAD_Dzi,8.119847186720056
SpMAD_Dzm,8.179680946476964
SpMAD_Dzp,11.519520433281428
SpMAD_Dzv,10.126374033193443
SpMax_DzZ,135.19691275360321
SpMax_Dzi,134.0296624758176
SpMax_Dzm,135.0153617191563
SpMax_Dzp,188.29815987725502
SpMax_Dzv,166.51497180179868
VE1_Dzare,5.656909389092755
VE2_Dzare,0.1714214966391744
VE3_Dzare,2.9268001672211263
VR1_Dzare,223.7363701020359
VR2_Dzare,6.779890003091997
VR3_Dzare,6.604390908026869
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,1
n11FHRing,1
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,18
nAromBond,18
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4823953823953824
AETA_dBeta,0.07575757575757576
AETA_eta_B,0.018766085123965076
AETA_eta_F,1.2882040117213254
AETA_eta_L,0.19936745326385272
AETA_eta_R,2.1551957525508922
BCUTare-1h,4.1089261944999045
BCUTare-1l,2.1890126599146114
ETA_beta_s,21.0
ETA_dPsi_A,0.17218476499189606
ETA_dPsi_B,0.0
ETA_eta_BR,0.9632808090908475
ETA_eta_FL,9.215806795575109
ETA_eta_RL,15.794932753282248
LogEE_Dzpe,135.79788930258565
LogEE_Dzse,136.90569252409327
PEOE_VSA10,22.664784612977943
PEOE_VSA11,6.041840829147961
PEOE_VSA12,0.0
PEOE_VSA13,5.907179729351506
SlogP_VSA1,5.316788604006331
SlogP_VSA2,28.874694391169555
SlogP_VSA3,9.53140013787187
SlogP_VSA4,11.63444168209179
SlogP_VSA5,33.56857331745873
SlogP_VSA6,66.73003775307771
SlogP_VSA7,5.022633313741326
SlogP_VSA8,0.0
SlogP_VSA9,0.0
SpAD_Dzare,269.07943232281013
SpAbs_Dzpe,269.57398854693656
SpAbs_Dzse,271.8772343844841
SpDiam_DzZ,178.05454544235465
SpDiam_Dzi,175.24762467882215
SpDiam_Dzm,177.86557001921267
SpDiam_Dzp,247.49708882152495
SpDiam_Dzv,220.15881755962013
SpMAD_Dzpe,8.226461996193006
SpMAD_Dzse,8.293762539267908
SpMax_Dzpe,135.79788930258565
SpMax_Dzse,136.90569252409327
n10FAHRing,0
n10FaHRing,0
n11FAHRing,1
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,33
AETA_beta_s,0.6363636363636364
AETA_eta_BR,0.0291903275482075
AETA_eta_FL,0.2792668725931851
AETA_eta_RL,0.4786343258570378
DetourIndex,6134
EState_VSA1,35.594608357691065
EState_VSA2,10.551953593435186
EState_VSA3,21.836922571818878
EState_VSA4,0.0
EState_VSA5,66.6070108882825
EState_VSA6,12.13273413692322
EState_VSA7,0.0
EState_VSA8,5.316788604006331
EState_VSA9,28.55567628707926
ETA_beta_ns,23.5
ETA_shape_p,0.20640143583607537
ETA_shape_x,0.0
ETA_shape_y,0.40203410110679033
GhoseFilter,False
LogEE_Dzare,134.60338233646036
SlogP_VSA10,14.468216370033202
SlogP_VSA11,0.0
SpAbs_Dzare,267.1057808960968
SpDiam_Dzpe,178.31273942715785
SpDiam_Dzse,179.88084253988285
SpMAD_Dzare,8.153922191600307
SpMax_Dzare,134.60338233646036
TopoPSA(NO),58.64
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,27.273359872707466
VSA_EState9,50.08155715215209
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.7121212121212122
EState_VSA10,18.369904463493285
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.017604617604617595
FilterItLogS,-6.87074734444699
SpDiam_Dzare,176.59064900174405
ETA_beta_ns_d,1.5
ETA_epsilon_1,0.689619047619047
ETA_epsilon_2,0.89033189033189
ETA_epsilon_3,0.4419354838709669
ETA_epsilon_4,0.5864845938375338
ETA_epsilon_5,0.8729691876750697
AETA_beta_ns_d,0.045454545454545456
ETA_dEpsilon_A,0.2476835637480801
ETA_dEpsilon_B,0.1031344537815132
ETA_dEpsilon_C,-0.1445491099665669
ETA_dEpsilon_D,0.017362702656820272
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.7272727272727273
MDEDescriptor,"0.0,1.6366188229944647,2.2554891261435883,0.0,11.392867947004955,32.87540863547279,0.0,18.140650614119096,0.0,0.0,0.19999999999999996,0.6324555320336759,0.0,0.0,0.0,0.0,0.0,0.33333333333333337,0.0"
APolDescriptor,64.37548099999998
BCUTDescriptor,"11.850000000000003,34.968854440806716,-0.317598718728758,0.2838110906237473,4.131097418108873,13.975104307570271"
BPolDescriptor,29.022518999999996
TPSADescriptor,90.73
ALOGPDescriptor,"5.6649,32.091092010000004,123.22560000000001"
XLogPDescriptor,4.974
VAdjMaDescriptor,6.169925001442312
WeightDescriptor,486.06164766
ChiPathDescriptor,"23.697941654890254,15.794932753282254,14.57174821279993,12.317079571888566,10.293282017488936,9.054742922444017,6.6657078817589674,4.671429014920715,18.792079202794415,10.603377741806499,8.199176435777787,5.8654410376139055,4.312165158222861,3.153654825986852,1.9713421028667992,1.176371246400069"
ChiChainDescriptor,"0.0,0.0,0.0,0.2347080484106438,0.4183293257739696,0.0,0.0,0.0,0.07961181677178997,0.10440653872900306"
AtomCountDescriptor,50
BondCountDescriptor,36
SmallRingDescriptor,"4,3,3,3,0,0,0,3,1,0,0"
ChiClusterDescriptor,"2.499296111126633,0.0,0.5530788572346366,0.0,1.125925859513081,0.0,0.17981171147804934,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,3,15,3,0,2,0,0"
ZagrebIndexDescriptor,176.0
LargestChainDescriptor,13
MannholdLogPDescriptor,3.1099999999999994
WeightedPathDescriptor,"67.17505980364217,2.0356078728376414,24.745244262478636,7.8607147912013655,6.689805204573427"
FractionalPSADescriptor,0.18666356507820098
WienerNumbersDescriptor,"2731.0,62.0"
AminoAcidCountDescriptor,"1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"5.72106397405485,9.615013358464987,15.386125602637776,2.2050261206008295,3.2719079919604486,4.377626365470158"
FractionalCSP3Descriptor,0.125
KierHallSmartsDescriptor,"0,0,0,0,0,0,1,0,0,0,0,11,2,0,0,3,7,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,12
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"26.074074074074073,11.372781065088757,5.713152152350724"
AromaticAtomsCountDescriptor,18
AromaticBondsCountDescriptor,18
FragmentComplexityDescriptor,1753.09
HBondAcceptorCountDescriptor,5
HybridizationRatioDescriptor,0.125
AutocorrelationDescriptorMass,"52.88815893355989,42.94440364147387,65.66758423000074,79.13707407224703,88.60710422231892"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,5
AutocorrelationDescriptorCharge,"0.6920543791355349,-0.3836458778531143,0.04664426549971179,0.16912450294688686,-0.23243853937765815"
EccentricConnectivityIndexDescriptor,645
AutocorrelationDescriptorPolarizability,"2800.973059680483,3397.6228873593977,4988.557316061091,6169.150983060503,6205.521412155285"
