DLiP-ID,T007A7
DLiP-Mol-ID,25266
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C22H22N6O6/c29-18(26-16(9-19(30)31)15-7-4-8-23-11-15)12-24-20(32)17-13-34-22(27-17)28-21(33)25-10-14-5-2-1-3-6-14/h1-8,11,13,16H,9-10,12H2,(H,24,32)(H,26,29)(H,30,31)(H2,25,27,28,33)"
Standard Inchi Key(RDKit),XEVNETHTGZYGEY-UHFFFAOYSA-N
Canonical SMILES(RDKit),O=C(O)CC(NC(=O)CNC(=O)c1coc(NC(=O)NCc2ccccc2)n1)c1cccnc1
SMILES(SDF),
MW(SDF),
MW(RDKit),466.454
MW Monoisotopic(RDKit),466.160082424
MolLogP(RDKit),1.4533
XLogP(SDF),
XLogP(CDK),-0.0500000000000007
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),7
HBA Lipinski(RDKit),12
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),5
HBD Lipinski(RDKit),5
PSA(SDF),
PSA(RDKit),175.55
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,1
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),10
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),34
QED Weighted(RDKit),0.298174452489419
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,44852170.48149053
qed,0.29817445248941865
Chi0,24.338288046437572
Chi1,16.40188724096433
TPSA,175.55
Chi0n,17.85505554346472
Chi0v,17.85505554346472
Chi1n,10.140282344893356
Chi1v,10.140282344893356
Chi2n,7.01817331302293
Chi2v,7.01817331302293
Chi3n,4.463429399634604
Chi3v,4.463429399634604
Chi4n,2.8603643587844254
Chi4v,2.8603643587844254
MolMR,118.5101
MolWt,466.4540000000001
fr_SH,0
Kappa1,23.91336481961089
Kappa2,11.758850668422038
Kappa3,7.441668614094096
fr_ArN,0
fr_COO,1
fr_C_O,4
fr_C_S,0
fr_NH0,2
fr_NH1,4
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,1135.0563634914583
MolLogP,1.4533
NOCount,12
fr_Ar_N,2
fr_COO2,1
fr_urea,1
BalabanJ,1.46389344699407
SMR_VSA1,28.701827068181338
SMR_VSA2,0.0
