DLiP-ID,C000VO
DLiP-Mol-ID,31441
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C17H20N2O3S/c1-17(2,3)13-6-4-12(5-7-13)16(20)19-14-8-10-15(11-9-14)23(18,21)22/h4-11H,1-3H3,(H,19,20)(H2,18,21,22)"
Standard Inchi Key(RDKit),JNCGPUJPMPRVLW-UHFFFAOYSA-N
Canonical SMILES(RDKit),CC(C)(C)c1ccc(C(=O)Nc2ccc(S(N)(=O)=O)cc2)cc1
SMILES(SDF),
MW(SDF),
MW(RDKit),332.425
MW Monoisotopic(RDKit),332.1194635
MolLogP(RDKit),2.8838
XLogP(SDF),
XLogP(CDK),3.269
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),3
HBA Lipinski(RDKit),5
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),3
PSA(SDF),
PSA(RDKit),89.26
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),3
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),23
QED Weighted(RDKit),0.905408095485155
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,83667.16384194183
qed,0.9054080954851552
Chi0,17.25071237662706
Chi1,10.570516776351216
TPSA,89.25999999999999
Chi0n,13.329145584562088
Chi0v,14.145642165489814
Chi1n,7.1200182942845505
Chi1v,8.666337772206113
Chi2n,6.3508610777501655
Chi2v,7.912284135217751
Chi3n,3.453832013843613
Chi3v,4.38306324725518
