DLiP-ID,C100NG
DLiP-Mol-ID,35852
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C20H17NO4S2/c1-11-8-13(3)18(9-12(11)2)27(23,24)21-16-10-17-19(25-20(22)26-17)15-7-5-4-6-14(15)16/h4-10,21H,1-3H3"
Standard Inchi Key(RDKit),GRWYCFWUPOWDPS-UHFFFAOYSA-N
Canonical SMILES(RDKit),Cc1cc(C)c(S(=O)(=O)Nc2cc3sc(=O)oc3c3ccccc23)cc1C
SMILES(SDF),
MW(SDF),
MW(RDKit),399.493
MW Monoisotopic(RDKit),399.059900024
MolLogP(RDKit),4.73376
XLogP(SDF),
XLogP(CDK),4.813
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),5
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),76.38
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),3
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),4
nAtoms(SDF),
Heavy Atoms(RDKit),27
QED Weighted(RDKit),0.540082442239871
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Keap1/Nrf2
Common Target Pref Name,KEAP1/NRF2
RDKit Descriptors
Ipc,1370365.3455240563
qed,0.5400824422398707
Chi0,19.344570503761737
Chi1,12.758857377976812
TPSA,76.38
Chi0n,14.990941627110562
Chi0v,16.623934788966015
Chi1n,8.321603426715356
Chi1v,10.621263255237476
Chi2n,6.558558415141766
Chi2v,9.186666425580409
Chi3n,4.664887387461033
Chi3v,6.945545433355877
