DLiP-ID,I001GF
DLiP-Mol-ID,29913
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C23H21ClN6O/c1-14-3-9-19-18(11-14)21(30-23(25-2)29-19)27-12-15-4-7-17(8-5-15)28-22(31)16-6-10-20(24)26-13-16/h3-11,13H,12H2,1-2H3,(H,28,31)(H2,25,27,29,30)"
Standard Inchi Key(RDKit),YQPIBQOIIIQHCV-UHFFFAOYSA-N
Canonical SMILES(RDKit),CNc1nc(NCc2ccc(NC(=O)c3ccc(Cl)nc3)cc2)c2cc(C)ccc2n1
SMILES(SDF),
MW(SDF),
MW(RDKit),432.915
MW Monoisotopic(RDKit),432.146536972
MolLogP(RDKit),4.89272
XLogP(SDF),
XLogP(CDK),4.409
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),6
HBA Lipinski(RDKit),7
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),3
HBD Lipinski(RDKit),3
PSA(SDF),
PSA(RDKit),91.83
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),6
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),4
nAtoms(SDF),
Heavy Atoms(RDKit),31
QED Weighted(RDKit),0.375463389362084
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Beta-catenin_TCF-4
Common Target Pref Name,Beta-catenin/TCF
RDKit Descriptors
Ipc,12068284.867967071
qed,0.375463389362084
Chi0,21.794317972067567
Chi1,15.012371688496552
TPSA,91.83000000000001
Chi0n,17.108463023055773
Chi0v,17.864391969074227
Chi1n,9.735205855296424
Chi1v,10.113170328305651
Chi2n,7.040622576068044
Chi2v,7.42787131724974
Chi3n,4.736179100089356
Chi3v,4.959757265053953
Chi4n,3.093935840101274
Chi4v,3.2057249225835722
MolMR,124.79060000000001
