DLiP-ID,C000YZ
GGI2,2.4444444444444455
GGI3,1.375
GGI4,1.0666666666666667
GGI5,0.6111111111111112
GGI6,0.3519274376417234
GGI7,0.23267431972789113
GGI8,0.16577695893172079
GGI9,0.1396836419753087
JGI1,0.1875
JGI2,0.0740740740740741
JGI3,0.04296875
JGI4,0.03678160919540229
JGI5,0.025462962962962965
JGI6,0.015996701710987424
JGI7,0.013686724689875949
JGI8,0.012752073763978524
JGI9,0.010744895536562202
MIC0,15.98088896414114
MIC1,36.258946238358
MIC2,41.23134824214796
MIC3,41.54763250155964
MIC4,41.54763250155964
MIC5,41.54763250155964
MPC2,33
MPC3,43
MPC4,56
MPC5,66
MPC6,71
MPC7,74
MPC8,82
MPC9,81
Mare,1.0037837837837842
NaaN,3
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,0
NsSH,0
NssO,1
NssS,0
NtCH,0
NtsC,0
RNCG,0.22964067536291488
RPCG,0.16766951435335053
SIC0,0.32131511612479124
SIC1,0.7244125674918879
SIC2,0.8800547729026128
SIC3,0.9402864411515108
SIC4,0.9402864411515108
SIC5,0.9402864411515108
SaaN,12.495525136686059
SaaO,0
SaaS,0
Sare,37.140000000000015
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,4.959056292282754
SssS,0
StCH,0
StsC,0
TIC0,61.93341618557878
TIC1,139.6303590495074
TIC2,169.6303590495075
TIC3,181.23999952394422
TIC4,181.23999952394422
TIC5,181.23999952394422
Vabc,249.69944577202196
WPol,32
apol,42.155894999999994
bpol,22.212104999999998
nRot,4
ABCGG,13.832566038396013
ATS0Z,928.0
ATS0d,129.0
ATS0i,6102.7830073687355
ATS0m,3672.119022
ATS0p,55.83910157273501
ATS0s,164.41666666666669
ATS0v,8468.362112741035
ATS1Z,1058.0
ATS1d,157.0
ATS1i,5880.289699501899
ATS1m,4057.354327999999
ATS1p,68.76201264000002
ATS1s,137.36111111111111
ATS1v,10392.560832968155
ATS2Z,1528.0
ATS2d,239.0
ATS2i,10199.047195150144
ATS2m,5801.291024999999
ATS2p,96.99738110594299
ATS2s,232.77777777777786
ATS2v,14433.275255207745
ATS3Z,1526.0
ATS3d,245.0
ATS3i,11838.315646088446
ATS3m,5663.370392
ATS3p,103.13511639679199
ATS3s,248.61111111111114
ATS3v,15119.731597506146
ATS4Z,1437.0
ATS4d,232.0
ATS4i,11907.151072012795
ATS4m,5257.032297000001
ATS4p,100.33852471479199
ATS4s,261.16666666666663
ATS4v,14451.317128471826
ATS5Z,1227.0
ATS5d,209.0
ATS5i,11607.225254965446
ATS5m,4332.918176000001
ATS5p,96.32762253139599
ATS5s,229.11111111111114
ATS5v,13515.170637090936
ATS6Z,1120.0
ATS6d,195.0
ATS6i,11354.16817800074
ATS6m,3986.6259219999997
ATS6p,95.42402166333898
ATS6s,199.5277777777778
ATS6v,12719.227777079755
ATS7Z,913.0
ATS7d,170.0
ATS7i,10930.938693602135
ATS7m,3175.208140999999
ATS7p,80.05413971473499
ATS7s,176.97222222222223
ATS7v,10490.636005193299
ATS8Z,714.0
ATS8d,130.0
ATS8i,8368.921165106587
ATS8m,2531.5566050000007
ATS8p,55.29124773788598
ATS8s,139.88888888888889
ATS8v,7373.492853045507
C1SP1,0
C1SP2,2
C1SP3,3
C2SP1,0
C2SP2,7
C2SP3,0
C3SP2,1
C3SP3,0
C4SP3,0
FCSP3,0.2
GGI10,0.08948474645444343
JGI10,0.006883442034957187
JGT10,0.42685123396880065
Kier1,16.84375
Kier2,7.7134986225895315
Kier3,4.11032990805841
MAXdO,11.625766818358809
MID_C,30.775108440556558
MID_N,10.448208181096202
MID_O,3.688834029109972
MID_X,0.0
MID_h,14.137042210206172
MINdO,11.625766818358809
MPC10,84
MWC01,24.0
MWC02,4.74493212836325
MWC03,5.58724865840025
MWC04,6.459904454377535
MWC05,7.32052696227274
MWC06,8.19891444498699
MWC07,9.066123521215774
MWC08,9.947073723199049
MWC09,10.817676076318413
MWC10,11.700276021785625
NaaCH,6
NaaNH,0
NaaSe,0
NaaaC,1
NaasC,4
NaasN,1
NdCH2,0
NddsN,0
NdsCH,0
NdssC,1
NdssS,0
NsCH3,2
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,2.35302
SRW02,3.8918202981106265
SRW03,0.0
SRW04,5.198497031265826
SRW05,2.3978952727983707
SRW06,6.698268054115413
SRW07,4.59511985013459
SRW08,8.291295851905407
SRW09,6.6052979209482015
SRW10,9.934453131793008
SaaCH,10.382061152565301
SaaNH,0
SaaSe,0
SaaaC,0.5330034497729306
SaasC,2.939526477193776
SaasN,1.6173196963970773
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-0.3264146090534976
SdssS,0
SsCH3,3.6732918368179632
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,3.2403399785840263
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,3.875818142288249
VE1_D,4.6172021109819426
VE2_A,0.17617355192219314
VE2_D,0.20987282322645193
VE3_A,2.143214134377783
VE3_D,2.3182462783223747
VR1_A,285.39137188913537
VR1_D,120.84923432878008
VR2_A,12.972335085869789
VR2_D,5.493147014944549
VR3_A,6.442318833307188
VR3_D,5.583001131778177
WPath,1149
Xc-3d,1.3645843037102146
Xc-4d,0.0
Xc-5d,0.2539338936857123
Xc-6d,0.0
Xp-0d,15.526733258565956
Xp-1d,10.669035095596021
Xp-2d,9.473960694121645
Xp-3d,7.809855962274758
Xp-4d,6.666619060172503
Xp-5d,4.92755604719171
Xp-6d,3.5595087179495946
Xp-7d,2.3801917550846317
ZMIC0,72.74475115843468
ZMIC1,35.065043276146476
ZMIC2,24.30320573200907
ZMIC3,23.056155328214615
ZMIC4,23.056155328214615
ZMIC5,23.056155328214615
nAcid,0
nAtom,37
nBase,0
nRing,3
piPC1,3.5263605246161616
piPC2,4.154969184038536
piPC3,4.769624740953621
piPC4,5.379032924729969
piPC5,5.872117789475416
piPC6,6.189706870323118
piPC7,6.519619613692657
piPC8,6.912909939612575
piPC9,7.071152143294837
AATS0Z,25.08108108108108
AATS0d,3.4864864864864864
AATS0i,164.9400812802361
AATS0m,99.24646005405405
AATS0p,1.5091649073712166
AATS0s,4.443693693693694
AATS0v,228.87465169570365
AATS1Z,27.128205128205128
AATS1d,4.0256410256410255
AATS1i,150.77665896158715
AATS1m,104.03472635897434
AATS1p,1.76312852923077
AATS1s,3.5220797720797723
AATS1v,266.47591879405525
AATS2Z,23.875
AATS2d,3.734375
AATS2i,159.360112424221
AATS2m,90.64517226562498
AATS2p,1.5155840797803593
AATS2s,3.637152777777779
AATS2v,225.51992586262102
AATS3Z,20.904109589041095
AATS3d,3.356164383561644
AATS3i,162.16870748066364
AATS3m,77.58041632876711
AATS3p,1.4128098136546847
AATS3s,3.405631659056317
AATS3v,207.11961092474172
AATS4Z,19.41891891891892
AATS4d,3.135135135135135
AATS4i,160.90744691909183
AATS4m,71.0409769864865
AATS4p,1.3559260096593513
AATS4s,3.5292792792792786
AATS4v,195.28806930367332
AATS5Z,17.281690140845072
AATS5d,2.943661971830986
AATS5i,163.48204584458375
AATS5m,61.02701656338029
AATS5p,1.3567270779069858
AATS5s,3.226917057902974
AATS5v,190.3545160153653
AATS6Z,15.774647887323944
AATS6d,2.7464788732394365
AATS6i,159.91786166198224
AATS6m,56.149660873239434
AATS6p,1.3440003051174503
AATS6s,2.810250391236307
AATS6v,179.1440531983064
AATS7Z,13.626865671641792
AATS7d,2.537313432835821
AATS7i,163.14833871047963
AATS7m,47.39116628358207
AATS7p,1.1948379061900745
AATS7s,2.6413764510779436
AATS7v,156.57665679392983
AATS8Z,14.28
AATS8d,2.6
AATS8i,167.37842330213175
AATS8m,50.631132100000016
AATS8p,1.1058249547577197
AATS8s,2.7977777777777777
AATS8v,147.46985706091016
AMID_C,1.3988685654798436
AMID_N,0.474918553686191
AMID_O,0.1676742740504533
AMID_X,0.0
AMID_h,0.6425928277366442
ATS0dv,344.0
ATS0pe,240.01270000000002
ATS0se,291.5963119999999
ATS1dv,359.0
ATS1pe,262.08110000000005
ATS1se,310.1111759999999
ATS2dv,513.0
ATS2pe,426.25509999999997
ATS2se,511.38772400000005
ATS3dv,453.0
ATS3pe,479.1542
ATS3se,579.9202160000002
ATS4dv,372.0
ATS4pe,481.3211999999999
ATS4se,585.793516
ATS5dv,288.0
ATS5pe,461.061
ATS5se,562.625808
ATS6dv,272.0
ATS6pe,433.67769999999996
ATS6se,535.26516
ATS7dv,228.0
ATS7pe,403.16200000000003
ATS7se,503.355412
ATS8dv,216.0
ATS8pe,305.23769999999996
ATS8se,380.926324
ATSC0Z,270.2702702702703
ATSC0c,0.8473210553886713
ATSC0d,21.729729729729737
ATSC0i,61.47890406643697
ATSC0m,1282.9840727027022
ATSC0p,7.8088452686532435
ATSC0s,44.89639639639638
ATSC0v,1718.7602148625274
ATSC1Z,18.417823228634074
ATSC1c,-0.5797593985656635
ATSC1d,9.555149744338935
ATSC1i,-15.380581098090722
ATSC1m,85.02709017823273
ATSC1p,-1.1179949311307087
ATSC1s,-3.5567121175229284
ATSC1v,-88.52866470459946
ATSC2Z,81.15412710007308
ATSC2c,0.2841208714955449
ATSC2d,3.9810080350620902
ATSC2i,6.933488429480532
ATSC2m,378.48217870343353
ATSC2p,0.524379747329557
ATSC2s,13.256533560587613
ATSC2v,198.58591474094152
ATSC3Z,-9.6143170197224
ATSC3c,-0.15317082812932642
ATSC3d,-3.088385682980276
ATSC3i,-0.31969808716512627
ATSC3m,-39.20991435938613
ATSC3p,0.2560296058718204
ATSC3s,-2.3466439412385367
ATSC3v,101.21069468985823
ATSC4Z,-47.1081081081081
ATSC4c,0.1701012459148014
ATSC4d,-8.08108108108108
ATSC4i,-14.868375200925719
ATSC4m,-220.24829083783766
ATSC4p,-1.4055698462594841
ATSC4s,-11.123873873873876
ATSC4v,-295.912157247488
ATSC5Z,-200.81592403214023
ATSC5c,-0.37300376104345917
ATSC5d,-7.427319211102996
ATSC5i,11.355807923962775
ATSC5m,-935.8771229700509
ATSC5p,0.4392557529722095
ATSC5s,-31.00314503692882
ATSC5v,-406.3478480889453
ATSC6Z,-29.545653761869985
ATSC6c,0.39955413748863483
ATSC6d,-2.6975894813732655
ATSC6i,-6.871902301137895
ATSC6m,-149.82975615924036
ATSC6p,-1.6460056143446542
ATSC6s,6.512620728836947
ATSC6v,-404.25198827742634
ATSC7Z,-4.0840029218407885
ATSC7c,-0.26036698360946586
ATSC7d,3.2731921110299487
ATSC7i,-16.279264756859877
ATSC7m,-21.30067843462411
ATSC7p,-1.2420164810568208
ATSC7s,-4.400982063144223
ATSC7v,-168.9111210272475
ATSC8Z,63.905040175310425
ATSC8c,0.15443918717307284
ATSC8d,4.230094959824689
ATSC8i,-1.8438071808838628
ATSC8m,297.0919522125637
ATSC8p,-0.032117771232845566
ATSC8s,5.148263127992859
ATSC8v,158.8147113652753
AXp-0d,0.705760602662089
AXp-1d,0.44454312898316756
AXp-2d,0.2870897180036862
AXp-3d,0.1816245572622037
AXp-4d,0.11904676893165185
AXp-5d,0.0746599401089653
AXp-6d,0.050133925604923864
AXp-7d,0.03216475344708962
GATS1Z,0.6950307692307691
GATS1c,1.6971906132369534
GATS1d,0.6584385763490239
GATS1i,1.4305025892222651
GATS1m,0.7005782886349832
GATS1p,1.1502920257440228
GATS1s,0.6325103611147558
GATS1v,0.9610383908214548
GATS2Z,0.7190718749999999
GATS2c,0.8983736480832031
GATS2d,1.0225046641791042
GATS2i,1.0257792312573664
GATS2m,0.721722528323675
GATS2p,0.926524655639457
GATS2s,0.5500511061502962
GATS2v,0.8504152160987754
GATS3Z,0.9469972602739726
GATS3c,1.361970914331106
GATS3d,1.089347781639746
GATS3i,1.0579678663081689
GATS3m,0.9433777082862015
GATS3p,0.928379186986082
GATS3s,0.8517326355053872
GATS3v,0.8898469314489423
GATS4Z,1.0386
GATS4c,1.120280726495289
GATS4d,1.264925373134328
GATS4i,1.11373165883544
GATS4m,1.0352332691183637
GATS4p,1.0662911862873214
GATS4s,1.493077154610214
GATS4v,1.0298126250961042
GATS5Z,1.3357521126760563
GATS5c,1.1347143372515713
GATS5d,1.1200336346436828
GATS5i,0.9270088938074171
GATS5m,1.3266625273790806
GATS5p,0.9150170457531512
GATS5s,1.616868058960768
GATS5v,1.0452265271075731
GATS6Z,0.9717971830985914
GATS6c,0.3553252811015465
GATS6d,0.9216943451755306
GATS6i,1.0404330114086753
GATS6m,0.9824191148054535
GATS6p,1.1351614373372596
GATS6s,0.42037314687765404
GATS6v,1.1589934882927364
GATS7Z,0.9980059701492536
GATS7c,0.8024666538256029
GATS7d,0.7912675428826017
GATS7i,1.044417105245329
GATS7m,1.0033987663456776
GATS7p,1.1049642530863524
GATS7s,0.7676047374245459
GATS7v,1.10833583734734
GATS8Z,0.8724599999999999
GATS8c,0.7575670570960009
GATS8d,0.8117910447761192
GATS8i,0.900938726438813
GATS8m,0.8776046515278212
GATS8p,0.9782419882763503
GATS8s,0.760640112370824
GATS8v,0.9634173627994655
MATS1Z,0.06465128205128216
MATS1c,-0.6491378254549177
MATS1d,0.41717693583365223
MATS1i,-0.2373469984712491
MATS1m,0.06287430085505154
MATS1p,-0.13582825901252848
MATS1s,-0.07515784996471264
MATS1v,-0.04886588161339562
MATS2Z,0.17359375000000007
MATS2c,0.19385494764793262
MATS2d,0.10591573383084578
MATS2i,0.06519997483952777
MATS2m,0.17054772090972478
MATS2p,0.03882226257470515
MATS2s,0.1707026416340591
MATS2v,0.06679668342729793
MATS3Z,-0.01803013698630132
MATS3c,-0.09162351015839157
MATS3d,-0.07203707489947517
MATS3i,-0.0026356806284842855
MATS3m,-0.015490074007765411
MATS3p,0.01661813314374572
MATS3s,-0.026491989776307498
MATS3v,0.02984626409057535
MATS4Z,-0.08714999999999996
MATS4c,0.10037591113369355
MATS4d,-0.1859452736318407
MATS4i,-0.12092257845763044
MATS4m,-0.08583438232941899
MATS4p,-0.08999857199769412
MATS4s,-0.12388381659476277
MATS4v,-0.08608302504580492
MATS5Z,-0.38720704225352104
MATS5c,-0.22940801533767002
MATS5d,-0.1781234671711863
MATS5i,0.09625765922241585
MATS5m,-0.38013769909969336
MATS5p,0.029313927953487886
MATS5s,-0.35986337071961894
MATS5v,-0.12320435154675129
MATS6Z,-0.056969014084507046
MATS6c,0.24573725863998117
MATS6d,-0.06469413495900778
MATS6i,-0.05824977265746461
MATS6m,-0.06085835134241699
MATS6p,-0.10984691643409952
MATS6s,0.07559406134139379
MATS6v,-0.12256888848173078
MATS7Z,-0.008344776119403043
MATS7c,-0.169693354399869
MATS7d,0.08318482215786734
MATS7i,-0.1462297005438674
MATS7m,-0.009168516956185712
MATS7p,-0.08783497109968444
MATS7s,-0.054133366477535055
MATS7v,-0.05427125609759785
MATS8Z,0.1749719999999999
MATS8c,0.13487803446079913
MATS8d,0.14405472636815914
MATS8i,-0.022193260185308535
MATS8m,0.17135679960092626
MATS8p,-0.003043619113278285
MATS8s,0.08485569044513566
MATS8v,0.0683765457182773
MAXaaN,4.283874679369463
MAXssO,4.959056292282754
MINaaN,4.07915245714724
MINssO,4.959056292282754
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,1
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,6
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,28.29045461925733
SpAD_D,216.6169093080188
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0.3605237703948023
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,636
TMWC10,119.84267599091963
TSRW10,69.61264741107145
VE1_Dt,4.643992502034794
VE2_Dt,0.21109056827430883
VE3_Dt,2.324031809649687
VR1_Dt,118.49132560544575
VR2_Dt,5.38596934570208
VR3_Dt,5.563297116618277
Xc-3dv,0.4967038601937
Xc-4dv,0.0
Xc-5dv,0.03832264561862953
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.11785113019775792
Xch-6d,0.2902636039661994
Xch-7d,0.4728948630145365
Xp-0dv,12.276559359251863
Xp-1dv,6.887179448724987
Xp-2dv,4.677426155508276
Xp-3dv,3.048345403852815
Xp-4dv,2.071593779505151
Xp-5dv,1.2998397760583247
Xp-6dv,0.7191674646139689
Xp-7dv,0.37898747524513915
Xpc-4d,3.075883494628493
Xpc-5d,4.9339611527550105
Xpc-6d,6.894327896582953
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,39
nFRing,1
nHBAcc,7
nHBDon,1
nHRing,2
nSpiro,0
naRing,3
piPC10,7.4137607105146675
AATS0dv,9.297297297297296
AATS0pe,6.48682972972973
AATS0se,7.880981405405403
AATS1dv,9.205128205128204
AATS1pe,6.720028205128206
AATS1se,7.951568615384613
AATS2dv,8.015625
AATS2pe,6.6602359374999995
AATS2se,7.990433187500001
AATS3dv,6.205479452054795
AATS3pe,6.563756164383562
AATS3se,7.944112547945208
AATS4dv,5.027027027027027
AATS4pe,6.5043405405405395
AATS4se,7.916128594594594
AATS5dv,4.056338028169014
AATS5pe,6.493816901408451
AATS5se,7.924307154929577
AATS6dv,3.8309859154929575
AATS6pe,6.10813661971831
AATS6se,7.538945915492958
AATS7dv,3.4029850746268657
AATS7pe,6.01734328358209
AATS7se,7.512767343283582
AATS8dv,4.32
AATS8pe,6.104753999999999
AATS8se,7.618526480000001
AATSC0Z,7.304601899196495
AATSC0c,0.022900569064558684
AATSC0d,0.5872899926953983
AATSC0i,1.6615920017955936
AATSC0m,34.67524520818114
AATSC0p,0.21104987212576334
AATSC0s,1.2134161188215238
AATSC0v,46.45297878006831
AATSC1Z,0.47225187765728394
AATSC1c,-0.014865625604247782
AATSC1d,0.24500383959843425
AATSC1i,-0.3943738743100185
AATSC1m,2.180181799441865
AATSC1p,-0.028666536695659196
AATSC1s,-0.09119774660315201
AATSC1v,-2.2699657616563966
AATSC2Z,1.268033235938642
AATSC2c,0.004439388617117889
AATSC2d,0.06220325054784516
AATSC2i,0.10833575671063331
AATSC2m,5.913784042241149
AATSC2p,0.008193433552024329
AATSC2s,0.20713333688418145
AATSC2v,3.1029049178272112
AATSC3Z,-0.13170297287290958
AATSC3c,-0.00209823052231954
AATSC3d,-0.04230665319151063
AATSC3i,-0.004379425851577072
AATSC3m,-0.5371221145121388
AATSC3p,0.0035072548749564437
AATSC3s,-0.032145807414226533
AATSC3v,1.3864478724638114
AATSC4Z,-0.6365960555149743
AATSC4c,0.002298665485335154
AATSC4d,-0.10920379839298758
AATSC4i,-0.2009239892016989
AATSC4m,-2.9763282545653738
AATSC4p,-0.01899418711161465
AATSC4s,-0.15032261991721454
AATSC4v,-3.9988129357768645
AATSC5Z,-2.8283932962273273
AATSC5c,-0.00525357409920365
AATSC5d,-0.10461012973384502
AATSC5i,0.15994095667553204
