DLiP-ID,C100K2
DLiP-Mol-ID,36327
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C21H26N2/c1-15-5-4-6-18(10-15)7-8-22-13-19-12-20-11-16(2)9-17(3)21(20)23-14-19/h4-6,9-12,22-23H,7-8,13-14H2,1-3H3"
Standard Inchi Key(RDKit),FNEFAEVQPSPYRA-UHFFFAOYSA-N
Canonical SMILES(RDKit),Cc1cccc(CCNCC2=Cc3cc(C)cc(C)c3NC2)c1
SMILES(SDF),
MW(SDF),
MW(RDKit),306.453
MW Monoisotopic(RDKit),306.209598832
MolLogP(RDKit),4.25306
XLogP(SDF),
XLogP(CDK),4.063
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),2
HBA Lipinski(RDKit),2
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),24.06
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),5
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),23
QED Weighted(RDKit),0.806879036176507
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Annexin A2/S100-A10
Common Target Pref Name,Annexin A2/S100-A10
RDKit Descriptors
Ipc,185614.80715670504
qed,0.8068790361765074
Chi0,16.233840039752504
Chi1,11.11419354072963
TPSA,24.06
Chi0n,14.369879009073573
Chi0v,14.369879009073573
Chi1n,8.42473835617444
Chi1v,8.42473835617444
Chi2n,6.618015400603423
Chi2v,6.618015400603423
Chi3n,4.387214534268364
Chi3v,4.387214534268364
Chi4n,3.2914964672669025
Chi4v,3.2914964672669025
MolMR,100.13540000000005
MolWt,306.45300000000003
fr_SH,0
Kappa1,15.821226869077362
Kappa2,7.011570089346454
Kappa3,4.023035920931975
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,0
fr_NH1,2
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,728.6165830258541
MolLogP,4.253060000000003
NOCount,2
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,1.5561993436760002
SMR_VSA1,0.0
SMR_VSA2,0.0
SMR_VSA3,5.316788604006331
SMR_VSA4,0.0
SMR_VSA5,27.19203322199788
SMR_VSA6,24.951057821744058
SMR_VSA7,69.7885643993239
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,139.17726653663306
NHOHCount,2
PEOE_VSA1,10.633577208012662
PEOE_VSA2,0.0
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,47.534758432535924
PEOE_VSA7,62.066615701532314
