DLiP-ID,T005RP
DLiP-Mol-ID,22920
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C22H21N3O4/c1-2-28-21(26)17-10-6-11-18(14-17)24-22(27)25-20-19(12-7-13-23-20)29-15-16-8-4-3-5-9-16/h3-14H,2,15H2,1H3,(H2,23,24,25,27)"
Standard Inchi Key(RDKit),SANNIOQAIFBYQZ-UHFFFAOYSA-N
Canonical SMILES(RDKit),CCOC(=O)c1cccc(NC(=O)Nc2ncccc2OCc2ccccc2)c1
SMILES(SDF),
MW(SDF),
MW(RDKit),391.427
MW Monoisotopic(RDKit),391.153206152
MolLogP(RDKit),4.4813
XLogP(SDF),
XLogP(CDK),3.942
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),7
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),89.55
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),7
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),29
QED Weighted(RDKit),0.579724627077096
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Cyclophilins
Common Target Pref Name,Cyclophilins
RDKit Descriptors
Ipc,4100292.2824840136
qed,0.5797246270770964
Chi0,20.47648072687178
Chi1,14.152198343190413
TPSA,89.55
Chi0n,15.922623550004019
Chi0v,15.922623550004019
Chi1n,9.12370531822467
Chi1v,9.12370531822467
Chi2n,6.004817580452512
Chi2v,6.004817580452512
Chi3n,3.871363014757207
Chi3v,3.871363014757207
Chi4n,2.544451410747203
Chi4v,2.544451410747203
MolMR,110.05090000000001
MolWt,391.42700000000013
fr_SH,0
Kappa1,19.87959557054816
Kappa2,9.889461960756316
Kappa3,5.802157087713075
fr_ArN,0
fr_COO,0
fr_C_O,2
fr_C_S,0
fr_NH0,1
fr_NH1,2
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,976.5561014805461
MolLogP,4.481300000000003
NOCount,7
fr_Ar_N,1
fr_COO2,0
fr_urea,1
BalabanJ,1.636903721417842
SMR_VSA1,19.06280027574374
SMR_VSA2,0.0
SMR_VSA3,4.9839785209472085
SMR_VSA4,0.0
SMR_VSA5,13.530619164203543
SMR_VSA6,17.24045917252558
SMR_VSA7,84.0537843080848
SMR_VSA8,0.0
SMR_VSA9,5.749511833283905
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,2
fr_azide,0
fr_diazo,0
fr_ester,1
fr_ether,2
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,168.2398091108719
NHOHCount,2
PEOE_VSA1,14.790514511606428
PEOE_VSA2,5.316788604006331
PEOE_VSA3,14.573052889090853
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,36.39820241076966
PEOE_VSA7,42.81902403369567
PEOE_VSA8,11.884229846296638
PEOE_VSA9,12.170333456209914
RingCount,3
SMR_VSA10,23.505668852808512
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,391.153206152
NumHDonors,2
PEOE_VSA10,6.606881964512918
PEOE_VSA11,11.567374611118932
PEOE_VSA12,0.0
PEOE_VSA13,0.0
PEOE_VSA14,12.000419800289922
SlogP_VSA1,15.370440161812711
SlogP_VSA2,23.591280285750045
SlogP_VSA3,11.343744918312968
SlogP_VSA4,0.0
SlogP_VSA5,22.845177367156435
SlogP_VSA6,72.9268813246908
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,2
