DLiP-ID,T000XU
VR3_D,5.23942230189654
WPath,656
Xc-3d,1.212986144588228
Xc-4d,0.0
Xc-5d,0.3932286679177839
Xc-6d,0.0
Xp-0d,13.405412915006313
Xp-1d,9.202708600407234
Xp-2d,8.207751041540527
Xp-3d,7.367588313843386
Xp-4d,6.047951196065732
Xp-5d,5.185892510587425
Xp-6d,3.6996903454065753
Xp-7d,2.8048762822964632
ZMIC0,61.629839253724114
ZMIC1,52.86577738605321
ZMIC2,35.98766585359609
ZMIC3,27.851255043636527
ZMIC4,25.82219983559508
ZMIC5,25.631606525247538
nAcid,0
nAtom,31
nBase,1
nRing,3
piPC1,3.4339872044851463
piPC2,4.135166556742356
piPC3,4.858842942337124
piPC4,5.549562347973121
piPC5,6.252565995327797
piPC6,6.71375327053879
piPC7,7.218234113156139
piPC8,7.671470132045406
piPC9,8.108988787987126
AATS0Z,62.12903225806452
AATS0d,3.6774193548387095
AATS0i,154.3218948639835
AATS0m,295.39457967741924
AATS0p,1.971401898651226
AATS0s,4.252525001106243
AATS0v,268.1415733572857
AATS1Z,30.96969696969697
AATS1d,4.393939393939394
AATS1i,141.1768101317151
AATS1m,123.21794484848479
AATS1p,2.1537099303030307
AATS1s,3.196876169098391
AATS1v,306.48938521421974
AATS2Z,29.51851851851852
AATS2d,4.148148148148148
AATS2i,143.21900497609442
AATS2m,117.61175866666662
AATS2p,2.0194858631425547
AATS2s,2.9776520347508013
AATS2v,280.3118196819341
AATS3Z,27.901408450704224
AATS3d,3.591549295774648
AATS3i,148.00947862074636
AATS3m,110.6271708450704
AATS3p,1.8297976652224224
AATS3s,3.1873152495218227
AATS3v,245.96113522228993
AATS4Z,28.7
AATS4d,3.2142857142857144
AATS4i,148.51570335672423
AATS4m,114.19490982857141
AATS4p,1.7886126349056564
AATS4s,3.0008818342151677
AATS4v,232.68015291563273
AATS5Z,24.791044776119403
AATS5d,2.8208955223880596
AATS5i,153.53946636157525
AATS5m,95.68966822388057
AATS5p,1.6165442175297011
AATS5s,2.636401326699834
AATS5v,202.61791080673763
AATS6Z,19.363636363636363
AATS6d,2.618181818181818
AATS6i,155.9443897503244
AATS6m,70.41512441818182
AATS6p,1.4386355207879817
AATS6s,2.7317620650953995
AATS6v,181.04275830361505
AATS7Z,19.261904761904763
AATS7d,2.4047619047619047
AATS7i,157.10403085852246
AATS7m,72.75878635714287
AATS7p,1.3365065908557856
AATS7s,3.308127572016461
AATS7v,174.42127757822905
AATS8Z,23.97142857142857
AATS8d,1.8857142857142857
AATS8i,163.6622343976841
AATS8m,95.79081202857142
AATS8p,1.1930818335983713
AATS8s,3.1157407407407405
AATS8v,146.60843846252405
AMID_C,1.779778907285475
AMID_N,0.09001505893463176
AMID_O,0.09199911869441495
AMID_X,0.09437669822580065
AMID_h,0.27639087585484734
ATS0dv,233.06721536351165
ATS0pe,191.95680000000002
ATS0se,235.18513700000008
ATS1dv,251.03703703703704
ATS1pe,210.59300000000005
ATS1se,251.10728600000007
ATS2dv,353.81481481481484
ATS2pe,338.2105000000002
ATS2se,407.3774040000001
ATS3dv,370.8518518518519
ATS3pe,439.30059999999986
ATS3se,536.2906660000001
ATS4dv,290.3703703703704
ATS4pe,434.5639999999999
ATS4se,531.761064
ATS5dv,236.33333333333334
ATS5pe,404.79949999999997
ATS5se,501.89085399999993
ATS6dv,184.03703703703704
ATS6pe,328.4969999999999
ATS6se,409.923698
ATS7dv,132.03703703703704
ATS7pe,256.4585000000001
ATS7se,318.39763400000004
ATS8dv,56.074074074074076
ATS8pe,214.02290000000002
ATS8se,268.017196
ATSC0Z,1120.7096774193542
ATSC0c,0.31615127636447604
ATSC0d,19.93548387096774
ATSC0i,44.361323325799034
ATSC0m,5973.027804709677
ATSC0p,10.339656541986187
ATSC0s,40.422125979025644
ATSC0v,1692.5570215183552
ATSC1Z,-6.561914672216451
ATSC1c,-0.14203020901737784
ATSC1d,8.229968782518208
ATSC1i,10.517017065334587
ATSC1m,-29.395119465140255
ATSC1p,1.0033439152388277
ATSC1s,-5.0855550987839875
ATSC1v,161.23103502987567
ATSC2Z,25.344432882414146
ATSC2c,-0.09267748551322733
ATSC2d,1.144640998959418
ATSC2i,7.700118997162693
ATSC2m,132.50943269927188
ATSC2p,0.9330586871821811
ATSC2s,-4.746091034573324
ATSC2v,106.18004034228942
ATSC3Z,2.7939646201872996
ATSC3c,0.15897867628538195
ATSC3d,-3.3683662851196674
ATSC3i,8.899251760187452
ATSC3m,-3.5667783995835087
ATSC3p,1.7224049403945898
ATSC3s,11.069056991531173
ATSC3v,233.98385225561262
ATSC4Z,-92.02185223725284
ATSC4c,-0.05744885181678153
ATSC4d,-6.789802289281997
ATSC4i,-14.097622956321045
ATSC4m,-452.21481727991625
ATSC4p,-1.008960945975662
ATSC4s,-12.807531360222907
ATSC4v,-554.7943714044488
ATSC5Z,-232.53381893860566
ATSC5c,-0.05397798891044655
ATSC5d,-3.1186264308012492
ATSC5i,-6.872617125132015
ATSC5m,-1216.0820630499475
ATSC5p,-2.078141377471902
ATSC5s,-3.386895955287774
ATSC5v,-328.4868047782905
ATSC6Z,-233.0332986472424
ATSC6c,0.021520558946044478
ATSC6d,-6.143600416233088
ATSC6i,-11.462227998222543
ATSC6m,-1226.6898730332987
ATSC6p,-3.23874228615457
ATSC6s,6.0360047511380035
ATSC6v,-286.9195703338129
ATSC7Z,60.10301768990634
ATSC7c,0.026901619747845835
ATSC7d,-8.460978147762752
ATSC7i,-19.50259405232697
ATSC7m,319.7688190707589
ATSC7p,-1.1247262725886182
ATSC7s,-1.4834214224437567
ATSC7v,-293.95178026074836
ATSC8Z,137.61810613943808
ATSC8c,-0.018892311585558205
ATSC8d,-1.9916753381893868
ATSC8i,-11.503504503612248
ATSC8m,690.6306816181059
ATSC8p,-1.0294797446220587
ATSC8s,-9.482824764584215
ATSC8v,-238.46496346611514
AXp-0d,0.705548048158227
AXp-1d,0.43822421906701114
AXp-2d,0.27359170138468425
AXp-3d,0.17541876937722348
AXp-4d,0.10799912850117378
AXp-5d,0.06823542777088716
AXp-6d,0.04404393268341161
AXp-7d,0.029217461273921493
GATS1Z,0.47372580214673377
GATS1c,1.3353368208294332
GATS1d,0.6384230656075317
GATS1i,0.748022081226613
GATS1m,0.47014040015995207
GATS1p,0.5900628325200746
GATS1s,0.7025105822118871
GATS1v,0.6839504912954252
GATS2Z,0.5609045087917924
GATS2c,0.9454401349119642
GATS2d,1.1147069399496585
GATS2i,0.8361739766001236
GATS2m,0.55871437479735
GATS2p,0.7023758531725158
GATS2s,0.6735487089614898
GATS2v,0.7988914271130376
GATS3Z,0.8411420685763309
GATS3c,0.5768789956295893
GATS3d,1.1869273895801997
GATS3i,0.83050234457888
GATS3m,0.8422000797576459
GATS3p,0.8280053787600863
GATS3s,0.8176209443505108
GATS3v,0.8593369883480132
GATS4Z,1.0613810373611197
GATS4c,0.8768988944892288
GATS4d,1.1071428571428574
GATS4i,1.050014852719261
GATS4m,1.0617835180077682
GATS4p,1.0100994969848287
GATS4s,1.2351269877955022
GATS4v,1.0712677950281333
GATS5Z,1.367803346974758
GATS5c,0.8890896365288536
GATS5d,0.9994928271265036
GATS5i,1.0261015889609038
GATS5m,1.3724189079326563
GATS5p,1.1798249069359825
GATS5s,0.8046162592780514
GATS5v,1.1049872936227412
GATS6Z,1.2067840339960545
GATS6c,0.9066237765963641
GATS6d,1.12180052956752
GATS6i,1.1069535799251546
GATS6m,1.2060322187246741
GATS6p,1.2184864898519627
GATS6s,0.7887395385928837
GATS6v,1.129234563926916
GATS7Z,0.4713212497018843
GATS7c,1.2299476097839528
GATS7d,1.1823855755894592
GATS7i,1.3198639505972172
GATS7m,0.45806932492903446
GATS7p,0.9088048435059816
GATS7s,1.584970033512602
GATS7v,1.077756127083716
GATS8Z,0.8305961495760591
GATS8c,1.6057572162630176
GATS8d,0.8599167822468794
GATS8i,1.3135298993187612
GATS8m,0.8299233077076279
GATS8p,1.086267333020609
GATS8s,1.874848118926625
GATS8v,1.1340483693795143
MATS1Z,-0.0055002852193572465
MATS1c,-0.4220204931513951
MATS1d,0.38781014023732463
MATS1i,0.22270801119073683
MATS1m,-0.004623048473261836
MATS1p,0.09115730191576418
MATS1s,-0.11818625375445381
MATS1v,0.08948558614197014
MATS2Z,0.012982471850700512
MATS2c,-0.16828570896605613
MATS2d,0.03296176435335014
MATS2i,0.09964623126978685
MATS2m,0.012735622931963363
MATS2p,0.051804893105084474
MATS2s,-0.06740387226435586
MATS2v,0.03601368082120274
MATS3Z,0.0010885067471202191
MATS3c,0.2195569970654633
MATS3d,-0.07377273348830851
MATS3i,0.08758956012571964
MATS3m,-0.00026072635705326946
MATS3p,0.07273316641000668
MATS3s,0.11956245319966256
MATS3v,0.06035954024713098
MATS4Z,-0.036363150406671235
MATS4c,-0.08047297695130219
MATS4d,-0.15083217753120667
MATS4i,-0.14073595094677335
MATS4m,-0.033528483122134516
MATS4p,-0.043214739287983084
MATS4s,-0.14031688358461475
MATS4v,-0.14516181556648033
MATS5Z,-0.09600191432452619
MATS5c,-0.07899664577854894
MATS5d,-0.07238081437472832
MATS5i,-0.0716810813263494
MATS5m,-0.09420094021642708
MATS5p,-0.09299420112455777
MATS5s,-0.03876766065464914
MATS5v,-0.0897969345371026
MATS6Z,-0.1171989889104621
MATS6c,0.03836697965371071
MATS6d,-0.17369814651368043
MATS6i,-0.14563426029114526
MATS6m,-0.11575486368921187
MATS6p,-0.17655063468605528
MATS6s,0.08416459269333178
MATS6v,-0.09554673858726738
MATS7Z,0.039583624596001565
MATS7c,0.06280524203876003
MATS7d,-0.31326090306672855
MATS7i,-0.3244892334434834
MATS7m,0.0395142715494084
MATS7p,-0.08028846051000434
MATS7s,-0.027086806086407476
MATS7v,-0.12818735586553073
MATS8Z,0.10876172931897997
MATS8c,-0.05292779600295998
MATS8d,-0.08848821081830795
MATS8i,-0.22967796068208185
MATS8m,0.10241061666905853
MATS8p,-0.08818715718095756
MATS8s,-0.2077840578517712
MATS8v,-0.124788602155808
MAXsBr,3.5921609268707484
MINsBr,3.5921609268707484
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,1
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,5
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,25.14004291545939
SpAD_D,142.95483327390127
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0.041634149029982526
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,721
TMWC10,113.94181001416054
TSRW10,52.86075806743894
VE1_Dt,4.349934957144843
VE2_Dt,0.22894394511288646
VE3_Dt,2.1120147787807038
VR1_Dt,93.0223690910871
VR2_Dt,4.895914162688794
VR3_Dt,5.174693878264614
Xc-3dv,0.7388151560184
Xc-4dv,0.0
Xc-5dv,0.17161089793763265
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.19673563623996193
Xch-7d,0.3965659684118134
Xp-0dv,11.775468506480976
Xp-1dv,6.84064074244287
Xp-2dv,5.3215259973128
Xp-3dv,3.973515878430289
Xp-4dv,2.939591171195776
Xp-5dv,2.142435860191753
Xp-6dv,1.2952586304965938
Xp-7dv,0.8244770456670824
Xpc-4d,3.3295593773555208
Xpc-5d,5.314687255183341
Xpc-6d,8.601843424430982
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,33
nFRing,1
nHBAcc,2
nHBDon,1
nHRing,0
nSpiro,0
naRing,3
piPC10,8.242321938050761
AATS0dv,7.518297269790699
AATS0pe,6.192154838709678
AATS0se,7.586617322580648
AATS1dv,7.607182940516274
AATS1pe,6.381606060606062
AATS1se,7.609311696969699
AATS2dv,6.5521262002743486
AATS2pe,6.2631574074074114
AATS2se,7.544026000000002
AATS3dv,5.223265519040168
AATS3pe,6.187332394366195
AATS3se,7.553389661971832
AATS4dv,4.148148148148148
AATS4pe,6.208057142857141
AATS4se,7.596586628571429
AATS5dv,3.527363184079602
AATS5pe,6.041783582089551
AATS5se,7.490908268656716
AATS6dv,3.3461279461279463
AATS6pe,5.972672727272726
AATS6se,7.4531581454545455
AATS7dv,3.1437389770723105
AATS7pe,6.106154761904763
AATS7se,7.580896047619048
AATS8dv,1.6021164021164023
AATS8pe,6.114940000000001
AATS8se,7.657634171428572
AATSC0Z,36.15192507804368
AATSC0c,0.010198428269821808
AATSC0d,0.643080124869927
AATSC0i,1.431010429864485
AATSC0m,192.67831628095732
AATSC0p,0.33353730780600604
AATSC0s,1.3039395477105047
AATSC0v,54.598613597366295
AATSC1Z,-0.19884589915807427
AATSC1c,-0.004303945727799329
AATSC1d,0.24939299340964266
AATSC1i,0.31869748682832083
AATSC1m,-0.890761195913341
AATSC1p,0.030404361067843264
AATSC1s,-0.15410773026618144
AATSC1v,4.885788940299263
AATSC2Z,0.46934134967433605
AATSC2c,-0.001716249731726432
AATSC2d,0.02119705553628552
AATSC2i,0.14259479624375357
AATSC2m,2.4538783833198496
AATSC2p,0.0172788645774478
AATSC2s,-0.08789057471432081
AATSC2v,1.9662970433757299
AATSC3Z,0.039351614368835205
AATSC3c,0.002239136285709605
AATSC3d,-0.047441778663657286
AATSC3i,0.12534157408714722
AATSC3m,-0.05023631548709167
AATSC3p,0.024259224512599858
AATSC3s,0.1559022111483264
AATSC3v,3.2955472148677836
AATSC4Z,-1.314597889103612
AATSC4c,-0.000820697883096879
AATSC4d,-0.09699717556117139
AATSC4i,-0.2013946136617292
AATSC4m,-6.460211675427375
AATSC4p,-0.014413727799652316
AATSC4s,-0.1829647337174701
AATSC4v,-7.925633877206412
AATSC5Z,-3.47065401400904
AATSC5c,-0.000805641625529053
AATSC5d,-0.046546663146287304
AATSC5i,-0.10257637500197037
AATSC5m,-18.15047855298429
