DLiP-ID,T007FP
DLiP-Mol-ID,25507
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C20H20N4O3S/c1-14-12-17(13-15(2)20(14)27-3)23-22-16-7-9-18(10-8-16)28(25,26)24-19-6-4-5-11-21-19/h4-13H,1-3H3,(H,21,24)"
Standard Inchi Key(RDKit),XSXTVZGIXAQCCK-UHFFFAOYSA-N
Canonical SMILES(RDKit),COc1c(C)cc(N=Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)cc1C
SMILES(SDF),
MW(SDF),
MW(RDKit),396.472
MW Monoisotopic(RDKit),396.1256115
MolLogP(RDKit),4.92324
XLogP(SDF),
XLogP(CDK),4.676
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),6
HBA Lipinski(RDKit),7
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),93.01
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),6
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),28
QED Weighted(RDKit),0.598338615883348
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,BRD4/NUT
Common Target Pref Name,Bromodomain/Histone
RDKit Descriptors
Ipc,1804867.3585607896
qed,0.5983386158833485
Chi0,20.148053602125593
Chi1,13.386178577914636
TPSA,93.01
Chi0n,15.74813664025159
Chi0v,16.564633221179314
Chi1n,8.497716220510071
Chi1v,9.980879468104465
